rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.64799062014993,86.10021170636419,603368,柳药集团,bottom_area,2024-08-15,16.9,2024-07-31,16.41,2.985984156002428,8.470444850700796,31.908713692946062,True,0.4159,1.2534,3,3,3,100.0,31.603524634675978,42.85714285714285,12.014015843997573,2.985984156002428,历史3/3次成功; 当前距低点2.99%; 最新日涨幅0.42%; 状态bottom_area; 底部已确认
2,88.32218087254765,80.48701623125972,002563,森马服饰,bottom_area,2024-08-15,4.9,2024-07-30,4.78,2.510460251046027,7.531380753138063,29.080118694362017,True,1.2397,0.5474,1,1,1,100.0,28.929384965831446,28.929384965831446,12.489539748953971,2.510460251046027,历史1/1次成功; 当前距低点2.51%; 最新日涨幅1.24%; 状态bottom_area; 底部已确认
3,87.5541524750001,78.49912225705332,000708,中信特钢,bottom_area,2024-08-15,11.79,2024-08-15,11.6,1.6379310344827542,2.500000000000008,28.834355828220865,False,1.1149,0.1969,1,1,1,100.0,16.739811912225715,16.739811912225715,13.362068965517246,1.6379310344827542,历史1/1次成功; 当前距低点1.64%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
4,83.96911331795451,73.7038731323186,001203,大中矿业,bottom_area,2024-08-15,8.02,2024-08-15,7.98,0.5012531328320695,2.2556390977443574,31.38435081685297,False,-0.4963,0.5059,2,2,2,100.0,22.670592877288865,29.46341463414634,14.498746867167931,0.5012531328320695,历史2/2次成功; 当前距低点0.50%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
5,83.25718556401041,79.03142372407035,603218,日月股份,bottom_area,2024-08-15,9.8,2024-07-05,9.36,4.700854700854714,10.256410256410266,27.216174183514774,True,0.0,0.4943,1,1,1,100.0,47.95361527967258,47.95361527967258,10.299145299145284,4.700854700854714,历史1/1次成功; 当前距低点4.70%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
6,83.23940879676091,79.17052780395854,002552,宝鼎科技,bottom_area,2024-08-15,11.12,2024-07-25,10.61,4.80678605089538,10.084825636192276,30.197368421052634,True,0.9991,0.807,1,1,1,100.0,52.23596574690771,52.23596574690771,10.193213949104619,4.80678605089538,历史1/1次成功; 当前距低点4.81%; 最新日涨幅1.00%; 状态bottom_area; 底部已确认
7,82.92264483134664,76.6980152671756,002687,乔治白,bottom_area,2024-08-15,4.06,2024-07-25,3.93,3.307888040712454,5.852417302798981,32.82051282051282,False,-0.4902,1.0001,1,1,1,100.0,64.00000000000001,64.00000000000001,11.692111959287546,3.307888040712454,历史1/1次成功; 当前距低点3.31%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
8,81.33393614653005,75.3937463612896,301606,绿联科技,bottom_area,2024-08-15,29.89,2024-08-13,28.9,3.425605536332187,5.294117647058828,30.34466136418415,False,0.572,14.4662,1,1,1,100.0,21.957671957671955,21.957671957671955,11.574394463667812,3.425605536332187,历史1/1次成功; 当前距低点3.43%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
9,80.91064527674254,74.85472242996707,000983,山西焦煤,bottom_area,2024-08-15,8.09,2024-08-14,7.83,3.3205619412515937,4.725415070242646,27.834101382488473,False,2.5349,0.716,3,4,3,75.0,21.938729333444627,27.212389380530986,11.679438058748406,3.3205619412515937,历史3/4次成功; 当前距低点3.32%; 最新日涨幅2.53%; 状态bottom_area; 底部未确认
10,80.62202063213931,75.38462443978706,600343,航天动力,bottom_area,2024-08-15,8.01,2024-08-13,7.71,3.8910505836575857,5.05836575875486,31.16071428571428,False,1.1364,3.6305,3,4,3,75.0,31.78075145444273,55.72413793103447,11.108949416342414,3.8910505836575857,历史3/4次成功; 当前距低点3.89%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
11,80.58823095823843,74.78285764719726,001218,丽臣实业,bottom_area,2024-08-15,14.26,2024-07-25,13.78,3.4833091436865056,6.603773584905662,30.404040404040412,False,-1.1781,0.889,2,2,2,100.0,25.18711018711019,29.999999999999993,11.516690856313494,3.4833091436865056,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
12,76.08433514213898,70.11771452848838,002651,利君股份,bottom_area,2024-08-15,5.3,2024-08-13,5.14,3.1128404669260727,5.642023346303502,29.201101928374655,False,0.0,3.9185,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,11.887159533073927,3.1128404669260727,历史2/3次成功; 当前距低点3.11%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,68.90783257071546,64.3545424292845,600058,五矿发展,bottom_area,2024-08-15,6.24,2024-07-25,6.01,3.826955074875215,8.153078202995012,31.85941043083901,True,0.8078,0.4245,1,2,1,50.0,99.54954954954954,99.54954954954954,11.173044925124783,3.826955074875215,历史1/2次成功; 当前距低点3.83%; 最新日涨幅0.81%; 状态bottom_area; 底部已确认
14,67.55228236673405,63.86793409124857,002346,柘中股份,bottom_area,2024-08-15,7.22,2024-07-25,6.91,4.486251808972498,8.248914616497833,29.989868287740624,True,-0.6878,0.5448,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,10.513748191027501,4.486251808972498,历史2/3次成功; 当前距低点4.49%; 最新日涨幅-0.69%; 状态bottom_area; 底部已确认
15,66.6645010903427,60.98840000000001,300424,航新科技,bottom_area,2024-08-15,12.84,2024-08-15,12.5,2.719999999999999,3.519999999999996,28.3256880733945,False,-0.3879,5.4804,1,2,1,50.0,52.29885057471265,52.29885057471265,12.280000000000001,2.719999999999999,历史1/2次成功; 当前距低点2.72%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
16,64.98568377432247,60.73006404478979,002316,亚联发展,bottom_area,2024-08-15,2.69,2024-08-13,2.59,3.8610038610038644,8.880308880308881,27.247191011235962,True,-1.4652,12.176,4,8,4,50.0,20.070714235906443,24.890829694323134,11.138996138996134,3.8610038610038644,历史4/8次成功; 当前距低点3.86%; 最新日涨幅-1.47%; 状态bottom_area; 底部已确认
17,62.470891161189975,57.22190476190476,001239,永达股份,bottom_area,2024-08-15,14.39,2024-08-15,14.0,2.7857142857142896,3.285714285714292,32.005828071879556,False,-1.0997,15.7389,1,3,1,33.33333333333333,62.04678362573098,62.04678362573098,12.21428571428571,2.7857142857142896,历史1/3次成功; 当前距低点2.79%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
18,60.846704819302786,57.484997690828976,601163,三角轮胎,bottom_area,2024-08-15,14.8,2024-07-25,14.17,4.446012702893443,7.339449541284409,27.18396711202467,True,1.2312,0.3499,1,2,1,50.0,20.655412115193645,20.655412115193645,10.553987297106557,4.446012702893443,历史1/2次成功; 当前距低点4.45%; 最新日涨幅1.23%; 状态bottom_area; 底部已确认
19,54.80827356557379,50.15740740740742,000421,南京公用,bottom_area,2024-08-15,4.88,2024-08-15,4.75,2.7368421052631557,3.157894736842113,27.480916030534345,False,-0.4082,4.1132,1,6,1,16.666666666666664,30.864197530864196,30.864197530864196,12.263157894736844,2.7368421052631557,历史1/6次成功; 当前距低点2.74%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
