rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,72.55091020140222,67.77991968323695,605319,无锡振华,bottom_area,2021-07-23,15.15,2021-07-23,15.08,0.46419098143236265,4.177718832891252,30.889092575618697,False,-3.626,7.3904,1,1,1,100.0,17.248790972595383,17.248790972595383,7.535809018567638,0.46419098143236265,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-3.63%; 状态bottom_area; 底部未确认
2,71.90560609768494,66.95021182326343,300771,智莱科技,bottom_area,2021-07-23,17.38,2021-07-23,17.33,0.28851702250433187,3.7507212925562734,30.680000000000007,False,-3.4981,4.6597,1,1,1,100.0,10.634573304157549,10.634573304157549,7.711482977495668,0.28851702250433187,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
3,71.74610449517816,66.79600930160852,605090,九丰能源,bottom_area,2021-07-23,28.24,2021-07-23,28.16,0.284090909090903,4.048295454545457,27.478753541076482,False,-3.5848,5.7116,1,1,1,100.0,9.751271905031079,9.751271905031079,7.715909090909097,0.284090909090903,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
4,70.7699539347409,65.52773512476008,601933,永辉超市,bottom_area,2021-07-23,4.17,2021-07-23,4.17,0.0,2.6378896882494085,28.35051546391753,False,-3.0233,0.4559,1,1,1,100.0,11.70825335892515,11.70825335892515,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
5,67.12732660021774,68.27045988196222,000157,中联重科,bottom_area,2021-07-23,8.17,2021-07-19,7.79,4.878048780487804,7.3170731707317,30.57040998217469,True,-0.1222,1.7739,1,1,1,100.0,14.744145706851702,14.744145706851702,3.1219512195121966,4.878048780487804,历史1/1次成功; 当前距低点4.88%; 最新日涨幅-0.12%; 状态bottom_area; 底部已确认
