rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.80249176497044,84.83292411507237,002674,兴业科技,bottom_area,2025-10-20,13.7,2025-10-20,13.48,1.6320474777447986,2.8189910979228414,27.52688172043011,False,0.4399,1.6082,2,2,2,100.0,34.05372238887374,36.52849740932641,18.3679525222552,1.6320474777447986,历史2/2次成功; 当前距低点1.63%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
12,73.63318001302005,62.22332970620239,000700,模塑科技,bottom_area,2025-10-20,9.26,2025-10-17,9.19,0.761697497279655,5.114254624591955,30.060882800608834,False,0.5429,1.9255,1,2,1,50.0,52.926829268292686,52.926829268292686,19.238302502720348,0.761697497279655,历史1/2次成功; 当前距低点0.76%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
13,71.11355456998652,61.92064988692094,002453,华软科技,bottom_area,2025-10-20,6.83,2025-10-17,6.67,2.398800599700152,5.6971514242878545,31.65983606557377,False,0.5891,6.5413,1,2,1,50.0,28.60169491525425,28.60169491525425,17.601199400299848,2.398800599700152,历史1/2次成功; 当前距低点2.40%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
14,70.42879924049957,59.222021857923494,002123,梦网科技,bottom_area,2025-10-20,12.26,2025-10-17,12.2,0.4918032786885287,2.8688524590164053,29.68299711815563,False,0.4918,1.5476,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,19.50819672131147,0.4918032786885287,历史1/3次成功; 当前距低点0.49%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
15,70.297108102647,61.954693877551016,688039,当虹科技,bottom_area,2025-10-20,50.5,2025-10-17,49.0,3.061224489795918,6.448979591836728,30.956742285472732,False,3.0612,3.5749,2,7,2,28.57142857142857,62.201664036449046,79.31638913234006,16.93877551020408,3.061224489795918,历史2/7次成功; 当前距低点3.06%; 最新日涨幅3.06%; 状态bottom_area; 底部未确认
16,68.96155169748897,60.20537570868005,000096,广聚能源,bottom_area,2025-10-20,11.29,2025-09-23,11.01,2.5431425976385045,6.176203451407809,28.039215686274517,False,1.4376,1.1448,1,2,1,50.0,21.149144254278735,21.149144254278735,17.456857402361496,2.5431425976385045,历史1/2次成功; 当前距低点2.54%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
17,68.74245864254783,62.70426970772943,605398,新炬网络,bottom_area,2025-10-20,29.7,2025-10-13,28.3,4.946996466431091,7.102473498233208,28.172588832487307,True,1.0892,1.0395,2,4,2,50.0,21.523772318238297,22.15700660308142,15.053003533568909,4.946996466431091,历史2/4次成功; 当前距低点4.95%; 最新日涨幅1.09%; 状态bottom_area; 底部已确认
18,68.30915211037444,58.53323922461424,300563,神宇股份,bottom_area,2025-10-20,37.35,2025-10-17,36.79,1.5221527589018817,7.039956509921183,28.563106796116504,False,1.5222,3.59,1,4,1,25.0,20.477137176938378,20.477137176938378,18.477847241098118,1.5221527589018817,历史1/4次成功; 当前距低点1.52%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
19,68.08636048613867,59.894627489550054,600706,曲江文旅,bottom_area,2025-10-20,10.09,2025-10-13,9.8,2.959183673469379,4.59183673469387,31.420573827851634,False,2.4365,4.1021,1,2,1,50.0,24.578313253012034,24.578313253012034,17.04081632653062,2.959183673469379,历史1/2次成功; 当前距低点2.96%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
20,67.40852953892616,60.32083180217107,000428,华天酒店,bottom_area,2025-10-20,3.2,2025-10-13,3.08,3.8961038961038996,5.194805194805199,28.70370370370371,False,1.9108,1.6912,2,5,2,40.0,26.687896157462177,28.045977011494273,16.1038961038961,3.8961038961038996,历史2/5次成功; 当前距低点3.90%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
21,66.89479474505981,59.84796414535555,300757,罗博特科,bottom_area,2025-10-20,215.04,2025-10-17,207.0,3.8840579710144887,7.8164251207729505,31.606423048965844,True,3.2605,3.9158,2,8,2,25.0,47.30438881327193,74.11052233156698,16.115942028985515,3.8840579710144887,历史2/8次成功; 当前距低点3.88%; 最新日涨幅3.26%; 状态bottom_area; 底部已确认
22,65.77827749204491,56.9300338516873,002617,露笑科技,bottom_area,2025-10-20,8.39,2025-10-17,8.22,2.0681265206812642,5.596107055961059,29.743589743589734,False,1.9441,3.1251,1,6,1,16.666666666666664,36.60589060308556,36.60589060308556,17.93187347931874,2.0681265206812642,历史1/6次成功; 当前距低点2.07%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
23,62.61145080362364,56.41283561333872,300732,设研院,bottom_area,2025-10-20,8.3,2025-10-13,7.96,4.271356783919607,7.663316582914577,28.673835125448026,True,1.3431,2.4472,1,4,1,25.0,33.58348968105066,33.58348968105066,15.728643216080393,4.271356783919607,历史1/4次成功; 当前距低点4.27%; 最新日涨幅1.34%; 状态bottom_area; 底部已确认
