rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.87323243600329,81.60416184971098,600172,黄河旋风,bottom_area,2024-01-10,3.5,2024-01-08,3.46,1.1560693641618507,3.7572254335260085,29.098360655737704,False,-1.1299,1.2754,1,1,1,100.0,51.074589127686465,51.074589127686465,18.84393063583815,1.1560693641618507,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
12,70.63083239763453,59.155342465753414,000070,特发信息,bottom_area,2024-01-10,7.32,2024-01-10,7.3,0.27397260273973234,2.739726027397263,29.604628736740597,False,-2.008,0.9311,1,2,1,50.0,50.60532687651331,50.60532687651331,19.726027397260268,0.27397260273973234,历史1/2次成功; 当前距低点0.27%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
13,69.7603206060607,60.68928833770196,002041,登海种业,bottom_area,2024-01-10,12.19,2024-01-10,11.91,2.35096557514693,2.85474391267842,29.484902309058615,False,0.9106,0.6311,1,2,1,50.0,21.395106715252467,21.395106715252467,17.64903442485307,2.35096557514693,历史1/2次成功; 当前距低点2.35%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
14,69.19686905564274,59.27981662323091,603039,泛微网络,bottom_area,2024-01-10,41.03,2024-01-10,40.42,1.5091538842157333,3.513112320633354,28.320624224153217,False,-2.0296,0.3793,1,2,1,50.0,25.971438060445035,25.971438060445035,18.49084611578427,1.5091538842157333,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
15,66.04680076628354,56.31358802177859,688111,金山办公,bottom_area,2024-01-10,251.1,2024-01-10,248.0,1.2499999999999976,3.8306451612903225,29.541451218819255,False,-2.0556,0.6535,1,4,1,25.0,27.68058076225045,27.68058076225045,18.750000000000004,1.2499999999999976,历史1/4次成功; 当前距低点1.25%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
16,63.33507966972024,56.42146369573571,600178,东安动力,bottom_area,2024-01-10,12.78,2024-01-10,12.33,3.6496350364963446,3.974047039740472,29.903354178510515,False,-0.1563,6.1978,1,2,1,50.0,36.84210526315788,36.84210526315788,16.350364963503655,3.6496350364963446,历史1/2次成功; 当前距低点3.65%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
17,63.19173050409718,53.521582584235325,002284,亚太股份,bottom_area,2024-01-10,7.97,2024-01-10,7.9,0.8860759493670809,2.278481012658224,30.457746478873233,False,-0.9938,0.9422,1,2,1,50.0,27.214170692431566,27.214170692431566,19.113924050632917,0.8860759493670809,历史1/2次成功; 当前距低点0.89%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
18,62.94224154998451,52.619836094431506,301360,荣旗科技,bottom_area,2024-01-10,68.92,2024-01-10,68.8,0.1744186046511694,12.543604651162804,30.32205792991695,False,-12.527,12.9925,1,2,1,50.0,23.857583403420236,23.857583403420236,19.82558139534883,0.1744186046511694,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-12.53%; 状态bottom_area; 底部未确认
19,62.73554011833009,56.46671135430916,000058,深赛格,bottom_area,2024-01-10,7.17,2024-01-09,6.88,4.215116279069768,8.575581395348836,27.426160337552748,True,-2.0492,2.5599,1,2,1,50.0,34.82352941176472,34.82352941176472,15.784883720930232,4.215116279069768,历史1/2次成功; 当前距低点4.22%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
20,62.430427228644284,52.88489179476626,300451,创业慧康,bottom_area,2024-01-10,5.64,2024-01-10,5.59,0.8944543828264727,3.220035778175308,29.773869346733672,False,-2.5907,2.4075,1,2,1,50.0,23.89380530973452,23.89380530973452,19.10554561717353,0.8944543828264727,历史1/2次成功; 当前距低点0.89%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
21,62.41518534554224,52.78529348095318,600986,浙文互联,bottom_area,2024-01-10,5.01,2024-01-10,4.97,0.8048289738430591,2.4144869215291775,30.489510489510497,False,-1.7647,1.7716,1,2,1,50.0,22.25969645868466,22.25969645868466,19.19517102615694,0.8048289738430591,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
22,61.165780508665236,51.51769546820928,605218,伟时电子,bottom_area,2024-01-10,20.75,2024-01-10,20.63,0.5816771691711149,4.750363548230734,29.373502225265323,False,-5.2944,5.9419,1,3,1,33.33333333333333,42.36874236874236,42.36874236874236,19.418322830828885,0.5816771691711149,历史1/3次成功; 当前距低点0.58%; 最新日涨幅-5.29%; 状态bottom_area; 底部未确认
23,60.74093700118837,51.04483072940713,300454,深信服,bottom_area,2024-01-10,63.5,2024-01-10,63.21,0.4587881664293611,2.4046828033539045,30.52319191030996,False,-1.5504,1.1207,1,4,1,25.0,29.49391262831224,29.49391262831224,19.54121183357064,0.4587881664293611,历史1/4次成功; 当前距低点0.46%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
24,59.2896843398319,49.442760317859424,300678,中科信息,bottom_area,2024-01-10,26.13,2024-01-10,26.12,0.03828483920366772,4.32618683001531,29.09880564603692,False,-4.0397,2.374,1,3,1,33.33333333333333,24.552238805970156,24.552238805970156,19.961715160796334,0.03828483920366772,历史1/3次成功; 当前距低点0.04%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
25,59.236352667060835,49.9037106713751,002095,生意宝,bottom_area,2024-01-10,16.94,2024-01-10,16.84,0.5938242280285121,3.919239904988124,30.240265120132566,False,-3.4758,2.0868,1,3,1,33.33333333333333,33.84030418250951,33.84030418250951,19.40617577197149,0.5938242280285121,历史1/3次成功; 当前距低点0.59%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
26,57.57801459676758,48.422465925292265,002660,茂硕电源,bottom_area,2024-01-10,10.07,2024-01-10,10.02,0.49900199600799117,3.9920159680638756,31.275720164609055,False,-4.0038,9.9864,1,3,1,33.33333333333333,24.71428571428572,24.71428571428572,19.50099800399201,0.49900199600799117,历史1/3次成功; 当前距低点0.50%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
27,55.19797640912667,46.68299763965381,002355,兴民智通,bottom_area,2024-01-10,5.0,2024-01-10,4.96,0.8064516129032264,2.217741935483877,28.427128427128423,False,-1.7682,2.1901,1,5,1,20.0,21.138211382113823,21.138211382113823,19.193548387096776,0.8064516129032264,历史1/5次成功; 当前距低点0.81%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
