rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.87323243600329,81.60416184971098,600172,黄河旋风,bottom_area,2024-01-10,3.5,2024-01-08,3.46,1.1560693641618507,3.7572254335260085,29.098360655737704,False,-1.1299,1.2754,1,1,1,100.0,51.074589127686465,51.074589127686465,18.84393063583815,1.1560693641618507,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
2,95.84343865276662,81.58883720930231,603013,亚普股份,bottom_area,2024-01-10,16.53,2024-01-10,16.34,1.1627906976744264,2.325581395348831,28.175824175824175,False,-0.9587,0.4334,1,1,1,100.0,53.30739299610896,53.30739299610896,18.837209302325576,1.1627906976744264,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
3,91.93493512757442,79.2492948299335,002385,大北农,bottom_area,2024-01-10,5.51,2024-01-09,5.41,1.8484288354898273,2.4029574861367817,27.38255033557047,False,0.1818,0.812,1,1,1,100.0,23.353293413173663,23.353293413173663,18.151571164510173,1.8484288354898273,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
4,85.10664519546265,71.4297802876687,601628,中国人寿,bottom_area,2024-01-10,25.8,2024-01-10,25.7,0.3891050583657643,2.373540856031126,32.96817944705269,False,-2.1244,0.0672,1,1,1,100.0,25.736235595390532,25.736235595390532,19.61089494163424,0.3891050583657643,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
5,84.02803896385151,71.06566218187713,002413,雷科防务,bottom_area,2024-01-10,5.0,2024-01-10,4.96,0.8064516129032264,2.6209677419354818,27.906976744186046,False,-2.1526,1.3402,1,1,1,100.0,28.894472361809044,28.894472361809044,19.193548387096776,0.8064516129032264,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
6,82.5721988876048,69.71340180546586,600981,苏豪汇鸿,bottom_area,2024-01-10,2.83,2024-01-10,2.81,0.7117437722419936,1.7793594306049758,27.948717948717945,False,-1.049,1.0986,1,1,1,100.0,20.463320463320475,20.463320463320475,19.28825622775801,0.7117437722419936,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
7,82.19663726104277,69.65388972688918,600006,东风股份,bottom_area,2024-01-10,5.52,2024-01-10,5.47,0.9140767824497225,2.193784277879344,27.645502645502646,False,-0.8977,0.5074,1,1,1,100.0,22.6235741444867,22.6235741444867,19.08592321755028,0.9140767824497225,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
8,81.65792387543254,68.04826989619379,002632,道明光学,bottom_area,2024-01-10,8.04,2024-01-10,8.04,0.0,4.72636815920399,31.105398457583554,False,-6.6202,7.7783,1,1,1,100.0,25.259515570934255,25.259515570934255,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.62%; 状态bottom_area; 底部未确认
9,78.72254468240344,66.96510271689581,300745,欣锐科技,bottom_area,2024-01-10,24.32,2024-01-10,24.05,1.1226611226611207,3.284823284823281,27.777777777777768,False,-1.098,2.0562,2,4,2,50.0,29.21919396001701,36.150000000000006,18.877338877338882,1.1226611226611207,历史2/4次成功; 当前距低点1.12%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
10,74.48453166331919,63.816670350925655,601777,千里科技,bottom_area,2024-01-10,3.35,2024-01-08,3.3,1.5151515151515234,2.4242424242424265,28.41648590021693,False,0.0,0.2427,1,2,1,50.0,27.96352583586626,27.96352583586626,18.484848484848477,1.5151515151515234,历史1/2次成功; 当前距低点1.52%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,72.71930447565292,62.94776230403776,688079,美迪凯,bottom_area,2024-01-10,10.32,2024-01-10,10.11,2.0771513353115814,6.52818991097923,28.19602272727273,False,-4.797,4.1505,2,4,2,50.0,29.53584595993638,30.064655172413808,17.92284866468842,2.0771513353115814,历史2/4次成功; 当前距低点2.08%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
