rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.09268021130434,84.11355413285135,300411,金盾股份,bottom_area,2026-05-29,8.03,11.24,2026-05-28,7.95,1.0062893081760904,6.9182389937106885,29.270462633451956,28.558718861209968,False,-1.8337,2.8882,3,3,3,100.0,28.322009438133495,33.550488599348526,18.99371069182391,1.0062893081760904,历史3/3次成功; 当前距低点1.01%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
12,88.22348610028915,74.7172248998191,600135,乐凯胶片,bottom_area,2026-05-29,9.15,12.8,2026-05-29,9.07,0.8820286659316435,7.166482910694601,29.140625000000004,28.515625,False,-5.8642,3.2037,2,2,2,100.0,43.00134547388843,56.981132075471706,19.117971334068358,0.8820286659316435,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-5.86%; 状态bottom_area; 底部未确认
13,87.74346461815283,74.72177514792897,002300,太阳电缆,bottom_area,2026-05-29,8.55,11.73,2026-05-27,8.45,1.1834319526627388,4.970414201183432,27.962489343563522,27.109974424552423,False,-2.8409,3.6039,3,5,3,60.0,50.34643279142729,75.7716049382716,18.816568047337263,1.1834319526627388,历史3/5次成功; 当前距低点1.18%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
14,87.58293397454827,74.57872188639611,603520,司太立,bottom_area,2026-05-29,10.3,14.37,2026-05-29,10.18,1.1787819253438212,6.385068762278983,29.15796798886569,28.322894919972157,False,-3.7383,5.1495,1,1,1,100.0,22.72228320526894,22.72228320526894,18.82121807465618,1.1787819253438212,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
15,87.29144320367705,76.35049585894205,301421,波长光电,bottom_area,2026-05-29,97.0,136.0,2026-05-29,94.5,2.6455026455026456,16.402116402116402,30.514705882352942,28.676470588235293,False,-11.8182,21.6749,4,5,4,80.0,43.56044027251665,56.02000000000002,17.354497354497354,2.6455026455026456,历史4/5次成功; 当前距低点2.65%; 最新日涨幅-11.82%; 状态bottom_area; 底部未确认
16,87.06926295928326,74.40000497009069,002760,凤形股份,bottom_area,2026-05-29,19.25,26.5,2026-05-29,18.99,1.3691416535018512,11.37440758293839,28.339622641509436,27.358490566037734,False,-5.1724,7.3643,1,1,1,100.0,24.094881398252184,24.094881398252184,18.63085834649815,1.3691416535018512,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-5.17%; 状态bottom_area; 底部未确认
17,87.00987132103866,72.9762811787011,603325,博隆技术,bottom_area,2026-05-29,54.31,77.95,2026-05-29,54.12,0.3510716925351161,2.4759793052476042,30.57087876844131,30.327132777421422,False,-1.7014,1.6309,1,1,1,100.0,33.584541062801925,33.584541062801925,19.648928307464885,0.3510716925351161,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
18,86.54719575585237,73.92793896176431,603230,内蒙新华,bottom_area,2026-05-29,9.76,13.4,2026-05-28,9.63,1.349948078920031,3.219106957424701,28.134328358208947,27.164179104477615,False,0.2053,0.4593,2,3,2,66.66666666666666,27.522332876533863,31.521142229544196,18.650051921079967,1.349948078920031,历史2/3次成功; 当前距低点1.35%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
19,86.54678630638155,72.79981597932179,300798,锦鸡股份,bottom_area,2026-05-29,7.88,11.45,2026-05-29,7.84,0.5102040816326535,6.8877551020408285,31.52838427947598,31.17903930131004,False,-4.3689,3.7183,1,1,1,100.0,44.801512287334596,44.801512287334596,19.48979591836735,0.5102040816326535,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
20,86.1117301854975,76.51494097807759,002252,上海莱士,bottom_area,2026-05-29,5.31,7.26,2026-05-27,5.13,3.5087719298245554,3.8986354775828493,29.338842975206607,26.85950413223141,False,2.5097,0.6906,1,1,1,100.0,29.005059021922442,29.005059021922442,16.491228070175445,3.5087719298245554,历史1/1次成功; 当前距低点3.51%; 最新日涨幅2.51%; 状态bottom_area; 底部未确认
21,86.00784,71.67320000000001,601136,首创证券,bottom_area,2026-05-29,14.56,21.55,2026-05-28,14.56,0.0,2.884615384615384,32.43619489559165,32.43619489559165,False,-0.5464,0.6347,1,1,1,100.0,34.53333333333333,34.53333333333333,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
22,85.9178983804593,75.94952343024026,601186,中国铁建,bottom_area,2026-05-29,6.4,8.93,2026-05-28,6.2,3.2258064516129057,4.032258064516129,30.571108622620375,28.331466965285546,False,2.7287,0.7827,1,1,1,100.0,22.496570644718787,22.496570644718787,16.774193548387096,3.2258064516129057,历史1/1次成功; 当前距低点3.23%; 最新日涨幅2.73%; 状态bottom_area; 底部未确认
23,85.54371376559082,77.47576202432897,605089,味知香,bottom_area,2026-05-29,22.49,31.08,2026-05-27,21.51,4.556020455602031,5.299860529986039,30.79150579150578,27.638352638352636,False,1.535,1.0755,2,2,2,100.0,30.341336898395717,38.50267379679143,15.44397954439797,4.556020455602031,历史2/2次成功; 当前距低点4.56%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
24,84.64100381555487,70.97525902668758,600808,马钢股份,bottom_area,2026-05-29,2.95,4.2,2026-05-28,2.94,0.3401360544217766,3.7414965986394515,30.000000000000004,29.761904761904763,False,-1.3378,0.9407,1,1,1,100.0,22.692307692307686,22.692307692307686,19.659863945578223,0.3401360544217766,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
25,83.65223705327726,75.73791816305986,601800,中国交建,bottom_area,2026-05-29,6.45,8.55,2026-05-27,6.17,4.538087520259324,5.186385737439227,27.836257309941526,24.561403508771935,False,2.8708,0.942,1,1,1,100.0,37.44493392070484,37.44493392070484,15.461912479740677,4.538087520259324,历史1/1次成功; 当前距低点4.54%; 最新日涨幅2.87%; 状态bottom_area; 底部未确认
26,83.64817359855338,73.19215189873421,300292,吴通控股,bottom_area,2026-05-29,5.39,7.3,2026-05-28,5.25,2.6666666666666607,6.285714285714287,28.082191780821912,26.164383561643838,False,-1.4625,8.016,1,1,1,100.0,23.291139240506325,23.291139240506325,17.33333333333334,2.6666666666666607,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
27,83.2919794565384,70.00496705316421,688228,开普云,bottom_area,2026-05-29,88.44,121.5,2026-05-29,88.03,0.46575031239349834,10.155628762921728,27.54732510288066,27.209876543209877,False,-7.1983,3.7984,5,7,5,71.42857142857143,41.135287525306936,77.58669034489205,19.534249687606504,0.46575031239349834,历史5/7次成功; 当前距低点0.47%; 最新日涨幅-7.20%; 状态bottom_area; 底部未确认
28,83.18628762541806,69.32190635451505,002297,博云新材,bottom_area,2026-05-29,20.61,29.24,2026-05-29,20.61,0.0,6.744298884036878,29.51436388508892,29.51436388508892,False,-10.0,24.2438,1,1,1,100.0,32.10702341137123,32.10702341137123,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
29,82.56884727261358,69.65156062855631,301068,大地海洋,bottom_area,2026-05-29,28.74,39.5,2026-05-29,28.55,0.6654991243432494,7.3555166374781,27.72151898734177,27.240506329113927,False,-3.33,1.4717,1,1,1,100.0,29.779024903542613,29.779024903542613,19.33450087565675,0.6654991243432494,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
30,82.50713914507182,69.05564971751413,000762,西藏矿业,bottom_area,2026-05-29,29.57,41.43,2026-05-29,29.5,0.2372881355932213,4.338983050847461,28.795558773835385,28.62659908279025,False,-2.4414,3.5611,2,3,2,66.66666666666666,54.884457817237255,71.15671641791043,19.76271186440678,0.2372881355932213,历史2/3次成功; 当前距低点0.24%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
31,81.22349843860549,69.37238300806163,300536,农尚环境,bottom_area,2026-05-29,10.56,14.54,2026-05-29,10.42,1.3435700575815794,8.349328214971202,28.335625859697384,27.372764786795038,False,-6.1333,6.0436,4,7,4,57.14285714285714,39.608340380517234,60.27027027027027,18.65642994241842,1.3435700575815794,历史4/7次成功; 当前距低点1.34%; 最新日涨幅-6.13%; 状态bottom_area; 底部未确认
32,81.10950835109075,68.69478768510747,688793,倍轻松,bottom_area,2026-05-29,18.26,25.73,2026-05-29,18.1,0.8839779005524869,7.40331491712707,29.65410027205596,29.032258064516125,False,-4.3979,2.3531,1,1,1,100.0,27.313211281543786,27.313211281543786,19.116022099447513,0.8839779005524869,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
33,80.42017959983347,67.84845128205129,688778,厦钨新能,bottom_area,2026-05-29,62.82,86.8,2026-05-29,62.4,0.6730769230769258,5.833333333333346,28.110599078341014,27.626728110599075,False,-3.5468,1.2237,1,1,1,100.0,20.177777777777774,20.177777777777774,19.326923076923073,0.6730769230769258,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
34,79.99073094078676,67.65928128688648,300164,通源石油,bottom_area,2026-05-29,9.92,14.13,2026-05-28,9.84,0.8130081300813016,6.605691056910573,30.36093418259024,29.79476291578203,False,-4.1546,9.6294,3,4,3,75.0,25.042687222966958,28.79952690715554,19.1869918699187,0.8130081300813016,历史3/4次成功; 当前距低点0.81%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
35,79.93480942999034,67.78629094327583,301225,恒勃股份,bottom_area,2026-05-29,91.04,134.46,2026-05-29,90.18,0.9536482590374799,10.390330450210678,32.93172690763052,32.292131488918635,False,-7.8636,7.2537,3,4,3,75.0,27.44951061226492,31.690140845070424,19.04635174096252,0.9536482590374799,历史3/4次成功; 当前距低点0.95%; 最新日涨幅-7.86%; 状态bottom_area; 底部未确认
36,78.62959736206456,66.09967149603152,000829,天音控股,bottom_area,2026-05-29,8.43,12.03,2026-05-28,8.39,0.4767580452920041,4.05244338498212,30.257689110556935,29.925187032418954,False,-2.6559,2.2566,3,5,3,60.0,34.820859351060705,46.4765100671141,19.523241954708,0.4767580452920041,历史3/5次成功; 当前距低点0.48%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
37,78.22716497910987,66.40329877518401,600009,上海机场,bottom_area,2026-05-29,25.07,34.16,2026-05-29,24.82,1.0072522159548751,3.1023368251410135,27.34192037470725,26.610070257611234,False,0.7637,1.1012,2,5,2,40.0,23.97760122344691,27.704918032786885,18.992747784045125,1.0072522159548751,历史2/5次成功; 当前距低点1.01%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
38,77.9227010329037,66.61333212240908,688552,航天南湖,bottom_area,2026-05-29,31.3,42.49,2026-05-29,30.87,1.3929381276320043,7.547781017168778,27.347611202635914,26.33560837844199,False,-5.0076,1.1324,2,3,2,66.66666666666666,21.411636487867607,21.800367421922857,18.607061872367996,1.3929381276320043,历史2/3次成功; 当前距低点1.39%; 最新日涨幅-5.01%; 状态bottom_area; 底部未确认
39,77.3310507979828,65.91583206610639,300762,上海瀚讯,bottom_area,2026-05-29,33.63,49.44,2026-05-29,33.22,1.2341962673088613,10.084286574352804,32.807443365695796,31.97815533980582,False,-7.9891,6.1704,2,4,2,50.0,35.16021266435805,37.73946360153258,18.76580373269114,1.2341962673088613,历史2/4次成功; 当前距低点1.23%; 最新日涨幅-7.99%; 状态bottom_area; 底部未确认
40,77.14537224983887,68.17320460053841,688166,博瑞医药,bottom_area,2026-05-29,51.79,72.88,2026-05-29,50.18,3.2084495815065757,6.516540454364295,31.147091108671788,28.937980241492863,False,-2.1538,2.8024,2,3,2,66.66666666666666,41.83765042853081,50.993377483443716,16.791550418493426,3.2084495815065757,历史2/3次成功; 当前距低点3.21%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
41,77.0521800609058,65.51014639579644,300657,弘信电子,bottom_area,2026-05-29,40.65,58.55,2026-05-29,40.21,1.094255160407853,10.917682168614775,31.323654995730138,30.572160546541415,False,-7.022,14.7193,2,4,2,50.0,31.263699793152412,33.47457627118643,18.90574483959215,1.094255160407853,历史2/4次成功; 当前距低点1.09%; 最新日涨幅-7.02%; 状态bottom_area; 底部未确认
42,76.93404254817177,65.2002280325766,603178,圣龙股份,bottom_area,2026-05-29,17.57,24.0,2026-05-29,17.41,0.9190120620333151,6.318207926479043,27.458333333333336,26.791666666666664,False,-3.4615,3.717,6,9,6,66.66666666666666,31.176929394332788,47.51869476546566,19.080987937966686,0.9190120620333151,历史6/9次成功; 当前距低点0.92%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
43,75.85691939557744,63.88335367769997,600078,澄星股份,bottom_area,2026-05-29,12.25,16.88,2026-05-29,12.18,0.5747126436781632,5.747126436781618,27.843601895734594,27.428909952606627,False,-2.7778,3.9517,2,3,2,66.66666666666666,26.328128164621056,30.647709320695093,19.42528735632184,0.5747126436781632,历史2/3次成功; 当前距低点0.57%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
44,75.5378051567339,68.02412307150266,000155,川能动力,bottom_area,2026-05-29,14.25,19.34,2026-05-28,13.67,4.242867593269935,7.095830285296274,29.317476732161325,26.318510858324718,True,1.5681,3.1576,2,4,2,50.0,41.493877334183324,45.280898876404486,15.757132406730069,4.242867593269935,历史2/4次成功; 当前距低点4.24%; 最新日涨幅1.57%; 状态bottom_area; 底部已确认
45,75.40895284944129,65.33510739013482,688160,步科股份,bottom_area,2026-05-29,110.93,151.89,2026-05-29,108.62,2.1266801693979027,12.87055790830417,28.487721377312518,26.966883929159245,False,-7.3499,4.2352,2,3,2,66.66666666666666,23.53371779406109,26.542553191489354,17.873319830602096,2.1266801693979027,历史2/3次成功; 当前距低点2.13%; 最新日涨幅-7.35%; 状态bottom_area; 底部未确认
46,75.09922943198305,63.62943666183391,002083,孚日股份,bottom_area,2026-05-29,10.03,14.53,2026-05-26,9.94,0.9054325955734392,4.627766599597594,31.589814177563664,30.970406056434964,False,-1.763,2.7222,2,3,2,66.66666666666666,29.01696942513269,31.79487179487179,19.094567404426563,0.9054325955734392,历史2/3次成功; 当前距低点0.91%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
47,74.63006853402268,63.199248022184165,002470,金正大,bottom_area,2026-05-29,2.3,3.17,2026-05-29,2.28,0.8771929824561412,8.333333333333352,28.075709779179814,27.444794952681388,False,-2.5424,3.3097,2,3,2,66.66666666666666,26.357964276975775,30.327868852459027,19.12280701754386,0.8771929824561412,历史2/3次成功; 当前距低点0.88%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
48,74.54921722369781,62.58890773029692,003038,鑫铂股份,bottom_area,2026-05-29,12.35,17.26,2026-05-29,12.3,0.4065040650406417,4.552845528455274,28.7369640787949,28.447276940903834,False,-3.5909,2.5189,2,3,2,66.66666666666666,27.521883504961874,29.536152796725773,19.59349593495936,0.4065040650406417,历史2/3次成功; 当前距低点0.41%; 最新日涨幅-3.59%; 状态bottom_area; 底部未确认
49,74.0883299110639,62.71465516144579,300551,古鳌科技,bottom_area,2026-05-29,11.8,16.1,2026-05-28,11.7,0.854700854700867,11.70940170940172,27.329192546583865,26.70807453416149,True,-4.2208,3.7956,2,3,2,66.66666666666666,24.49842173923171,28.36676217765042,19.145299145299134,0.854700854700867,历史2/3次成功; 当前距低点0.85%; 最新日涨幅-4.22%; 状态bottom_area; 底部已确认
50,73.4275506650881,61.55365253157738,002759,天际股份,bottom_area,2026-05-29,27.9,39.6,2026-05-29,27.81,0.32362459546925515,5.933117583603028,29.772727272727277,29.545454545454554,False,-5.231,9.4787,3,6,3,50.0,40.3844978991789,72.99787384833452,19.676375404530745,0.32362459546925515,历史3/6次成功; 当前距低点0.32%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
51,73.22972816577943,61.94621823220532,600130,波导股份,bottom_area,2026-05-29,4.93,6.86,2026-05-29,4.89,0.8179959100204507,5.521472392638047,28.717201166180768,28.134110787172016,False,-3.3333,5.0762,3,5,3,60.0,26.888434984150216,32.23140495867769,19.18200408997955,0.8179959100204507,历史3/5次成功; 当前距低点0.82%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
52,73.14247556050847,63.5013887946113,000566,海南海药,bottom_area,2026-05-29,4.11,5.57,2026-05-27,4.02,2.2388059701492726,4.477611940298523,27.827648114901265,26.21184919210054,False,0.2439,1.964,2,6,2,33.33333333333333,37.916844479668356,38.29787234042554,17.76119402985073,2.2388059701492726,历史2/6次成功; 当前距低点2.24%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
53,72.9689225566246,61.26076097391986,300471,厚普股份,bottom_area,2026-05-29,9.91,13.73,2026-05-29,9.87,0.4052684903748828,5.268490374873368,28.113619810633654,27.822286962855063,False,-4.3436,2.083,2,3,2,66.66666666666666,20.366163791978032,20.386007237635724,19.59473150962512,0.4052684903748828,历史2/3次成功; 当前距低点0.41%; 最新日涨幅-4.34%; 状态bottom_area; 底部未确认
54,72.95267798190582,60.97581694760761,300437,清水源,bottom_area,2026-05-29,12.29,17.3,2026-05-29,12.27,0.1629991850040715,4.563977180114104,29.075144508670526,28.959537572254344,False,-3.3805,4.2232,6,11,6,54.54545454545454,25.46041348171349,30.330330330330323,19.837000814995932,0.1629991850040715,历史6/11次成功; 当前距低点0.16%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
55,72.78119060818696,61.860055083797924,300393,中来股份,bottom_area,2026-05-29,9.38,13.65,2026-05-29,9.28,1.0775862068965671,6.896551724137938,32.01465201465202,31.282051282051277,False,-4.5778,3.3454,3,7,3,42.857142857142854,26.911414323083477,36.516853932584276,18.922413793103434,1.0775862068965671,历史3/7次成功; 当前距低点1.08%; 最新日涨幅-4.58%; 状态bottom_area; 底部未确认
56,72.72325222716609,65.59886509784522,000813,德展健康,bottom_area,2026-05-29,3.37,4.5,2026-05-28,3.23,4.334365325077403,8.359133126934985,28.22222222222222,25.111111111111107,True,3.0581,3.0733,3,6,3,50.0,29.57644107000913,39.9103139013453,15.665634674922599,4.334365325077403,历史3/6次成功; 当前距低点4.33%; 最新日涨幅3.06%; 状态bottom_area; 底部已确认
57,72.64345628150802,61.89746274869249,300603,立昂技术,bottom_area,2026-05-29,9.17,12.6,2026-05-29,9.06,1.214128035320082,10.044150110375277,28.09523809523809,27.22222222222222,False,-8.0241,8.4025,3,8,3,37.5,40.39341220011974,49.427168576104755,18.785871964679917,1.214128035320082,历史3/8次成功; 当前距低点1.21%; 最新日涨幅-8.02%; 状态bottom_area; 底部未确认
58,72.54614972956009,64.00208106456795,300592,华凯易佰,bottom_area,2026-05-29,12.24,16.3,2026-05-28,11.87,3.11710193765797,7.41364785172705,27.17791411042946,24.907975460122703,True,0.9068,3.0505,1,2,1,50.0,39.403620873269425,39.403620873269425,16.88289806234203,3.11710193765797,历史1/2次成功; 当前距低点3.12%; 最新日涨幅0.91%; 状态bottom_area; 底部已确认
59,72.2807830252889,60.906649655827195,002519,银河电子,bottom_area,2026-05-29,6.64,9.11,2026-05-29,6.6,0.6060606060606066,7.121212121212131,27.552140504939626,27.113062568605926,False,-5.949,4.5052,2,3,2,66.66666666666666,20.923662209562995,20.959595959595962,19.393939393939394,0.6060606060606066,历史2/3次成功; 当前距低点0.61%; 最新日涨幅-5.95%; 状态bottom_area; 底部未确认
60,71.1569032964325,60.25523382419393,002506,协鑫集成,bottom_area,2026-05-29,3.46,4.9,2026-05-29,3.43,0.8746355685131139,6.413994169096203,30.000000000000004,29.387755102040824,False,-4.9451,5.149,2,3,2,66.66666666666666,20.713635772780442,21.019108280254766,19.125364431486886,0.8746355685131139,历史2/3次成功; 当前距低点0.87%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
61,71.07969830385451,60.098947569205905,002248,华东数控,bottom_area,2026-05-29,10.18,14.05,2026-05-29,10.1,0.7920792079207928,7.128712871287135,28.113879003558722,27.54448398576513,False,-5.915,4.3497,2,4,2,50.0,38.30585034013606,47.360000000000014,19.207920792079207,0.7920792079207928,历史2/4次成功; 当前距低点0.79%; 最新日涨幅-5.92%; 状态bottom_area; 底部未确认
62,70.89077630228518,59.882361244098426,301611,珂玛科技,bottom_area,2026-05-29,92.54,128.9,2026-05-29,91.86,0.7402569126932362,8.643588068800344,28.735453840186192,28.20791311093871,False,-6.5536,7.6521,2,4,2,50.0,36.506166693758125,46.48437499999999,19.259743087306767,0.7402569126932362,历史2/4次成功; 当前距低点0.74%; 最新日涨幅-6.55%; 状态bottom_area; 底部未确认
63,70.71655018844055,59.84669176724915,603109,神驰机电,bottom_area,2026-05-29,19.16,26.2,2026-05-29,19.0,0.8421052631578954,3.578947368421051,27.480916030534345,26.870229007633583,False,-2.145,1.1186,3,6,3,50.0,27.347805200264215,33.71428571428571,19.157894736842106,0.8421052631578954,历史3/6次成功; 当前距低点0.84%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
64,70.19979310344827,58.4998275862069,600636,退市国化,bottom_area,2026-05-29,4.51,6.3,2026-04-29,4.51,0.0,2.660753880266078,28.41269841269841,28.41269841269841,False,0.0,0.0,1,2,1,50.0,32.90229885057471,32.90229885057471,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
65,70.10426482492952,62.650879120879125,301292,海科新源,bottom_area,2026-05-29,70.86,93.59,2026-05-28,68.25,3.824175824175823,6.315018315018318,27.07554225878833,24.286782775937603,False,1.1997,12.0089,1,2,1,50.0,68.22787229975148,68.22787229975148,16.17582417582418,3.824175824175823,历史1/2次成功; 当前距低点3.82%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
66,69.98168915308577,59.75964467005076,600067,冠城新材,bottom_area,2026-05-29,3.04,4.2,2026-05-29,3.0,1.3333333333333344,4.9999999999999964,28.571428571428577,27.61904761904762,False,-2.2508,1.8533,1,2,1,50.0,26.39593908629443,26.39593908629443,18.666666666666668,1.3333333333333344,历史1/2次成功; 当前距低点1.33%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
67,68.79630164376573,59.17126136972746,002756,永兴材料,bottom_area,2026-05-29,62.46,89.88,2026-05-28,61.4,1.7263843648208506,7.638436482084698,31.686693368936357,30.507343124165548,False,-0.6837,4.1619,1,2,1,50.0,28.0506329113924,28.0506329113924,18.273615635179148,1.7263843648208506,历史1/2次成功; 当前距低点1.73%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
