rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.07068844869396,80.90243958602501,300480,光力科技,bottom_area,2023-12-20,21.1,2023-12-20,20.98,0.5719733079123022,2.049571020019064,27.076816127911012,False,-1.1246,1.168,4,4,4,100.0,28.906122193898153,39.69465648854962,19.4280266920877,0.5719733079123022,历史4/4次成功; 当前距低点0.57%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
2,90.96860740323137,79.81896136411824,301499,维科精密,bottom_area,2023-12-20,30.64,2023-12-19,29.8,2.8187919463087243,3.7583892617449695,28.537170263788976,False,1.3228,7.8416,2,2,2,100.0,21.64412366506522,21.950454687989964,17.18120805369128,2.8187919463087243,历史2/2次成功; 当前距低点2.82%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
3,87.05500935162252,72.61352022501973,002142,宁波银行,bottom_area,2023-12-20,19.67,2023-12-20,19.66,0.05086469989827855,1.678535096642921,32.393397524071524,False,-1.2054,0.3786,1,1,1,100.0,27.95425667090217,27.95425667090217,19.949135300101723,0.05086469989827855,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
4,85.24767952522255,71.03973293768546,002129,TCL中环,bottom_area,2023-12-20,14.42,2023-12-20,14.42,0.0,2.4965325936199685,27.09807886754298,False,-1.6371,0.9901,1,1,1,100.0,31.12759643916912,31.12759643916912,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
5,84.04432778489117,70.03693982074265,601628,中国人寿,bottom_area,2023-12-20,27.3,2023-12-20,27.3,0.0,2.0146520146520173,28.79499217527387,False,-2.0803,0.0356,1,1,1,100.0,25.736235595390532,25.736235595390532,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
6,82.89894901319242,69.26623188405799,002137,实益达,bottom_area,2023-12-20,6.91,2023-12-20,6.9,0.14492753623188095,2.4637681159420275,28.865979381443292,False,-1.8466,3.6284,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,19.85507246376812,0.14492753623188095,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
7,79.25856603079501,66.47947298967097,300707,威唐工业,bottom_area,2023-12-20,16.98,2023-12-20,16.92,0.3546099290780066,3.5460992907801288,27.006039689387396,False,-2.3577,4.6475,3,5,3,60.0,35.36550337617637,59.14285714285715,19.645390070921994,0.3546099290780066,历史3/5次成功; 当前距低点0.35%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
8,67.28500415178985,57.023706895359304,600328,中盐化工,bottom_area,2023-12-20,7.68,2023-10-26,7.61,0.9198423127463783,8.147174770039422,28.207547169811313,True,-0.3891,0.3696,1,2,1,50.0,37.26315789473683,37.26315789473683,19.080157687253624,0.9198423127463783,历史1/2次成功; 当前距低点0.92%; 最新日涨幅-0.39%; 状态bottom_area; 底部已确认
9,64.26293059765193,53.92919301410991,300351,永贵电器,bottom_area,2023-12-20,18.37,2023-12-20,18.3,0.3825136612021873,4.808743169398901,32.47232472324723,False,-3.7716,7.5007,1,2,1,50.0,33.447979363714516,33.447979363714516,19.617486338797814,0.3825136612021873,历史1/2次成功; 当前距低点0.38%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
10,63.64669681002525,53.43043892242236,300347,泰格医药,bottom_area,2023-12-20,52.54,2023-12-19,52.33,0.4012994458245765,3.497038027899863,28.501161360841643,False,-0.9053,1.0641,1,2,1,50.0,20.78172934893761,20.78172934893761,19.598700554175423,0.4012994458245765,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
11,62.89707323498418,56.390479452054784,002309,中利集团,bottom_area,2023-12-20,2.6,2023-12-19,2.5,4.0000000000000036,8.399999999999999,31.129476584022036,True,0.7752,2.3668,1,4,1,25.0,30.136986301369873,30.136986301369873,15.999999999999998,4.0000000000000036,历史1/4次成功; 当前距低点4.00%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
12,59.39066311275943,49.59721721856284,000301,东方盛虹,bottom_area,2023-12-20,8.66,2023-12-20,8.65,0.11560693641618251,1.849710982658961,29.845904298459043,False,-0.8018,0.2363,1,5,1,20.0,28.337639965546952,28.337639965546952,19.88439306358382,0.11560693641618251,历史1/5次成功; 当前距低点0.12%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
