rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.28611444873478,77.786444579043,603013,亚普股份,bottom_area,2023-12-29,17.28,2023-12-28,16.51,4.663840096910961,5.330102967898237,27.428571428571423,False,1.7668,0.6777,1,1,1,100.0,53.30739299610896,53.30739299610896,5.336159903089039,4.663840096910961,历史1/1次成功; 当前距低点4.66%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
2,77.57381893722327,77.40808374532521,000070,特发信息,bottom_area,2023-12-29,7.94,2023-12-26,7.57,4.88771466314399,5.548216644649933,27.00096432015428,False,1.0178,1.3469,2,2,2,100.0,34.04340417899739,50.60532687651331,5.112285336856011,4.88771466314399,历史2/2次成功; 当前距低点4.89%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
3,76.41157495433295,76.04761909468583,605086,龙高股份,bottom_area,2023-12-29,27.79,2023-12-28,26.53,4.749340369393132,9.649453448925739,27.711171662125345,True,0.072,12.8406,2,2,2,100.0,15.839328693022429,17.79249448123621,5.250659630606869,4.749340369393132,历史2/2次成功; 当前距低点4.75%; 最新日涨幅0.07%; 状态bottom_area; 底部已确认
4,76.02936793170105,75.62508289734417,000829,天音控股,bottom_area,2023-12-29,9.54,2023-12-27,9.11,4.720087815587264,4.8298572996707065,29.105058365758758,False,2.2508,2.6843,2,2,2,100.0,22.40259740259741,34.80519480519481,5.279912184412737,4.720087815587264,历史2/2次成功; 当前距低点4.72%; 最新日涨幅2.25%; 状态bottom_area; 底部未确认
5,75.93182861705773,73.60997139268784,002508,老板电器,bottom_area,2023-12-29,21.78,2023-12-21,21.07,3.369719981015666,4.318936877076412,31.922455573505655,False,0.3687,0.5821,1,1,1,100.0,11.682435211846977,11.682435211846977,6.630280018984334,3.369719981015666,历史1/1次成功; 当前距低点3.37%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
6,75.40857733197505,75.19126154715667,301499,维科精密,bottom_area,2023-12-29,29.41,2023-12-27,28.05,4.848484848484846,5.347593582887701,32.73381294964029,False,0.6502,5.2959,2,2,2,100.0,21.64412366506522,21.950454687989964,5.151515151515155,4.848484848484846,历史2/2次成功; 当前距低点4.85%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
7,74.38484245876946,73.20631540697676,605188,国光连锁,bottom_area,2023-12-29,8.51,2023-12-27,8.17,4.1615667074663385,5.263157894736838,32.08645054031587,False,0.7101,1.214,1,1,1,100.0,19.218749999999993,19.218749999999993,5.838433292533662,4.1615667074663385,历史1/1次成功; 当前距低点4.16%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
8,73.30921617041552,70.46080081819078,601933,永辉超市,bottom_area,2023-12-29,2.82,2023-12-27,2.74,2.9197080291970665,4.014598540145981,31.32832080200501,False,-0.3534,0.4093,1,1,1,100.0,11.70825335892515,11.70825335892515,7.080291970802934,2.9197080291970665,历史1/1次成功; 当前距低点2.92%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
9,72.07020272349382,70.05718992764018,002821,凯莱英,bottom_area,2023-12-29,116.1,2023-12-27,112.16,3.5128388017118386,5.715049928673321,29.23659305993691,False,-0.4971,1.4116,1,1,1,100.0,16.80893761044718,16.80893761044718,6.487161198288162,3.5128388017118386,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
10,71.76618320053484,71.29980972230689,301509,金凯生科,bottom_area,2023-12-29,63.14,2023-12-28,60.33,4.657715895905855,5.221282943809048,28.35767723548272,False,0.0634,4.877,1,1,1,100.0,15.05054819877544,15.05054819877544,5.342284104094146,4.657715895905855,历史1/1次成功; 当前距低点4.66%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
11,70.63429374593375,69.04623044568304,601016,节能风电,bottom_area,2023-12-29,3.0,2023-12-27,2.89,3.806228373702418,4.498269896193768,29.166666666666664,False,-0.3322,0.4055,1,1,1,100.0,14.970059880239523,14.970059880239523,6.193771626297583,3.806228373702418,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
12,68.88458133430309,68.68108183257695,601628,中国人寿,bottom_area,2023-12-29,28.35,2023-12-27,27.04,4.844674556213026,6.656804733727814,29.47313510693793,False,-0.8048,0.0852,1,1,1,100.0,25.736235595390532,25.736235595390532,5.155325443786974,4.844674556213026,历史1/1次成功; 当前距低点4.84%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
13,60.3481464029346,59.281574148382134,000058,深赛格,bottom_area,2023-12-29,7.17,2023-12-27,6.89,4.063860667634256,4.789550072568942,27.320675105485236,False,0.4202,1.0016,1,2,1,50.0,34.82352941176472,34.82352941176472,5.936139332365744,4.063860667634256,历史1/2次成功; 当前距低点4.06%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
