rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.73338441470528,84.8051278649128,600048,保利发展,bottom_area,2025-12-25,6.28,2025-12-17,6.19,1.4539579967689797,2.9079159935379595,27.60233918128655,False,0.3195,0.5508,2,2,2,100.0,31.721247836269217,31.987577639751546,8.54604200323102,1.4539579967689797,历史2/2次成功; 当前距低点1.45%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
2,89.12394600931896,85.53337389654938,002728,特一药业,bottom_area,2025-12-25,11.22,2025-12-19,10.91,2.8414298808432674,4.12465627864344,27.508305647840537,False,1.0811,6.8851,4,4,4,100.0,19.310935617591518,39.3073593073593,7.1585701191567335,2.8414298808432674,历史4/4次成功; 当前距低点2.84%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
3,86.40822879720761,79.46083351703011,603322,超讯通信,bottom_area,2025-12-25,38.43,2025-12-25,38.2,0.6020942408376881,1.649214659685852,30.93473151328873,False,-1.0046,5.2741,7,7,7,100.0,21.524776269570104,39.45833333333333,9.397905759162313,0.6020942408376881,历史7/7次成功; 当前距低点0.60%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
4,83.09551010186819,76.64711317481802,001330,博纳影业,bottom_area,2025-12-25,7.94,2025-12-24,7.88,0.7614213197969607,7.868020304568529,28.16773017319964,False,-4.222,13.1333,4,4,4,100.0,18.565342924489666,35.637149028077765,9.23857868020304,0.7614213197969607,历史4/4次成功; 当前距低点0.76%; 最新日涨幅-4.22%; 状态bottom_area; 底部未确认
5,81.77211048432004,79.26059990889365,600161,天坛生物,bottom_area,2025-12-25,16.6,2025-12-24,16.06,3.3623910336239273,4.794520547945203,27.264492753623188,False,0.0,0.3906,2,2,2,100.0,25.305653040624797,36.77455357142857,6.6376089663760744,3.3623910336239273,历史2/2次成功; 当前距低点3.36%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,78.93804804669506,75.46547232775714,605368,蓝天燃气,bottom_area,2025-12-25,7.78,2025-12-18,7.58,2.6385224274406354,2.6385224274406354,31.65013525698828,False,1.3021,1.0338,1,1,1,100.0,12.695179904955879,12.695179904955879,7.361477572559365,2.6385224274406354,历史1/1次成功; 当前距低点2.64%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
7,78.5720353487392,75.47397690797517,603038,华立股份,bottom_area,2025-12-25,16.03,2025-12-17,15.58,2.888318356867786,5.0064184852374805,29.661399548532724,False,0.2502,1.3294,3,4,3,75.0,19.969584739966248,28.753412192902637,7.111681643132214,2.888318356867786,历史3/4次成功; 当前距低点2.89%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
8,78.18639274481295,78.04946386084654,002129,TCL中环,bottom_area,2025-12-25,8.55,2025-12-16,8.15,4.907975460122704,5.153374233128833,29.253472222222214,False,0.3521,1.3279,3,3,3,100.0,21.073375859818903,31.12759643916912,5.092024539877297,4.907975460122704,历史3/3次成功; 当前距低点4.91%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
9,77.36643515861833,77.35528886339306,600222,太龙药业,bottom_area,2025-12-25,6.94,2025-12-16,6.61,4.992435703479577,8.623298033282895,29.978813559322028,True,1.1662,3.4629,2,2,2,100.0,25.849689609282233,37.696335078534034,5.007564296520424,4.992435703479577,历史2/2次成功; 当前距低点4.99%; 最新日涨幅1.17%; 状态bottom_area; 底部已确认
10,76.68268106418861,74.04979931091174,000998,隆平高科,bottom_area,2025-12-25,9.45,2025-12-17,9.16,3.165938864628812,4.039301310043659,29.484218629715166,False,0.2121,0.5237,1,1,1,100.0,11.549139367018313,11.549139367018313,6.834061135371189,3.165938864628812,历史1/1次成功; 当前距低点3.17%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
11,76.58039881652039,75.98309115297776,000665,湖北广电,bottom_area,2025-12-25,5.47,2025-12-17,5.23,4.588910133843199,5.927342256214141,27.46185852981969,False,0.1832,1.3095,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,5.411089866156801,4.588910133843199,历史6/7次成功; 当前距低点4.59%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
