rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.64607572926398,83.25177514792898,600052,东望时代,bottom_area,2024-04-22,3.42,2024-04-16,3.38,1.1834319526627228,9.467455621301783,27.311827956989255,True,-2.8409,0.4744,1,1,1,100.0,56.0655737704918,56.0655737704918,13.816568047337277,1.1834319526627228,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
2,91.0456901767601,83.04381371545549,300725,药石科技,bottom_area,2024-04-22,30.06,2024-04-16,29.31,2.5588536335721597,9.757761856021846,27.053260328521656,True,0.2668,1.8106,1,1,1,100.0,43.26881720430109,43.26881720430109,12.441146366427839,2.5588536335721597,历史1/1次成功; 当前距低点2.56%; 最新日涨幅0.27%; 状态bottom_area; 底部已确认
3,87.67120657633365,81.22779097719139,603122,合富中国,bottom_area,2024-04-22,5.78,2024-04-16,5.59,3.3989266547406154,8.586762075134176,29.150823827629914,True,-0.8576,2.0396,2,2,2,100.0,49.609375,72.1590909090909,11.601073345259385,3.3989266547406154,历史2/2次成功; 当前距低点3.40%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
4,83.56964810438319,75.60706462603024,301520,万邦医药,bottom_area,2024-04-22,41.86,2024-04-16,40.99,2.1224688948523966,10.026835813613074,27.80908770693906,False,-1.5985,6.8516,1,1,1,100.0,29.60372960372961,29.60372960372961,12.877531105147602,2.1224688948523966,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
5,83.5475,72.65,000628,高新发展,bottom_area,2024-04-22,40.42,2024-04-22,40.42,0.0,0.0,27.092352092352083,False,-9.9978,0.9841,1,1,1,100.0,99.77973568281939,99.77973568281939,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
6,82.34654276134329,75.86361289273114,688114,华大智造,bottom_area,2024-04-22,52.63,2024-04-22,51.05,3.095004897159658,6.738491674828609,31.412065027542667,False,1.5631,0.8538,1,1,1,100.0,20.431312141156706,20.431312141156706,11.904995102840342,3.095004897159658,历史1/1次成功; 当前距低点3.10%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
7,82.26860825436445,74.67277710974312,000856,冀东装备,bottom_area,2024-04-22,6.68,2024-04-22,6.53,2.297090352220512,4.5941807044410385,30.45793397231097,False,-3.1884,5.1637,2,2,2,100.0,20.269586627988584,25.237449118046136,12.702909647779487,2.297090352220512,历史2/2次成功; 当前距低点2.30%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
8,81.78379533634727,72.12488662293215,002271,东方雨虹,bottom_area,2024-04-22,13.37,2024-04-22,13.27,0.7535795026375256,4.521477015825167,27.087912087912088,False,-1.2555,2.8584,2,2,2,100.0,17.274451015837123,19.371959310039802,14.246420497362475,0.7535795026375256,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
9,80.86611311097191,75.11786628527825,301367,瑞迈特,bottom_area,2024-04-22,74.03,2024-04-19,71.5,3.53846153846154,4.657342657342655,29.888213375171606,False,2.8194,2.0247,3,4,3,75.0,26.024508564357845,32.411969715178486,11.46153846153846,3.53846153846154,历史3/4次成功; 当前距低点3.54%; 最新日涨幅2.82%; 状态bottom_area; 底部未确认
10,80.12727157360406,69.6758883248731,002200,交投生态,bottom_area,2024-04-22,5.28,2024-04-22,5.28,0.0,1.7045454545454517,31.69469598965071,False,-5.036,0.6033,1,1,1,100.0,34.01015228426395,34.01015228426395,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
11,79.38686744020042,74.89885688533231,603230,内蒙新华,bottom_area,2024-04-22,12.65,2024-04-16,12.12,4.3729372937293824,7.013201320132026,27.207207207207208,True,-1.7857,4.4328,2,2,2,100.0,27.522332876533863,31.521142229544196,10.627062706270618,4.3729372937293824,历史2/2次成功; 当前距低点4.37%; 最新日涨幅-1.79%; 状态bottom_area; 底部已确认
