rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.65249124767301,80.81175465475576,600009,上海机场,bottom_area,2023-05-31,46.6,2023-05-31,45.72,1.9247594050743715,2.777777777777785,28.42830306825298,False,-0.2141,0.463,3,3,3,100.0,21.829065044759854,27.704918032786885,13.075240594925628,1.9247594050743715,历史3/3次成功; 当前距低点1.92%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
2,89.55700207705483,79.42032473880548,300363,博腾股份,bottom_area,2023-05-31,30.76,2023-05-30,30.44,1.0512483574244424,3.777923784494082,27.01989930472309,False,-1.2837,1.1303,1,1,1,100.0,36.97403760071621,36.97403760071621,13.948751642575557,1.0512483574244424,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
3,85.73453669625088,76.21948984903693,002041,登海种业,bottom_area,2023-05-31,15.38,2023-05-30,15.2,1.1842105263157994,3.4210526315789567,28.30188679245283,False,-0.2594,0.3598,1,1,1,100.0,21.395106715252467,21.395106715252467,13.8157894736842,1.1842105263157994,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
4,84.76174817911148,74.55538509939991,001332,锡装股份,bottom_area,2023-05-31,42.66,2023-05-24,42.4,0.6132075471698066,6.556603773584908,32.290003193867776,False,-0.9519,1.3649,2,2,2,100.0,28.620958639500337,31.086142322097377,14.386792452830194,0.6132075471698066,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
5,84.74350934072538,75.29575323179316,600160,巨化股份,bottom_area,2023-05-31,13.15,2023-05-31,13.0,1.1538461538461564,3.6153846153846203,31.758530183727036,False,-1.7924,0.6305,1,1,1,100.0,16.05657237936772,16.05657237936772,13.846153846153845,1.1538461538461564,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
6,83.9862166328758,75.52507421278956,688289,圣湘生物,bottom_area,2023-05-31,18.12,2023-05-29,17.8,1.7977528089887655,3.8202247191011214,27.789046653144013,False,-0.3848,0.7621,1,1,1,100.0,25.182530200451346,25.182530200451346,13.202247191011235,1.7977528089887655,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
7,83.81421606763038,76.5932735405366,002251,步步高,bottom_area,2023-05-31,4.63,2023-05-30,4.51,2.660753880266078,3.769401330376939,30.07751937984497,False,0.2165,1.2513,1,1,1,100.0,19.0311418685121,19.0311418685121,12.339246119733922,2.660753880266078,历史1/1次成功; 当前距低点2.66%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
8,83.38075854971832,72.50500743453767,600955,维远股份,bottom_area,2023-05-31,18.35,2023-05-31,18.35,0.0,2.561307901907351,27.98273155416012,False,-2.3936,0.488,2,2,2,100.0,22.33874964805201,25.969084423305596,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
9,82.71441204411558,77.97738694399658,688075,安旭生物,bottom_area,2023-05-31,67.45,2023-05-10,64.65,4.33101314771848,7.6566125290023015,30.37906525953047,True,0.9882,2.2564,4,5,4,80.0,31.086542584917854,40.134529147982065,10.66898685228152,4.33101314771848,历史4/5次成功; 当前距低点4.33%; 最新日涨幅0.99%; 状态bottom_area; 底部已确认
10,82.62733098682763,72.21474540008558,600935,华塑股份,bottom_area,2023-05-31,3.7,2023-05-31,3.69,0.2710027100271065,1.084010840108402,27.788649706457928,False,-0.8043,0.2603,1,1,1,100.0,28.50877192982458,28.50877192982458,14.728997289972892,0.2710027100271065,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
11,82.36552701866223,76.05873658133773,002079,苏州固锝,bottom_area,2023-05-31,12.5,2023-05-10,12.11,3.2204789430223006,7.101568951279945,28.512396694214885,True,-0.7937,1.6786,2,2,2,100.0,19.631336405529957,22.488479262672804,11.779521056977698,3.2204789430223006,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-0.79%; 状态bottom_area; 底部已确认
12,81.38552042577716,71.71252206313156,603327,福蓉科技,bottom_area,2023-05-31,11.38,2023-05-30,11.3,0.707964601769912,2.30088495575221,27.096774193548384,False,-0.2629,0.246,3,4,3,75.0,35.33162018906968,52.609776304888165,14.292035398230087,0.707964601769912,历史3/4次成功; 当前距低点0.71%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
13,80.91942728161733,74.9941796008869,000890,法尔胜,bottom_area,2023-05-31,4.24,2023-05-19,4.1,3.4146341463414775,7.56097560975611,27.689594356261026,True,-0.7026,1.6105,1,1,1,100.0,32.954545454545446,32.954545454545446,11.585365853658521,3.4146341463414775,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
14,80.40925457136667,75.61362531482257,300762,上海瀚讯,bottom_area,2023-05-31,11.92,2023-05-10,11.44,4.195804195804199,6.206293706293714,27.50316856780735,False,0.5059,1.0313,1,1,1,100.0,32.580961727183514,32.580961727183514,10.8041958041958,4.195804195804199,历史1/1次成功; 当前距低点4.20%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
15,79.85237422931607,70.34256347810893,600256,广汇能源,bottom_area,2023-05-31,7.26,2023-05-29,7.21,0.6934812760055453,5.547850208044388,29.10521140609636,False,-2.9412,1.4761,1,1,1,100.0,23.62204724409449,23.62204724409449,14.306518723994454,0.6934812760055453,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
16,79.62639514855346,69.8505782405839,002312,川发龙蟒,bottom_area,2023-05-31,8.56,2023-05-31,8.52,0.4694835680751282,3.286384976525835,27.36572890025576,False,-2.6166,0.9392,1,1,1,100.0,18.231186966640802,18.231186966640802,14.530516431924873,0.4694835680751282,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
17,79.16410977165664,69.69941983192498,002481,双塔食品,bottom_area,2023-05-31,4.54,2023-05-30,4.51,0.6651884700665244,3.5476718403547705,27.25806451612904,False,-1.5184,0.595,1,1,1,100.0,19.817470664928287,19.817470664928287,14.334811529933475,0.6651884700665244,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
18,78.93677825413212,69.47652549100664,001201,东瑞股份,bottom_area,2023-05-31,23.31,2023-05-30,23.16,0.6476683937823773,2.0293609671847963,31.842260153031187,False,-0.6817,0.4984,1,1,1,100.0,18.4043517679057,18.4043517679057,14.352331606217621,0.6476683937823773,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
19,77.84348492789005,68.78442924630254,603077,和邦生物,bottom_area,2023-05-31,2.35,2023-05-30,2.33,0.858369098712447,2.5751072961373414,29.819277108433727,False,-1.6736,0.5161,1,1,1,100.0,17.26618705035971,17.26618705035971,14.141630901287552,0.858369098712447,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
20,74.62044501005299,70.80167387650128,601598,中国外运,bottom_area,2023-05-31,4.7,2023-05-25,4.49,4.677060133630288,6.45879732739421,27.110389610389607,False,-0.4237,0.6981,2,2,2,100.0,18.41597301708783,18.82640586797067,10.322939866369712,4.677060133630288,历史2/2次成功; 当前距低点4.68%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
21,72.6560224083462,63.44214154146008,600984,建设机械,bottom_area,2023-05-31,4.51,2023-05-31,4.5,0.2222222222222175,2.2222222222222143,28.000000000000004,False,-1.9565,0.6786,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,14.777777777777782,0.2222222222222175,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
22,69.88327947361383,61.898078335076875,603290,斯达半导,bottom_area,2023-05-31,218.13,2023-05-31,216.0,0.9861111111111089,4.152777777777778,28.842035908417067,False,-2.0125,1.2646,2,3,2,66.66666666666666,20.697553772814736,23.2822670787034,14.01388888888889,0.9861111111111089,历史2/3次成功; 当前距低点0.99%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
23,69.78433164523456,65.05538159408259,300727,润禾材料,bottom_area,2023-05-31,26.42,2023-05-23,25.47,3.729878288182186,10.91480172752258,31.495427649273804,True,-1.3443,1.1901,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,11.270121711817813,3.729878288182186,历史2/3次成功; 当前距低点3.73%; 最新日涨幅-1.34%; 状态bottom_area; 底部已确认
24,67.77639098653253,60.21675612994601,605337,李子园,bottom_area,2023-05-31,17.58,2023-05-31,17.38,1.1507479861910201,3.5097813578826207,32.86983391270761,False,-1.5126,1.9948,1,2,1,50.0,26.615384615384624,26.615384615384624,13.84925201380898,1.1507479861910201,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
25,66.84244723791213,62.82184890781214,002370,亚太药业,bottom_area,2023-05-31,4.25,2023-04-25,4.08,4.166666666666665,10.04901960784314,32.56198347107438,True,-1.1628,0.8742,2,3,2,66.66666666666666,15.619259360997129,15.633423180592995,10.833333333333334,4.166666666666665,历史2/3次成功; 当前距低点4.17%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
26,66.32106054794205,60.64198733851829,300758,七彩化学,bottom_area,2023-05-31,9.92,2023-04-26,9.66,2.6915113871635588,9.523809523809524,30.252707581227433,True,-1.0967,0.6534,1,2,1,50.0,38.59480269489894,38.59480269489894,12.30848861283644,2.6915113871635588,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
27,66.05400521349806,62.93998538058134,002690,美亚光电,bottom_area,2023-05-31,24.81,2023-05-15,23.65,4.904862579281185,8.668076109936578,28.765060240963862,True,-2.3613,0.5666,2,3,2,66.66666666666666,25.30325481008482,27.355278093076052,10.095137420718814,4.904862579281185,历史2/3次成功; 当前距低点4.90%; 最新日涨幅-2.36%; 状态bottom_area; 底部已确认
28,65.87104737730503,58.98672565418153,002455,百川股份,bottom_area,2023-05-31,7.75,2023-05-05,7.63,1.572739187418088,7.86369593709044,28.691588785046722,True,-1.8987,0.7795,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,13.427260812581912,1.572739187418088,历史1/3次成功; 当前距低点1.57%; 最新日涨幅-1.90%; 状态bottom_area; 底部已确认
