rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.74566429132433,83.85517904041754,002279,久其软件,bottom_area,2025-03-27,6.55,2025-03-25,6.42,2.024922118380061,3.4267912772585634,27.04545454545455,False,0.0,2.6934,3,3,3,100.0,16.94624446410791,25.915492957746476,7.9750778816199395,2.024922118380061,历史3/3次成功; 当前距低点2.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,88.09863854616955,82.94193217358684,301366,一博科技,bottom_area,2025-03-27,54.96,2025-03-27,53.97,1.8343524180100095,2.74226422086345,28.51655629139073,False,0.0,5.0094,2,2,2,100.0,26.366966057256242,36.479591836734706,8.16564758198999,1.8343524180100095,历史2/2次成功; 当前距低点1.83%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,85.51161525731283,81.2492294972691,600126,杭钢股份,bottom_area,2025-03-27,10.16,2025-03-26,9.93,2.316213494461233,8.559919436052363,32.44897959183673,True,-3.3302,5.3138,3,3,3,100.0,30.00105518624036,55.84045584045584,7.683786505538767,2.316213494461233,历史3/3次成功; 当前距低点2.32%; 最新日涨幅-3.33%; 状态bottom_area; 底部已确认
4,85.35536830547856,80.4984324543504,600203,福日电子,bottom_area,2025-03-27,9.53,2025-03-27,9.35,1.9251336898395692,3.636363636363635,29.962546816479403,False,-0.1048,5.7389,3,3,3,100.0,20.149125092390385,24.045801526717554,8.07486631016043,1.9251336898395692,历史3/3次成功; 当前距低点1.93%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
5,84.27488837488085,78.03844711746002,002173,创新医疗,bottom_area,2025-03-27,9.41,2025-03-27,9.32,0.9656652360515007,3.0042918454935554,29.872084273890138,False,-1.6719,7.9135,5,5,5,100.0,18.334214277728204,27.109266943291825,9.0343347639485,0.9656652360515007,历史5/5次成功; 当前距低点0.97%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
6,83.89186362018535,76.53466074825619,002093,国脉科技,bottom_area,2025-03-27,10.85,2025-03-27,10.83,0.18467220683286772,7.109879963065555,31.801007556675064,False,-6.223,10.7856,3,3,3,100.0,27.557598816317896,52.409638554216855,9.815327793167134,0.18467220683286772,历史3/3次成功; 当前距低点0.18%; 最新日涨幅-6.22%; 状态bottom_area; 底部未确认
7,82.84348870367731,78.74324854286537,002725,跃岭股份,bottom_area,2025-03-27,11.83,2025-03-24,11.56,2.3356401384083005,7.698961937716252,27.795128044971896,False,-1.2521,2.4441,3,3,3,100.0,15.744666980840336,18.562874251497018,7.6643598615917,2.3356401384083005,历史3/3次成功; 当前距低点2.34%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
8,82.48580214772336,76.62163497123191,688023,安恒信息,bottom_area,2025-03-27,52.8,2025-03-27,52.21,1.1300517142309832,3.639149588201491,27.365052865887584,False,-0.7146,2.059,3,4,3,75.0,27.05996171870196,39.261744966442954,8.869948285769018,1.1300517142309832,历史3/4次成功; 当前距低点1.13%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
9,82.28965393813678,75.08793833359971,300720,海川智能,bottom_area,2025-03-27,20.54,2025-03-27,20.5,0.19512195121950804,3.7560975609756078,30.508474576271187,False,-3.5681,3.5787,4,5,4,80.0,46.57428162569997,75.69193742478939,9.804878048780493,0.19512195121950804,历史4/5次成功; 当前距低点0.20%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
10,81.90166579050265,75.12943502746366,002164,宁波东力,bottom_area,2025-03-27,8.52,2025-03-27,8.48,0.4716981132075371,7.665094339622645,31.2803889789303,False,-4.5913,14.8962,3,3,3,100.0,23.5210039009507,45.468509984639034,9.528301886792462,0.4716981132075371,历史3/3次成功; 当前距低点0.47%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
11,81.56053159699533,75.23236308346905,603028,赛福天,bottom_area,2025-03-27,6.61,2025-03-27,6.56,0.7621951219512304,7.317073170731714,28.22757111597375,False,-9.2033,16.8929,3,3,3,100.0,27.635311621063757,43.67816091954023,9.23780487804877,0.7621951219512304,历史3/3次成功; 当前距低点0.76%; 最新日涨幅-9.20%; 状态bottom_area; 底部未确认
12,81.13537983108003,76.62785872935338,301389,隆扬电子,bottom_area,2025-03-27,22.44,2025-03-25,22.0,2.0000000000000058,9.272727272727268,28.571428571428577,False,-0.9709,5.2055,2,2,2,100.0,16.92397166319034,18.998628257887525,7.999999999999995,2.0000000000000058,历史2/2次成功; 当前距低点2.00%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
13,80.67507480706175,74.79304546852048,002927,泰永长征,bottom_area,2025-03-27,14.75,2025-03-25,14.6,1.0273972602739752,5.136986301369864,30.740037950664135,False,-1.2056,5.6139,1,1,1,100.0,11.803823773898586,11.803823773898586,8.972602739726025,1.0273972602739752,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
14,80.65572268396599,73.61568675054264,300895,铜牛信息,bottom_area,2025-03-27,48.08,2025-03-27,47.98,0.20842017507295002,6.711129637348908,27.303030303030308,False,-1.9376,8.1994,1,1,1,100.0,35.27357392316647,35.27357392316647,9.79157982492705,0.20842017507295002,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
15,80.32450067825663,73.5537677776078,603315,福鞍股份,bottom_area,2025-03-27,13.21,2025-03-27,13.16,0.3799392097264492,5.015197568389058,32.05988642230253,False,-5.3725,8.0383,2,2,2,100.0,30.59155470851666,41.68490153172865,9.620060790273552,0.3799392097264492,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-5.37%; 状态bottom_area; 底部未确认
16,79.64236631487,72.89634776788465,300605,恒锋信息,bottom_area,2025-03-27,14.08,2025-03-25,14.03,0.3563791874554577,3.991446899501073,29.990019960079838,False,-2.8966,5.1944,2,2,2,100.0,16.553184490769308,18.429752066115707,9.643620812544542,0.3563791874554577,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
17,78.70025854419436,78.16445382042528,688031,星环科技,bottom_area,2025-03-27,52.08,2025-03-27,49.77,4.641350210970454,7.253365481213581,28.16108545034642,False,2.439,5.3857,3,3,3,100.0,18.42329194321459,22.70402945387605,5.358649789029546,4.641350210970454,历史3/3次成功; 当前距低点4.64%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
18,77.42312387022655,70.38465806384231,002406,远东传动,bottom_area,2025-03-27,7.89,2025-03-27,7.89,0.0,7.351077313054512,27.481617647058833,False,-5.3957,21.3538,4,5,4,80.0,31.154075612055404,67.88321167883211,10.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-5.40%; 状态bottom_area; 底部未确认
19,77.32594652789219,70.91355096216455,002580,圣阳股份,bottom_area,2025-03-27,13.16,2025-03-27,13.1,0.45801526717557633,5.26717557251908,29.150892374256347,False,-3.2353,9.0201,2,2,2,100.0,17.353901996370237,24.0,9.541984732824424,0.45801526717557633,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
20,76.5340008665273,73.56627063085092,000608,阳光股份,bottom_area,2025-03-27,1.76,2025-03-26,1.71,2.9239766081871372,7.0175438596491295,27.234042553191497,True,-1.676,4.2337,4,5,4,80.0,12.596437083427912,17.05426356589147,7.076023391812863,2.9239766081871372,历史4/5次成功; 当前距低点2.92%; 最新日涨幅-1.68%; 状态bottom_area; 底部已确认
21,76.41778771710226,69.71343211769809,300713,英可瑞,bottom_area,2025-03-27,16.45,2025-03-27,16.42,0.182704019488414,4.5676004872107185,29.527896995708147,False,-4.1934,9.5306,4,5,4,80.0,17.5268671082348,23.73271889400922,9.817295980511586,0.182704019488414,历史4/5次成功; 当前距低点0.18%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
22,75.78817650167461,75.32528369683375,000736,中交地产,bottom_area,2025-03-27,5.37,2025-03-25,5.13,4.678362573099419,7.992202729044837,29.822161422708614,True,-1.6484,2.522,3,3,3,100.0,16.892206255378625,19.029126213592225,5.3216374269005815,4.678362573099419,历史3/3次成功; 当前距低点4.68%; 最新日涨幅-1.65%; 状态bottom_area; 底部已确认
23,73.82412908371074,67.25378159526048,002196,方正电机,bottom_area,2025-03-27,9.11,2025-03-27,9.1,0.10989010989010754,6.1538461538461595,29.94611239414935,False,-5.6936,15.7422,3,4,3,75.0,14.243715300053324,18.661971830985923,9.890109890109892,0.10989010989010754,历史3/4次成功; 当前距低点0.11%; 最新日涨幅-5.69%; 状态bottom_area; 底部未确认
24,73.79252604532054,67.74794859575881,002633,申科股份,bottom_area,2025-03-27,11.69,2025-03-27,11.63,0.5159071367153801,6.96474634565777,31.708749266001174,False,-6.6294,10.3285,1,1,1,100.0,17.71084337349396,17.71084337349396,9.484092863284621,0.5159071367153801,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-6.63%; 状态bottom_area; 底部未确认
25,73.41316163993687,69.03413094562485,000409,云鼎科技,bottom_area,2025-03-27,12.06,2025-03-26,11.85,1.7721518987341847,3.966244725738402,29.464285714285722,False,-0.7407,11.7801,2,3,2,66.66666666666666,28.86005703264586,46.53130287648054,8.227848101265817,1.7721518987341847,历史2/3次成功; 当前距低点1.77%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
26,72.1902458609024,70.21462522713509,300509,新美星,bottom_area,2025-03-27,7.89,2025-03-25,7.62,3.543307086614168,6.167979002624668,29.769585253456217,False,-1.2516,2.583,1,1,1,100.0,18.028846153846153,18.028846153846153,6.456692913385834,3.543307086614168,历史1/1次成功; 当前距低点3.54%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
27,71.57433779233378,71.26706187635537,002757,南兴股份,confirmed_rebound,2025-03-27,20.41,2025-03-25,19.48,4.7741273100616,12.217659137576998,29.369108049311087,True,-5.4217,10.8937,2,2,2,100.0,33.3444738886872,50.75376884422111,5.2258726899384005,4.7741273100616,历史2/2次成功; 当前距低点4.77%; 最新日涨幅-5.42%; 状态confirmed_rebound; 底部已确认
28,71.26563237943826,64.78693852676204,002123,梦网科技,bottom_area,2025-03-27,14.81,2025-03-27,14.81,0.0,2.2957461174881826,27.650219833903268,False,-2.0503,4.3294,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
29,71.13304087860159,70.74539487926316,600696,退市岩石,confirmed_rebound,2025-03-27,10.22,2025-03-26,9.76,4.7131147540983696,18.64754098360656,29.58152958152958,True,-10.0352,7.4245,1,1,1,100.0,46.45858343337334,46.45858343337334,5.286885245901631,4.7131147540983696,历史1/1次成功; 当前距低点4.71%; 最新日涨幅-10.04%; 状态confirmed_rebound; 底部已确认
30,67.3416149621973,64.84475191848298,300753,爱朋医疗,bottom_area,2025-03-27,22.88,2025-03-27,22.21,3.0166591625393884,5.763169743358836,28.285437520180817,False,-2.1386,13.8197,2,3,2,66.66666666666666,21.59176420648454,28.044496487119456,6.983340837460612,3.0166591625393884,历史2/3次成功; 当前距低点3.02%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
31,64.38492576575094,59.680290001518344,002599,盛通股份,bottom_area,2025-03-27,9.92,2025-03-25,9.82,1.0183299389002,4.582484725050909,27.313101406365654,False,-1.7822,4.2924,1,2,1,50.0,22.107969151670947,22.107969151670947,8.9816700610998,1.0183299389002,历史1/2次成功; 当前距低点1.02%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
32,58.07889014006619,53.7725529199247,605303,园林股份,bottom_area,2025-03-27,9.49,2025-03-27,9.4,0.9574468085106367,2.765957446808508,31.18594436310395,False,-1.7598,2.8337,2,5,2,40.0,17.771675501768577,23.681489141675293,9.042553191489363,0.9574468085106367,历史2/5次成功; 当前距低点0.96%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
33,55.51937206404474,50.88911758820781,000779,甘咨询,bottom_area,2025-03-27,9.32,2025-03-27,9.28,0.43103448275863065,4.202586206896558,29.375951293759524,False,-4.2138,7.0563,1,2,1,50.0,17.69825918762089,17.69825918762089,9.56896551724137,0.43103448275863065,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
