rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.09932947093625,83.66572180993286,000717,中南股份,bottom_area,2024-07-08,1.7,2024-06-24,1.68,1.1904761904761916,7.738095238095245,29.411764705882355,True,-2.8571,0.3427,2,2,2,100.0,35.64520174311065,56.020942408376975,13.809523809523808,1.1904761904761916,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
73,63.487684396666204,55.639383649734064,688156,路德科技,bottom_area,2024-07-08,12.02,2024-07-08,11.97,0.41771094402672454,4.594820384294059,32.94117647058823,False,-3.5313,0.4903,2,5,2,40.0,31.407336570510736,44.22535211267606,14.582289055973273,0.41771094402672454,历史2/5次成功; 当前距低点0.42%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
74,63.172211496238596,55.8394879996835,688293,奥浦迈,bottom_area,2024-07-08,27.62,2024-07-08,27.38,0.8765522279035866,9.021183345507678,30.98058986639779,False,-7.5326,0.8395,1,2,1,50.0,49.77433913604127,49.77433913604127,14.123447772096412,0.8765522279035866,历史1/2次成功; 当前距低点0.88%; 最新日涨幅-7.53%; 状态bottom_area; 底部未确认
75,61.63048116872241,53.821630711361856,002612,朗姿股份,bottom_area,2024-07-08,13.13,2024-07-08,13.1,0.22900763358779494,3.4351145038168025,31.269674711437563,False,-2.9564,1.2414,1,2,1,50.0,20.77294685990338,20.77294685990338,14.770992366412205,0.22900763358779494,历史1/2次成功; 当前距低点0.23%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
76,61.49359283909701,53.73464620630863,002860,星帅尔,bottom_area,2024-07-08,7.67,2024-07-08,7.65,0.26143790849672643,4.183006535947705,28.704566635601118,False,-3.7641,1.0085,1,2,1,50.0,30.917874396135282,30.917874396135282,14.738562091503274,0.26143790849672643,历史1/2次成功; 当前距低点0.26%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
77,61.473890405430495,56.09237233657568,688161,威高骨科,bottom_area,2024-07-08,19.09,2024-07-05,18.61,2.579258463191835,7.415368081676513,32.179300291545196,True,-2.4527,0.305,1,4,1,25.0,33.591836734693864,33.591836734693864,12.420741536808166,2.579258463191835,历史1/4次成功; 当前距低点2.58%; 最新日涨幅-2.45%; 状态bottom_area; 底部已确认
78,61.21135081621999,54.06625433881984,600129,太极集团,bottom_area,2024-07-08,27.71,2024-07-05,27.48,0.8369723435225634,4.439592430858802,28.86357753041678,False,-2.3608,1.0471,1,2,1,50.0,29.540598290598297,29.540598290598297,14.163027656477437,0.8369723435225634,历史1/2次成功; 当前距低点0.84%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
79,60.345140341298865,53.42760444374902,605580,恒盛能源,bottom_area,2024-07-08,8.38,2024-07-05,8.3,0.9638554216867478,4.096385542168672,27.192982456140346,False,-2.331,1.328,1,2,1,50.0,27.66233766233766,27.66233766233766,14.03614457831325,0.9638554216867478,历史1/2次成功; 当前距低点0.96%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
80,60.297820045987194,52.784072999758266,603060,国检集团,bottom_area,2024-07-08,5.62,2024-07-08,5.6,0.3571428571428654,5.17857142857143,30.087390761548065,False,-2.7682,0.2432,1,3,1,33.33333333333333,36.2098138747885,36.2098138747885,14.642857142857135,0.3571428571428654,历史1/3次成功; 当前距低点0.36%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
81,60.187212976871265,53.862455003030554,002145,钛能化学,bottom_area,2024-07-08,3.3,2024-07-01,3.25,1.538461538461533,5.230769230769228,31.72268907563025,False,-0.9009,0.8761,1,3,1,33.33333333333333,16.649537512846855,16.649537512846855,13.461538461538467,1.538461538461533,历史1/3次成功; 当前距低点1.54%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
82,59.791965981949105,53.54986351622137,300558,贝达药业,bottom_area,2024-07-08,31.51,2024-07-05,31.02,1.5796260477111606,6.73758865248227,30.635062611806795,False,-4.0791,1.1868,1,3,1,33.33333333333333,25.688589094997194,25.688589094997194,13.42037395228884,1.5796260477111606,历史1/3次成功; 当前距低点1.58%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
83,59.53659753194516,52.379192364170336,002366,融发核电,bottom_area,2024-07-08,3.22,2024-07-05,3.2,0.6250000000000006,3.7499999999999893,29.978118161925604,False,-2.1277,0.9188,2,6,2,33.33333333333333,20.64977973568282,25.0,14.374999999999998,0.6250000000000006,历史2/6次成功; 当前距低点0.63%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
84,59.35452115573891,52.14671555074729,688061,灿瑞科技,bottom_area,2024-07-08,23.73,2024-07-08,23.6,0.5508474576271144,5.889830508474563,29.845422116527942,False,-2.8256,2.3707,1,2,1,50.0,15.713159968479115,15.713159968479115,14.449152542372884,0.5508474576271144,历史1/2次成功; 当前距低点0.55%; 最新日涨幅-2.83%; 状态bottom_area; 底部未确认
85,59.1445426531648,53.75776401498922,688111,金山办公,bottom_area,2024-07-08,193.0,2024-07-05,188.53,2.3709754415742847,6.497639632949663,31.11297866121017,False,-2.3576,0.9951,1,4,1,25.0,27.68058076225045,27.68058076225045,12.629024558425714,2.3709754415742847,历史1/4次成功; 当前距低点2.37%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
86,59.113121198622544,51.76449765326632,002167,东方锆业,bottom_area,2024-07-08,5.35,2024-07-08,5.33,0.375234521575977,5.440900562851783,28.55227882037533,False,-3.255,1.8086,1,3,1,33.33333333333333,41.1650485436893,41.1650485436893,14.624765478424024,0.375234521575977,历史1/3次成功; 当前距低点0.38%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
87,59.02222269020757,52.02143517992857,600141,兴发集团,bottom_area,2024-07-08,18.12,2024-07-08,17.99,0.7226236798221377,4.724847137298507,27.547321788159486,False,-2.5282,0.8883,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,14.277376320177861,0.7226236798221377,历史1/3次成功; 当前距低点0.72%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
88,58.999149764749454,52.18493770890308,300446,航天智造,bottom_area,2024-07-08,11.07,2024-07-08,10.97,0.9115770282588845,4.7402005469462125,29.63438101347017,False,-3.0648,2.5649,1,3,1,33.33333333333333,51.92697768762679,51.92697768762679,14.088422971741116,0.9115770282588845,历史1/3次成功; 当前距低点0.91%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
89,58.393845420467656,54.501871076006125,002571,德力股份,bottom_area,2024-07-08,3.83,2024-07-05,3.69,3.794037940379407,5.420054200542011,28.488372093023255,False,-0.7772,3.2702,1,2,1,50.0,28.291814946619215,28.291814946619215,11.205962059620592,3.794037940379407,历史1/2次成功; 当前距低点3.79%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
90,57.9535075230286,50.827601399737176,000779,甘咨询,bottom_area,2024-07-08,6.58,2024-07-08,6.55,0.45801526717557633,4.274809160305348,32.264736297828335,False,-3.9416,1.2658,1,2,1,50.0,17.69825918762089,17.69825918762089,14.541984732824423,0.45801526717557633,历史1/2次成功; 当前距低点0.46%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
91,57.847812095607765,50.81319031774755,000697,炼石航空,bottom_area,2024-07-08,5.58,2024-07-05,5.55,0.5405405405405451,3.4234234234234306,27.260812581913502,False,-2.4476,1.107,1,3,1,33.33333333333333,27.861771058315338,27.861771058315338,14.459459459459453,0.5405405405405451,历史1/3次成功; 当前距低点0.54%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
92,57.41946155491571,50.35595636363639,000657,中钨高新,bottom_area,2024-07-08,8.84,2024-07-04,8.8,0.4545454545454448,4.431818181818168,27.39273927392738,False,-3.7037,1.5651,1,2,1,50.0,15.120000000000006,15.120000000000006,14.545454545454556,0.4545454545454448,历史1/2次成功; 当前距低点0.45%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
93,57.23912073334786,50.27631213582605,605123,派克新材,bottom_area,2024-07-08,48.57,2024-07-08,48.31,0.538190850755533,4.264127509832322,29.863530778164915,False,-3.8599,0.8968,1,2,1,50.0,15.71713589004656,15.71713589004656,14.461809149244468,0.538190850755533,历史1/2次成功; 当前距低点0.54%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
94,57.08845254047807,50.391820669071016,002176,江特电机,bottom_area,2024-07-08,7.54,2024-07-08,7.48,0.8021390374331497,5.614973262032084,29.633113828786456,False,-4.798,1.9268,1,3,1,33.33333333333333,39.01808785529715,39.01808785529715,14.19786096256685,0.8021390374331497,历史1/3次成功; 当前距低点0.80%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
95,56.51494911881883,49.87186133890942,000597,东北制药,bottom_area,2024-07-08,3.84,2024-06-24,3.81,0.7874015748031444,5.511811023622035,27.290076335877867,False,-3.0303,0.5599,1,2,1,50.0,16.59751037344398,16.59751037344398,14.212598425196854,0.7874015748031444,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
96,56.10570586645134,49.095261995847764,000799,酒鬼酒,bottom_area,2024-07-08,38.78,2024-07-08,38.65,0.3363518758085448,3.8809831824062098,27.006610009442877,False,-4.1996,1.7821,1,3,1,33.33333333333333,26.337693222354336,26.337693222354336,14.663648124191456,0.3363518758085448,历史1/3次成功; 当前距低点0.34%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
97,55.994871712710236,49.07155127386444,002080,中材科技,bottom_area,2024-07-08,12.06,2024-07-08,12.01,0.4163197335553765,3.9966694421315605,28.934911242603544,False,-3.6741,0.4849,1,4,1,25.0,28.579356270810223,28.579356270810223,14.583680266444624,0.4163197335553765,历史1/4次成功; 当前距低点0.42%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
98,55.76257011372684,48.91943774384667,688262,国芯科技,bottom_area,2024-07-08,14.88,2024-07-08,14.81,0.47265361242403975,6.549628629304516,32.466940264477884,False,-4.3087,2.4081,1,3,1,33.33333333333333,27.063197026022312,27.063197026022312,14.52734638757596,0.47265361242403975,历史1/3次成功; 当前距低点0.47%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
99,55.50995241354891,48.678084346707436,300593,新雷能,bottom_area,2024-07-08,8.91,2024-07-08,8.87,0.4509582863585223,4.509582863585123,28.9831865492394,False,-4.5016,1.8882,1,3,1,33.33333333333333,25.499655410062033,25.499655410062033,14.549041713641477,0.4509582863585223,历史1/3次成功; 当前距低点0.45%; 最新日涨幅-4.50%; 状态bottom_area; 底部未确认
100,54.033511233098146,47.513783926218686,002735,王子新材,bottom_area,2024-07-08,8.41,2024-07-08,8.36,0.5980861244019223,5.502392344497618,27.177700348432065,False,-3.9954,3.2031,1,3,1,33.33333333333333,21.043478260869563,21.043478260869563,14.401913875598076,0.5980861244019223,历史1/3次成功; 当前距低点0.60%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
101,53.23266066944636,46.785038376577184,002555,三七互娱,bottom_area,2024-07-08,12.35,2024-07-08,12.28,0.5700325732899046,3.9087947882736196,29.70807097882083,False,-3.8162,1.9836,1,3,1,33.33333333333333,16.78160919540231,16.78160919540231,14.429967426710094,0.5700325732899046,历史1/3次成功; 当前距低点0.57%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
