rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.19732157011234,78.36120142737485,000430,张家界,bottom_area,2025-04-23,6.95,2025-04-23,6.95,0.0,0.0,31.119920713577798,False,-5.0546,0.3745,4,4,4,100.0,30.705384018144333,53.99999999999999,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
2,82.18279539106906,75.54691750234919,603221,爱丽家居,bottom_area,2025-04-23,10.36,2025-04-21,10.3,0.5825242718446477,2.6213592233009666,29.692832764505116,False,-0.8612,3.6687,3,3,3,100.0,16.908993775026747,17.92336217552533,9.417475728155352,0.5825242718446477,历史3/3次成功; 当前距低点0.58%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
3,80.25096151282587,77.20104373561634,603169,兰石重装,bottom_area,2025-04-23,7.29,2025-04-22,7.08,2.9661016949152534,7.203389830508472,27.755102040816332,False,0.2751,9.9431,3,4,3,75.0,30.208363440984503,49.872122762148344,7.0338983050847474,2.9661016949152534,历史3/4次成功; 当前距低点2.97%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
4,76.89991668429741,69.90901516754309,002693,双成药业,bottom_area,2025-04-23,9.57,2025-04-23,9.57,0.0,0.0,29.21597633136094,False,-9.9718,2.8816,7,9,7,77.77777777777779,33.41167055429384,102.85714285714285,10.0,0.0,历史7/9次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
5,75.45745512517715,69.50655172413794,600249,两面针,bottom_area,2025-04-23,5.84,2025-04-22,5.8,0.6896551724137937,5.172413793103446,27.318295739348375,False,-0.8489,10.3983,1,1,1,100.0,19.080459770114945,19.080459770114945,9.310344827586208,0.6896551724137937,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
6,58.087382615975294,56.97984596800387,002800,天顺股份,bottom_area,2025-04-23,11.73,2025-04-18,11.28,3.9893617021276695,8.687943262411352,29.3233082706767,True,-3.1379,10.1236,2,4,2,50.0,11.696723918575062,11.768447837150124,6.010638297872331,3.9893617021276695,历史2/4次成功; 当前距低点3.99%; 最新日涨幅-3.14%; 状态bottom_area; 底部已确认
