rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.9498949237477,83.8265934065934,605133,嵘泰股份,bottom_area,2023-05-04,27.85,2023-04-25,27.3,2.0146520146520173,5.567765567765566,28.79499217527387,False,0.6869,5.5866,1,1,1,100.0,60.01483679525222,60.01483679525222,17.985347985347982,2.0146520146520173,历史1/1次成功; 当前距低点2.01%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
2,89.58260105318105,78.67880296548367,300530,领湃科技,bottom_area,2023-05-04,22.21,2023-04-25,21.59,2.8716998610467854,7.596109309865681,32.6365054602184,True,0.045,0.2437,3,4,3,75.0,27.802573379948058,34.07510431154381,17.128300138953215,2.8716998610467854,历史3/4次成功; 当前距低点2.87%; 最新日涨幅0.04%; 状态bottom_area; 底部已确认
3,88.27843170685955,73.63829521829518,000935,四川双马,bottom_area,2023-05-04,18.51,2023-05-04,18.5,0.0540540540540625,4.054054054054054,31.27786032689451,False,-3.6941,0.9086,1,1,1,100.0,43.71794871794874,43.71794871794874,19.94594594594594,0.0540540540540625,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
4,86.04845790960114,76.35081841432228,000629,钒钛股份,bottom_area,2023-05-04,4.22,2023-04-25,4.08,3.4313725490195996,9.803921568627459,31.08108108108108,False,0.4762,0.8072,1,1,1,100.0,27.173913043478265,27.173913043478265,16.5686274509804,3.4313725490195996,历史1/1次成功; 当前距低点3.43%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
5,85.09997415891671,73.15184025121782,300353,东土科技,bottom_area,2023-05-04,10.8,2023-05-04,10.62,1.6949152542373023,6.30885122410546,31.48387096774194,False,-4.0,5.4736,1,1,1,100.0,21.377672209026137,21.377672209026137,18.3050847457627,1.6949152542373023,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
6,84.52109269017245,75.83163242311997,300661,圣邦股份,bottom_area,2023-05-04,124.41,2023-04-25,119.58,4.0391369794279965,6.790433182806494,30.20079383609619,False,0.2498,0.837,1,1,1,100.0,31.832606108687024,31.832606108687024,15.960863020572006,4.0391369794279965,历史1/1次成功; 当前距低点4.04%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
7,84.21449119427935,74.34702651330818,300582,英飞特,bottom_area,2023-05-04,13.08,2023-04-27,12.68,3.154574132492116,4.337539432176662,32.40938166311301,False,-0.9841,3.4454,1,1,1,100.0,35.48094373865699,35.48094373865699,16.845425867507885,3.154574132492116,历史1/1次成功; 当前距低点3.15%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
8,83.1199340933518,73.02995729136627,688289,圣湘生物,bottom_area,2023-05-04,18.5,2023-04-26,17.98,2.8921023359288074,12.45828698553948,27.058823529411757,False,-1.228,1.6659,1,1,1,100.0,25.182530200451346,25.182530200451346,17.107897664071192,2.8921023359288074,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
9,82.56709622615517,74.14400454565322,002385,大北农,bottom_area,2023-05-04,7.13,2023-04-25,6.85,4.087591240875916,4.963503649635047,30.73811931243681,False,0.8487,1.8862,1,1,1,100.0,23.353293413173663,23.353293413173663,15.912408759124085,4.087591240875916,历史1/1次成功; 当前距低点4.09%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
10,81.69513237481917,69.263264404738,688004,博汇科技,bottom_area,2023-05-04,34.32,2023-04-26,34.0,0.9411764705882361,14.970588235294127,31.313131313131315,True,-4.6931,11.3166,1,1,1,100.0,21.87713310580205,21.87713310580205,19.058823529411764,0.9411764705882361,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-4.69%; 状态bottom_area; 底部已确认
11,78.77180798876553,71.88262656214923,002642,荣联科技,bottom_area,2023-05-04,6.97,2023-04-27,6.64,4.969879518072291,6.626506024096392,28.138528138528144,False,-0.8535,3.469,2,2,2,100.0,27.816945501903422,35.253456221198164,15.03012048192771,4.969879518072291,历史2/2次成功; 当前距低点4.97%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
12,77.22313462228709,69.42293201682,688227,品高股份,bottom_area,2023-05-04,24.6,2023-05-04,23.62,4.149026248941577,12.066045723962734,29.132913291329128,False,-7.2048,6.4459,1,1,1,100.0,31.412429378531087,31.412429378531087,15.850973751058426,4.149026248941577,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-7.20%; 状态bottom_area; 底部未确认
13,77.0868064202796,69.37412438679456,688191,智洋创新,bottom_area,2023-05-04,13.87,2023-04-27,13.31,4.207362885048826,10.368144252441764,28.8235294117647,True,-3.007,4.1173,1,1,1,100.0,22.671568627450974,22.671568627450974,15.792637114951175,4.207362885048826,历史1/1次成功; 当前距低点4.21%; 最新日涨幅-3.01%; 状态bottom_area; 底部已确认
14,72.02494382238298,65.48253205587294,002245,蔚蓝锂芯,bottom_area,2023-05-04,11.21,2023-04-26,10.7,4.76635514018693,8.317757009345799,29.512516469038214,False,0.8094,1.4778,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,15.23364485981307,4.76635514018693,历史2/3次成功; 当前距低点4.77%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
15,70.28649520742273,61.557681159420284,601369,陕鼓动力,bottom_area,2023-05-04,9.45,2023-04-27,9.2,2.717391304347826,5.00000000000001,31.189229618548993,False,0.0,0.8019,1,3,1,33.33333333333333,55.572755417956664,55.572755417956664,17.282608695652176,2.717391304347826,历史1/3次成功; 当前距低点2.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,68.34506130783622,58.44863213811424,688107,安路科技,bottom_area,2023-05-04,50.91,2023-05-04,50.2,1.4143426294820591,4.900398406374489,32.4451621585251,False,-4.2145,1.8851,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,18.585657370517943,1.4143426294820591,历史1/3次成功; 当前距低点1.41%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
17,68.07612248336761,57.73783917102362,688195,腾景科技,bottom_area,2023-05-04,26.26,2023-05-04,26.01,0.9611687812379853,9.534794309880802,29.702702702702698,False,-7.47,3.8069,3,6,3,50.0,27.684430065839933,38.77410468319559,19.038831218762013,0.9611687812379853,历史3/6次成功; 当前距低点0.96%; 最新日涨幅-7.47%; 状态bottom_area; 底部未确认
18,68.01300696935196,58.798901408120194,300454,深信服,bottom_area,2023-05-04,117.89,2023-05-04,115.57,2.007441377520124,3.1063424764212195,31.00298507462687,False,-1.0492,1.0089,1,2,1,50.0,29.49391262831224,29.49391262831224,17.992558622479876,2.007441377520124,历史1/2次成功; 当前距低点2.01%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
19,67.71261961100399,60.92377236050215,002222,福晶科技,bottom_area,2023-05-04,26.33,2023-04-27,25.27,4.194697269489509,10.011871784724976,29.13628715647784,True,-1.827,8.8784,2,4,2,50.0,25.202592123323832,25.783972125435533,15.805302730510492,4.194697269489509,历史2/4次成功; 当前距低点4.19%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
20,66.22819706831697,57.67432962617048,688350,富淼科技,bottom_area,2023-05-04,16.6,2023-05-04,16.21,2.405922270203581,17.6434299814929,32.06202849958088,False,-17.207,13.0415,1,2,1,50.0,38.54748603351957,38.54748603351957,17.59407772979642,2.405922270203581,历史1/2次成功; 当前距低点2.41%; 最新日涨幅-17.21%; 状态bottom_area; 底部未确认
21,66.02389052918582,57.27436490764115,688117,圣诺生物,bottom_area,2023-05-04,30.74,2023-04-26,30.08,2.1941489361702136,12.86569148936172,32.40449438202248,True,-3.4548,4.7959,1,2,1,50.0,24.6076585059636,24.6076585059636,17.805851063829785,2.1941489361702136,历史1/2次成功; 当前距低点2.19%; 最新日涨幅-3.45%; 状态bottom_area; 底部已确认
22,65.79511595060572,55.90434688613558,603232,格尔软件,bottom_area,2023-05-04,14.3,2023-04-27,14.15,1.0600706713780943,7.279151943462893,32.29665071770334,True,-5.4233,3.9215,1,3,1,33.33333333333333,22.78481012658228,22.78481012658228,18.939929328621908,1.0600706713780943,历史1/3次成功; 当前距低点1.06%; 最新日涨幅-5.42%; 状态bottom_area; 底部已确认
23,65.79247697776684,56.73384934696772,300602,飞荣达,bottom_area,2023-05-04,16.91,2023-05-04,16.6,1.8674698795180644,11.987951807228905,27.668845315904132,False,-11.2336,9.4832,1,2,1,50.0,26.890756302520995,26.890756302520995,18.13253012048194,1.8674698795180644,历史1/2次成功; 当前距低点1.87%; 最新日涨幅-11.23%; 状态bottom_area; 底部未确认
