rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.14189022486036,79.89668354641533,603005,晶方科技,bottom_area,2021-09-23,45.24,2021-09-22,44.5,1.6629213483146115,2.8089887640449436,29.92125984251969,False,1.0047,1.9263,1,1,1,100.0,24.55991516436903,24.55991516436903,8.33707865168539,1.6629213483146115,历史1/1次成功; 当前距低点1.66%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
2,84.20918347692995,78.9712916817142,002127,南极电商,bottom_area,2021-09-23,6.86,2021-09-22,6.75,1.6296296296296344,5.037037037037035,28.87249736564805,False,1.3294,3.7046,1,1,1,100.0,19.17659804983748,19.17659804983748,8.370370370370367,1.6296296296296344,历史1/1次成功; 当前距低点1.63%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
3,79.57841912947069,76.78262484115899,000532,华金资本,bottom_area,2021-09-23,13.21,2021-09-22,12.81,3.1225604996096825,4.137392661982821,28.595317725752512,False,1.0712,1.4577,1,1,1,100.0,25.710014947683103,25.710014947683103,6.877439500390318,3.1225604996096825,历史1/1次成功; 当前距低点3.12%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
4,76.2237312817496,70.08669807470092,688080,映翰通,bottom_area,2021-09-23,47.28,2021-09-23,47.0,0.5957446808510662,5.2553191489361675,32.76108726752504,False,-1.9697,2.1181,1,1,1,100.0,21.048365306673873,21.048365306673873,9.404255319148934,0.5957446808510662,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
5,75.18861762498274,73.2008442464045,688135,利扬芯片,bottom_area,2021-09-23,38.63,2021-09-17,37.29,3.593456690801833,5.336551354250474,29.641509433962266,False,1.1786,3.8969,1,1,1,100.0,12.225405921680993,12.225405921680993,6.406543309198168,3.593456690801833,历史1/1次成功; 当前距低点3.59%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
6,74.53654893793104,67.87446431397373,688071,华依科技,bottom_area,2021-09-23,34.11,2021-09-23,34.08,0.08802816901408785,3.403755868544612,29.499379395945397,False,-3.2066,4.512,1,1,1,100.0,13.146067415730336,13.146067415730336,9.911971830985914,0.08802816901408785,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
