rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.80495555861964,79.64178585349633,300573,兴齐眼药,confirmed_rebound,2021-07-08,118.53,2021-07-06,116.95,1.3510047028644705,9.106455750320643,32.398843930635834,True,-1.5532,2.5405,1,1,1,100.0,42.86062675283501,42.86062675283501,6.64899529713553,1.3510047028644705,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-1.55%; 状态confirmed_rebound; 底部已确认
2,75.81156282148946,71.61041828226334,600966,博汇纸业,confirmed_rebound,2021-07-08,11.7,2021-07-05,11.58,1.0362694300518067,9.41278065630397,29.47624847746651,False,-3.2258,1.5423,1,1,1,100.0,15.231788079470201,15.231788079470201,6.963730569948193,1.0362694300518067,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-3.23%; 状态confirmed_rebound; 底部未确认
3,75.4513747451581,69.94480816326531,603087,甘李药业,bottom_area,2021-07-08,98.06,2021-07-06,98.0,0.061224489795920684,7.03061224489796,27.391272134548416,False,-1.832,0.681,1,1,1,100.0,13.733333333333325,13.733333333333325,7.93877551020408,0.061224489795920684,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
4,74.09273566517604,68.91041798947272,688277,天智航,bottom_area,2021-07-08,26.02,2021-07-08,25.96,0.23112480739598892,6.009244992295835,28.77914951989026,False,-7.2701,3.685,1,1,1,100.0,20.469798657718112,20.469798657718112,7.7688751926040105,0.23112480739598892,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-7.27%; 状态bottom_area; 底部未确认
5,66.90122603109545,66.19121644295303,688356,键凯科技,confirmed_rebound,2021-07-08,231.2,2021-07-08,223.5,3.4451901565995473,13.194630872483227,32.6949137230102,False,-6.7592,12.6355,1,1,1,100.0,15.625,15.625,4.554809843400453,3.4451901565995473,历史1/1次成功; 当前距低点3.45%; 最新日涨幅-6.76%; 状态confirmed_rebound; 底部未确认
