rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.6644671188825,81.0004627281385,002850,科达利,bottom_area,2023-10-13,86.28,2023-10-13,85.35,1.0896309314587076,3.397773872290575,30.496742671009773,False,-2.5965,1.3863,3,3,3,100.0,12.60656587023842,13.44718098343773,6.910369068541293,1.0896309314587076,历史3/3次成功; 当前距低点1.09%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
2,85.03589030010174,79.0821054964906,300649,杭州园林,bottom_area,2023-10-13,17.65,2023-10-13,17.61,0.22714366837023933,2.6689381033503627,32.269230769230774,False,-2.7548,3.9759,2,2,2,100.0,48.22576914179969,71.60305343511452,7.772856331629761,0.22714366837023933,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
3,84.12188206322604,79.08653655252964,301313,凡拓数创,confirmed_rebound,2023-10-13,28.02,2023-10-09,27.8,0.791366906474816,10.215827338129497,30.93167701863354,False,-1.3033,5.1867,4,4,4,100.0,32.04759730802268,52.43243243243245,7.208633093525184,0.791366906474816,历史4/4次成功; 当前距低点0.79%; 最新日涨幅-1.30%; 状态confirmed_rebound; 底部未确认
4,82.15514465284812,78.67067525938522,600322,津投城开,bottom_area,2023-10-13,2.33,2023-10-11,2.29,1.746724890829696,3.9301310043668063,30.182926829268286,False,-0.8511,2.6642,2,2,2,100.0,24.802193604714613,35.828877005347586,6.253275109170304,1.746724890829696,历史2/2次成功; 当前距低点1.75%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
5,82.05023098864676,76.21873078122424,002333,罗普斯金,bottom_area,2023-10-13,5.96,2023-10-13,5.95,0.1680672268907527,1.8487394957983097,27.52740560292327,False,-1.8122,3.4539,2,2,2,100.0,32.10711859427502,46.728971962616825,7.831932773109247,0.1680672268907527,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
6,81.56217039817953,80.32486808237648,002534,西子洁能,bottom_area,2023-10-13,12.88,2023-09-22,12.48,3.2051282051282075,7.2115384615384635,27.861271676300582,True,-1.1512,0.4961,3,3,3,100.0,25.712690269187092,33.11594202898551,4.794871794871793,3.2051282051282075,历史3/3次成功; 当前距低点3.21%; 最新日涨幅-1.15%; 状态bottom_area; 底部已确认
7,80.50666658291458,74.54320979899498,002069,獐子岛,bottom_area,2023-10-13,4.01,2023-10-13,4.01,0.0,2.493765586034926,29.151943462897535,False,-2.6699,1.1162,3,3,3,100.0,16.6301602096504,30.967741935483854,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
8,80.30891830762177,75.20216653370504,000798,中水渔业,bottom_area,2023-10-13,8.6,2023-10-13,8.55,0.5847953216374144,2.456140350877182,29.338842975206603,False,-1.9384,1.4966,3,3,3,100.0,15.08333261848572,17.3015873015873,7.415204678362586,0.5847953216374144,历史3/3次成功; 当前距低点0.58%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
9,79.49064217178989,74.0953728789142,601226,华电科工,bottom_area,2023-10-13,5.79,2023-10-13,5.77,0.34662045060659386,3.119584055459283,29.20245398773007,False,-2.6891,0.4549,1,1,1,100.0,39.54659949622166,39.54659949622166,7.6533795493934065,0.34662045060659386,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
10,78.24476095684619,74.74421198549801,000006,深振业A,bottom_area,2023-10-13,4.39,2023-10-11,4.32,1.6203703703703565,3.47222222222221,29.18032786885245,False,-1.1261,0.9891,1,1,1,100.0,18.809980806142043,18.809980806142043,6.379629629629643,1.6203703703703565,历史1/1次成功; 当前距低点1.62%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
11,78.2019536280059,72.97824749175403,600408,安泰集团,bottom_area,2023-10-13,2.47,2023-10-13,2.46,0.40650406504065983,2.0325203252032447,28.07017543859649,False,-1.9841,2.5894,2,2,2,100.0,17.60793957014374,21.457489878542503,7.593495934959341,0.40650406504065983,历史2/2次成功; 当前距低点0.41%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
12,77.24982875287319,72.30631411758344,600004,白云机场,bottom_area,2023-10-13,10.73,2023-10-11,10.67,0.5623242736644846,1.9681349578256873,27.661016949152543,False,-1.3787,0.341,1,1,1,100.0,32.57211538461537,32.57211538461537,7.437675726335516,0.5623242736644846,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
13,76.10372335440218,75.47906899034413,002777,久远银海,confirmed_rebound,2023-10-13,25.81,2023-09-22,24.92,3.5714285714285596,10.272873194221503,27.76811594202898,True,-2.6038,3.0567,3,3,3,100.0,14.365194264522765,18.88352860096485,4.42857142857144,3.5714285714285596,历史3/3次成功; 当前距低点3.57%; 最新日涨幅-2.60%; 状态confirmed_rebound; 底部已确认
14,76.03539232050949,71.60121785589752,000014,沙河股份,bottom_area,2023-10-13,11.51,2023-10-13,11.41,0.8764241893076218,2.5416301489921045,28.01261829652997,False,-1.371,2.182,2,2,2,100.0,15.964865631822029,20.605355064027936,7.123575810692379,0.8764241893076218,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
15,75.09158260687876,70.7857229613062,000028,国药一致,bottom_area,2023-10-13,30.38,2023-10-10,30.1,0.9302325581395269,5.083056478405307,31.82332955832389,False,-0.0329,0.7055,2,2,2,100.0,12.240070934754426,14.150943396226415,7.069767441860473,0.9302325581395269,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-0.03%; 状态bottom_area; 底部未确认
16,74.78687184869842,69.94144397728255,600032,浙江新能,bottom_area,2023-10-13,9.7,2023-10-13,9.65,0.5181347150258957,3.523316062176164,27.769461077844305,False,-2.8056,1.8387,1,1,1,100.0,19.31608133086876,19.31608133086876,7.481865284974104,0.5181347150258957,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
17,74.73889768606885,70.32197993790304,000560,我爱我家,bottom_area,2023-10-13,2.42,2023-10-13,2.4,0.8333333333333341,2.9166666666666785,30.232558139534888,False,-2.0243,2.8119,2,2,2,100.0,8.559031924209851,8.679245283018867,7.166666666666666,0.8333333333333341,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
18,73.56545005199125,68.50419866804617,603128,华贸物流,bottom_area,2023-10-13,6.8,2023-10-13,6.78,0.29498525073745685,2.949852507374634,29.374999999999996,False,-2.8571,0.849,1,1,1,100.0,8.853575482406349,8.853575482406349,7.705014749262544,0.29498525073745685,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
19,73.19401586012766,72.19546175562388,002767,先锋电子,bottom_area,2023-10-13,14.46,2023-09-22,14.0,3.285714285714292,5.428571428571427,30.174563591022448,False,-0.6868,3.1706,2,2,2,100.0,8.854249070174514,9.063444108761324,4.714285714285708,3.285714285714292,历史2/2次成功; 当前距低点3.29%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
20,72.97095412276235,68.30474250027187,001330,博纳影业,bottom_area,2023-10-13,7.12,2023-10-13,7.08,0.56497175141243,1.4124293785310684,30.926829268292682,False,-0.6974,0.5586,1,1,1,100.0,11.090742438130146,11.090742438130146,7.43502824858757,0.56497175141243,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
21,71.46449544780111,71.29921715947265,603191,望变电气,bottom_area,2023-10-13,15.53,2023-09-21,14.95,3.8795986622073584,5.819397993311044,29.046037019458954,False,-1.6466,2.2089,2,2,2,100.0,11.315602738201239,13.281249999999995,4.120401337792642,3.8795986622073584,历史2/2次成功; 当前距低点3.88%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
22,69.53998777890726,70.35187246851949,002177,御银股份,bottom_area,2023-10-13,4.09,2023-09-28,3.91,4.603580562659839,6.3938618925831205,27.992633517495392,False,-0.7282,2.4662,2,2,2,100.0,15.096968555827523,19.574468085106382,3.3964194373401613,4.603580562659839,历史2/2次成功; 当前距低点4.60%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
23,68.46169402006817,63.69036678693449,000428,华天酒店,bottom_area,2023-10-13,4.09,2023-10-13,4.08,0.24509803921568107,2.2058823529411726,27.142857142857135,False,-2.1531,1.7189,2,3,2,66.66666666666666,21.25012714881498,28.045977011494273,7.754901960784319,0.24509803921568107,历史2/3次成功; 当前距低点0.25%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
24,52.95933492673864,52.23177699773489,605365,立达信,bottom_area,2023-10-13,17.0,2023-09-28,16.46,3.280680437424053,6.98663426488456,32.51332513325133,False,-1.3921,11.4732,1,2,1,50.0,9.794238683127569,9.794238683127569,4.719319562575947,3.280680437424053,历史1/2次成功; 当前距低点3.28%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
