rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.46487187298683,78.34138466302349,688018,乐鑫科技,bottom_area,2022-09-21,83.61,2022-09-21,82.51,1.3331717367591738,3.38140831414373,29.47863247863247,False,-1.6353,0.8826,1,1,1,100.0,34.629119477604306,34.629119477604306,6.666828263240826,1.3331717367591738,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
12,77.8980057086246,77.14392999421172,601686,友发集团,bottom_area,2022-09-21,6.22,2022-09-21,6.01,3.494176372712146,3.9933444259567423,29.54279015240328,False,1.3029,0.7513,2,2,2,100.0,15.541140451588205,22.923076923076927,4.505823627287854,3.494176372712146,历史2/2次成功; 当前距低点3.49%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
13,77.80770708326293,75.32979978674824,688356,键凯科技,bottom_area,2022-09-21,170.0,2022-09-21,166.15,2.317183268131203,7.6136021667168245,27.05680920186144,False,-2.7738,2.1558,2,2,2,100.0,13.833213107996695,15.625,5.682816731868797,2.317183268131203,历史2/2次成功; 当前距低点2.32%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
14,77.562118894733,76.50642449512877,688183,生益电子,bottom_area,2022-09-21,9.74,2022-09-21,9.43,3.287380699893961,4.029692470837761,28.883861236802417,False,0.9326,0.4293,1,1,1,100.0,26.24544349939247,26.24544349939247,4.712619300106039,3.287380699893961,历史1/1次成功; 当前距低点3.29%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
15,77.26742134364578,75.88496261871084,600130,波导股份,bottom_area,2022-09-21,4.04,2022-09-19,3.92,3.061224489795921,4.33673469387755,27.541589648798524,False,0.2481,3.8955,1,1,1,100.0,20.13201320132014,20.13201320132014,4.93877551020408,3.061224489795921,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
16,76.84623341247124,77.20348877228021,603315,福鞍股份,bottom_area,2022-09-21,20.4,2022-09-19,19.57,4.241185487991815,6.6428206438426205,29.324665944384254,False,1.0401,0.4983,1,1,1,100.0,41.68490153172865,41.68490153172865,3.7588145120081857,4.241185487991815,历史1/1次成功; 当前距低点4.24%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
17,76.7451607459892,74.76844979852602,002693,双成药业,bottom_area,2022-09-21,4.66,2022-09-21,4.54,2.643171806167403,2.643171806167403,29.829984544049452,False,0.2151,2.2962,1,1,1,100.0,9.00473933649289,9.00473933649289,5.356828193832596,2.643171806167403,历史1/1次成功; 当前距低点2.64%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
18,76.53726093119971,76.77382507121942,600215,派斯林,bottom_area,2022-09-21,7.01,2022-09-16,6.73,4.1604754829123225,4.606240713224363,29.1578947368421,False,1.5942,1.1323,2,2,2,100.0,21.718866517524237,23.993288590604024,3.839524517087678,4.1604754829123225,历史2/2次成功; 当前距低点4.16%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
19,76.43445799285355,76.30674795443608,000591,太阳能,bottom_area,2022-09-21,7.17,2022-09-19,6.9,3.913043478260863,4.347826086956519,27.672955974842754,False,1.1283,1.1124,1,1,1,100.0,32.84132841328414,32.84132841328414,4.086956521739137,3.913043478260863,历史1/1次成功; 当前距低点3.91%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
20,76.22844424108601,75.72952034235989,603033,三维股份,bottom_area,2022-09-21,17.0,2022-09-19,16.4,3.6585365853658622,4.5121951219512315,30.508474576271194,False,-0.4101,0.1389,3,3,3,100.0,15.757977188140112,24.922480620155024,4.341463414634138,3.6585365853658622,历史3/3次成功; 当前距低点3.66%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
21,76.01059483035232,75.36915521153077,002451,摩恩电气,bottom_area,2022-09-21,6.11,2022-09-19,5.9,3.5593220338983045,4.23728813559322,29.59427207637232,False,0.4934,0.8066,1,1,1,100.0,23.464566929133863,23.464566929133863,4.4406779661016955,3.5593220338983045,历史1/1次成功; 当前距低点3.56%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
22,75.77286566048073,74.8305549682875,603186,华正新材,bottom_area,2022-09-21,21.6,2022-09-19,20.9,3.3492822966507316,4.25837320574163,29.795095733960363,False,0.232,0.8421,1,1,1,100.0,17.994186046511643,17.994186046511643,4.650717703349269,3.3492822966507316,历史1/1次成功; 当前距低点3.35%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
23,74.6336358837252,72.55292921963039,688298,东方生物,bottom_area,2022-09-21,77.41,2022-09-21,75.5,2.529801324503307,4.503311258278153,32.408236347359,False,-1.4638,1.7243,4,5,4,80.0,11.510087309128625,15.470039788586028,5.470198675496693,2.529801324503307,历史4/5次成功; 当前距低点2.53%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
24,74.58244020285566,73.76116324120011,605358,立昂微,bottom_area,2022-09-21,48.93,2022-09-21,47.31,3.424223208623964,4.206298879729433,28.318181818181813,False,0.9282,1.3365,1,1,1,100.0,13.16339869281045,13.16339869281045,4.575776791376036,3.424223208623964,历史1/1次成功; 当前距低点3.42%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
25,74.52618254827883,74.80409248941599,688060,云涌科技,bottom_area,2022-09-21,41.99,2022-09-20,40.3,4.1935483870967865,4.590570719602981,27.216904460899404,False,1.6707,0.5684,2,2,2,100.0,11.534316193530483,14.937434827945786,3.806451612903214,4.1935483870967865,历史2/2次成功; 当前距低点4.19%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
26,74.38108487702075,74.8874589131403,300543,朗科智能,bottom_area,2022-09-21,9.11,2022-09-19,8.73,4.352806414662074,4.696449026345935,30.159999999999997,False,1.2222,0.808,2,2,2,100.0,13.934717949300124,18.559322033898297,3.6471935853379267,4.352806414662074,历史2/2次成功; 当前距低点4.35%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
27,74.09405595195096,73.20555782758356,600237,铜峰电子,bottom_area,2022-09-21,6.13,2022-09-19,5.93,3.3726812816188905,3.8785834738617275,32.53697383390216,False,0.3273,2.1534,1,1,1,100.0,9.544468546637733,9.544468546637733,4.62731871838111,3.3726812816188905,历史1/1次成功; 当前距低点3.37%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
28,73.97633051639653,74.33942797953566,688049,炬芯科技,bottom_area,2022-09-21,31.12,2022-09-21,29.85,4.254606365159128,5.427135678391951,29.365830572645525,False,1.5666,1.3453,2,2,2,100.0,9.784572538163834,11.287895076327672,3.7453936348408727,4.254606365159128,历史2/2次成功; 当前距低点4.25%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
29,73.22900822627473,74.05059143046677,000936,华西股份,bottom_area,2022-09-21,5.48,2022-09-19,5.24,4.580152671755729,4.770992366412213,29.284750337381915,False,0.9208,0.6705,2,2,2,100.0,12.222255494999095,13.427561837455826,3.4198473282442707,4.580152671755729,历史2/2次成功; 当前距低点4.58%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
30,73.19113731005305,74.35012454561708,002283,天润工业,bottom_area,2022-09-21,5.44,2022-09-19,5.19,4.816955684007707,5.202312138728315,27.816411682892905,False,2.0638,0.6591,1,1,1,100.0,33.402061855670105,33.402061855670105,3.1830443159922934,4.816955684007707,历史1/1次成功; 当前距低点4.82%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
31,73.1685504098451,68.35958819613985,688026,洁特生物,bottom_area,2022-09-21,30.17,2022-09-21,30.03,0.4662004662004681,2.6307026307026278,30.933762649494014,False,-2.6774,0.7356,3,4,3,75.0,14.341533650951233,20.423991726990696,7.533799533799532,0.4662004662004681,历史3/4次成功; 当前距低点0.47%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
32,72.91971695276074,72.5752209690005,300376,易事特,bottom_area,2022-09-21,6.91,2022-09-19,6.66,3.7537537537537538,4.354354354354355,29.14893617021277,False,0.436,0.5735,1,1,1,100.0,10.826771653543304,10.826771653543304,4.246246246246247,3.7537537537537538,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
33,72.90091881768384,72.99453906819215,603192,汇得科技,bottom_area,2022-09-21,19.96,2022-09-19,19.18,4.066736183524511,4.848800834202293,27.595318988297468,False,0.0501,0.4373,1,1,1,100.0,16.917728852838945,16.917728852838945,3.933263816475489,4.066736183524511,历史1/1次成功; 当前距低点4.07%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
34,72.47021753595249,72.2320554442491,688280,精进电动,bottom_area,2022-09-21,9.22,2022-09-19,8.88,3.828828828828827,5.292792792792779,29.411764705882348,False,-0.1083,1.1554,1,1,1,100.0,32.37518910741301,32.37518910741301,4.1711711711711725,3.828828828828827,历史1/1次成功; 当前距低点3.83%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
35,72.40631303787978,73.30603966145102,002012,凯恩股份,bottom_area,2022-09-21,5.41,2022-09-19,5.17,4.642166344294008,5.222437137330763,31.523178807947016,False,0.3711,2.1277,1,1,1,100.0,25.646123260437374,25.646123260437374,3.357833655705992,4.642166344294008,历史1/1次成功; 当前距低点4.64%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
36,72.08914251183782,67.72790927214925,000661,长春高新,bottom_area,2022-09-21,158.6,2022-09-21,157.41,0.7559875484403772,3.3288863477542776,32.23848471803702,False,-1.9293,1.0452,1,1,1,100.0,10.330972487060738,10.330972487060738,7.244012451559623,0.7559875484403772,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
37,72.08404652798255,72.67226438559774,600126,杭钢股份,bottom_area,2022-09-21,4.25,2022-09-21,4.07,4.422604422604415,4.914004914004896,28.72154115586689,False,2.4096,0.3482,1,1,1,100.0,19.54732510288064,19.54732510288064,3.577395577395585,4.422604422604415,历史1/1次成功; 当前距低点4.42%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
38,71.59141397211563,71.6720679616377,688312,燕麦科技,bottom_area,2022-09-21,15.64,2022-09-19,15.03,4.058549567531611,4.191616766467071,27.46138996138996,False,2.0222,0.7473,1,1,1,100.0,9.707317073170724,9.707317073170724,3.9414504324683888,4.058549567531611,历史1/1次成功; 当前距低点4.06%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
39,71.46965918396498,71.62906794425086,000728,国元证券,bottom_area,2022-09-21,6.83,2022-09-21,6.56,4.115853658536593,4.725609756097569,28.92741061755147,False,1.7884,1.9239,1,1,1,100.0,10.178571428571434,10.178571428571434,3.8841463414634076,4.115853658536593,历史1/1次成功; 当前距低点4.12%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
40,71.24379572949522,71.46889461015714,300378,鼎捷数智,bottom_area,2022-09-21,16.51,2022-09-21,15.85,4.164037854889601,4.479495268138796,27.625570776255703,False,1.8507,1.2588,1,1,1,100.0,9.908069458631264,9.908069458631264,3.835962145110399,4.164037854889601,历史1/1次成功; 当前距低点4.16%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
41,69.4002780783634,70.22947016751364,601222,林洋能源,bottom_area,2022-09-21,7.25,2022-09-19,6.93,4.617604617604622,5.33910533910534,32.5875486381323,False,0.1381,0.7656,1,1,1,100.0,8.804347826086962,8.804347826086962,3.3823953823953783,4.617604617604622,历史1/1次成功; 当前距低点4.62%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
42,68.63116935900014,69.8208140610546,002516,旷达科技,bottom_area,2022-09-21,4.93,2022-09-19,4.7,4.893617021276586,5.744680851063821,28.679817905918053,False,-0.6048,0.7174,1,1,1,100.0,32.46376811594203,32.46376811594203,3.1063829787234147,4.893617021276586,历史1/1次成功; 当前距低点4.89%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
43,68.39227366678377,69.47960411364251,605319,无锡振华,bottom_area,2022-09-21,13.7,2022-09-19,13.07,4.8201989288446745,6.350420811017599,30.330490405117278,False,-0.7965,0.984,2,2,2,100.0,13.062675652733196,17.248790972595383,3.1798010711553255,4.8201989288446745,历史2/2次成功; 当前距低点4.82%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
44,67.19442660061932,62.66532673520408,688202,美迪西,bottom_area,2022-09-21,228.85,2022-09-21,228.0,0.37280701754385714,3.508771929824561,30.591494413832997,False,-2.8485,1.4748,2,3,2,66.66666666666666,17.304624024394695,23.795418261555337,7.627192982456144,0.37280701754385714,历史2/3次成功; 当前距低点0.37%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
45,63.400113489882756,63.9072146401985,002319,乐通股份,confirmed_rebound,2022-09-21,12.3,2022-09-21,11.78,4.414261460101879,8.658743633276753,30.70588235294118,False,-6.0351,8.2409,1,1,1,100.0,15.224358974358976,15.224358974358976,3.5857385398981214,4.414261460101879,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-6.04%; 状态confirmed_rebound; 底部未确认
46,54.38020080645159,55.38062499999998,000545,金浦钛业,bottom_area,2022-09-21,4.03,2022-09-19,3.84,4.947916666666677,6.250000000000005,28.22429906542056,False,1.7677,1.9921,1,2,1,50.0,24.6875,24.6875,3.0520833333333233,4.947916666666677,历史1/2次成功; 当前距低点4.95%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
