rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.58510651667505,82.34604741643732,603368,柳药集团,bottom_area,2024-06-28,17.5,2024-06-28,17.39,0.632547441058076,1.7826336975273072,27.842323651452283,False,0.1144,1.5938,3,3,3,100.0,31.603524634675978,42.85714285714285,14.367452558941924,0.632547441058076,历史3/3次成功; 当前距低点0.63%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
31,80.08743358403964,70.59929790274892,600345,长江通信,bottom_area,2024-06-28,17.91,2024-06-26,17.78,0.7311586051743476,6.0742407199100015,27.694184627897517,False,-0.5552,7.038,1,1,1,100.0,25.46419098143237,25.46419098143237,14.268841394825651,0.7311586051743476,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
32,79.94416091071771,72.3753321601652,600416,湘电股份,bottom_area,2024-06-28,9.94,2024-06-26,9.73,2.1582733812949546,4.933196300102779,27.496274217585686,False,1.3252,0.9118,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,12.841726618705046,2.1582733812949546,历史2/3次成功; 当前距低点2.16%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
33,79.32762496256134,69.56111956004595,002459,晶澳科技,bottom_area,2024-06-28,11.2,2024-06-28,11.15,0.44843049327353307,3.766816143497757,31.511056511056513,False,-2.1834,1.5587,3,4,3,75.0,20.58355421886888,26.683937823834192,14.551569506726466,0.44843049327353307,历史3/4次成功; 当前距低点0.45%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
34,78.90907101458255,69.71597149338376,605089,味知香,bottom_area,2024-06-28,21.34,2024-06-25,21.16,0.8506616257088833,4.867674858223068,27.658119658119656,False,-0.6055,0.2674,1,1,1,100.0,22.180000000000007,22.180000000000007,14.149338374291116,0.8506616257088833,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
35,78.688054786448,68.58858346899095,002761,浙江建投,bottom_area,2024-06-28,7.81,2024-06-26,7.8,0.12820512820512547,3.205128205128217,32.173913043478265,False,-0.8883,1.3584,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,14.871794871794874,0.12820512820512547,历史4/6次成功; 当前距低点0.13%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
36,77.7700699233721,68.78610056513551,300450,先导智能,bottom_area,2024-06-28,16.63,2024-06-28,16.48,0.9101941747572728,3.5800970873786397,28.222996515679444,False,-0.7757,1.4786,1,1,1,100.0,17.91044776119403,17.91044776119403,14.089805825242726,0.9101941747572728,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
37,77.55918476910433,72.00241630521103,603037,凯众股份,bottom_area,2024-06-28,12.99,2024-06-28,12.55,3.505976095617526,4.7011952191235045,32.526881720430104,False,0.464,5.9945,2,3,2,66.66666666666666,43.59879105673294,47.48743718592965,11.494023904382473,3.505976095617526,历史2/3次成功; 当前距低点3.51%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
38,77.23629369186102,72.37863856832125,300409,道氏技术,bottom_area,2024-06-28,8.56,2024-06-25,8.23,4.009720534629405,7.411907654921013,30.60708263069139,True,0.0,1.384,3,5,3,60.0,40.380652619765016,50.03460207612457,10.990279465370595,4.009720534629405,历史3/5次成功; 当前距低点4.01%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
39,77.2335412979385,71.6630909509137,600984,建设机械,bottom_area,2024-06-28,2.38,2024-06-25,2.3,3.478260869565221,11.304347826086968,28.57142857142858,True,-0.4184,0.828,3,4,3,75.0,19.992073836141934,20.705882352941174,11.521739130434778,3.478260869565221,历史3/4次成功; 当前距低点3.48%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
40,77.04676292312422,72.9319412127014,000722,湖南发展,bottom_area,2024-06-28,9.19,2024-06-26,8.79,4.550625711035272,5.688282138794085,29.454253611556997,False,2.567,2.1583,3,4,3,75.0,26.67939695624636,36.6412213740458,10.449374288964727,4.550625711035272,历史3/4次成功; 当前距低点4.55%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
41,76.81972417768533,68.82613735849057,002317,众生药业,bottom_area,2024-06-28,11.43,2024-06-25,11.25,1.5999999999999976,6.222222222222216,27.745664739884397,False,-0.4355,1.2487,2,4,2,50.0,45.076007303712714,58.31999999999999,13.4,1.5999999999999976,历史2/4次成功; 当前距低点1.60%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
42,76.23661306773649,70.47551905014527,002392,北京利尔,bottom_area,2024-06-28,3.15,2024-06-24,3.05,3.2786885245901667,8.852459016393443,27.55344418052257,True,0.9615,1.3781,2,3,2,66.66666666666666,23.410011933033243,28.838951310861425,11.721311475409832,3.2786885245901667,历史2/3次成功; 当前距低点3.28%; 最新日涨幅0.96%; 状态bottom_area; 底部已确认
43,75.19882780430297,67.99107797776034,002326,永太科技,bottom_area,2024-06-28,7.82,2024-06-26,7.66,2.088772845953004,6.2663185378590125,27.393364928909957,False,-1.3871,1.0989,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,12.911227154046994,2.088772845953004,历史2/3次成功; 当前距低点2.09%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
44,74.9133438778459,67.71516661381625,002172,澳洋健康,bottom_area,2024-06-28,2.46,2024-06-24,2.41,2.0746887966804906,5.39419087136929,27.627627627627625,False,-0.8065,0.7483,3,5,3,60.0,23.255145538966428,29.824561403508774,12.92531120331951,2.0746887966804906,历史3/5次成功; 当前距低点2.07%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
45,74.89475258988502,67.7883670522633,000723,美锦能源,bottom_area,2024-06-28,4.76,2024-06-24,4.66,2.145922746781108,6.223175965665237,27.187500000000004,False,-0.8333,0.4966,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,12.85407725321889,2.145922746781108,历史2/3次成功; 当前距低点2.15%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
46,74.58019215950091,68.08679275057375,002466,天齐锂业,bottom_area,2024-06-28,29.91,2024-06-26,29.15,2.6072041166380844,8.747855917667241,29.92788461538462,True,-2.159,1.3744,2,3,2,66.66666666666666,24.809416504526403,34.31563565513881,12.392795883361915,2.6072041166380844,历史2/3次成功; 当前距低点2.61%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
47,74.24706598010216,64.73706110960602,300763,锦浪科技,bottom_area,2024-06-28,41.64,2024-06-28,41.58,0.14430014430014976,4.569504569504566,31.947626841243864,False,-3.3426,2.356,2,3,2,66.66666666666666,35.856982644858604,36.020348268440614,14.85569985569985,0.14430014430014976,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
48,73.74392790585257,67.02232481067769,002129,TCL中环,bottom_area,2024-06-28,8.65,2024-06-25,8.45,2.3668639053254568,5.68047337278107,29.110738255033564,False,-0.2307,1.189,2,3,2,66.66666666666666,25.33391316211329,31.12759643916912,12.633136094674544,2.3668639053254568,历史2/3次成功; 当前距低点2.37%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
49,73.51291870235967,67.00090127973301,002218,拓日新能,bottom_area,2024-06-28,2.85,2024-06-25,2.78,2.517985611510802,6.474820143884898,32.850241545893724,False,-0.6969,1.0017,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,12.482014388489198,2.517985611510802,历史2/3次成功; 当前距低点2.52%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
50,73.02849288543581,63.847531154490646,000002,万科A,bottom_area,2024-06-28,6.93,2024-06-28,6.91,0.289435600578865,3.1837916063675795,30.34274193548387,False,-1.0,1.632,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,14.710564399421134,0.289435600578865,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
51,72.29606267901997,68.97440074824902,002624,完美世界,bottom_area,2024-06-28,7.6,2024-06-25,7.24,4.972375690607727,8.011049723756907,29.503407984420637,True,-0.7833,1.2353,1,1,1,100.0,19.685039370078737,19.685039370078737,10.027624309392271,4.972375690607727,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-0.78%; 状态bottom_area; 底部已确认
52,71.33055514044794,65.22628742514969,600186,莲花控股,bottom_area,2024-06-28,3.43,2024-06-24,3.34,2.694610778443123,6.287425149700598,27.074235807860266,False,0.0,1.2263,1,2,1,50.0,53.49544072948328,53.49544072948328,12.305389221556878,2.694610778443123,历史1/2次成功; 当前距低点2.69%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
53,70.81541652684976,64.28445373211432,000404,长虹华意,bottom_area,2024-06-28,5.33,2024-06-28,5.21,2.303262955854129,4.222648752399227,30.067114093959734,False,1.1385,2.2801,1,2,1,50.0,40.139211136890964,40.139211136890964,12.69673704414587,2.303262955854129,历史1/2次成功; 当前距低点2.30%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
54,68.81673752724816,61.8075036075036,603217,元利科技,bottom_area,2024-06-28,14.1,2024-06-24,13.86,1.7316017316017334,4.617604617604622,32.5875486381323,False,0.142,0.4409,1,2,1,50.0,19.81481481481482,19.81481481481482,13.268398268398265,1.7316017316017334,历史1/2次成功; 当前距低点1.73%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
55,68.7493540856667,61.56658574835823,000597,东北制药,bottom_area,2024-06-28,3.87,2024-06-24,3.81,1.5748031496063006,4.461942257217846,27.290076335877867,False,0.0,0.5585,1,2,1,50.0,16.59751037344398,16.59751037344398,13.4251968503937,1.5748031496063006,历史1/2次成功; 当前距低点1.57%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
56,68.6523538916244,60.173040260543566,002068,黑猫股份,bottom_area,2024-06-28,7.1,2024-06-28,7.07,0.4243281471004153,3.536067892503536,27.857142857142858,False,-1.7981,1.5375,2,4,2,50.0,23.9812281501748,32.77777777777777,14.575671852899585,0.4243281471004153,历史2/4次成功; 当前距低点0.42%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
57,67.93950517420609,61.33121718499858,688156,路德科技,bottom_area,2024-06-28,13.23,2024-06-28,12.97,2.00462606013878,3.238242097147262,27.338935574229694,False,-0.2262,1.3522,2,5,2,40.0,31.407336570510736,44.22535211267606,12.995373939861219,2.00462606013878,历史2/5次成功; 当前距低点2.00%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
58,67.27633492983426,61.00871366286494,002568,百润股份,bottom_area,2024-06-28,16.83,2024-06-28,16.46,2.247873633049802,4.009720534629405,31.416666666666664,False,0.5376,1.7188,1,2,1,50.0,21.848739495798313,21.848739495798313,12.752126366950197,2.247873633049802,历史1/2次成功; 当前距低点2.25%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
59,66.99280588585228,59.454110251450686,603326,我乐家居,bottom_area,2024-06-28,5.56,2024-06-27,5.5,1.090909090909084,3.4545454545454617,32.34932349323494,False,1.0909,1.1397,1,4,1,25.0,20.141843971631218,20.141843971631218,13.909090909090915,1.090909090909084,历史1/4次成功; 当前距低点1.09%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
60,65.92653868670787,60.766590558087245,600367,红星发展,bottom_area,2024-06-28,9.91,2024-06-24,9.61,3.1217481789802366,5.827263267429767,27.471698113207548,False,0.4053,1.1669,2,5,2,40.0,19.59234626968914,24.161490683229793,11.878251821019763,3.1217481789802366,历史2/5次成功; 当前距低点3.12%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
61,65.536994670044,59.69520954223082,000779,甘咨询,bottom_area,2024-06-28,7.01,2024-06-26,6.84,2.4853801169590635,4.678362573099419,29.26577042399173,False,0.0,1.1459,1,2,1,50.0,17.69825918762089,17.69825918762089,12.514619883040936,2.4853801169590635,历史1/2次成功; 当前距低点2.49%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
62,64.9849311471479,59.16850781845919,000705,浙江震元,bottom_area,2024-06-28,7.07,2024-06-24,6.9,2.4637681159420275,4.202898550724639,29.01234567901235,False,0.569,1.5245,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,12.536231884057973,2.4637681159420275,历史1/3次成功; 当前距低点2.46%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
63,64.96009846504354,61.476995191871666,000721,西安饮食,bottom_area,2024-06-28,6.91,2024-06-24,6.61,4.538577912254158,6.505295007564292,28.15217391304347,False,0.7289,1.7049,3,6,3,50.0,19.112649633393193,20.485175202156327,10.461422087745841,4.538577912254158,历史3/6次成功; 当前距低点4.54%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
64,64.85630012033111,58.92948418244186,688105,诺唯赞,bottom_area,2024-06-28,20.01,2024-06-25,19.55,2.3529411764705923,7.672634271099745,32.93310463121784,True,-1.234,0.7312,1,2,1,50.0,25.237580993520524,25.237580993520524,12.647058823529406,2.3529411764705923,历史1/2次成功; 当前距低点2.35%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
65,63.747087428903306,59.84902587519025,000889,中嘉博创,bottom_area,2024-06-28,1.52,2024-06-27,1.46,4.109589041095894,7.534246575342472,29.807692307692314,True,0.6623,2.5333,2,6,2,33.33333333333333,32.019115890083626,34.408602150537625,10.890410958904106,4.109589041095894,历史2/6次成功; 当前距低点4.11%; 最新日涨幅0.66%; 状态bottom_area; 底部已确认
66,63.037775570004435,56.521543171114594,688161,威高骨科,bottom_area,2024-06-28,19.82,2024-06-26,19.5,1.6410256410256423,6.6666666666666705,28.935860058309043,False,-0.8008,1.3538,1,4,1,25.0,33.591836734693864,33.591836734693864,13.358974358974358,1.6410256410256423,历史1/4次成功; 当前距低点1.64%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
67,61.95891603994583,54.52856209890143,300653,正海生物,bottom_area,2024-06-28,20.35,2024-06-25,20.22,0.6429277942631185,3.264094955489615,27.6824034334764,False,-1.2615,0.5014,1,2,1,50.0,29.647513278609367,29.647513278609367,14.357072205736882,0.6429277942631185,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
68,61.263113489331964,57.53859002722943,000599,青岛双星,bottom_area,2024-06-28,3.53,2024-06-24,3.39,4.129793510324474,7.669616519174034,27.09677419354839,True,1.1461,0.8697,1,2,1,50.0,17.06730769230769,17.06730769230769,10.870206489675526,4.129793510324474,历史1/2次成功; 当前距低点4.13%; 最新日涨幅1.15%; 状态bottom_area; 底部已确认
69,61.139166666666654,53.16449275362318,002810,山东赫达,bottom_area,2024-06-28,11.78,2024-06-28,11.78,0.0,2.037351443123941,30.089020771513365,False,-0.8418,0.8625,1,3,1,33.33333333333333,46.13526570048308,46.13526570048308,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
70,61.045901018928724,53.365628464151605,600975,新五丰,bottom_area,2024-06-28,7.07,2024-06-28,7.05,0.2836879432624179,3.82978723404256,31.94980694980695,False,-2.3481,3.6736,1,2,1,50.0,18.99159663865546,18.99159663865546,14.716312056737582,0.2836879432624179,历史1/2次成功; 当前距低点0.28%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
71,60.92820553528049,57.24797835529709,603336,宏辉果蔬,bottom_area,2024-06-28,3.01,2024-06-24,2.89,4.152249134948085,7.266435986159168,30.361445783132535,True,0.0,0.7051,1,2,1,50.0,15.780141843971643,15.780141843971643,10.847750865051914,4.152249134948085,历史1/2次成功; 当前距低点4.15%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
72,60.75754598234554,56.54382775447235,300769,德方纳米,bottom_area,2024-06-28,28.2,2024-06-26,27.21,3.6383682469680205,10.694597574421168,27.323717948717942,True,-1.3986,2.5514,2,6,2,33.33333333333333,30.946096904441454,41.300000000000004,11.361631753031979,3.6383682469680205,历史2/6次成功; 当前距低点3.64%; 最新日涨幅-1.40%; 状态bottom_area; 底部已确认
