rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.9434884921383,84.52291338582678,605198,安德利,bottom_area,2024-06-14,28.83,2024-06-14,28.5,1.1578947368420993,1.5438596491228114,29.42050520059436,False,0.2086,0.3875,1,1,1,100.0,43.241469816272954,43.241469816272954,8.842105263157901,1.1578947368420993,历史1/1次成功; 当前距低点1.16%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
2,89.12816097905508,85.84582077302755,002761,浙江建投,bottom_area,2024-06-14,8.5,2024-06-06,8.25,3.0303030303030303,4.848484848484853,28.26086956521739,False,1.432,2.6506,6,6,6,100.0,23.305976785583134,43.73730534867976,6.969696969696971,3.0303030303030303,历史6/6次成功; 当前距低点3.03%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
3,87.23750166112961,82.9914285714286,002687,乔治白,bottom_area,2024-06-14,4.3,2024-06-06,4.2,2.3809523809523725,5.714285714285719,28.2051282051282,False,0.7026,1.0561,1,1,1,100.0,64.00000000000001,64.00000000000001,7.619047619047628,2.3809523809523725,历史1/1次成功; 当前距低点2.38%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
4,84.41639433789634,79.17099365104836,000999,华润三九,bottom_area,2024-06-14,46.05,2024-06-14,45.31,1.6331935555064994,2.714632531450004,31.181652490886997,False,0.3705,0.911,1,1,1,100.0,20.293951384963254,20.293951384963254,8.366806444493502,1.6331935555064994,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
5,83.80276788390722,80.61304315476194,600162,香江控股,bottom_area,2024-06-14,1.39,2024-06-13,1.35,2.962962962962949,5.925925925925914,29.687499999999993,False,2.2059,0.7728,2,2,2,100.0,27.68063822751323,28.90624999999999,7.037037037037051,2.962962962962949,历史2/2次成功; 当前距低点2.96%; 最新日涨幅2.21%; 状态bottom_area; 底部未确认
6,83.63231526290507,79.62986669983442,603366,日出东方,bottom_area,2024-06-14,3.8,2024-06-06,3.71,2.4258760107816673,5.39083557951483,29.198473282442748,False,0.5291,0.5604,2,2,2,100.0,15.811096797938903,17.583732057416277,7.574123989218333,2.4258760107816673,历史2/2次成功; 当前距低点2.43%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
7,80.68343340966571,75.05782690042882,300639,凯普生物,bottom_area,2024-06-14,5.03,2024-06-14,4.97,1.2072434607645974,2.8169014084507156,27.126099706744878,False,-0.9843,1.7503,3,4,3,75.0,19.59861285468876,33.27433628318583,8.792756539235402,1.2072434607645974,历史3/4次成功; 当前距低点1.21%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
8,80.68129853641337,74.6790566037736,000420,吉林化纤,bottom_area,2024-06-14,3.21,2024-06-14,3.18,0.9433962264150882,2.201257861635215,30.41575492341357,False,-1.2308,1.4956,1,1,1,100.0,53.9249146757679,53.9249146757679,9.056603773584913,0.9433962264150882,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
9,79.59371814092954,73.56869565217391,600376,首开股份,bottom_area,2024-06-14,2.32,2024-06-13,2.3,0.8695652173913052,5.652173913043494,31.34328358208956,False,0.0,0.783,1,1,1,100.0,20.652173913043484,20.652173913043484,9.130434782608695,0.8695652173913052,历史1/1次成功; 当前距低点0.87%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,78.64926477990134,76.94650129432125,001322,箭牌家居,bottom_area,2024-06-14,8.36,2024-06-06,8.05,3.8509316770186173,6.211180124223602,28.634751773049633,False,0.9662,1.9709,2,2,2,100.0,18.85282536518115,26.897069872276486,6.149068322981384,3.8509316770186173,历史2/2次成功; 当前距低点3.85%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
11,78.44103447124186,76.95293792332069,300621,维业股份,bottom_area,2024-06-14,7.55,2024-06-06,7.26,3.9944903581267224,7.1625344352617155,32.02247191011236,True,0.3989,0.7907,1,1,1,100.0,28.120300751879686,28.120300751879686,6.005509641873278,3.9944903581267224,历史1/1次成功; 当前距低点3.99%; 最新日涨幅0.40%; 状态bottom_area; 底部已确认
12,78.13788128043292,76.36337976628174,002631,德尔未来,confirmed_rebound,2024-06-14,3.83,2024-06-06,3.69,3.794037940379407,10.569105691056913,27.075098814229243,True,-0.2604,0.563,2,2,2,100.0,38.51497994810097,47.77070063694268,6.205962059620593,3.794037940379407,历史2/2次成功; 当前距低点3.79%; 最新日涨幅-0.26%; 状态confirmed_rebound; 底部已确认
13,77.90328956191738,77.02736292606411,000995,皇台酒业,confirmed_rebound,2024-06-14,8.53,2024-06-06,8.17,4.406364749082001,11.260709914320685,29.93138936535163,True,-0.6985,1.4041,6,6,6,100.0,16.257390075113197,24.697644812221508,5.593635250918,4.406364749082001,历史6/6次成功; 当前距低点4.41%; 最新日涨幅-0.70%; 状态confirmed_rebound; 底部已确认
14,77.76654852664291,76.79392228970336,002842,翔鹭钨业,confirmed_rebound,2024-06-14,5.29,2024-06-06,5.07,4.3392504930966425,10.059171597633132,29.87551867219917,True,0.0,1.5453,2,2,2,100.0,25.039857064321065,29.70588235294118,5.6607495069033575,4.3392504930966425,历史2/2次成功; 当前距低点4.34%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
15,77.65849293054325,75.72752499821624,000663,永安林业,confirmed_rebound,2024-06-14,4.51,2024-06-06,4.35,3.6781609195402334,11.034482758620701,27.86069651741294,True,-0.2212,1.1814,2,2,2,100.0,33.67597792885999,50.39215686274511,6.3218390804597675,3.6781609195402334,历史2/2次成功; 当前距低点3.68%; 最新日涨幅-0.22%; 状态confirmed_rebound; 底部已确认
16,75.84895467071338,70.08051196822798,688105,诺唯赞,bottom_area,2024-06-14,21.37,2024-06-11,21.19,0.8494572911750813,5.568664464369984,27.30703259005145,False,-3.5214,2.0829,2,2,2,100.0,17.673519312404096,25.237580993520524,9.150542708824918,0.8494572911750813,历史2/2次成功; 当前距低点0.85%; 最新日涨幅-3.52%; 状态bottom_area; 底部未确认
17,74.77667118955647,73.81125902678886,688315,诺禾致源,bottom_area,2024-06-14,12.08,2024-06-06,11.58,4.317789291882556,9.49913644214162,29.775621588841716,True,-2.5806,1.0662,3,4,3,75.0,41.83235813054352,86.2826357231662,5.682210708117444,4.317789291882556,历史3/4次成功; 当前距低点4.32%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
18,74.49555673692524,72.60446372819098,603217,元利科技,bottom_area,2024-06-14,15.05,2024-06-06,14.52,3.65013774104684,6.404958677685949,29.37743190661478,False,-1.117,0.4902,2,2,2,100.0,15.520310633213857,19.81481481481482,6.349862258953161,3.65013774104684,历史2/2次成功; 当前距低点3.65%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
19,74.23752313903923,68.70310624692576,600201,生物股份,bottom_area,2024-06-14,7.56,2024-06-14,7.49,0.9345794392523284,2.1361815754339135,31.59817351598173,False,-1.1765,1.5217,1,1,1,100.0,17.76315789473684,17.76315789473684,9.065420560747672,0.9345794392523284,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
20,73.73528028824462,72.47437958443079,688357,建龙微纳,bottom_area,2024-06-14,26.44,2024-06-06,25.4,4.094488188976389,8.464566929133866,32.012847965738764,True,-2.8655,0.5818,4,5,4,80.0,21.074261587618047,31.65083135391925,5.905511811023612,4.094488188976389,历史4/5次成功; 当前距低点4.09%; 最新日涨幅-2.87%; 状态bottom_area; 底部已确认
21,72.5821287328236,72.43725422437485,300668,杰恩股份,confirmed_rebound,2024-06-14,15.0,2024-06-06,14.3,4.89510489510489,11.678321678321678,27.48478701825557,True,0.0,0.4436,1,1,1,100.0,25.097276264591432,25.097276264591432,5.104895104895111,4.89510489510489,历史1/1次成功; 当前距低点4.90%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
22,72.01181841376038,71.59874870966615,600322,津投城开,bottom_area,2024-06-14,1.56,2024-06-06,1.49,4.697986577181212,7.382550335570476,28.01932367149758,False,2.6316,2.2303,3,4,3,75.0,21.318054331394194,35.828877005347586,5.3020134228187885,4.697986577181212,历史3/4次成功; 当前距低点4.70%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
