rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.84037770086151,81.09122815333465,688355,明志科技,bottom_area,2021-09-28,25.53,2021-09-27,25.03,1.9976028765481422,6.272473032361167,28.136663795578514,False,0.7498,2.0459,1,1,1,100.0,35.08474576271185,35.08474576271185,13.002397123451859,1.9976028765481422,历史1/1次成功; 当前距低点2.00%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
2,89.6563129089966,80.29806943584308,000532,华金资本,bottom_area,2021-09-28,12.21,2021-09-27,12.02,1.5806988352745532,7.487520798668888,32.998885172798225,False,0.6595,0.866,1,1,1,100.0,25.710014947683103,25.710014947683103,13.419301164725447,1.5806988352745532,历史1/1次成功; 当前距低点1.58%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
3,87.53526509585345,78.46895640464126,300727,润禾材料,bottom_area,2021-09-28,28.7,2021-09-27,28.24,1.6288951841359804,8.356940509915026,27.534000513215297,False,-0.2433,2.0392,2,2,2,100.0,22.273319486404827,26.812499999999993,13.371104815864019,1.6288951841359804,历史2/2次成功; 当前距低点1.63%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
4,87.04713062777427,78.75692771084339,002114,罗平锌电,bottom_area,2021-09-28,8.17,2021-09-27,8.0,2.124999999999999,9.87499999999999,28.44364937388193,False,0.2454,4.026,1,1,1,100.0,24.096385542168683,24.096385542168683,12.875,2.124999999999999,历史1/1次成功; 当前距低点2.12%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
5,87.03126195756778,75.94776901279009,001212,中旗新材,bottom_area,2021-09-28,31.74,2021-09-27,31.68,0.18939393939393537,3.1565656565656566,28.888888888888886,False,0.0946,2.4709,1,1,1,100.0,25.105307497893843,25.105307497893843,14.810606060606062,0.18939393939393537,历史1/1次成功; 当前距低点0.19%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
6,86.57641598337608,78.03656542719273,600331,宏达股份,bottom_area,2021-09-28,4.24,2021-09-28,4.16,1.9230769230769247,5.048076923076922,31.239669421487598,False,-1.8519,4.4333,1,1,1,100.0,40.221402214022135,40.221402214022135,13.076923076923075,1.9230769230769247,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
7,83.02218834945153,76.13655856665812,601606,长城军工,bottom_area,2021-09-28,11.19,2021-09-27,10.88,2.8492647058823413,6.525735294117638,27.707641196013288,False,0.7201,0.7083,1,1,1,100.0,18.886462882096076,18.886462882096076,12.150735294117657,2.8492647058823413,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
8,81.54696720008624,71.76609113191628,000426,兴业银锡,bottom_area,2021-09-28,7.84,2021-09-27,7.79,0.6418485237483931,8.729139922978185,28.988149498632637,False,-1.0101,2.8522,1,1,1,100.0,30.64250411861613,30.64250411861613,14.358151476251606,0.6418485237483931,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
9,81.38104116142394,71.2562333043483,603005,晶方科技,bottom_area,2021-09-28,43.49,2021-09-28,43.33,0.3692591737826072,2.6540503115624245,31.763779527559056,False,-0.7757,1.5559,1,1,1,100.0,24.55991516436903,24.55991516436903,14.630740826217393,0.3692591737826072,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
10,80.83592497503608,71.44980257656175,601127,赛力斯,bottom_area,2021-09-28,60.0,2021-09-28,59.48,0.8742434431741815,4.993275050437132,27.357107962872497,False,-3.9385,2.3952,2,2,2,100.0,25.33912702687572,27.74461028192372,14.12575655682582,0.8742434431741815,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
11,80.43654039098077,76.05985391646992,300688,创业黑马,confirmed_rebound,2021-09-28,29.3,2021-09-27,28.04,4.493580599144085,15.549215406562054,32.757793764988016,True,2.771,15.436,1,1,1,100.0,39.651707970529145,39.651707970529145,10.506419400855915,4.493580599144085,历史1/1次成功; 当前距低点4.49%; 最新日涨幅2.77%; 状态confirmed_rebound; 底部已确认
