rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.39241846979903,84.29101839360891,300707,威唐工业,bottom_area,2023-12-26,16.73,2023-12-25,16.51,1.332525741974554,6.783767413688658,28.774805867126823,False,-3.6845,7.183,5,5,5,100.0,26.823532716725207,59.14285714285715,8.667474258025447,1.332525741974554,历史5/5次成功; 当前距低点1.33%; 最新日涨幅-3.68%; 状态bottom_area; 底部未确认
2,89.07701955420566,82.58698086588481,688182,灿勤科技,bottom_area,2023-12-26,16.67,2023-12-26,16.5,1.0303030303030405,3.636363636363645,29.001721170395868,False,-1.9412,2.2416,2,2,2,100.0,37.0756547041707,49.999999999999986,8.969696969696962,1.0303030303030405,历史2/2次成功; 当前距低点1.03%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
3,86.71977269450896,80.18287008901181,300480,光力科技,bottom_area,2023-12-26,20.46,2023-12-26,20.28,0.8875739644970401,2.8106508875739658,29.509906152241918,False,-1.7763,1.3889,4,4,4,100.0,28.906122193898153,39.69465648854962,9.11242603550296,0.8875739644970401,历史4/4次成功; 当前距低点0.89%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
4,85.3155842563279,78.38005667690386,601858,中国科传,bottom_area,2023-12-26,23.71,2023-12-26,23.58,0.551314673452089,3.2654792196777063,28.10975609756097,False,-1.7406,1.0032,4,4,4,100.0,15.091688883734559,21.243523316062173,9.448685326547912,0.551314673452089,历史4/4次成功; 当前距低点0.55%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
5,84.80335987640701,79.793537758887,601628,中国人寿,bottom_area,2023-12-26,27.65,2023-12-21,27.16,1.8041237113402004,1.9882179675994076,29.16014606155452,False,0.7653,0.0388,1,1,1,100.0,25.736235595390532,25.736235595390532,8.1958762886598,1.8041237113402004,历史1/1次成功; 当前距低点1.80%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
6,83.5731211383294,76.35969537016011,000070,特发信息,bottom_area,2023-12-26,7.59,2023-12-26,7.57,0.26420079260237217,3.6988110964332805,27.00096432015428,False,-2.6923,1.1095,2,2,2,100.0,34.04340417899739,50.60532687651331,9.735799207397628,0.26420079260237217,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
7,82.6086766931594,75.94920127357065,600152,维科技术,bottom_area,2023-12-26,6.82,2023-12-26,6.78,0.5899705014749268,1.9174041297935085,28.101802757158,False,-1.4451,1.2357,3,3,3,100.0,19.163086112545617,24.87644151565074,9.410029498525073,0.5899705014749268,历史3/3次成功; 当前距低点0.59%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
8,82.04741663621967,75.45318840579708,603013,亚普股份,bottom_area,2023-12-26,16.66,2023-12-21,16.56,0.6038647342995256,4.166666666666675,27.208791208791215,False,-2.5731,0.6163,1,1,1,100.0,53.30739299610896,53.30739299610896,9.396135265700476,0.6038647342995256,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
9,81.09859731881103,74.80378798985355,002796,世嘉科技,bottom_area,2023-12-26,10.6,2023-12-26,10.52,0.7604562737642593,3.8973384030418265,28.092959671907046,False,-2.1237,2.2776,2,2,2,100.0,31.7614424410541,36.33841886269071,9.239543726235741,0.7604562737642593,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
10,81.06127675817457,73.88609353459495,301371,敷尔佳,bottom_area,2023-12-26,36.35,2023-12-26,36.3,0.13774104683196767,2.920110192837472,27.544910179640723,False,-2.6774,3.2564,2,2,2,100.0,19.194317856837785,25.879396984924636,9.862258953168034,0.13774104683196767,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
11,80.86367074983403,73.74513235400902,002406,远东传动,bottom_area,2023-12-26,6.05,2023-12-26,6.04,0.16556291390728123,2.8145695364238397,27.66467065868263,False,-2.4194,2.3681,2,2,2,100.0,18.777504288804348,26.376146788990813,9.83443708609272,0.16556291390728123,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
