rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.24246987536023,85.10186410184333,605117,德业股份,bottom_area,2022-03-29,214.88,2022-03-29,208.0,3.3076923076923053,5.673076923076929,27.526132404181187,False,0.0652,4.9699,3,3,3,100.0,39.37313206119234,59.18895599654874,4.692307692307695,3.3076923076923053,历史3/3次成功; 当前距低点3.31%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
2,80.3453292150567,75.03715643299003,300540,蜀道装备,bottom_area,2022-03-29,24.71,2022-03-29,24.6,0.4471544715447131,4.796747967479673,28.48837209302325,False,-2.3706,2.945,3,3,3,100.0,12.508971118881544,18.695652173913043,7.552845528455288,0.4471544715447131,历史3/3次成功; 当前距低点0.45%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
3,80.29913795920861,76.72195686480802,603122,合富中国,confirmed_rebound,2022-03-29,19.32,2022-03-29,19.01,1.6307206733298194,13.519200420831122,30.289695636230284,False,-5.802,37.9159,1,1,1,100.0,72.1590909090909,72.1590909090909,6.369279326670181,1.6307206733298194,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-5.80%; 状态confirmed_rebound; 底部未确认
4,77.3667032036865,73.50634230594984,000815,美利云,bottom_area,2022-03-29,14.38,2022-03-29,14.19,1.338971106412976,5.2854122621564485,32.685009487666036,False,-2.5085,10.0865,1,1,1,100.0,8.705357142857135,8.705357142857135,6.661028893587025,1.338971106412976,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
5,73.11677482055953,69.00462024362616,300603,立昂技术,bottom_area,2022-03-29,13.25,2022-03-29,13.12,0.9908536585365915,7.621951219512195,28.734383487235206,False,-5.9617,13.575,2,2,2,100.0,13.622400995105375,15.274463007159895,7.009146341463408,0.9908536585365915,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-5.96%; 状态bottom_area; 底部未确认
6,72.66889210865854,71.45630034522442,601901,方正证券,confirmed_rebound,2022-03-29,6.6,2022-03-09,6.4,3.124999999999989,10.156249999999991,29.51541850220264,True,-0.4525,0.1096,1,1,1,100.0,20.598388952819345,20.598388952819345,4.8750000000000115,3.124999999999989,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.45%; 状态confirmed_rebound; 底部已确认
7,72.33422642857013,72.2393510496042,002222,福晶科技,confirmed_rebound,2022-03-29,14.01,2022-03-16,13.48,3.9317507418397577,8.753709198813054,27.056277056277057,True,-0.3556,0.8504,2,2,2,100.0,18.030874951606656,25.783972125435533,4.068249258160242,3.9317507418397577,历史2/2次成功; 当前距低点3.93%; 最新日涨幅-0.36%; 状态confirmed_rebound; 底部已确认
