rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.23582726741179,85.71917580562463,688075,安旭生物,bottom_area,2023-06-06,66.14,2023-05-10,64.65,2.3047177107501855,7.764887857695276,30.37906525953047,True,-1.8549,1.5905,5,5,5,100.0,27.010388097500325,40.134529147982065,7.695282289249815,2.3047177107501855,历史5/5次成功; 当前距低点2.30%; 最新日涨幅-1.85%; 状态bottom_area; 底部已确认
2,88.68060148333387,81.30554131940552,603327,福蓉科技,bottom_area,2023-06-06,11.3,2023-06-01,11.25,0.44444444444445075,3.8222222222222197,27.419354838709676,False,-2.8375,0.328,4,4,4,100.0,29.510078778165898,52.609776304888165,9.55555555555555,0.44444444444445075,历史4/4次成功; 当前距低点0.44%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
3,85.60425603264903,81.88647653902619,601127,赛力斯,bottom_area,2023-06-06,25.77,2023-06-01,25.1,2.6693227091633394,8.40637450199203,27.372685185185187,True,-3.0109,1.1595,7,7,7,100.0,21.08888341891715,30.591200733272228,7.330677290836661,2.6693227091633394,历史7/7次成功; 当前距低点2.67%; 最新日涨幅-3.01%; 状态bottom_area; 底部已确认
4,85.0844594378029,80.31228045428729,002570,贝因美,bottom_area,2023-06-06,4.14,2023-05-30,4.06,1.9704433497536966,3.694581280788187,29.636048526863085,False,-0.9569,0.6222,3,3,3,100.0,19.703716622181236,35.05154639175259,8.029556650246304,1.9704433497536966,历史3/3次成功; 当前距低点1.97%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
5,84.47112676719138,78.41920951141883,601388,怡球资源,bottom_area,2023-06-06,2.76,2023-05-30,2.73,1.0989010989010917,4.3956043956043995,27.777777777777775,False,-2.1277,0.5053,2,2,2,100.0,15.509161381254394,18.333333333333325,8.901098901098909,1.0989010989010917,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
6,83.52125965132477,78.11249380677127,002079,苏州固锝,bottom_area,2023-06-06,12.29,2023-05-10,12.11,1.4863748967795187,7.101568951279945,28.512396694214885,True,-3.6078,2.2983,2,2,2,100.0,19.631336405529957,22.488479262672804,8.513625103220482,1.4863748967795187,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-3.61%; 状态bottom_area; 底部已确认
7,83.17944926388478,78.192813249129,600955,维远股份,bottom_area,2023-06-06,18.55,2023-06-01,18.23,1.7553483269336274,4.552934722984083,28.453689167974883,False,-1.9556,0.2873,2,2,2,100.0,22.33874964805201,25.969084423305596,8.244651673066373,1.7553483269336274,历史2/2次成功; 当前距低点1.76%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
8,82.75712768082676,75.62070046581456,002179,中航光电,bottom_area,2023-06-06,41.04,2023-06-05,40.93,0.2687515269973111,3.322746151966771,28.743036211699163,False,-0.7497,0.275,1,1,1,100.0,46.79276315789475,46.79276315789475,9.731248473002688,0.2687515269973111,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
9,82.19364410531503,75.90801064986483,600009,上海机场,bottom_area,2023-06-06,45.19,2023-06-06,44.82,0.8255243195002174,2.7443105756358697,29.83719474013776,False,-1.3319,0.5436,3,3,3,100.0,21.829065044759854,27.704918032786885,9.174475680499782,0.8255243195002174,历史3/3次成功; 当前距低点0.83%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
10,82.14671398147776,74.6788308922525,605399,晨光新材,bottom_area,2023-06-06,19.41,2023-06-06,19.41,0.0,4.070066975785673,28.875045804323925,False,-3.4328,1.6687,2,2,2,100.0,44.24102630243285,52.857533497402244,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
11,82.00343368644046,76.30984909104633,300762,上海瀚讯,bottom_area,2023-06-06,11.58,2023-05-10,11.44,1.2237762237762289,6.6433566433566416,27.50316856780735,False,-3.3389,1.188,1,1,1,100.0,32.580961727183514,32.580961727183514,8.776223776223771,1.2237762237762289,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
12,81.94600207267747,76.09271621034335,002481,双塔食品,bottom_area,2023-06-06,4.55,2023-06-01,4.5,1.1111111111111072,6.222222222222228,27.41935483870968,False,-2.3605,0.6642,1,1,1,100.0,19.817470664928287,19.817470664928287,8.888888888888893,1.1111111111111072,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
