rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.59806112992992,77.93051300742631,600021,上海电力,bottom_area,2022-01-07,12.27,2022-01-05,12.0,2.2499999999999964,7.08333333333333,28.05755395683453,True,-1.0484,2.1151,2,2,2,100.0,17.798457029173694,19.85815602836879,5.7500000000000036,2.2499999999999964,历史2/2次成功; 当前距低点2.25%; 最新日涨幅-1.05%; 状态bottom_area; 底部已确认
2,78.08824995911594,73.01777692208961,300490,华自科技,bottom_area,2022-01-07,19.7,2022-01-07,19.6,0.5102040816326422,4.999999999999984,29.974991068238648,False,-3.6675,3.4849,2,2,2,100.0,29.306678646301293,32.06349206349206,7.489795918367357,0.5102040816326422,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
3,78.07758607073717,73.07419132958923,601126,四方股份,bottom_area,2022-01-07,18.04,2022-01-07,17.94,0.5574136008918498,5.128205128205118,27.719580983078156,False,-3.9915,2.6588,1,1,1,100.0,46.85534591194968,46.85534591194968,7.4425863991081505,0.5574136008918498,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
4,77.88334630409466,72.49464363803068,300484,蓝海华腾,bottom_area,2022-01-07,14.68,2022-01-07,14.64,0.27322404371584114,4.849726775956277,28.654970760233915,False,-3.4845,2.7362,2,2,2,100.0,23.589217514531214,28.708133971291865,7.7267759562841585,0.27322404371584114,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
5,77.37517312514414,75.74523362799101,601633,长城汽车,bottom_area,2022-01-07,45.17,2022-01-06,43.9,2.8929384965831506,7.084282460136674,32.35747303543914,True,1.2553,0.6673,1,1,1,100.0,8.124373119358085,8.124373119358085,5.107061503416849,2.8929384965831506,历史1/1次成功; 当前距低点2.89%; 最新日涨幅1.26%; 状态bottom_area; 底部已确认
6,75.70466493416708,70.32188663493484,300491,通合科技,bottom_area,2022-01-07,18.06,2022-01-07,18.03,0.16638935108151737,5.32445923460897,29.980582524271842,False,-4.6463,3.5199,1,1,1,100.0,27.26480836236933,27.26480836236933,7.833610648918484,0.16638935108151737,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
7,75.58865032815498,70.8472602653159,300409,道氏技术,bottom_area,2022-01-07,22.27,2022-01-07,22.13,0.6326253953908747,6.281066425666519,28.979460847240055,False,-3.9672,3.5538,1,1,1,100.0,35.80454928390903,35.80454928390903,7.367374604609125,0.6326253953908747,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
8,73.91020346736899,69.20324374468522,605138,盛泰集团,bottom_area,2022-01-07,12.15,2021-12-31,12.08,0.5794701986754991,7.533112582781458,31.285551763367458,True,-4.1042,18.2563,1,1,1,100.0,17.120622568093385,17.120622568093385,7.4205298013245,0.5794701986754991,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-4.10%; 状态bottom_area; 底部已确认
9,72.7335329812046,67.78799381014966,603213,镇洋发展,confirmed_rebound,2022-01-07,20.67,2022-01-07,20.6,0.3398058252427198,8.640776699029114,28.596187175043326,False,-8.0516,24.5745,1,1,1,100.0,25.982532751091718,25.982532751091718,7.66019417475728,0.3398058252427198,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-8.05%; 状态confirmed_rebound; 底部未确认
10,71.55346812643427,67.44418057861006,603290,斯达半导,bottom_area,2022-01-07,338.1,2022-01-06,335.0,0.9253731343283649,4.620895522388065,30.641821946169774,False,-0.9724,2.1623,1,1,1,100.0,10.881888843434034,10.881888843434034,7.074626865671635,0.9253731343283649,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
11,49.12177705767665,49.0540357701845,300693,盛弘股份,confirmed_rebound,2022-01-07,33.6,2022-01-06,32.33,3.9282400247448286,9.310238168883405,32.15110178384051,True,-3.8627,5.3294,1,2,1,50.0,11.88399476668121,11.88399476668121,4.071759975255172,3.9282400247448286,历史1/2次成功; 当前距低点3.93%; 最新日涨幅-3.86%; 状态confirmed_rebound; 底部已确认
12,48.67969358178527,49.164466465870596,002607,中公教育,confirmed_rebound,2022-01-07,7.87,2021-12-27,7.53,4.5152722443559075,8.63213811420982,30.148423005565856,True,-1.0063,2.0823,1,2,1,50.0,9.458533241946544,9.458533241946544,3.4847277556440925,4.5152722443559075,历史1/2次成功; 当前距低点4.52%; 最新日涨幅-1.01%; 状态confirmed_rebound; 底部已确认
