rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.38033473233325,90.51338548027891,002406,远东传动,bottom_area,2025-03-28,7.93,2025-03-28,7.83,1.2771392081736863,5.7471264367816,28.033088235294123,False,0.507,16.5508,5,5,5,100.0,26.910015456531745,67.88321167883211,6.722860791826315,1.2771392081736863,历史5/5次成功; 当前距低点1.28%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
2,93.33078499589654,88.58219157352653,300720,海川智能,bottom_area,2025-03-28,20.49,2025-03-28,20.23,1.2852199703410676,2.6198714780029717,31.423728813559322,False,-0.2434,2.8948,5,5,5,100.0,39.09942530055998,75.69193742478939,6.714780029658933,1.2852199703410676,历史5/5次成功; 当前距低点1.29%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
3,88.55895307595183,82.19362045326505,002730,电光科技,bottom_area,2025-03-28,16.27,2025-03-28,16.25,0.12307692307692046,2.7692307692307647,27.45535714285714,False,-2.047,2.947,3,3,3,100.0,47.012020633765786,113.1578947368421,7.87692307692308,0.12307692307692046,历史3/3次成功; 当前距低点0.12%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
4,86.33554215089092,80.38682440846986,688023,安恒信息,bottom_area,2025-03-28,52.01,2025-03-28,51.86,0.2892402622445017,2.8731199382954147,27.851975514746798,False,-1.4962,1.522,4,4,4,100.0,22.668237668749086,39.261744966442954,7.710759737755499,0.2892402622445017,历史4/4次成功; 当前距低点0.29%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
5,85.37068176258965,79.33376916528164,300713,英可瑞,bottom_area,2025-03-28,15.98,2025-03-28,15.95,0.188087774294678,4.576802507836994,31.545064377682408,False,-2.8571,7.6844,5,5,5,100.0,15.766716616524148,23.73271889400922,7.811912225705322,0.188087774294678,历史5/5次成功; 当前距低点0.19%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
6,84.19697696411006,77.96016385565746,002173,创新医疗,bottom_area,2025-03-28,9.14,2025-03-28,9.14,0.0,2.735229759299781,31.22648607975921,False,-2.8693,7.0926,5,5,5,100.0,18.334214277728204,27.109266943291825,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
7,84.1695238402611,78.41933196883508,605303,园林股份,bottom_area,2025-03-28,9.35,2025-03-28,9.32,0.3218884120171605,2.145922746781108,31.771595900439237,False,-1.4752,2.0344,5,5,5,100.0,12.490524452872036,23.681489141675293,7.6781115879828405,0.3218884120171605,历史5/5次成功; 当前距低点0.32%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
8,84.16264133936446,81.28336280173932,688031,星环科技,bottom_area,2025-03-28,50.86,2025-03-27,49.77,2.1900743419730686,7.353827606992157,28.16108545034642,True,-2.3425,3.0871,3,3,3,100.0,18.42329194321459,22.70402945387605,5.809925658026932,2.1900743419730686,历史3/3次成功; 当前距低点2.19%; 最新日涨幅-2.34%; 状态bottom_area; 底部已确认
9,83.91172605842137,78.16209342735638,603028,赛福天,bottom_area,2025-03-28,6.46,2025-03-28,6.44,0.3105590062111735,3.881987577639751,29.540481400437635,False,-2.2693,9.5204,3,3,3,100.0,27.635311621063757,43.67816091954023,7.689440993788827,0.3105590062111735,历史3/3次成功; 当前距低点0.31%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
10,83.4369217982553,77.25640907245861,002767,先锋电子,bottom_area,2025-03-28,17.38,2025-03-28,17.38,0.0,0.0,28.27073875361123,False,-9.9948,2.3554,5,5,5,100.0,24.765640174508626,52.04379562043795,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
11,83.38495764004908,77.56269507278255,002164,宁波东力,bottom_area,2025-03-28,8.43,2025-03-28,8.41,0.2378121284185443,3.686087990487521,31.847649918962723,False,-1.0563,9.5641,3,3,3,100.0,23.5210039009507,45.468509984639034,7.762187871581455,0.2378121284185443,历史3/3次成功; 当前距低点0.24%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
12,83.01063155443416,79.72940771241555,002725,跃岭股份,bottom_area,2025-03-28,11.78,2025-03-24,11.56,1.903114186851201,7.698961937716252,27.795128044971896,False,-0.4227,2.5919,3,3,3,100.0,15.744666980840336,18.562874251497018,6.096885813148798,1.903114186851201,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
13,82.70177045022196,76.57571337983514,002093,国脉科技,bottom_area,2025-03-28,10.81,2025-03-28,10.81,0.0,3.6077705827936986,31.926952141057935,False,-0.3687,7.217,3,3,3,100.0,27.557598816317896,52.409638554216855,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
14,82.37085121018887,77.42915074487172,002196,方正电机,bottom_area,2025-03-28,9.0,2025-03-28,8.93,0.7838745800671924,4.031354983202681,31.254811393379526,False,-1.2075,9.8687,4,4,4,100.0,12.830025738843673,18.661971830985923,7.2161254199328075,0.7838745800671924,历史4/4次成功; 当前距低点0.78%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
15,82.36116860615127,76.73097241375353,001202,炬申股份,bottom_area,2025-03-28,15.7,2025-03-28,15.65,0.31948881789136696,2.492012779552708,29.914912673533355,False,-4.0929,10.6842,6,6,6,100.0,13.598961927665792,15.531135531135526,7.680511182108633,0.31948881789136696,历史6/6次成功; 当前距低点0.32%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
16,82.06754812533192,76.6851207800175,002724,海洋王,bottom_area,2025-03-28,6.36,2025-03-28,6.33,0.4739336492891035,6.9510268562401185,32.154340836012864,False,-7.6923,10.793,4,4,4,100.0,15.24564247525084,25.204081632653047,7.526066350710897,0.4739336492891035,历史4/4次成功; 当前距低点0.47%; 最新日涨幅-7.69%; 状态bottom_area; 底部未确认
17,81.92608435374866,76.4917913212387,600203,福日电子,bottom_area,2025-03-28,9.29,2025-03-28,9.25,0.43243243243242324,3.135135135135126,30.711610486891384,False,-2.5184,4.904,3,3,3,100.0,20.149125092390385,24.045801526717554,7.567567567567576,0.43243243243242324,历史3/3次成功; 当前距低点0.43%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
18,81.50008751692738,75.79709339596761,603315,福鞍股份,bottom_area,2025-03-28,13.11,2025-03-28,13.08,0.22935779816513271,2.6758409785932695,32.472896231285496,False,-0.757,4.916,2,2,2,100.0,30.59155470851666,41.68490153172865,7.770642201834868,0.22935779816513271,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
19,80.9792763105783,75.19559991242018,301366,一博科技,bottom_area,2025-03-28,53.94,2025-03-28,53.86,0.14853323431117396,3.137764574823613,28.662251655629138,False,-1.8559,4.9628,2,2,2,100.0,26.366966057256242,36.479591836734706,7.851466765688826,0.14853323431117396,历史2/2次成功; 当前距低点0.15%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
20,80.86053527680014,77.37341583343668,002580,圣阳股份,bottom_area,2025-03-28,13.1,2025-03-28,12.88,1.7080745341614818,3.027950310558997,30.340724716062727,False,-0.4559,7.1128,2,2,2,100.0,17.353901996370237,24.0,6.291925465838519,1.7080745341614818,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
21,79.29160119964646,74.75116034882873,002279,久其软件,bottom_area,2025-03-28,6.48,2025-03-25,6.42,0.9345794392523442,3.4267912772585634,27.04545454545455,False,-1.0687,2.1955,3,3,3,100.0,16.94624446410791,25.915492957746476,7.065420560747657,0.9345794392523442,历史3/3次成功; 当前距低点0.93%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
22,79.0884381493042,73.37438018665783,002599,盛通股份,bottom_area,2025-03-28,9.79,2025-03-28,9.78,0.10224948875255406,1.9427402862985819,27.609178386380464,False,-1.3105,3.2488,2,2,2,100.0,16.008113016202447,22.107969151670947,7.897750511247446,0.10224948875255406,历史2/2次成功; 当前距低点0.10%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
