rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.69821256154226,78.86801092308023,300545,联得装备,bottom_area,2025-04-07,25.85,2025-04-07,25.85,0.0,14.429400386847183,29.080932784636488,False,-19.9938,8.5503,4,4,4,100.0,33.43016625311952,49.416135881104026,15.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态bottom_area; 底部未确认
12,84.24503416718645,73.5809959560965,688280,精进电动,confirmed_rebound,2025-04-07,4.24,2025-04-07,4.23,0.23640661938533772,18.203309692671382,31.55339805825242,False,-19.8488,3.3692,3,3,3,100.0,22.526898109113223,32.37518910741301,14.763593380614662,0.23640661938533772,历史3/3次成功; 当前距低点0.24%; 最新日涨幅-19.85%; 状态confirmed_rebound; 底部未确认
13,84.02510814249362,73.06531142825533,300449,汉邦高科,confirmed_rebound,2025-04-07,6.05,2025-04-07,6.05,0.0,16.198347107438025,30.61926605504588,False,-19.9735,10.4977,2,2,2,100.0,45.78124423793193,71.7557251908397,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-19.97%; 状态confirmed_rebound; 底部未确认
14,83.90201655361896,72.95827526401649,002664,信质集团,bottom_area,2025-04-07,14.58,2025-04-07,14.58,0.0,6.172839506172842,31.063829787234038,False,-10.0,3.0855,2,2,2,100.0,34.990727225895085,52.526315789473685,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
15,83.5475,72.65,002686,亿利达,bottom_area,2025-04-07,5.3,2025-04-07,5.3,0.0,5.471698113207548,31.964056482670095,False,-10.017,3.1219,1,1,1,100.0,75.68181818181817,75.68181818181817,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
16,82.78849999999998,71.99,300337,银邦股份,confirmed_rebound,2025-04-07,9.2,2025-04-07,9.2,0.0,15.760869565217403,29.50191570881227,False,-20.0,5.7562,4,5,4,80.0,51.38046630670999,131.5277777777778,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
17,82.47353044291002,73.55960510570405,300591,万里马,confirmed_rebound,2025-04-07,3.73,2025-04-07,3.68,1.3586956521739082,17.39130434782609,27.55905511811023,False,-18.913,10.7939,1,1,1,100.0,29.663608562691135,29.663608562691135,13.641304347826091,1.3586956521739082,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-18.91%; 状态confirmed_rebound; 底部未确认
18,82.41805414726187,71.66787317153207,300354,东华测试,confirmed_rebound,2025-04-07,34.54,2025-04-07,34.54,0.0,17.776491024898668,27.238255740467665,False,-20.0093,8.6508,2,2,2,100.0,38.26813533081753,39.34343434343434,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.01%; 状态confirmed_rebound; 底部未确认
19,82.32940574870912,73.82342705758843,688215,瑞晟智能,confirmed_rebound,2025-04-07,20.4,2025-04-07,20.07,1.6442451420029809,17.090184354758346,29.106322854115152,False,-16.4961,2.0577,2,2,2,100.0,17.915623555673264,18.13676907829534,13.355754857997018,1.6442451420029809,历史2/2次成功; 当前距低点1.64%; 最新日涨幅-16.50%; 状态confirmed_rebound; 底部未确认
20,82.10640345765346,71.39687257187258,002700,万憬能源,bottom_area,2025-04-07,8.19,2025-04-07,8.19,0.0,8.05860805860806,29.69957081545065,False,-10.0,2.1601,2,2,2,100.0,26.59608909608909,29.54545454545454,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
21,81.31151763224182,70.70566750629723,601226,华电科工,bottom_area,2025-04-07,5.75,2025-04-07,5.75,0.0,6.434782608695653,31.220095693779896,False,-10.0156,1.6991,1,1,1,100.0,39.54659949622166,39.54659949622166,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
22,81.27005850304248,73.27309293785713,688292,浩瀚深度,confirmed_rebound,2025-04-07,17.89,2025-04-07,17.55,1.9373219373219366,17.948717948717942,31.31115459882583,False,-16.4019,4.9584,2,2,2,100.0,18.54939223092011,19.078104993597968,13.062678062678062,1.9373219373219366,历史2/2次成功; 当前距低点1.94%; 最新日涨幅-16.40%; 状态confirmed_rebound; 底部未确认
23,81.1196126538217,70.6785854395271,688073,毕得医药,confirmed_rebound,2025-04-07,37.81,2025-04-07,37.77,0.1059041567381497,17.81837437119406,27.155255544840884,False,-19.911,5.2177,1,1,1,100.0,38.65616621983914,38.65616621983914,14.894095843261852,0.1059041567381497,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-19.91%; 状态confirmed_rebound; 底部未确认
24,81.00217049919628,73.68910167910447,301571,国科天成,confirmed_rebound,2025-04-07,34.31,2025-04-07,33.5,2.417910447761201,20.59701492537313,31.013179571663922,False,-18.0755,7.6979,1,1,1,100.0,43.34374999999999,43.34374999999999,12.582089552238799,2.417910447761201,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-18.08%; 状态confirmed_rebound; 底部未确认
25,80.99555234190721,70.43091507991932,300411,金盾股份,confirmed_rebound,2025-04-07,9.94,2025-04-07,9.94,0.0,17.706237424547282,30.586592178770957,False,-20.0322,6.2305,2,2,2,100.0,31.617823010318947,33.550488599348526,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.03%; 状态confirmed_rebound; 底部未确认
26,80.93032839245845,70.37419860213778,300438,鹏辉能源,confirmed_rebound,2025-04-07,21.36,2025-04-07,21.36,0.0,18.305243445692884,30.196078431372552,False,-20.0,4.6778,2,2,2,100.0,31.312895710418175,42.98561151079138,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
27,80.48133740304412,72.39544853964212,300473,德尔股份,confirmed_rebound,2025-04-07,23.01,2025-04-07,22.6,1.8141592920353988,16.28318584070796,30.26843566800369,False,-18.0264,8.7492,3,4,3,75.0,33.15447164238075,58.77022653721684,13.1858407079646,1.8141592920353988,历史3/4次成功; 当前距低点1.81%; 最新日涨幅-18.03%; 状态confirmed_rebound; 底部未确认
28,80.25054347826087,69.78308128544424,300798,锦鸡股份,confirmed_rebound,2025-04-07,6.19,2025-04-07,6.19,0.0,16.15508885298869,27.85547785547785,False,-20.0258,10.637,1,1,1,100.0,44.801512287334596,44.801512287334596,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.03%; 状态confirmed_rebound; 底部未确认
29,79.87086698321134,69.45292781148812,300668,杰恩股份,confirmed_rebound,2025-04-07,14.26,2025-04-07,14.26,0.0,21.17812061711081,30.50682261208577,False,-20.0224,2.7691,2,2,2,100.0,26.35982694348452,27.622377622377613,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.02%; 状态confirmed_rebound; 底部未确认
30,79.85910194174758,69.44269734065007,000422,湖北宜化,bottom_area,2025-04-07,11.7,2025-04-07,11.7,0.0,5.8974358974359085,29.090909090909093,False,-10.0,4.6952,1,1,1,100.0,32.75643731532291,32.75643731532291,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
31,79.79692397069456,69.38862953973441,000612,焦作万方,bottom_area,2025-04-07,6.66,2025-04-07,6.66,0.0,5.105105105105103,28.077753779697623,False,-10.0,2.8106,4,5,4,80.0,25.799083546959174,38.94736842105262,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
32,79.63054790065355,69.24395469622048,300382,斯莱克,confirmed_rebound,2025-04-07,9.6,2025-04-07,9.6,0.0,15.520833333333336,29.670329670329675,False,-20.0,4.2632,4,5,4,80.0,35.236315571077874,49.73451327433629,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
33,79.6246520352128,69.23882785670679,300895,铜牛信息,confirmed_rebound,2025-04-07,40.25,2025-04-07,40.25,0.0,18.062111801242246,27.083333333333336,False,-19.996,12.1702,2,2,2,100.0,25.208751917778482,35.27357392316647,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
34,79.42937051142222,69.06901783601933,301313,凡拓数创,confirmed_rebound,2025-04-07,18.61,2025-04-07,18.61,0.0,18.162278344975817,27.86821705426357,False,-19.9914,6.491,4,5,4,80.0,34.29579481730825,52.43243243243245,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
35,79.38150383141765,69.02739463601534,603163,圣晖集成,bottom_area,2025-04-07,22.73,2025-04-07,22.73,0.0,7.215134183897935,32.41153731787095,False,-9.9802,3.7255,1,1,1,100.0,30.52362707535122,30.52362707535122,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
36,79.2282580033618,68.89413739422766,002530,金财互联,bottom_area,2025-04-07,8.85,2025-04-07,8.85,0.0,4.971751412429374,29.200000000000003,False,-9.9695,2.5364,3,4,3,75.0,33.97385695821315,54.814814814814795,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
37,79.21450504463405,70.87914778373707,301505,苏州规划,confirmed_rebound,2025-04-07,18.58,2025-04-07,18.3,1.53005464480873,20.218579234972673,27.839116719242895,False,-18.6515,5.1508,1,1,1,100.0,17.353077279037482,17.353077279037482,13.469945355191271,1.53005464480873,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-18.65%; 状态confirmed_rebound; 底部未确认
38,79.12067405878658,68.80058613807529,002536,飞龙股份,bottom_area,2025-04-07,13.09,2025-04-07,13.09,0.0,2.902979373567615,28.58701582105837,False,-9.9725,1.3958,3,4,3,75.0,33.47089321545858,55.505617977528075,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
39,78.97764362657091,68.6762118491921,603083,剑桥科技,bottom_area,2025-04-07,33.14,2025-04-07,33.14,0.0,3.168376584188284,27.54700480979449,False,-9.9946,1.9895,1,1,1,100.0,28.63554757630162,28.63554757630162,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
40,78.91729285924472,72.54352637964578,300450,先导智能,confirmed_rebound,2025-04-07,17.3,2025-04-07,16.8,2.976190476190476,15.476190476190462,30.949445129469783,False,-16.6265,3.1127,2,2,2,100.0,27.361508953548753,36.81257014590347,12.023809523809524,2.976190476190476,历史2/2次成功; 当前距低点2.98%; 最新日涨幅-16.63%; 状态confirmed_rebound; 底部未确认
41,78.77513157894737,68.50011441647598,601231,环旭电子,bottom_area,2025-04-07,13.9,2025-04-07,13.9,0.0,3.884892086330929,31.08577094695092,False,-9.9741,0.4988,1,1,1,100.0,27.688787185354684,27.688787185354684,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
42,78.75849585512739,68.485648569676,002829,星网宇达,bottom_area,2025-04-07,16.21,2025-04-07,16.21,0.0,6.04565083281925,30.42918454935622,False,-9.9944,4.4091,4,5,4,80.0,20.94434714879572,24.36974789915967,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
43,78.69590613208811,68.43122272355488,000882,华联股份,bottom_area,2025-04-07,2.02,2025-04-07,2.02,0.0,6.435643564356431,30.103806228373703,False,-9.8214,4.3399,4,5,4,80.0,20.651735072875745,29.268292682926838,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-9.82%; 状态bottom_area; 底部未确认
44,78.58882243510409,68.33810646530792,300471,厚普股份,confirmed_rebound,2025-04-07,7.12,2025-04-07,7.12,0.0,18.25842696629213,30.73929961089494,False,-20.0,4.1363,2,2,2,100.0,20.366163791978032,20.386007237635724,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
45,78.57212000671919,68.9159637119122,688109,品茗科技,confirmed_rebound,2025-04-07,21.75,2025-04-07,21.65,0.4618937644341867,19.122401847575063,29.93527508090615,False,-19.265,1.8937,1,1,1,100.0,33.54344889689329,33.54344889689329,14.538106235565811,0.4618937644341867,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-19.27%; 状态confirmed_rebound; 底部未确认
46,78.40648872886662,68.17955541640576,300308,中际旭创,bottom_area,2025-04-07,75.1,2025-04-07,75.1,0.0,9.853528628495347,31.646491307909358,False,-20.0043,5.6066,1,1,1,100.0,25.965351701106254,25.965351701106254,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态bottom_area; 底部未确认
47,78.3890927957261,68.1644285180227,300488,恒锋工具,confirmed_rebound,2025-04-07,28.79,2025-04-07,28.79,0.0,17.36714136853074,29.21072043275142,False,-20.0056,2.637,3,4,3,75.0,40.26574472055218,65.52470248827983,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-20.01%; 状态confirmed_rebound; 底部未确认
48,78.3026944994064,68.08929956470122,300703,创源股份,confirmed_rebound,2025-04-07,11.05,2025-04-07,11.05,0.0,16.561085972850677,29.52806122448979,False,-19.9855,5.1264,2,2,2,100.0,19.02849228333993,20.914127423822727,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
49,78.18413578568197,70.88353586981295,300541,先进数通,confirmed_rebound,2025-04-07,10.52,2025-04-07,10.29,2.2351797862001987,17.784256559766767,29.952348536419336,False,-17.7482,11.2567,3,4,3,75.0,30.186805281448358,52.85714285714285,12.764820213799801,2.2351797862001987,历史3/4次成功; 当前距低点2.24%; 最新日涨幅-17.75%; 状态confirmed_rebound; 底部未确认
50,78.07692052193406,67.89297436689918,002313,日海智能,bottom_area,2025-04-07,8.47,2025-04-07,8.47,0.0,5.0767414403778,29.94210090984284,False,-9.9894,1.7998,4,5,4,80.0,17.757926703759058,20.08238928939237,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
51,78.06968248775823,67.8866804241376,301577,美信科技,confirmed_rebound,2025-04-07,44.01,2025-04-07,44.01,0.0,17.4505794137696,31.11598059164189,False,-19.9964,6.2432,2,2,2,100.0,17.939142065255847,20.630568882796446,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
52,78.0359662576687,67.85736196319019,603277,银都股份,bottom_area,2025-04-07,20.75,2025-04-07,20.75,0.0,2.4096385542168677,27.675148135238764,False,-10.0173,0.4451,1,1,1,100.0,24.23312883435582,24.23312883435582,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
53,78.01369791224128,70.57742587772024,688055,龙腾光电,confirmed_rebound,2025-04-07,2.89,2025-04-07,2.83,2.1201413427561855,18.021201413427555,31.642512077294676,False,-16.7147,0.5212,3,4,3,75.0,27.130903974216864,45.45454545454546,12.879858657243815,2.1201413427561855,历史3/4次成功; 当前距低点2.12%; 最新日涨幅-16.71%; 状态confirmed_rebound; 底部未确认
54,77.93236261040236,67.76727183513249,002484,江海股份,bottom_area,2025-04-07,17.67,2025-04-07,17.67,0.0,2.886247877758902,31.776061776061766,False,-9.9847,1.2889,1,1,1,100.0,23.748773307163887,23.748773307163887,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
55,77.82760713151245,67.67618011435866,300589,江龙船艇,confirmed_rebound,2025-04-07,10.1,2025-04-07,10.1,0.0,15.544554455445548,28.823114869626497,False,-19.9683,9.9631,3,4,3,75.0,37.640753303003535,44.07616361071933,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-19.97%; 状态confirmed_rebound; 底部未确认
56,77.76033324036901,67.61768107858175,301567,贝隆精密,confirmed_rebound,2025-04-07,32.78,2025-04-07,32.78,0.0,17.60219646125685,29.414298018949175,False,-20.0098,7.0104,2,2,2,100.0,16.4929090246331,16.59192825112107,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.01%; 状态confirmed_rebound; 底部未确认
57,77.47110221193739,67.3661758364673,300731,科创新源,confirmed_rebound,2025-04-07,20.44,2025-04-07,20.44,0.0,15.215264187866923,27.517730496453897,False,-20.0,9.6137,3,4,3,75.0,35.974063636920995,53.7536092396535,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
58,77.42346721311475,67.32475409836066,300445,康斯特,confirmed_rebound,2025-04-07,16.02,2025-04-07,16.02,0.0,17.665418227215994,28.418230563002677,False,-19.98,7.4015,1,1,1,100.0,31.584699453551895,31.584699453551895,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.98%; 状态confirmed_rebound; 底部未确认
59,77.39528254491232,68.25733219703434,301539,宏鑫科技,confirmed_rebound,2025-04-07,16.0,2025-04-07,15.88,0.7556675062972242,16.30982367758185,29.26503340757238,False,-19.3955,15.0137,2,2,2,100.0,16.93685006124736,18.61137897782063,14.244332493702775,0.7556675062972242,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-19.40%; 状态confirmed_rebound; 底部未确认
60,77.33087470725995,67.24423887587822,603677,奇精机械,bottom_area,2025-04-07,18.23,2025-04-07,18.23,0.0,1.2068019747668615,30.313455657492355,False,-9.9753,1.4057,1,1,1,100.0,20.936768149882898,20.936768149882898,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
61,76.80576732673268,66.78762376237624,002383,合众思壮,bottom_area,2025-04-07,6.87,2025-04-07,6.87,0.0,7.278020378457059,27.224576271186436,False,-9.9607,2.9882,1,1,1,100.0,18.48184818481848,18.48184818481848,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
62,76.76450307377048,66.75174180327869,002384,东山精密,bottom_area,2025-04-07,26.69,2025-04-07,26.69,0.0,0.0,29.01595744680851,False,-10.0135,0.316,1,1,1,100.0,18.28893442622951,18.28893442622951,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
63,76.62672778110488,70.56860476796972,688018,乐鑫科技,confirmed_rebound,2025-04-07,170.25,2025-04-07,165.17,3.0756190591511854,15.032996306835392,29.11158798283262,False,-17.5385,5.1348,1,1,1,100.0,34.629119477604306,34.629119477604306,11.924380940848813,3.0756190591511854,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-17.54%; 状态confirmed_rebound; 底部未确认
64,76.56966463414635,66.58231707317074,000886,海南高速,bottom_area,2025-04-07,5.57,2025-04-07,5.57,0.0,5.745062836624765,30.112923462986192,False,-10.0162,3.1398,1,1,1,100.0,17.378048780487816,17.378048780487816,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
65,76.56237663280116,66.57597968069666,605060,联德股份,bottom_area,2025-04-07,16.79,2025-04-07,16.79,0.0,7.147111375818936,27.0,False,-10.0214,0.8775,1,1,1,100.0,17.34397677793906,17.34397677793906,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
66,76.49916642879217,66.61748658318427,301516,中远通,confirmed_rebound,2025-04-07,12.91,2025-04-07,12.9,0.07751937984495957,17.829457364341074,31.0529128808124,False,-19.9132,9.4022,1,1,1,100.0,16.47435897435899,16.47435897435899,14.92248062015504,0.07751937984495957,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-19.91%; 状态confirmed_rebound; 底部未确认
67,76.37659016393444,66.41442622950821,603219,富佳股份,bottom_area,2025-04-07,14.22,2025-04-07,14.22,0.0,3.164556962025311,27.374872318692532,False,-10.0,0.4189,1,1,1,100.0,16.475409836065587,16.475409836065587,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
68,76.34593790012805,66.38777208706787,300819,聚杰微纤,confirmed_rebound,2025-04-07,21.05,2025-04-07,21.05,0.0,18.14726840855107,29.005059021922424,False,-19.9924,5.2426,1,1,1,100.0,26.54716175842936,26.54716175842936,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
69,76.28086236933798,66.33118466898955,600320,振华重工,bottom_area,2025-04-07,3.83,2025-04-07,3.83,0.0,6.00522193211487,29.07407407407408,False,-9.8824,3.8127,1,1,1,100.0,16.02787456445993,16.02787456445993,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.88%; 状态bottom_area; 底部未确认
70,76.2335173371579,69.04082187761314,688170,德龙激光,confirmed_rebound,2025-04-07,18.3,2025-04-07,17.91,2.1775544388609744,17.25293132328308,30.12095200936402,False,-17.2694,2.7667,3,4,3,75.0,19.57336558180731,25.624999999999996,12.822445561139025,2.1775544388609744,历史3/4次成功; 当前距低点2.18%; 最新日涨幅-17.27%; 状态confirmed_rebound; 底部未确认
71,76.19431962583833,66.25593010942464,688800,瑞可达,confirmed_rebound,2025-04-07,37.16,2025-04-07,37.16,0.0,17.303552206673864,31.185185185185194,False,-20.0,4.974,1,1,1,100.0,25.83833392163784,25.83833392163784,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
72,75.89409728865333,67.1069289171491,301525,儒竞科技,confirmed_rebound,2025-04-07,62.05,2025-04-07,61.5,0.8943089430894262,17.869918699186986,27.218934911242602,False,-19.2898,4.5736,1,1,1,100.0,29.118028534370954,29.118028534370954,14.105691056910574,0.8943089430894262,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-19.29%; 状态confirmed_rebound; 底部未确认
73,75.61351038338657,65.7508785942492,300913,兆龙互连,confirmed_rebound,2025-04-07,37.76,2025-04-07,37.76,0.0,17.50529661016949,30.3192470935597,False,-20.0,2.8094,1,1,1,100.0,23.123003194888174,23.123003194888174,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
74,75.44720895921596,65.67288816503802,300644,南京聚隆,confirmed_rebound,2025-04-07,18.43,2025-04-07,18.42,0.05428881650378941,16.612377850162858,27.136075949367083,False,-19.9392,7.2938,2,3,2,66.66666666666666,61.70130689005596,78.38246409674981,14.94571118349621,0.05428881650378941,历史2/3次成功; 当前距低点0.05%; 最新日涨幅-19.94%; 状态confirmed_rebound; 底部未确认
75,75.36424603174605,65.534126984127,301606,绿联科技,confirmed_rebound,2025-04-07,31.44,2025-04-07,31.44,0.0,15.45801526717556,32.6478149100257,False,-20.0,9.7868,1,1,1,100.0,21.957671957671955,21.957671957671955,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
