code,name,latest_date,latest_close,current_stage,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
603122,合富中国,2022-04-25,12.42,bottom_area,2022-04-25,12.42,0.0,13.929146537842193,30.575740637227504,False,2
300584,海辰药业,2022-04-25,32.11,bottom_area,2022-04-25,32.0,0.3437499999999982,13.906250000000009,31.623931623931618,False,2
300480,光力科技,2022-04-25,18.57,bottom_area,2022-04-25,18.3,1.4754098360655714,13.060109289617488,27.952755905511808,False,1
300588,熙菱信息,2022-04-25,10.02,bottom_area,2022-04-25,9.85,1.7258883248730958,11.47208121827412,28.623188405797105,False,2
300711,广哈通信,2022-04-25,10.52,bottom_area,2022-04-25,10.5,0.1904761904761864,10.000000000000005,27.083333333333336,False,1
002657,中科金财,2022-04-25,12.28,bottom_area,2022-04-25,12.28,0.0,9.201954397394143,30.464326160815407,False,1
600152,维科技术,2022-04-25,5.25,bottom_area,2022-04-25,5.17,1.547388781431336,8.51063829787235,29.945799457994582,False,1
603185,弘元绿能,2022-04-25,102.01,bottom_area,2022-04-25,102.01,0.0,8.51877266934614,28.151852373573732,False,1
002045,国光电器,2022-04-25,6.89,bottom_area,2022-04-25,6.88,0.14534883720929923,8.430232558139537,27.731092436974787,False,1
001218,丽臣实业,2022-04-25,31.32,bottom_area,2022-04-25,31.3,0.0638977635782734,5.5591054313098995,27.039627039627035,False,1
600391,航发科技,2022-04-25,15.96,bottom_area,2022-04-25,15.96,0.0,9.147869674185468,30.36649214659686,False,2
002297,博云新材,2022-04-25,5.83,bottom_area,2022-04-25,5.81,0.3442340791738462,8.261617900172125,31.887456037514657,False,1
002715,登云股份,2022-04-25,9.95,bottom_area,2022-04-25,9.95,0.0,10.552763819095485,27.636363636363644,False,1
002234,民和股份,2022-04-25,15.63,bottom_area,2022-04-25,15.55,0.5144694533762062,10.546623794212222,27.234440804866633,False,1
002418,康盛股份,2022-04-25,2.53,bottom_area,2022-04-25,2.52,0.39682539682538837,9.920634920634921,29.213483146067414,False,1
002248,华东数控,2022-04-25,6.0,bottom_area,2022-04-25,6.0,0.0,9.666666666666668,31.271477663230247,False,1
300437,清水源,2022-04-25,17.86,bottom_area,2022-04-25,17.71,0.846979107848665,11.801242236024843,28.183292781832925,False,4
002721,金一文化,2022-04-25,2.78,bottom_area,2022-04-25,2.78,0.0,9.35251798561152,30.150753768844226,False,1
001213,中铁特货,2022-04-25,4.59,bottom_area,2022-04-25,4.56,0.6578947368421107,9.429824561403523,28.861154446177856,False,1
600241,时代万恒,2022-04-25,6.32,bottom_area,2022-04-25,6.32,0.0,0.0,30.473047304730468,False,1
002474,榕基软件,2022-04-25,5.1,bottom_area,2022-04-25,5.1,0.0,10.196078431372559,29.166666666666675,False,1
002802,洪汇新材,2022-04-25,18.6,bottom_area,2022-04-25,18.6,0.0,12.84946236559138,27.90697674418604,False,1
002047,宝鹰股份,2022-04-25,2.8,bottom_area,2022-04-25,2.8,0.0,10.35714285714286,31.034482758620683,False,1
300353,东土科技,2022-04-25,7.24,bottom_area,2022-04-25,7.19,0.6954102920723202,9.735744089012508,29.647749510763212,False,1
002676,顺威股份,2022-04-25,3.16,bottom_area,2022-04-25,3.13,0.9584664536741293,8.306709265175726,28.701594533029613,False,1
300387,富邦科技,2022-04-25,6.64,bottom_area,2022-04-25,6.64,0.0,11.144578313253016,27.58996728462378,False,2
300511,雪榕生物,2022-04-25,5.75,bottom_area,2022-04-25,5.73,0.3490401396160484,10.296684118673644,28.99628252788104,False,2
