rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.42093155493157,79.17675675675676,002317,众生药业,bottom_area,2022-12-07,29.26,2022-12-06,28.12,4.054054054054055,8.78378378378378,29.910269192422724,False,1.9868,13.9027,1,1,1,100.0,58.31999999999999,58.31999999999999,10.945945945945946,4.054054054054055,历史1/1次成功; 当前距低点4.05%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
2,81.38559234398387,75.94629917048272,603139,康惠股份,bottom_area,2022-12-07,19.75,2022-12-07,19.03,3.7834997372569568,3.941145559642669,29.33531377645748,False,2.811,2.3114,1,1,1,100.0,29.315476190476186,29.315476190476186,11.216500262743043,3.7834997372569568,历史1/1次成功; 当前距低点3.78%; 最新日涨幅2.81%; 状态bottom_area; 底部未确认
3,74.42016674742173,66.13436677247896,688221,前沿生物,bottom_area,2022-12-07,17.4,2022-12-07,17.2,1.1627906976744147,7.441860465116286,29.45036915504512,False,-2.9559,11.4822,2,4,2,50.0,25.24478259772378,34.87394957983194,13.837209302325585,1.1627906976744147,历史2/4次成功; 当前距低点1.16%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
4,55.64718072106226,52.2918805128024,688185,康希诺,bottom_area,2022-12-07,182.6,2022-12-07,175.31,4.158348069134671,6.668187781643943,30.155378486055778,False,0.9956,6.8349,1,4,1,25.0,19.236097367900253,19.236097367900253,10.841651930865329,4.158348069134671,历史1/4次成功; 当前距低点4.16%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
