rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.35444209027752,87.24389254372412,300480,光力科技,bottom_area,2024-01-04,20.39,2023-12-28,20.18,1.0406342913776059,6.045589692765108,29.85749044143205,False,-1.924,1.0753,4,4,4,100.0,28.906122193898153,39.69465648854962,6.959365708622395,1.0406342913776059,历史4/4次成功; 当前距低点1.04%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
2,85.11719180813502,79.17383425783906,605133,嵘泰股份,bottom_area,2024-01-04,25.3,2024-01-04,25.24,0.2377179080824179,2.4167987321711686,29.51689472214466,False,-1.633,4.655,2,2,2,100.0,48.8485542379945,60.01483679525222,7.762282091917583,0.2377179080824179,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
3,84.815489134654,82.38957390306379,000980,众泰汽车,confirmed_rebound,2024-01-04,2.88,2023-12-27,2.81,2.4911032028469693,8.540925266903907,28.31632653061224,True,-1.0309,1.2488,4,4,4,100.0,21.609081750295033,43.49775784753364,5.508896797153031,2.4911032028469693,历史4/4次成功; 当前距低点2.49%; 最新日涨幅-1.03%; 状态confirmed_rebound; 底部已确认
4,84.63068288723879,82.5656748220298,601858,中国科传,bottom_area,2024-01-04,23.83,2023-12-28,23.2,2.715517241379306,7.974137931034489,29.268292682926827,True,-2.5756,0.9387,4,4,4,100.0,15.091688883734559,21.243523316062173,5.284482758620694,2.715517241379306,历史4/4次成功; 当前距低点2.72%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
5,83.8023222063568,80.04369213338856,603286,日盈电子,bottom_area,2024-01-04,24.55,2024-01-04,24.16,1.6142384105960288,1.9039735099337782,28.223410576351743,False,-0.1221,4.0722,3,3,3,100.0,13.893310266384404,16.874999999999986,6.385761589403971,1.6142384105960288,历史3/3次成功; 当前距低点1.61%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
6,82.63138028044492,81.32353949169247,000070,特发信息,bottom_area,2024-01-04,7.81,2023-12-26,7.57,3.1704095112285247,5.680317040951119,27.00096432015428,False,0.1282,1.1908,2,2,2,100.0,34.04340417899739,50.60532687651331,4.829590488771475,3.1704095112285247,历史2/2次成功; 当前距低点3.17%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
7,82.41464733946832,79.44096866138987,002748,世龙实业,bottom_area,2024-01-04,10.75,2024-01-03,10.53,2.089268755935429,5.033238366571711,32.58642765685019,False,0.3735,7.1219,2,2,2,100.0,10.669362499584171,12.627291242362526,5.910731244064571,2.089268755935429,历史2/2次成功; 当前距低点2.09%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
8,80.96842359698528,79.41799951507112,301499,维科精密,bottom_area,2024-01-04,28.89,2023-12-27,28.05,2.994652406417112,5.347593582887701,32.73381294964029,False,0.5919,3.7381,2,2,2,100.0,21.64412366506522,21.950454687989964,5.005347593582889,2.994652406417112,历史2/2次成功; 当前距低点2.99%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
9,80.14455790621773,77.22262089922025,600199,金种子酒,confirmed_rebound,2024-01-04,17.76,2023-12-21,17.4,2.0689655172413968,8.10344827586207,27.1356783919598,True,-1.8785,1.1717,2,2,2,100.0,21.988506873820672,23.70304114490161,5.931034482758603,2.0689655172413968,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-1.88%; 状态confirmed_rebound; 底部已确认
10,78.91794916368183,74.62408624793225,002508,老板电器,bottom_area,2024-01-04,21.3,2023-12-21,21.07,1.0915994304698644,4.318936877076412,31.922455573505655,False,-1.1142,0.5294,1,1,1,100.0,11.682435211846977,11.682435211846977,6.908400569530136,1.0915994304698644,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
11,78.77234826802774,74.81561906602565,601628,中国人寿,bottom_area,2024-01-04,26.85,2024-01-04,26.5,1.3207547169811376,6.339622641509433,30.88158581116328,False,-4.4824,0.13,1,1,1,100.0,25.736235595390532,25.736235595390532,6.6792452830188624,1.3207547169811376,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
12,77.48403995047886,73.78926797147545,601933,永辉超市,bottom_area,2024-01-04,2.78,2023-12-27,2.74,1.4598540145985253,4.014598540145981,31.32832080200501,False,-0.7143,0.3125,1,1,1,100.0,11.70825335892515,11.70825335892515,6.540145985401474,1.4598540145985253,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
13,77.25216427475046,78.0626408237432,603013,亚普股份,bottom_area,2024-01-04,17.26,2023-12-28,16.51,4.5427013930950935,5.330102967898237,27.428571428571423,False,1.4101,0.7884,1,1,1,100.0,53.30739299610896,53.30739299610896,3.4572986069049065,4.5427013930950935,历史1/1次成功; 当前距低点4.54%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
14,74.81262226676482,75.35298828285609,002706,良信股份,bottom_area,2024-01-04,8.59,2023-12-21,8.23,4.37424058323207,7.897934386391256,29.05172413793103,True,-1.4908,0.949,3,3,3,100.0,13.31320867002797,14.727153188691638,3.62575941676793,4.37424058323207,历史3/3次成功; 当前距低点4.37%; 最新日涨幅-1.49%; 状态bottom_area; 底部已确认
15,74.28586542364638,69.47371758302042,002821,凯莱英,bottom_area,2024-01-04,110.45,2024-01-04,109.88,0.5187477247906875,2.338915180196585,30.675078864353317,False,-0.7548,1.0384,1,1,1,100.0,16.80893761044718,16.80893761044718,7.481252275209313,0.5187477247906875,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
16,73.00208781877015,72.92487188043717,301509,金凯生科,bottom_area,2024-01-04,62.71,2023-12-28,60.33,3.944969335322398,5.221282943809048,28.35767723548272,False,1.2105,5.2996,1,1,1,100.0,15.05054819877544,15.05054819877544,4.055030664677602,3.944969335322398,历史1/1次成功; 当前距低点3.94%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
17,72.98354236765645,68.36340088682728,002409,雅克科技,bottom_area,2024-01-04,50.25,2024-01-04,49.95,0.6006006006005948,4.104104104104098,28.754813863928106,False,-3.1419,2.841,1,1,1,100.0,22.057904603207675,22.057904603207675,7.399399399399405,0.6006006006005948,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
18,72.96663584411537,72.32375799526855,600130,波导股份,bottom_area,2024-01-04,4.68,2023-12-26,4.52,3.539823008849561,7.300884955752214,27.564102564102573,True,-0.8475,1.2653,1,1,1,100.0,20.13201320132014,20.13201320132014,4.46017699115044,3.539823008849561,历史1/1次成功; 当前距低点3.54%; 最新日涨幅-0.85%; 状态bottom_area; 底部已确认
19,72.81038563407914,71.73783206351388,605358,立昂微,bottom_area,2024-01-04,26.54,2023-12-26,25.71,3.228315830416174,7.662388175807074,28.583333333333332,True,-2.4265,0.703,1,1,1,100.0,13.16339869281045,13.16339869281045,4.771684169583827,3.228315830416174,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
