rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.27940899550049,79.91203036127565,001218,丽臣实业,bottom_area,2024-08-05,13.95,2024-07-25,13.78,1.233671988388969,6.603773584905662,30.404040404040412,False,-1.7606,0.9703,2,2,2,100.0,25.18711018711019,29.999999999999993,6.766328011611031,1.233671988388969,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
2,80.58499531390999,79.18315051935762,002545,东方铁塔,bottom_area,2024-08-05,6.01,2024-07-25,5.83,3.0874785591766676,7.375643224699823,29.247572815533985,True,-2.4351,0.8331,3,3,3,100.0,18.132266850969987,28.468653648509758,4.912521440823332,3.0874785591766676,历史3/3次成功; 当前距低点3.09%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
3,80.20007543871232,79.07354817701243,000065,北方国际,confirmed_rebound,2024-08-05,9.49,2024-07-25,9.19,3.26441784548423,8.7051142546246,30.641509433962266,True,-2.4666,0.8845,3,3,3,100.0,29.926993896325044,41.48061104582843,4.73558215451577,3.26441784548423,历史3/3次成功; 当前距低点3.26%; 最新日涨幅-2.47%; 状态confirmed_rebound; 底部已确认
4,79.67758433980805,77.85832061068703,002687,乔治白,bottom_area,2024-08-05,4.04,2024-07-25,3.93,2.7989821882951618,5.852417302798981,32.82051282051282,False,-0.7371,0.8387,1,1,1,100.0,64.00000000000001,64.00000000000001,5.201017811704839,2.7989821882951618,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
5,79.42097732892101,74.9944161599505,600997,开滦股份,bottom_area,2024-08-05,5.95,2024-07-30,5.89,1.018675721561978,5.942275042444831,30.70588235294118,False,-1.6529,0.4453,1,1,1,100.0,12.77955271565495,12.77955271565495,6.981324278438023,1.018675721561978,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
6,79.36171139927522,74.0064354348809,001203,大中矿业,bottom_area,2024-08-05,8.17,2024-08-05,8.14,0.36855036855036066,3.1941031941031914,30.00859845227859,False,-1.6847,0.5158,2,2,2,100.0,22.670592877288865,29.46341463414634,7.63144963144964,0.36855036855036066,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
7,79.33404911811245,76.78400367895848,002563,森马服饰,bottom_area,2024-08-05,4.89,2024-07-30,4.78,2.301255230125511,7.531380753138063,29.080118694362017,True,-1.6097,0.7217,1,1,1,100.0,28.929384965831446,28.929384965831446,5.698744769874489,2.301255230125511,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-1.61%; 状态bottom_area; 底部已确认
8,78.94158664425622,76.08877586522227,002293,罗莱生活,bottom_area,2024-08-05,7.34,2024-07-30,7.19,2.0862308762169604,4.172461752433933,29.78515625,False,0.0,0.2072,1,1,1,100.0,9.27624872579001,9.27624872579001,5.91376912378304,2.0862308762169604,历史1/1次成功; 当前距低点2.09%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,78.48768456654174,77.86744174055637,601886,江河集团,confirmed_rebound,2024-08-05,4.62,2024-07-25,4.46,3.587443946188344,8.744394618834074,29.54186413902054,True,-1.7021,0.8115,3,3,3,100.0,27.40222547239673,33.5540838852097,4.412556053811656,3.587443946188344,历史3/3次成功; 当前距低点3.59%; 最新日涨幅-1.70%; 状态confirmed_rebound; 底部已确认
10,77.9105456595984,76.40459992200522,300349,金卡智能,confirmed_rebound,2024-08-05,10.35,2024-07-25,10.05,2.9850746268656607,9.55223880597014,32.59557344064386,True,-2.3585,1.3634,1,1,1,100.0,45.48693586698337,45.48693586698337,5.014925373134339,2.9850746268656607,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-2.36%; 状态confirmed_rebound; 底部已确认
11,77.60036177508503,73.81601633693442,002601,龙佰集团,bottom_area,2024-08-05,16.65,2024-07-25,16.42,1.4007308160779346,6.211936662606575,29.224137931034473,False,-0.5376,0.5868,1,1,1,100.0,11.127325793506023,11.127325793506023,6.599269183922066,1.4007308160779346,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
