rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.27940899550049,79.91203036127565,001218,丽臣实业,bottom_area,2024-08-05,13.95,2024-07-25,13.78,1.233671988388969,6.603773584905662,30.404040404040412,False,-1.7606,0.9703,2,2,2,100.0,25.18711018711019,29.999999999999993,6.766328011611031,1.233671988388969,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
12,77.23146259210588,73.3857105941378,002706,良信股份,bottom_area,2024-08-05,6.03,2024-07-30,5.95,1.3445378151260516,7.394957983193269,32.7683615819209,True,-3.0547,1.7589,3,4,3,75.0,13.31320867002797,14.727153188691638,6.655462184873949,1.3445378151260516,历史3/4次成功; 当前距低点1.34%; 最新日涨幅-3.05%; 状态bottom_area; 底部已确认
13,77.09239103970489,77.37041237969815,000811,冰轮环境,confirmed_rebound,2024-08-05,8.46,2024-07-24,8.12,4.187192118226622,11.083743842364537,31.64983164983166,True,-2.4221,1.1582,3,3,3,100.0,32.0817763938432,47.451868629671566,3.8128078817733786,4.187192118226622,历史3/3次成功; 当前距低点4.19%; 最新日涨幅-2.42%; 状态confirmed_rebound; 底部已确认
14,75.64200202948598,74.6287935909519,002552,宝鼎科技,confirmed_rebound,2024-08-05,10.96,2024-07-25,10.61,3.29877474081057,10.084825636192276,30.197368421052634,True,-4.6127,1.1171,1,1,1,100.0,52.23596574690771,52.23596574690771,4.70122525918943,3.29877474081057,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-4.61%; 状态confirmed_rebound; 底部已确认
15,75.43955904681722,72.63402074115525,000726,鲁泰A,bottom_area,2024-08-05,5.53,2024-07-30,5.42,2.029520295202958,4.612546125461255,28.211920529801326,False,-1.6014,0.7477,1,1,1,100.0,12.480252764612954,12.480252764612954,5.970479704797042,2.029520295202958,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
16,74.7856175796631,75.06921238199507,002346,柘中股份,confirmed_rebound,2024-08-05,7.2,2024-07-25,6.91,4.196816208393632,8.104196816208388,29.989868287740624,True,-2.0408,0.3606,3,3,3,100.0,19.827706113615825,34.89010989010989,3.803183791606368,4.196816208393632,历史3/3次成功; 当前距低点4.20%; 最新日涨幅-2.04%; 状态confirmed_rebound; 底部已确认
17,74.34542257867159,73.0697146602578,603317,天味食品,confirmed_rebound,2024-08-05,10.31,2024-07-30,10.0,3.100000000000005,8.200000000000003,31.74061433447099,True,-0.4826,0.5949,2,2,2,100.0,12.299541184181786,14.347826086956525,4.899999999999995,3.100000000000005,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-0.48%; 状态confirmed_rebound; 底部已确认
18,74.29816299948796,73.75931255377377,002768,国恩股份,bottom_area,2024-08-05,17.74,2024-07-25,17.12,3.6214953271027888,7.827102803738316,27.549724925941593,True,-1.4444,0.9239,2,2,2,100.0,12.184526341764123,13.681691264459511,4.378504672897211,3.6214953271027888,历史2/2次成功; 当前距低点3.62%; 最新日涨幅-1.44%; 状态bottom_area; 底部已确认
19,74.21735693893382,73.22396114664772,603367,辰欣药业,bottom_area,2024-08-05,13.15,2024-07-30,12.73,3.299293008641005,6.59858601728201,27.048710601719193,False,-1.0534,0.8943,1,1,1,100.0,31.216931216931226,31.216931216931226,4.700706991358995,3.299293008641005,历史1/1次成功; 当前距低点3.30%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
20,72.90307487083207,72.35698442236145,603156,养元饮品,bottom_area,2024-08-05,20.67,2024-07-30,19.95,3.6090225563909897,6.516290726817046,27.322404371584703,False,-0.0967,0.2549,2,2,2,100.0,13.685784144800545,15.851851851851857,4.39097744360901,3.6090225563909897,历史2/2次成功; 当前距低点3.61%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
21,72.07663755942613,67.61155248271528,002372,伟星新材,bottom_area,2024-08-05,13.41,2024-07-30,13.32,0.6756756756756745,5.780780780780778,29.3368700265252,False,-0.9601,0.5007,1,1,1,100.0,8.720930232558127,8.720930232558127,7.3243243243243255,0.6756756756756745,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
22,70.50195674892691,69.31254509889155,002539,云图控股,confirmed_rebound,2024-08-05,6.62,2024-07-24,6.42,3.1152647975077907,8.566978193146415,29.682365826944146,True,-1.9259,0.7964,1,1,1,100.0,8.953488372093018,8.953488372093018,4.88473520249221,3.1152647975077907,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-1.93%; 状态confirmed_rebound; 底部已确认
23,70.47045211022278,71.13378557075993,600210,紫江企业,confirmed_rebound,2024-08-05,4.89,2024-07-25,4.68,4.487179487179486,9.61538461538462,27.329192546583858,True,-2.5896,1.2153,2,2,2,100.0,18.895455922199744,19.867549668874158,3.5128205128205137,4.487179487179486,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-2.59%; 状态confirmed_rebound; 底部已确认
24,70.27087937782586,71.55276619109469,601163,三角轮胎,bottom_area,2024-08-05,14.87,2024-07-25,14.17,4.940014114326035,7.339449541284409,27.18396711202467,True,-1.2616,1.0149,2,2,2,100.0,16.48386221375298,20.655412115193645,3.0599858856739646,4.940014114326035,历史2/2次成功; 当前距低点4.94%; 最新日涨幅-1.26%; 状态bottom_area; 底部已确认
25,69.65386125466713,70.05832166842298,300435,中泰股份,confirmed_rebound,2024-08-05,10.67,2024-07-25,10.23,4.301075268817199,9.38416422287389,27.549575070821525,True,-1.659,0.7214,1,1,1,100.0,27.498781082398814,27.498781082398814,3.6989247311828017,4.301075268817199,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-1.66%; 状态confirmed_rebound; 底部已确认
26,66.963466557587,67.39335105601741,002171,楚江新材,confirmed_rebound,2024-08-05,6.02,2024-07-25,5.77,4.332755632582322,10.571923743500873,28.94088669950739,True,-2.7464,0.7769,1,1,1,100.0,13.559322033898319,13.559322033898319,3.6672443674176782,4.332755632582322,历史1/1次成功; 当前距低点4.33%; 最新日涨幅-2.75%; 状态confirmed_rebound; 底部已确认
27,66.9154943795805,67.49545532907477,603187,海容冷链,confirmed_rebound,2024-08-05,10.8,2024-07-25,10.34,4.448742746615095,9.187620889748542,32.90071382219338,True,-1.5497,1.0252,1,1,1,100.0,15.530047265361235,15.530047265361235,3.5512572533849047,4.448742746615095,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-1.55%; 状态confirmed_rebound; 底部已确认
28,56.77922261409084,57.13643926788687,600058,五矿发展,confirmed_rebound,2024-08-05,6.27,2024-07-25,6.01,4.326123128119797,8.153078202995012,31.85941043083901,True,-1.4151,0.4137,1,2,1,50.0,99.54954954954954,99.54954954954954,3.673876871880203,4.326123128119797,历史1/2次成功; 当前距低点4.33%; 最新日涨幅-1.42%; 状态confirmed_rebound; 底部已确认
29,54.55244027299512,54.747648460853036,002833,弘亚数控,confirmed_rebound,2024-08-05,15.93,2024-07-30,15.29,4.185742315238722,9.875735775016361,31.923419412288517,True,-1.9692,1.4294,1,2,1,50.0,35.43624161073825,35.43624161073825,3.8142576847612784,4.185742315238722,历史1/2次成功; 当前距低点4.19%; 最新日涨幅-1.97%; 状态confirmed_rebound; 底部已确认
