rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.27182589855211,81.72628669860656,605155,西大门,bottom_area,2024-05-24,10.41,2024-05-13,10.19,2.1589793915603597,8.635917566241421,32.87220026350462,True,-0.8571,1.2687,2,2,2,100.0,37.09010597507621,57.16054477919933,12.84102060843964,2.1589793915603597,历史2/2次成功; 当前距低点2.16%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
2,68.99583842707031,61.068412985522436,603222,济民健康,bottom_area,2024-05-24,6.39,2024-05-24,6.33,0.9478672985781929,2.211690363349126,32.154340836012864,False,-0.312,1.9293,4,8,4,50.0,35.21263670043394,68.46504559270518,14.052132701421808,0.9478672985781929,历史4/8次成功; 当前距低点0.95%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
3,66.33572954299107,58.52054907359627,603232,格尔软件,bottom_area,2024-05-24,11.76,2024-05-22,11.67,0.7712082262210784,5.3984575835475646,30.53571428571429,False,-4.2345,4.0715,3,6,3,50.0,29.563999082689925,48.01488833746897,14.228791773778921,0.7712082262210784,历史3/6次成功; 当前距低点0.77%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
4,64.78227032283328,59.22107049785018,605108,同庆楼,bottom_area,2024-05-24,25.68,2024-05-14,25.01,2.6789284286285406,5.117952818872442,27.821067821067814,False,0.7059,0.7432,1,2,1,50.0,17.52165223184544,17.52165223184544,12.321071571371458,2.6789284286285406,历史1/2次成功; 当前距低点2.68%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
5,61.286165594919375,55.80638227513228,603139,康惠股份,bottom_area,2024-05-24,14.11,2024-05-15,13.77,2.4691358024691348,9.658678286129268,28.318584070796465,True,-0.2827,1.6566,1,3,1,33.33333333333333,29.315476190476186,29.315476190476186,12.530864197530864,2.4691358024691348,历史1/3次成功; 当前距低点2.47%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
