code,name,latest_date,latest_close,historical_valid_event_count,previous_event_count,current_stage,current_is_bottom_confirmed,current_top_date,current_top_price,current_top_confirm_date,current_top_confirm_price,current_low_date,current_low_price,current_low_confirm_date,current_low_confirm_price,current_drawdown_pct,current_rebound_high_date,current_rebound_high,current_rebound_pct,latest_close_rebound_pct,current_low_to_high_pct,current_low_to_latest_pct,previous_events
688228,开普云,2026-06-05,86.5,3,3,bottom_area,False,2026-05-20,121.5,2026-05-21,106.5,2026-06-05,85.51,,,29.62139917695473,2026-06-05,88.8,3.84750321599812,1.157759326394568,3.84750321599812,1.157759326394568,2025-04-02 69.68 -> 2025-04-09 46.80 dd=32.84% -> 2025-04-14 61.99 rb=32.46%; 2025-08-29 158.40 -> 2025-09-04 106.99 dd=32.46% -> 2025-09-16 190.00 rb=77.59%; 2025-10-14 260.00 -> 2025-10-15 177.00 dd=31.92% -> 2025-10-16 220.00 rb=24.29%
300049,福瑞医科,2026-06-05,42.26,2,2,bottom_area,False,2026-05-19,60.55,2026-05-22,54.61,2026-06-05,42.0,,,30.63583815028901,2026-06-05,44.24,5.333333333333337,0.6190476190476143,5.333333333333337,0.6190476190476143,2025-08-20 77.77 -> 2025-08-27 56.24 dd=27.68% -> 2025-08-29 68.00 rb=20.91%; 2026-02-24 68.27 -> 2026-03-23 49.50 dd=27.49% -> 2026-04-01 60.50 rb=22.22%
300085,银之杰,2026-06-05,29.83,2,2,bottom_area,False,2026-06-01,42.93,2026-06-02,39.88,2026-06-05,29.6,,,31.05054740274866,2026-06-05,32.5,9.797297297297291,0.7770270270270164,9.797297297297291,0.7770270270270164,2025-03-27 40.20 -> 2025-04-07 27.86 dd=30.70% -> 2025-04-10 34.25 rb=22.94%; 2026-03-25 46.90 -> 2026-04-07 33.40 dd=28.78% -> 2026-04-08 40.20 rb=20.36%
300895,铜牛信息,2026-06-05,57.05,2,2,bottom_area,False,2026-05-14,81.99,2026-05-15,75.03,2026-06-05,56.56,,,31.0159775582388,2026-06-05,58.67,3.73055162659123,0.8663366336633572,3.73055162659123,0.8663366336633572,2025-02-26 60.26 -> 2025-03-04 42.95 dd=28.73% -> 2025-03-07 58.10 rb=35.27%; 2025-04-02 55.20 -> 2025-04-07 40.25 dd=27.08% -> 2025-04-10 49.30 rb=22.48%
688552,航天南湖,2026-06-05,29.52,2,2,bottom_area,False,2026-05-08,42.49,2026-05-13,39.02,2026-06-05,28.93,,,31.91339138620852,2026-06-05,29.96,3.560318008987214,2.039405461458693,3.560318008987214,2.039405461458693,2025-05-13 44.44 -> 2025-05-30 31.87 dd=28.29% -> 2025-06-09 38.57 rb=21.02%; 2025-08-29 45.91 -> 2025-09-04 32.66 dd=28.86% -> 2025-09-19 39.78 rb=21.80%
600708,光明地产,2026-06-05,3.08,2,2,bottom_area,False,2026-05-11,4.16,2026-05-13,3.83,2026-06-04,3.0,,,27.88461538461539,2026-06-04,3.18,6.000000000000005,2.666666666666669,6.000000000000005,2.666666666666669,2025-03-20 3.80 -> 2025-04-09 2.55 dd=32.89% -> 2025-04-25 3.47 rb=36.08%; 2025-10-30 4.23 -> 2025-12-17 3.06 dd=27.66% -> 2026-01-05 3.98 rb=30.07%
300986,志特新材,2026-06-05,18.97,2,2,bottom_area,False,2026-05-11,25.4,2026-05-12,23.18,2026-06-05,18.23,,,28.22834645669291,2026-06-05,19.42,6.527701590784428,4.059243006034001,6.527701590784428,4.059243006034001,2025-04-02 19.08 -> 2025-04-09 13.82 dd=27.57% -> 2025-04-21 19.50 rb=41.10%; 2026-01-12 33.38 -> 2026-01-19 23.90 dd=28.40% -> 2026-01-21 36.99 rb=54.77%
300631,久吾高科,2026-06-05,24.23,2,2,bottom_area,False,2026-05-07,32.58,2026-05-11,30.16,2026-06-05,23.18,,,28.85205647636587,2026-06-05,24.75,6.773080241587577,4.529767040552203,6.773080241587577,4.529767040552203,2025-03-18 23.76 -> 2025-04-07 17.34 dd=27.02% -> 2025-05-20 26.16 rb=50.87%; 2026-02-26 34.99 -> 2026-03-23 24.18 dd=30.89% -> 2026-05-07 32.58 rb=34.74%
000833,粤桂股份,2026-06-05,21.53,1,1,bottom_area,False,2026-05-15,29.98,2026-05-19,26.7,2026-06-05,21.48,,,28.35223482321548,2026-06-05,22.3,3.817504655493484,0.2327746741154595,3.817504655493484,0.2327746741154595,2025-03-27 13.83 -> 2025-04-08 9.75 dd=29.50% -> 2025-04-15 12.19 rb=25.03%
600808,马钢股份,2026-06-05,2.84,1,1,bottom_area,False,2026-04-23,4.2,2026-04-24,3.89,2026-06-04,2.83,,,32.61904761904762,2026-06-04,2.9,2.473498233215542,0.3533568904593564,2.473498233215542,0.3533568904593564,2025-03-04 3.59 -> 2025-04-09 2.60 dd=27.58% -> 2025-04-18 3.19 rb=22.69%
301177,迪阿股份,2026-06-05,23.88,1,1,bottom_area,False,2026-05-15,32.7,2026-05-19,29.92,2026-06-05,23.76,,,27.33944954128441,2026-06-05,24.38,2.609427609427599,0.5050505050504942,2.609427609427599,0.5050505050504942,2025-09-09 41.27 -> 2025-12-17 28.11 dd=31.89% -> 2026-01-26 34.13 rb=21.42%
603123,翠微股份,2026-06-05,9.55,1,1,bottom_area,False,2026-04-13,13.39,2026-04-17,12.3,2026-06-05,9.5,,,29.05153099327857,2026-06-05,9.75,2.631578947368421,0.5263157894736916,2.631578947368421,0.5263157894736916,2025-03-14 9.24 -> 2025-04-09 6.40 dd=30.74% -> 2025-04-18 9.34 rb=45.94%
600227,赤天化,2026-06-05,2.94,1,1,bottom_area,False,2026-05-11,4.05,2026-05-12,3.68,2026-06-05,2.92,,,27.90123456790123,2026-06-05,3.02,3.424657534246579,0.6849315068493157,3.424657534246579,0.6849315068493157,2026-03-18 5.40 -> 2026-03-24 3.68 dd=31.85% -> 2026-03-30 4.58 rb=24.46%
603799,华友钴业,2026-06-05,49.96,1,1,bottom_area,False,2026-05-07,70.85,2026-05-08,65.55,2026-06-05,49.62,,,29.96471418489767,2026-06-05,51.67,4.131398629584853,0.6852075775896885,4.131398629584853,0.6852075775896885,2025-03-14 40.13 -> 2025-04-09 27.37 dd=31.80% -> 2025-05-23 36.08 rb=31.82%
300251,光线传媒,2026-06-05,12.04,1,1,bottom_area,False,2026-04-21,17.22,2026-04-22,15.22,2026-06-05,11.95,,,30.60394889663182,2026-06-05,12.23,2.343096234309633,0.7531380753138064,2.343096234309633,0.7531380753138064,2025-03-12 24.44 -> 2025-04-07 17.45 dd=28.60% -> 2025-04-21 22.87 rb=31.06%
688656,浩欧博,2026-06-05,103.42,1,1,bottom_area,False,2026-05-08,147.77,2026-05-14,136.52,2026-06-05,102.52,,,30.62191243148136,2026-06-05,105.5,2.906749902458061,0.877877487319553,2.906749902458061,0.877877487319553,2025-06-12 144.44 -> 2025-06-23 100.01 dd=30.76% -> 2025-06-26 134.60 rb=34.59%
002470,金正大,2026-06-05,2.25,1,1,bottom_area,False,2026-05-11,3.17,2026-05-12,2.92,2026-06-02,2.23,,,29.65299684542587,2026-06-02,2.33,4.48430493273543,0.896860986547086,4.48430493273543,0.896860986547086,2026-03-19 3.82 -> 2026-03-24 2.68 dd=29.84% -> 2026-03-30 3.28 rb=22.39%
002312,川发龙蟒,2026-06-05,8.62,1,1,bottom_area,False,2026-04-24,11.76,2026-04-28,10.81,2026-06-05,8.54,,,27.38095238095239,2026-06-05,8.75,2.459016393442633,0.9367681498829048,2.459016393442633,0.9367681498829048,2025-03-27 13.28 -> 2025-04-09 9.60 dd=27.71% -> 2025-05-23 12.08 rb=25.83%
600216,浙江医药,2026-06-05,12.17,1,1,bottom_area,False,2026-03-30,16.87,2026-04-03,15.6,2026-06-04,12.05,,,28.57142857142857,2026-06-04,12.47,3.485477178423236,0.9958506224066325,3.485477178423236,0.9958506224066325,2025-02-28 16.23 -> 2025-04-09 11.60 dd=28.53% -> 2025-06-12 16.34 rb=40.86%
000710,贝瑞基因,2026-06-05,8.32,1,1,bottom_area,False,2026-05-11,12.09,2026-05-12,10.69,2026-06-04,8.23,,,31.92721257237386,2026-06-04,8.61,4.617253948967181,1.093560145808018,4.617253948967181,1.093560145808018,2025-04-01 14.55 -> 2025-04-09 10.18 dd=30.03% -> 2025-04-15 14.21 rb=39.59%
001206,依依股份,2026-06-05,16.02,1,1,bottom_area,False,2026-04-16,21.94,2026-04-17,20.06,2026-06-05,15.82,,,27.89425706472197,2026-06-05,16.26,2.781289506953232,1.264222503160552,2.781289506953232,1.264222503160552,2025-04-02 19.77 -> 2025-04-09 13.78 dd=30.30% -> 2025-04-25 19.57 rb=42.02%
002300,太阳电缆,2026-06-05,8.23,1,1,bottom_area,False,2026-05-13,11.73,2026-05-14,10.48,2026-06-05,8.12,,,30.77578857630009,2026-06-05,8.38,3.201970443349774,1.35467980295568,3.201970443349774,1.35467980295568,2025-11-13 8.88 -> 2025-11-24 6.48 dd=27.03% -> 2025-12-08 11.39 rb=75.77%
000912,泸天化,2026-06-05,3.69,1,1,bottom_area,False,2026-04-28,5.43,2026-04-30,4.86,2026-06-04,3.64,,,32.96500920810313,2026-06-04,3.79,4.120879120879118,1.373626373626369,4.120879120879118,1.373626373626369,2026-03-17 6.70 -> 2026-03-23 4.85 dd=27.61% -> 2026-03-30 5.85 rb=20.62%
000566,海南海药,2026-06-05,3.99,1,1,bottom_area,False,2026-04-16,5.57,2026-04-23,5.11,2026-06-04,3.93,,,29.44344703770198,2026-06-04,4.08,3.816793893129768,1.52671755725191,3.816793893129768,1.52671755725191,2025-03-10 5.28 -> 2025-04-09 3.76 dd=28.79% -> 2025-04-14 5.20 rb=38.30%
300981,中红医疗,2026-06-05,11.63,1,1,bottom_area,False,2026-05-25,15.8,2026-05-26,13.61,2026-06-05,11.45,,,27.53164556962026,2026-06-05,11.85,3.493449781659392,1.572052401746738,3.493449781659392,1.572052401746738,2026-03-19 18.27 -> 2026-03-30 12.71 dd=30.43% -> 2026-04-07 15.88 rb=24.94%
600550,保变电气,2026-06-05,12.83,1,1,bottom_area,False,2026-05-13,17.32,2026-05-14,15.7,2026-06-04,12.63,,,27.07852193995381,2026-06-04,13.49,6.809184481393503,1.58353127474267,6.809184481393503,1.58353127474267,2025-04-01 9.23 -> 2025-04-09 6.49 dd=29.69% -> 2025-04-14 8.78 rb=35.29%
002131,利欧股份,2026-06-05,5.6,1,1,bottom_area,False,2026-05-19,7.59,2026-05-20,6.9,2026-06-05,5.51,,,27.40447957839262,2026-06-05,5.82,5.626134301270427,1.633393829401086,5.626134301270427,1.633393829401086,2026-01-15 10.40 -> 2026-01-23 7.59 dd=27.02% -> 2026-02-03 10.32 rb=35.97%
