rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.99025151177791,80.59967549695175,603322,超讯通信,confirmed_rebound,2024-03-26,32.9,2024-03-26,32.3,1.8575851393188898,9.256965944272451,28.03030303030304,False,-6.9044,11.7678,5,5,5,100.0,23.6288688956925,39.45833333333333,6.14241486068111,1.8575851393188898,历史5/5次成功; 当前距低点1.86%; 最新日涨幅-6.90%; 状态confirmed_rebound; 底部未确认
2,79.40029752938936,76.30197491176031,603011,合锻智能,bottom_area,2024-03-26,7.92,2024-03-26,7.77,1.9305019305019353,5.662805662805679,30.251346499102343,False,-3.5323,8.4755,1,1,1,100.0,41.201716738197426,41.201716738197426,6.069498069498065,1.9305019305019353,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
3,77.52166894202226,72.66260962237003,688050,爱博医疗,bottom_area,2024-03-26,120.41,2024-03-26,119.65,0.6351859590472134,2.6243209360635187,29.910374319020562,False,0.2915,1.3443,1,1,1,100.0,12.90770757525636,12.90770757525636,7.364814040952787,0.6351859590472134,历史1/1次成功; 当前距低点0.64%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
4,77.36241652763297,75.89982142857144,002857,三晖电气,bottom_area,2024-03-26,12.33,2024-03-26,11.97,3.007518796992476,4.09356725146199,28.834720570749106,False,1.5651,3.602,1,1,1,100.0,19.55357142857144,19.55357142857144,4.992481203007524,3.007518796992476,历史1/1次成功; 当前距低点3.01%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
5,75.92122781412209,71.55598593257335,000917,电广传媒,bottom_area,2024-03-26,6.57,2024-03-26,6.51,0.9216589861751229,7.066052227342549,29.007633587786263,False,-4.3668,10.209,1,1,1,100.0,43.157894736842124,43.157894736842124,7.078341013824878,0.9216589861751229,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
6,75.44789881795482,69.85916557218039,603356,华菱精工,bottom_area,2024-03-26,13.55,2024-03-26,13.55,0.0,4.797047970479694,27.11135018827326,False,-10.0266,17.3598,3,4,3,75.0,39.16218049559353,53.658536585365866,8.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
7,71.6657974945795,70.4731745408119,300727,润禾材料,bottom_area,2024-03-26,27.04,2024-03-26,26.22,3.1273836765827623,5.034324942791764,27.126181211784324,False,-1.0249,7.3393,3,4,3,75.0,18.487146900110744,26.812499999999993,4.872616323417238,3.1273836765827623,历史3/4次成功; 当前距低点3.13%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
8,66.3480526749357,66.79927053490701,000710,贝瑞基因,confirmed_rebound,2024-03-26,9.83,2024-03-26,9.42,4.3524416135881125,8.81104033970276,28.419452887537993,False,-5.4808,16.4945,2,2,2,100.0,13.34858824670914,17.3469387755102,3.647558386411888,4.3524416135881125,历史2/2次成功; 当前距低点4.35%; 最新日涨幅-5.48%; 状态confirmed_rebound; 底部未确认
