rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.19472348958604,84.78429962511251,002246,北化股份,bottom_area,2025-01-21,9.37,2025-01-06,9.2,1.847826086956521,6.521739130434799,27.38752959747435,False,-1.5756,1.3973,4,4,4,100.0,25.577113458996685,31.992687385740403,13.152173913043477,1.847826086956521,历史4/4次成功; 当前距低点1.85%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
2,86.99926670973502,77.71486904141453,300434,金石亚药,bottom_area,2025-01-21,8.45,2025-01-13,8.33,1.4405762304921874,7.563025210084043,27.439024390243905,True,-2.1991,3.2239,3,4,3,75.0,27.550445413638354,39.62264150943396,13.559423769507811,1.4405762304921874,历史3/4次成功; 当前距低点1.44%; 最新日涨幅-2.20%; 状态bottom_area; 底部已确认
3,86.55984839714635,78.36880154351198,300682,朗新科技,bottom_area,2025-01-21,10.4,2025-01-13,10.18,2.1611001964636603,7.26915520628684,29.256428075052128,True,-0.858,1.2198,2,2,2,100.0,19.0651074809093,21.503593145384194,12.838899803536338,2.1611001964636603,历史2/2次成功; 当前距低点2.16%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
4,85.6849496168694,80.94018041984408,002819,东方中科,bottom_area,2025-01-21,24.94,2025-01-06,23.88,4.4388609715242975,10.343383584589626,28.072289156626518,True,-2.1577,2.0368,4,4,4,100.0,27.47733029526597,51.677148846960186,10.561139028475703,4.4388609715242975,历史4/4次成功; 当前距低点4.44%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
5,82.11860885467799,74.03560741249142,002418,康盛股份,bottom_area,2025-01-21,3.16,2025-01-21,3.1,1.9354838709677438,10.967741935483865,31.26385809312638,False,-8.1395,22.6279,1,1,1,100.0,29.078014184397176,29.078014184397176,13.064516129032256,1.9354838709677438,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-8.14%; 状态bottom_area; 底部未确认
6,77.72686581383729,71.96589716255406,600199,金种子酒,bottom_area,2025-01-21,11.68,2025-01-13,11.3,3.3628318584070707,8.407079646017692,27.93367346938775,True,-1.4346,1.127,3,4,3,75.0,20.20512795549562,23.70304114490161,11.63716814159293,3.3628318584070707,历史3/4次成功; 当前距低点3.36%; 最新日涨幅-1.43%; 状态bottom_area; 底部已确认
7,76.1776864858169,71.16946488294313,600117,西宁特钢,bottom_area,2025-01-21,2.16,2025-01-13,2.08,3.8461538461538494,8.653846153846139,27.526132404181187,True,-2.2624,0.299,1,1,1,100.0,17.681159420289838,17.681159420289838,11.15384615384615,3.8461538461538494,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
8,75.53163764360882,69.81151362240607,600325,华发股份,bottom_area,2025-01-21,5.37,2025-01-13,5.2,3.269230769230768,5.769230769230766,29.539295392953925,False,0.5618,2.1705,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,11.73076923076923,3.269230769230768,历史2/3次成功; 当前距低点3.27%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
9,71.50440043653792,68.21111914632804,301600,慧翰股份,bottom_area,2025-01-21,202.7,2025-01-20,193.11,4.966081507948824,8.684169644244204,32.25399052797754,True,-1.0737,15.5411,1,1,1,100.0,15.504220346512659,15.504220346512659,10.033918492051175,4.966081507948824,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
10,69.55938910424827,63.07799767024791,300347,泰格医药,bottom_area,2025-01-21,49.6,2025-01-13,48.51,2.24695938981654,6.472892187177903,29.797395079594786,False,-2.0537,1.6582,2,4,2,50.0,22.102500424890394,23.423271500843175,12.753040610183458,2.24695938981654,历史2/4次成功; 当前距低点2.25%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
11,65.92661038105817,60.28706542099766,600202,哈空调,bottom_area,2025-01-21,4.57,2025-01-21,4.45,2.696629213483148,5.168539325842686,28.685897435897434,False,-2.1413,7.5326,2,5,2,40.0,34.27623670827554,41.50485436893204,12.303370786516851,2.696629213483148,历史2/5次成功; 当前距低点2.70%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
