rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.31433248714131,86.23645014365692,002761,浙江建投,bottom_area,2024-06-27,7.88,2024-06-26,7.8,1.0256410256410264,3.205128205128217,32.173913043478265,False,-2.1118,1.1445,6,6,6,100.0,23.305976785583134,43.73730534867976,6.9743589743589745,1.0256410256410264,历史6/6次成功; 当前距低点1.03%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
2,89.29637594513733,84.93285321134356,601388,怡球资源,bottom_area,2024-06-27,2.18,2024-06-26,2.15,1.395348837209314,4.1860465116279215,27.609427609427616,False,-2.6786,0.6525,4,4,4,100.0,20.829293334305355,35.632183908045974,6.604651162790686,1.395348837209314,历史4/4次成功; 当前距低点1.40%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
3,88.51784581916249,84.27653746624185,603233,大参林,bottom_area,2024-06-27,14.72,2024-06-26,14.51,1.4472777394900127,4.75534114403859,28.697788697788706,False,-2.9024,0.7636,5,5,5,100.0,17.93726189397345,27.64192139737992,6.552722260509987,1.4472777394900127,历史5/5次成功; 当前距低点1.45%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
4,87.89119327357471,83.2000200884975,002459,晶澳科技,bottom_area,2024-06-27,11.45,2024-06-26,11.32,1.148409893992924,4.9469964664310995,30.46683046683047,False,-3.0483,1.2118,4,4,4,100.0,18.701046488179387,26.683937823834192,6.851590106007076,1.148409893992924,历史4/4次成功; 当前距低点1.15%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
5,87.46241545492165,84.05517874507662,000722,湖南发展,bottom_area,2024-06-27,8.96,2024-06-26,8.79,1.9340159271900081,4.436860068259393,29.454253611556997,False,-2.0765,1.3102,4,4,4,100.0,22.71362934983783,36.6412213740458,6.065984072809992,1.9340159271900081,历史4/4次成功; 当前距低点1.93%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
6,87.41581290896477,83.96638311608766,603180,金牌家居,bottom_area,2024-06-27,19.24,2024-06-24,18.88,1.906779661016946,4.661016949152557,28.403488813045136,False,-1.7866,0.5106,4,4,4,100.0,21.902369587130575,31.366822429906527,6.093220338983054,1.906779661016946,历史4/4次成功; 当前距低点1.91%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
7,86.92372908915786,83.66519010607898,002838,道恩股份,bottom_area,2024-06-27,9.12,2024-06-26,8.94,2.0134228187919434,5.369127516778528,28.934817170111295,False,-2.5641,0.6257,5,5,5,100.0,21.59029103722908,38.59649122807017,5.986577181208057,2.0134228187919434,历史5/5次成功; 当前距低点2.01%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
8,86.00470585519481,82.83003550483528,002317,众生药业,bottom_area,2024-06-27,11.48,2024-06-25,11.25,2.0444444444444483,6.222222222222216,27.745664739884397,False,-3.4483,1.5111,4,4,4,100.0,27.695531388003374,58.31999999999999,5.955555555555551,2.0444444444444483,历史4/4次成功; 当前距低点2.04%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
9,85.00786914814829,79.10363878904818,002481,双塔食品,bottom_area,2024-06-27,3.88,2024-06-27,3.87,0.25839793281653195,3.1007751937984525,27.25563909774436,False,-2.7569,1.1561,3,3,3,100.0,32.057989655214385,54.6583850931677,7.741602067183469,0.25839793281653195,历史3/3次成功; 当前距低点0.26%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
10,84.96166588422363,84.02679819568884,000889,中嘉博创,bottom_area,2024-06-27,1.51,2024-06-27,1.46,3.424657534246579,6.164383561643842,29.807692307692314,False,2.027,4.1228,6,6,6,100.0,18.3603084611345,34.408602150537625,4.575342465753422,3.424657534246579,历史6/6次成功; 当前距低点3.42%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
11,84.80261489290007,80.16337288749604,002219,新里程,bottom_area,2024-06-27,1.88,2024-06-24,1.86,1.0752688172042901,6.451612903225799,28.735632183908038,False,-4.5685,0.6829,2,2,2,100.0,34.81175156302061,45.685279187817265,6.92473118279571,1.0752688172042901,历史2/2次成功; 当前距低点1.08%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
