rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,75.52866666666668,69.93395061728395,688289,圣湘生物,bottom_area,2021-09-08,66.9,2021-09-08,66.9,0.0,1.1958146487294425,28.601921024546424,False,-1.1525,0.5197,1,1,1,100.0,25.182530200451346,25.182530200451346,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
2,75.4861977599159,72.78062890683677,300463,迈克生物,bottom_area,2021-09-08,28.17,2021-09-01,27.59,2.102210945994932,4.856832185574483,31.025000000000002,False,-0.4242,1.4606,1,1,1,100.0,14.159515396264513,14.159515396264513,5.8977890540050675,2.102210945994932,历史1/1次成功; 当前距低点2.10%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
3,74.25652512702335,73.78509506366649,605117,德业股份,confirmed_rebound,2021-09-08,178.3,2021-09-06,171.99,3.6688179545322415,14.250828536542818,28.334513938080754,True,-5.099,5.9188,1,1,1,100.0,59.18895599654874,59.18895599654874,4.3311820454677585,3.6688179545322415,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-5.10%; 状态confirmed_rebound; 底部已确认
4,69.37739577836399,69.72562820070578,002455,百川股份,confirmed_rebound,2021-09-08,17.62,2021-09-06,16.9,4.2603550295858135,9.408284023668639,30.538429921907113,True,-3.0803,12.3949,1,1,1,100.0,35.42600896860987,35.42600896860987,3.739644970414187,4.2603550295858135,历史1/1次成功; 当前距低点4.26%; 最新日涨幅-3.08%; 状态confirmed_rebound; 底部已确认
5,55.15164613507556,55.59723790455766,300722,新余国科,bottom_area,2021-09-08,43.72,2021-09-06,41.87,4.418438022450445,5.087174588010515,27.81034482758621,False,0.2752,1.2442,1,2,1,50.0,19.361702127659576,19.361702127659576,3.581561977549555,4.418438022450445,历史1/2次成功; 当前距低点4.42%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
