rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
28,79.21246315759959,78.95519342621083,002838,道恩股份,bottom_area,2024-07-15,8.9,2024-07-09,8.49,4.8292108362779755,9.422850412249693,32.511923688394276,True,-2.0902,0.4779,5,5,5,100.0,21.59029103722908,38.59649122807017,5.1707891637220245,4.8292108362779755,历史5/5次成功; 当前距低点4.83%; 最新日涨幅-2.09%; 状态bottom_area; 底部已确认
29,79.08877680170998,73.8760289636226,601933,永辉超市,bottom_area,2024-07-15,2.14,2024-07-09,2.11,1.4218009478673106,5.6872037914692,31.27035830618893,False,-1.8349,0.7525,1,1,1,100.0,11.70825335892515,11.70825335892515,8.57819905213269,1.4218009478673106,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
30,78.87538949473031,75.89566159184741,688303,大全能源,bottom_area,2024-07-15,18.67,2024-07-09,18.13,2.9784886927744223,8.2184225041368,30.74866310160428,True,-2.8616,0.7356,1,1,1,100.0,32.45492371705965,32.45492371705965,7.021511307225578,2.9784886927744223,历史1/1次成功; 当前距低点2.98%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
31,78.63644962812711,71.48768148011555,601515,衢州东峰,confirmed_rebound,2024-07-15,3.05,2024-07-15,3.05,0.0,10.163934426229511,27.38095238095239,False,-10.0295,1.4959,3,3,3,100.0,20.632696129653542,34.48275862068966,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态confirmed_rebound; 底部未确认
32,78.58378686157569,74.50411792663431,002367,康力电梯,bottom_area,2024-07-15,5.57,2024-07-09,5.45,2.201834862385323,5.321100917431193,29.036458333333325,False,-1.7637,0.4664,1,1,1,100.0,24.646781789638936,24.646781789638936,7.798165137614678,2.201834862385323,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
33,78.58187365966488,77.45289919679632,600155,华创云信,bottom_area,2024-07-15,5.9,2024-07-08,5.66,4.240282685512371,7.59717314487632,27.806122448979586,True,-1.1725,0.6961,2,2,2,100.0,39.627654407336166,46.19883040935671,5.759717314487629,4.240282685512371,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-1.17%; 状态bottom_area; 底部已确认
34,78.44391591002187,71.79741757241624,002698,博实股份,bottom_area,2024-07-15,11.31,2024-07-15,11.27,0.3549245785270712,2.573203194321215,29.030226700251895,False,-1.9081,0.7895,2,2,2,100.0,10.627126943322317,11.142857142857146,9.64507542147293,0.3549245785270712,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
35,78.40618424889709,74.70875731428626,603317,天味食品,bottom_area,2024-07-15,10.81,2024-07-09,10.55,2.4644549763033154,6.16113744075828,27.98634812286689,False,-0.4604,0.3762,2,2,2,100.0,12.299541184181786,14.347826086956525,7.535545023696685,2.4644549763033154,历史2/2次成功; 当前距低点2.46%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
36,78.35808018127027,74.63422515761656,603057,紫燕食品,bottom_area,2024-07-15,14.25,2024-07-09,13.91,2.4442846872753403,7.548526240115031,31.81372549019607,True,-2.7304,1.691,1,1,1,100.0,19.124700239808163,19.124700239808163,7.555715312724661,2.4442846872753403,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-2.73%; 状态bottom_area; 底部已确认
37,78.264833007042,74.03430149314785,688186,广大特材,bottom_area,2024-07-15,9.31,2024-07-09,9.12,2.0833333333333472,8.114035087719301,29.792147806004625,True,-2.6151,1.1907,1,1,1,100.0,11.474739210472489,11.474739210472489,7.916666666666654,2.0833333333333472,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
38,78.00119231802269,77.3200014906934,600161,天坛生物,bottom_area,2024-07-15,23.95,2024-07-05,22.91,4.539502400698382,8.07507638585771,29.42082563154652,True,2.3504,0.9231,1,1,1,100.0,36.77455357142857,36.77455357142857,5.460497599301619,4.539502400698382,历史1/1次成功; 当前距低点4.54%; 最新日涨幅2.35%; 状态bottom_area; 底部已确认
39,77.57252716803458,71.73561057932572,603325,博隆技术,bottom_area,2024-07-15,60.86,2024-07-09,60.32,0.8952254641909799,6.26657824933686,30.41070604522382,False,-2.8571,1.4591,1,1,1,100.0,33.584541062801925,33.584541062801925,9.104774535809021,0.8952254641909799,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
40,77.5495052273163,75.71132169576057,002687,乔治白,bottom_area,2024-07-15,4.16,2024-07-09,4.01,3.740648379052378,6.733167082294276,31.45299145299145,False,-0.9524,0.6042,1,1,1,100.0,64.00000000000001,64.00000000000001,6.259351620947623,3.740648379052378,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
41,77.45167263909396,76.53242838751211,600955,维远股份,bottom_area,2024-07-15,14.32,2024-07-09,13.72,4.373177842565594,7.069970845481041,28.911917098445596,True,-2.1189,0.1861,3,3,3,100.0,19.641257357858347,25.969084423305596,5.626822157434407,4.373177842565594,历史3/3次成功; 当前距低点4.37%; 最新日涨幅-2.12%; 状态bottom_area; 底部已确认
42,77.16470573298616,75.33373141637803,603218,日月股份,bottom_area,2024-07-15,9.71,2024-07-05,9.36,3.7393162393162545,6.623931623931635,27.216174183514774,False,-2.0182,0.4613,1,1,1,100.0,47.95361527967258,47.95361527967258,6.260683760683746,3.7393162393162545,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
43,77.10850604123226,71.05939859693248,603229,奥翔药业,bottom_area,2024-07-15,7.06,2024-07-15,7.01,0.713266761768899,4.2796005706134075,32.33590733590733,False,-2.6207,0.8678,3,4,3,75.0,31.88519792347079,43.052109181141425,9.2867332382311,0.713266761768899,历史3/4次成功; 当前距低点0.71%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
44,77.06477497368475,73.81683426598156,000928,中钢国际,bottom_area,2024-07-15,5.25,2024-07-09,5.11,2.739726027397254,5.479452054794508,28.33099579242636,False,-0.7561,0.8219,4,5,4,80.0,20.878546281974685,33.7972166998012,7.260273972602746,2.739726027397254,历史4/5次成功; 当前距低点2.74%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
45,77.01503906717183,74.64603322238939,603308,应流股份,bottom_area,2024-07-15,11.69,2024-07-09,11.31,3.359858532272316,7.6923076923076845,31.867469879518072,True,-2.2575,0.673,2,2,2,100.0,13.744681053603557,14.186046511627906,6.640141467727684,3.359858532272316,历史2/2次成功; 当前距低点3.36%; 最新日涨幅-2.26%; 状态bottom_area; 底部已确认
46,76.12473762930207,73.23163596168015,000629,钒钛股份,bottom_area,2024-07-15,2.43,2024-07-10,2.36,2.9661016949152663,6.779661016949159,28.484848484848484,False,-1.2195,0.3854,1,1,1,100.0,27.173913043478265,27.173913043478265,7.033898305084735,2.9661016949152663,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
47,76.12145864799638,73.88349389515557,002172,澳洋健康,bottom_area,2024-07-15,2.41,2024-07-09,2.33,3.433476394849788,8.154506437768237,30.03003003003003,True,-2.0325,0.6933,4,5,4,80.0,20.54741976028543,29.824561403508774,6.566523605150213,3.433476394849788,历史4/5次成功; 当前距低点3.43%; 最新日涨幅-2.03%; 状态bottom_area; 底部已确认
48,75.91981894727286,69.93315720343011,600389,江山股份,bottom_area,2024-07-15,13.13,2024-07-09,13.04,0.6901840490797672,5.061349693251535,28.74316939890711,False,-1.9417,0.8442,1,1,1,100.0,21.380520620064356,21.380520620064356,9.309815950920234,0.6901840490797672,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
49,75.6869470366239,73.4255517175658,603282,亚光股份,bottom_area,2024-07-15,15.78,2024-07-09,15.26,3.407601572739185,7.7326343381389355,27.848699763593377,True,-3.2495,0.8471,1,1,1,100.0,34.64991023339317,34.64991023339317,6.5923984272608145,3.407601572739185,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-3.25%; 状态bottom_area; 底部已确认
