rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.49818021573836,84.4560296241403,601886,江河集团,bottom_area,2024-07-09,4.71,2024-07-09,4.59,2.614379084967323,3.2679738562091583,27.488151658767773,False,1.073,0.8737,3,3,3,100.0,27.40222547239673,33.5540838852097,12.385620915032677,2.614379084967323,历史3/3次成功; 当前距低点2.61%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
12,85.97727761561065,78.46382635354526,000789,万年青,bottom_area,2024-07-09,4.36,2024-07-09,4.25,2.5882352941176547,3.9999999999999982,29.752066115702476,False,-0.6834,0.639,2,2,2,100.0,34.00539152759949,47.599999999999994,12.411764705882344,2.5882352941176547,历史2/2次成功; 当前距低点2.59%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
13,85.76938560662256,78.17533765489753,601699,潞安环能,bottom_area,2024-07-09,17.49,2024-07-09,17.06,2.520515826494723,2.754982415005876,28.738512949039276,False,0.6329,0.5121,1,1,1,100.0,25.817815802717657,25.817815802717657,12.479484173505275,2.520515826494723,历史1/1次成功; 当前距低点2.52%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
14,85.71034183211387,79.75732115996782,603218,日月股份,bottom_area,2024-07-09,9.7,2024-07-05,9.36,3.6324786324786316,5.982905982905988,27.216174183514774,False,0.5181,0.8019,1,1,1,100.0,47.95361527967258,47.95361527967258,11.367521367521368,3.6324786324786316,历史1/1次成功; 当前距低点3.63%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
15,85.43887988611428,79.17203871292105,603063,禾望电气,bottom_area,2024-07-09,13.96,2024-07-09,13.5,3.4074074074074137,4.074074074074079,28.4957627118644,False,1.5273,1.6553,2,2,2,100.0,25.38133119252664,28.846153846153843,11.592592592592585,3.4074074074074137,历史2/2次成功; 当前距低点3.41%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
16,85.2117199410449,80.14220577190021,600973,宝胜股份,bottom_area,2024-07-09,3.47,2024-07-09,3.33,4.204204204204208,4.504504504504501,28.077753779697623,False,2.6627,0.736,2,2,2,100.0,40.36446966390223,46.551724137931025,10.795795795795792,4.204204204204208,历史2/2次成功; 当前距低点4.20%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
17,84.81236282718005,75.12688674226979,002299,圣农发展,bottom_area,2024-07-09,12.24,2024-07-09,12.12,0.9900990099009984,4.537953795379544,30.344827586206897,False,-2.7027,1.1885,3,3,3,100.0,19.64684131636587,26.73830594184577,14.009900990099,0.9900990099009984,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
18,84.4654993783417,75.1749801455378,002557,洽洽食品,bottom_area,2024-07-09,26.86,2024-07-09,26.53,1.2438748586505777,2.5631360723708996,31.001300390117038,False,-0.9587,0.7996,1,1,1,100.0,16.510832383124292,16.510832383124292,13.75612514134942,1.2438748586505777,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
19,84.38121515936857,79.06724902456479,002254,泰和新材,bottom_area,2024-07-09,8.31,2024-07-09,7.99,4.005006257822282,4.755944931163943,31.416309012875537,False,1.8382,1.109,2,2,2,100.0,32.14335103440648,38.58695652173914,10.994993742177718,4.005006257822282,历史2/2次成功; 当前距低点4.01%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
20,84.29972113473777,76.93636683419257,600295,鄂尔多斯,bottom_area,2024-07-09,9.9,2024-07-09,9.65,2.5906735751295336,3.00518134715025,28.35931700074239,False,1.4344,0.3176,1,1,1,100.0,20.016680567139286,20.016680567139286,12.409326424870466,2.5906735751295336,历史1/1次成功; 当前距低点2.59%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
21,83.9531337261361,77.79555171756579,603282,亚光股份,bottom_area,2024-07-09,15.78,2024-07-09,15.26,3.407601572739185,3.8007863695937094,27.848699763593377,False,1.7408,0.5952,1,1,1,100.0,34.64991023339317,34.64991023339317,11.592398427260814,3.407601572739185,历史1/1次成功; 当前距低点3.41%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
22,83.57986410112727,77.29165478640651,002838,道恩股份,bottom_area,2024-07-09,8.77,2024-07-09,8.49,3.2979976442873893,3.5335689045936274,32.511923688394276,False,1.0369,0.6082,4,5,4,80.0,23.930588254740684,38.59649122807017,11.70200235571261,3.2979976442873893,历史4/5次成功; 当前距低点3.30%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
23,83.47415111967989,76.27105020062417,600976,健民集团,bottom_area,2024-07-09,46.05,2024-07-09,44.86,2.652697280427993,4.079358002674985,32.8443113772455,False,0.7659,1.5517,1,1,1,100.0,17.200000000000006,17.200000000000006,12.347302719572006,2.652697280427993,历史1/1次成功; 当前距低点2.65%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
24,83.430076496118,74.73552190548043,002572,索菲亚,bottom_area,2024-07-09,14.69,2024-07-09,14.46,1.5905947441217057,3.6652835408022084,32.869080779944284,False,-1.5416,1.9139,1,1,1,100.0,18.398268398268392,18.398268398268392,13.409405255878292,1.5905947441217057,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
25,83.39967938923961,75.41993969918114,002399,海普瑞,bottom_area,2024-07-09,8.27,2024-07-09,8.1,2.098765432098765,3.580246913580259,27.549194991055458,False,-0.7203,0.2477,1,1,1,100.0,28.307123034227555,28.307123034227555,12.901234567901234,2.098765432098765,历史1/1次成功; 当前距低点2.10%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
26,83.27786363573126,77.93220938166127,001218,丽臣实业,bottom_area,2024-07-09,14.79,2024-07-09,14.23,3.9353478566408904,4.146170063246661,28.131313131313128,False,1.51,1.0333,2,2,2,100.0,25.18711018711019,29.999999999999993,11.064652143359108,3.9353478566408904,历史2/2次成功; 当前距低点3.94%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
27,83.08997097929209,76.20990968801313,601388,怡球资源,bottom_area,2024-07-09,2.16,2024-07-09,2.1,2.8571428571428594,3.3333333333333255,29.292929292929294,False,0.9346,0.9538,3,4,3,75.0,23.544061302681985,35.632183908045974,12.14285714285714,2.8571428571428594,历史3/4次成功; 当前距低点2.86%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
28,82.73197710036997,78.10938301097072,688151,华强科技,bottom_area,2024-07-09,11.6,2024-07-09,11.11,4.410441044104413,4.590459045904589,27.051871306631654,False,2.4735,1.0866,2,2,2,100.0,31.9633795243483,32.022471910112344,10.589558955895587,4.410441044104413,历史2/2次成功; 当前距低点4.41%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
29,82.54394205034941,73.50594671523696,000620,盈新发展,bottom_area,2024-07-09,1.59,2024-07-09,1.57,1.2738853503184724,4.458598726114639,28.310502283105016,False,-1.8519,1.0386,4,6,4,66.66666666666666,30.12762713600226,58.4192439862543,13.726114649681525,1.2738853503184724,历史4/6次成功; 当前距低点1.27%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
30,82.47043378202345,77.63787234042553,600094,大名城,bottom_area,2024-07-09,3.43,2024-07-09,3.29,4.255319148936175,6.079027355623105,30.000000000000004,False,-0.8671,1.6196,2,2,2,100.0,51.71595225176342,87.28070175438596,10.744680851063826,4.255319148936175,历史2/2次成功; 当前距低点4.26%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
31,82.38581323392134,75.79293831361942,603057,紫燕食品,bottom_area,2024-07-09,14.33,2024-07-09,13.91,3.0194104960460098,3.882099209202007,31.81372549019607,False,0.9866,1.4928,1,1,1,100.0,19.124700239808163,19.124700239808163,11.98058950395399,3.0194104960460098,历史1/1次成功; 当前距低点3.02%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
32,82.30223934974353,75.17677768807904,603325,博隆技术,bottom_area,2024-07-09,61.91,2024-07-09,60.32,2.6359416445623283,3.53116710875332,30.41070604522382,False,-0.0161,1.4448,1,1,1,100.0,33.584541062801925,33.584541062801925,12.36405835543767,2.6359416445623283,历史1/1次成功; 当前距低点2.64%; 最新日涨幅-0.02%; 状态bottom_area; 底部未确认
33,82.22422555841513,75.84403128332741,002191,劲嘉股份,bottom_area,2024-07-09,3.59,2024-07-09,3.48,3.160919540229881,4.02298850574713,27.348643006263053,False,0.5602,0.9098,1,1,1,100.0,21.134020618556693,21.134020618556693,11.839080459770118,3.160919540229881,历史1/1次成功; 当前距低点3.16%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
34,82.21372492154788,75.43981555715644,603187,海容冷链,bottom_area,2024-07-09,11.07,2024-07-09,10.76,2.8810408921933135,3.5315985130111596,30.175210902011685,False,1.5596,0.9749,1,1,1,100.0,15.530047265361235,15.530047265361235,12.118959107806687,2.8810408921933135,历史1/1次成功; 当前距低点2.88%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
35,81.72788162538043,75.57837192735649,600389,江山股份,bottom_area,2024-07-09,13.47,2024-07-09,13.04,3.29754601226995,4.21779141104295,28.74316939890711,False,0.1487,0.9744,1,1,1,100.0,21.380520620064356,21.380520620064356,11.702453987730049,3.29754601226995,历史1/1次成功; 当前距低点3.30%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
36,81.63211531362501,75.75567755966186,002367,康力电梯,bottom_area,2024-07-09,5.64,2024-07-09,5.45,3.4862385321100824,3.6697247706422047,29.036458333333325,False,0.8945,0.9271,1,1,1,100.0,24.646781789638936,24.646781789638936,11.513761467889918,3.4862385321100824,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
37,81.59201817039379,74.13357903627158,002603,以岭药业,bottom_area,2024-07-09,14.8,2024-07-09,14.46,2.3513139695712297,3.388658367911469,27.988047808764932,False,-0.6711,0.814,3,4,3,75.0,28.653628424161244,39.661898569570866,12.648686030428768,2.3513139695712297,历史3/4次成功; 当前距低点2.35%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
38,81.51302243214823,76.7625529658208,002101,广东鸿图,bottom_area,2024-07-09,9.76,2024-07-09,9.36,4.273504273504278,5.021367521367528,28.495034377387324,False,1.2448,0.9307,1,1,1,100.0,39.710444674250255,39.710444674250255,10.726495726495722,4.273504273504278,历史1/1次成功; 当前距低点4.27%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
39,81.27271181460311,75.45535243030447,688167,炬光科技,bottom_area,2024-07-09,49.84,2024-07-08,48.15,3.5098650051921183,6.749740394600208,29.15992349565985,False,2.6148,3.338,3,4,3,75.0,27.488412054529558,39.13715105373497,11.490134994807882,3.5098650051921183,历史3/4次成功; 当前距低点3.51%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
40,80.98878657688563,76.13179361179361,603012,创力集团,bottom_area,2024-07-09,4.24,2024-07-09,4.07,4.176904176904174,4.422604422604415,27.19141323792486,False,2.1687,1.2698,1,1,1,100.0,35.13513513513512,35.13513513513512,10.823095823095825,4.176904176904174,历史1/1次成功; 当前距低点4.18%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
41,80.9170333208445,76.20712065263142,600161,天坛生物,bottom_area,2024-07-09,23.89,2024-07-05,22.91,4.277608031427326,5.325185508511562,29.42082563154652,False,0.6743,0.3865,1,1,1,100.0,36.77455357142857,36.77455357142857,10.722391968572673,4.277608031427326,历史1/1次成功; 当前距低点4.28%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
42,80.8751941719262,75.51733682056265,001308,康冠科技,bottom_area,2024-07-09,22.03,2024-07-09,21.22,3.8171536286522256,4.1470311027332825,29.101236217841635,False,3.0402,2.5829,1,1,1,100.0,27.421758569299566,27.421758569299566,11.182846371347773,3.8171536286522256,历史1/1次成功; 当前距低点3.82%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
43,80.78579867848882,73.05298292902064,000930,中粮科技,bottom_area,2024-07-09,4.87,2024-07-09,4.77,2.096436058700221,4.402515723270459,28.162650602409638,False,-1.8145,1.0202,1,1,1,100.0,15.552995391705066,15.552995391705066,12.903563941299778,2.096436058700221,历史1/1次成功; 当前距低点2.10%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
44,80.72398797309151,74.77233603667135,002677,浙江美大,bottom_area,2024-07-09,7.94,2024-07-09,7.68,3.3854166666666754,3.645833333333337,27.20379146919432,False,1.0178,0.4399,1,1,1,100.0,18.124118476727787,18.124118476727787,11.614583333333323,3.3854166666666754,历史1/1次成功; 当前距低点3.39%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
45,79.87852540289344,75.00981448884197,002386,天原股份,bottom_area,2024-07-09,3.79,2024-07-09,3.64,4.120879120879118,4.395604395604387,27.920792079207917,False,1.6086,0.4899,3,4,3,75.0,32.58289722820615,48.85290148448042,10.879120879120881,4.120879120879118,历史3/4次成功; 当前距低点4.12%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
46,79.67117230803579,73.20697982868197,000516,国际医学,bottom_area,2024-07-09,4.53,2024-07-09,4.4,2.954545454545452,4.318181818181807,30.926216640502354,False,-1.0917,0.9222,1,1,1,100.0,26.89969604863221,26.89969604863221,12.045454545454549,2.954545454545452,历史1/1次成功; 当前距低点2.95%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
47,79.19985081191776,72.70805976176055,600256,广汇能源,bottom_area,2024-07-09,6.02,2024-07-09,5.85,2.905982905982905,3.7606837606837717,29.51807228915664,False,-0.4959,1.6168,1,1,1,100.0,23.62204724409449,23.62204724409449,12.094017094017094,2.905982905982905,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
48,79.01233937618068,72.33583468153707,002497,雅化集团,bottom_area,2024-07-09,8.57,2024-07-09,8.34,2.7577937649880147,3.477218225419675,27.351916376306622,False,0.5869,0.8956,2,3,2,66.66666666666666,36.22009569377991,38.755980861244026,12.242206235011984,2.7577937649880147,历史2/3次成功; 当前距低点2.76%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
49,78.76710209757412,73.60266419981501,300568,星源材质,bottom_area,2024-07-09,7.81,2024-07-09,7.52,3.856382978723405,4.787234042553196,27.6923076923077,False,2.7632,1.7686,1,1,1,100.0,17.608695652173925,17.608695652173925,11.143617021276594,3.856382978723405,历史1/1次成功; 当前距低点3.86%; 最新日涨幅2.76%; 状态bottom_area; 底部未确认
50,78.07698195813865,72.68187371128758,000862,银星能源,bottom_area,2024-07-09,4.54,2024-07-09,4.38,3.6529680365296837,4.566210045662104,31.562500000000004,False,-0.4386,1.0985,1,1,1,100.0,32.63785394932937,32.63785394932937,11.347031963470316,3.6529680365296837,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
51,77.76710013396288,71.37913616566595,605300,佳禾食品,bottom_area,2024-07-09,10.66,2024-07-09,10.36,2.895752895752903,3.281853281853281,29.762711864406782,False,0.566,0.1979,2,3,2,66.66666666666666,32.767667211375816,36.09523809523809,12.104247104247097,2.895752895752903,历史2/3次成功; 当前距低点2.90%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
52,77.00331644058954,70.2253475705921,600955,维远股份,bottom_area,2024-07-09,14.07,2024-07-09,13.72,2.5510204081632626,2.6239067055393543,28.911917098445596,False,1.0776,0.1734,2,3,2,66.66666666666666,22.33874964805201,25.969084423305596,12.448979591836737,2.5510204081632626,历史2/3次成功; 当前距低点2.55%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
53,76.93220762694258,69.79736579057291,002044,美年健康,bottom_area,2024-07-09,3.6,2024-07-09,3.52,2.2727272727272747,2.8409090909090935,28.016359918200408,False,0.5587,0.9202,2,3,2,66.66666666666666,16.62643712755071,18.108108108108105,12.727272727272727,2.2727272727272747,历史2/3次成功; 当前距低点2.27%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
54,76.12996994593432,71.09830591743885,603215,比依股份,bottom_area,2024-07-09,11.94,2024-07-09,11.5,3.826086956521735,4.869565217391308,32.70918665886483,False,-0.7481,2.5028,3,4,3,75.0,30.412818162948412,36.01562499999999,11.173913043478265,3.826086956521735,历史3/4次成功; 当前距低点3.83%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
55,76.10597659328468,70.37837481326866,605337,李子园,bottom_area,2024-07-09,9.4,2024-07-09,9.1,3.2967032967033045,3.51648351648352,31.00833965125095,False,0.4274,0.6176,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,11.703296703296695,3.2967032967033045,历史2/3次成功; 当前距低点3.30%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
56,75.89997928917758,69.06624766050014,000301,东方盛虹,bottom_area,2024-07-09,7.58,2024-07-09,7.4,2.4324324324324285,3.378378378378378,28.914505283381363,False,-0.3942,0.1934,4,6,4,66.66666666666666,20.45982225687861,28.337639965546952,12.567567567567572,2.4324324324324285,历史4/6次成功; 当前距低点2.43%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
57,74.43863946909713,68.91344136255904,002346,柘中股份,bottom_area,2024-07-09,7.39,2024-07-09,7.15,3.356643356643347,3.6363636363636336,27.558257345491377,False,2.0718,0.2728,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,11.643356643356654,3.356643356643347,历史2/3次成功; 当前距低点3.36%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
58,74.30332545769156,67.36965974655025,002317,众生药业,bottom_area,2024-07-09,10.96,2024-07-09,10.72,2.2388059701492558,3.1716417910447747,31.14964675658317,False,-0.6346,1.9597,2,4,2,50.0,45.076007303712714,58.31999999999999,12.761194029850746,2.2388059701492558,历史2/4次成功; 当前距低点2.24%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
59,74.08239966014966,68.8080907824739,000723,美锦能源,bottom_area,2024-07-09,4.69,2024-07-09,4.53,3.532008830022078,3.9735099337748276,29.21875,False,2.1786,0.5662,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,11.467991169977921,3.532008830022078,历史2/3次成功; 当前距低点3.53%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
60,73.8993997221773,67.21988240141623,603208,江山欧派,bottom_area,2024-07-09,17.41,2024-07-09,17.0,2.4117647058823537,4.941176470588235,29.460580912863076,False,-2.081,0.9942,2,3,2,66.66666666666666,26.946447656781352,33.175355450236964,12.588235294117645,2.4117647058823537,历史2/3次成功; 当前距低点2.41%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
61,73.84504749475293,68.57549394316563,000928,中钢国际,bottom_area,2024-07-09,5.29,2024-07-09,5.11,3.5225048923679,4.696673189823861,28.33099579242636,False,1.1472,1.5113,3,5,3,60.0,23.154866117013082,33.7972166998012,11.4774951076321,3.5225048923679,历史3/5次成功; 当前距低点3.52%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
62,73.44502084264606,68.45414122355797,002326,永太科技,bottom_area,2024-07-09,7.53,2024-07-09,7.26,3.719008264462816,4.545454545454546,31.184834123222753,False,0.133,1.1298,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,11.280991735537182,3.719008264462816,历史2/3次成功; 当前距低点3.72%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
63,72.9670081479605,66.57421243505462,002172,澳洋健康,bottom_area,2024-07-09,2.39,2024-07-09,2.33,2.5751072961373414,5.150214592274683,30.03003003003003,False,-1.6461,1.5863,3,5,3,60.0,23.255145538966428,29.824561403508774,12.424892703862659,2.5751072961373414,历史3/5次成功; 当前距低点2.58%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
64,72.1588658875176,67.74835404469337,002125,湘潭电化,bottom_area,2024-07-09,9.37,2024-07-09,9.0,4.111111111111102,4.444444444444448,28.684627575277332,False,2.0697,1.5198,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,10.888888888888898,4.111111111111102,历史2/3次成功; 当前距低点4.11%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
65,70.39308392781311,66.5287292984865,603113,金能科技,bottom_area,2024-07-09,5.38,2024-07-09,5.15,4.466019417475719,4.660194174757268,28.867403314917123,False,1.5094,0.7448,3,5,3,60.0,23.71641704479105,31.03448275862069,10.53398058252428,4.466019417475719,历史3/5次成功; 当前距低点4.47%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
66,69.65124425283092,62.77495449562559,688293,奥浦迈,bottom_area,2024-07-09,27.1,2024-07-09,26.59,1.9180142910868807,4.813839789394513,32.97201915805395,False,-1.8827,0.7143,1,2,1,50.0,49.77433913604127,49.77433913604127,13.081985708913118,1.9180142910868807,历史1/2次成功; 当前距低点1.92%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
67,69.45192124490656,64.09727272727272,600058,五矿发展,bottom_area,2024-07-09,6.47,2024-07-09,6.27,3.189792663476877,3.827751196172252,28.91156462585035,False,0.3101,0.4049,1,2,1,50.0,99.54954954954954,99.54954954954954,11.810207336523122,3.189792663476877,历史1/2次成功; 当前距低点3.19%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
68,66.81452592150606,61.81985323026274,600966,博汇纸业,bottom_area,2024-07-09,4.66,2024-07-09,4.51,3.3259423503326024,3.991130820399127,27.02265372168285,False,1.9694,0.642,2,5,2,40.0,27.75807413452183,40.28436018957346,11.674057649667397,3.3259423503326024,历史2/5次成功; 当前距低点3.33%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
69,66.66954368700809,62.54434250030878,603197,保隆科技,bottom_area,2024-07-09,31.21,2024-07-09,29.99,4.06802267422475,5.635211737245753,29.97898669157133,False,3.276,2.0233,2,4,2,50.0,19.08297955667312,20.16154085119603,10.93197732577525,4.06802267422475,历史2/4次成功; 当前距低点4.07%; 最新日涨幅3.28%; 状态bottom_area; 底部未确认
70,66.2307848825538,61.50458211686291,000404,长虹华意,bottom_area,2024-07-09,5.29,2024-07-09,5.11,3.5225048923679,4.109589041095889,31.409395973154357,False,2.5194,1.7375,1,2,1,50.0,40.139211136890964,40.139211136890964,11.4774951076321,3.5225048923679,历史1/2次成功; 当前距低点3.52%; 最新日涨幅2.52%; 状态bottom_area; 底部未确认
71,65.81241378183833,61.31448443579765,002803,吉宏股份,bottom_area,2024-07-09,10.66,2024-07-09,10.28,3.696498054474716,4.474708171206234,30.305084745762716,False,0.7561,2.1029,1,2,1,50.0,41.25000000000001,41.25000000000001,11.303501945525284,3.696498054474716,历史1/2次成功; 当前距低点3.70%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
72,65.1744789291611,60.35814529444139,600293,三峡新材,bottom_area,2024-07-09,2.45,2024-07-09,2.37,3.3755274261603407,4.2194092827004255,27.300613496932506,False,0.4098,0.662,1,2,1,50.0,32.17391304347827,32.17391304347827,11.62447257383966,3.3755274261603407,历史1/2次成功; 当前距低点3.38%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
73,64.99719628512163,61.31067044183447,002389,航天彩虹,bottom_area,2024-07-09,12.44,2024-07-09,11.92,4.362416107382547,4.8657718120805376,28.106151990349815,False,0.8104,1.886,1,2,1,50.0,49.39236111111112,49.39236111111112,10.637583892617453,4.362416107382547,历史1/2次成功; 当前距低点4.36%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
