rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.49049039062709,77.77108686350023,600935,华塑股份,bottom_area,2023-06-12,3.73,2022-11-08,5.11,2023-05-31,3.69,1.084010840108402,3.2520325203252063,27.788649706457928,27.005870841487283,False,-0.5333333333333301,0.11788498003240647,1,1,1,100.0,28.50877192982458,28.50877192982458,2022-04-27,18.9159891598916,1.084010840108402,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
2,89.95754177485169,76.94240807125612,301047,义翘神州,bottom_area,2023-06-12,88.44,2023-04-14,123.99,2023-06-09,87.2,1.4220183486238471,4.220183486238524,29.671747721590446,28.671667069924993,False,-0.763016157989238,0.973067572676084,1,1,1,100.0,28.196827452249927,28.196827452249927,2021-11-02,18.577981651376156,1.4220183486238471,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
3,88.55306522744901,75.98350117908171,688289,圣湘生物,bottom_area,2023-06-12,17.18,2023-03-28,24.65,2023-06-12,16.91,1.5966883500887024,2.069781194559441,31.399594320486813,30.304259634888435,False,-0.23228803716608404,0.4394291848760407,1,1,1,100.0,25.182530200451346,25.182530200451346,2021-07-28,18.4033116499113,1.5966883500887024,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
4,87.96735435686557,75.1728984320776,688777,中控技术,bottom_area,2023-06-12,89.33,2023-06-02,122.95,2023-06-12,88.12,1.3731275533363523,9.237403540626419,28.328588857259046,27.34444896299309,False,-5.968421052631578,1.7159573281376972,3,4,3,75.0,32.46574867572299,39.62124418112569,2023-05-08; 2023-05-12; 2023-06-01,18.626872446663647,1.3731275533363523,历史3/4次成功; 当前距低点1.37%; 最新日涨幅-5.97%; 状态bottom_area; 底部未确认
5,87.63132546490574,74.7004915266675,300481,濮阳惠成,bottom_area,2023-06-12,19.63,2023-04-07,27.72,2023-06-12,19.39,1.2377514182568252,2.3723568849922683,30.050505050505045,29.184704184704184,False,-0.6578947368421129,1.4330401873272398,4,6,4,66.66666666666666,36.10697899799147,57.454545454545446,2015-08-26; 2017-04-25; 2018-06-21; 2020-02-04,18.762248581743176,1.2377514182568252,历史4/6次成功; 当前距低点1.24%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
6,86.6659844709529,77.60473217836146,002690,美亚光电,bottom_area,2023-06-12,24.58,2023-04-04,33.2,2023-05-15,23.65,3.9323467230443963,8.668076109936578,28.765060240963862,25.96385542168676,True,0.36749693752551327,0.8350490182613838,4,5,4,80.0,24.19614358549833,27.355278093076052,2015-06-30; 2016-03-01; 2022-04-27; 2022-05-25,16.067653276955603,3.9323467230443963,历史4/5次成功; 当前距低点3.93%; 最新日涨幅0.37%; 状态bottom_area; 底部已确认
7,86.53178610363828,73.88880154684063,603678,火炬电子,bottom_area,2023-06-12,31.22,2023-04-10,43.37,2023-06-09,30.81,1.330736773774749,2.693930542031814,28.960110675582197,28.01475674429329,False,0.09618467457517266,0.6555338389527953,2,3,2,66.66666666666666,27.076423249356928,33.00567107750473,2015-07-13; 2015-08-26,18.66926322622525,1.330736773774749,历史2/3次成功; 当前距低点1.33%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
8,85.35469254761475,75.23511187104879,600256,广汇能源,bottom_area,2023-06-12,7.39,2023-04-17,10.17,2023-06-01,7.17,3.068340306834027,5.718270571827059,29.49852507374631,27.335299901671583,False,0.5442176870748217,0.7800356011246474,8,11,8,72.72727272727273,25.81632721257768,31.780366056572383,2004-09-10; 2008-04-02; 2008-09-18; 2009-03-02; 2011-10-11; 2013-07-30; 2015-07-07; 2021-10-14,16.931659693165972,3.068340306834027,历史8/11次成功; 当前距低点3.07%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
9,83.63232230434892,74.82012476302214,688075,安旭生物,bottom_area,2023-06-12,67.16,2023-02-02,92.86,2023-05-10,64.65,3.8824439288476267,7.764887857695276,30.37906525953047,27.676071505492146,True,-0.059523809523820415,0.19263031246774928,4,5,4,80.0,31.086542584917854,40.134529147982065,2021-12-07; 2022-03-09; 2022-03-16; 2022-04-12,16.117556071152375,3.8824439288476267,历史4/5次成功; 当前距低点3.88%; 最新日涨幅-0.06%; 状态bottom_area; 底部已确认
10,83.55166279649967,74.84459109286941,688176,亚虹医药,bottom_area,2023-06-12,11.57,2023-05-16,16.18,2023-06-09,11.13,3.9532794249775334,4.582210242587599,31.211372064276876,28.49196538936959,False,1.938325991189438,1.0184171706986085,1,1,1,100.0,25.473484848484844,25.473484848484844,2022-04-27,16.046720575022466,3.9532794249775334,历史1/1次成功; 当前距低点3.95%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
