rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.83484027552367,79.73060975015866,002386,天原股份,bottom_area,2023-09-07,5.82,2023-08-31,5.67,2.645502645502652,5.996472663139327,31.604342581423396,False,-2.1849,0.4377,3,3,3,100.0,24.851375171530723,48.85290148448042,5.354497354497348,2.645502645502652,历史3/3次成功; 当前距低点2.65%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
2,81.59609336455648,77.36574291345468,300614,百川畅银,bottom_area,2023-09-07,22.18,2023-09-01,21.91,1.2323140118667257,4.472843450479235,29.775641025641026,False,-2.9322,1.7381,2,2,2,100.0,11.480746561886047,11.8614931237721,6.767685988133275,1.2323140118667257,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
3,81.12716048263103,78.02624643092463,002425,凯撒文化,bottom_area,2023-09-07,4.65,2023-08-25,4.56,1.9736842105263324,7.894736842105271,27.04000000000001,True,-1.6913,2.3306,2,2,2,100.0,14.926056080240135,21.231422505307858,6.026315789473668,1.9736842105263324,历史2/2次成功; 当前距低点1.97%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
4,80.95745562603791,75.06955838649992,300561,汇金科技,bottom_area,2023-09-07,13.27,2023-09-07,13.26,0.07541478129713264,2.2624434389140324,28.20790471034109,False,-0.6737,6.4944,2,2,2,100.0,24.79303273041607,27.62128325508607,7.924585218702868,0.07541478129713264,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
5,80.5574187499754,79.26883803835916,688248,南网科技,confirmed_rebound,2023-09-07,30.02,2023-08-25,29.1,3.1615120274914026,9.175257731958757,32.29409027454629,True,-2.215,2.0684,3,3,3,100.0,29.715513231395445,49.406593406593416,4.838487972508598,3.1615120274914026,历史3/3次成功; 当前距低点3.16%; 最新日涨幅-2.21%; 状态confirmed_rebound; 底部已确认
6,80.50666658291458,74.54320979899498,002069,獐子岛,bottom_area,2023-09-07,4.13,2023-09-07,4.13,0.0,2.421307506053282,27.031802120141347,False,-1.6667,2.1468,3,3,3,100.0,16.6301602096504,30.967741935483854,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
7,79.86255863960527,80.78035594877436,002339,积成电子,confirmed_rebound,2023-09-07,6.83,2023-08-25,6.53,4.5941807044410385,9.494640122511488,27.201783723522855,True,-2.289,1.5229,4,4,4,100.0,38.73703201559097,82.94930875576038,3.4058192955589615,4.5941807044410385,历史4/4次成功; 当前距低点4.59%; 最新日涨幅-2.29%; 状态confirmed_rebound; 底部已确认
8,79.50425833619,79.67544095815381,002265,建设工业,bottom_area,2023-09-07,12.66,2023-08-25,12.16,4.111842105263158,7.1546052631578885,28.344136711844424,True,-2.3901,0.7006,4,4,4,100.0,16.669037409429027,32.75229357798165,3.888157894736842,4.111842105263158,历史4/4次成功; 当前距低点4.11%; 最新日涨幅-2.39%; 状态bottom_area; 底部已确认
9,78.09657848581254,72.53748220940835,000028,国药一致,bottom_area,2023-09-07,30.93,2023-09-07,30.88,0.16191709844559815,2.687823834196897,30.056625141562854,False,-1.9651,0.9318,2,2,2,100.0,12.240070934754426,14.150943396226415,7.838082901554403,0.16191709844559815,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
10,77.39313871013383,74.82762029985315,601777,千里科技,confirmed_rebound,2023-09-07,3.64,2023-08-25,3.56,2.247191011235957,8.146067415730338,27.93522267206478,True,-2.4129,0.671,1,1,1,100.0,27.96352583586626,27.96352583586626,5.752808988764043,2.247191011235957,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-2.41%; 状态confirmed_rebound; 底部已确认
11,77.14352150705818,77.28958055692952,601778,晶科科技,bottom_area,2023-09-07,3.81,2023-08-29,3.66,4.098360655737703,7.377049180327869,28.79377431906614,True,-2.3077,1.2496,3,3,3,100.0,20.34324113984674,42.344827586206904,3.9016393442622976,4.098360655737703,历史3/3次成功; 当前距低点4.10%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
