rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.52772251362397,72.76257670532105,300056,中创环保,bottom_area,2025-10-16,10.7,2025-10-15,10.38,3.082851637764918,8.188824662813097,29.001367989056074,True,-4.0359,3.7867,1,1,1,100.0,27.10472279260781,27.10472279260781,16.917148362235082,3.082851637764918,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-4.04%; 状态bottom_area; 底部已确认
2,82.17368197830635,74.92625890094904,603083,剑桥科技,bottom_area,2025-10-16,104.81,2025-10-15,99.89,4.925417959755733,7.718490339373305,29.901754385964914,True,0.9439,9.1276,1,1,1,100.0,28.63554757630162,28.63554757630162,15.074582040244266,4.925417959755733,历史1/1次成功; 当前距低点4.93%; 最新日涨幅0.94%; 状态bottom_area; 底部已确认
3,81.71419534883721,68.09516279069767,301209,联合化学,bottom_area,2025-10-16,91.62,2025-10-16,91.62,0.0,17.878192534381135,30.4855842185129,False,-19.9965,15.3953,1,1,1,100.0,25.51162790697674,25.51162790697674,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态bottom_area; 底部未确认
4,76.89204093447069,66.12805033799793,600376,首开股份,bottom_area,2025-10-16,5.91,2025-10-16,5.81,1.7211703958692002,5.163511187607585,27.375000000000004,False,-3.2733,5.9725,2,3,2,66.66666666666666,22.826086956521735,24.99999999999999,18.2788296041308,1.7211703958692002,历史2/3次成功; 当前距低点1.72%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
5,76.71325108395354,69.71887374970859,300049,福瑞医科,bottom_area,2025-10-16,68.2,2025-10-13,65.11,4.745814774996165,8.692981108892637,28.19805910895457,True,-0.4234,2.5089,1,1,1,100.0,20.910384068278802,20.910384068278802,15.254185225003836,4.745814774996165,历史1/1次成功; 当前距低点4.75%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
6,75.20603886397608,66.92062780269057,002269,美邦服饰,bottom_area,2025-10-16,2.31,2025-10-13,2.23,3.587443946188344,8.520179372197308,30.529595015576323,True,-2.9412,4.2411,4,8,4,50.0,62.09717161843492,173.50993377483442,16.412556053811656,3.587443946188344,历史4/8次成功; 当前距低点3.59%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
7,73.76549741260114,66.5762725446606,601208,东材科技,bottom_area,2025-10-16,18.41,2025-10-14,17.64,4.365079365079363,10.034013605442174,28.088055442315536,True,-2.5926,2.979,2,3,2,66.66666666666666,38.236488335348795,48.70466321243524,15.634920634920638,4.365079365079363,历史2/3次成功; 当前距低点4.37%; 最新日涨幅-2.59%; 状态bottom_area; 底部已确认
8,71.20181054790461,61.1012962652822,688039,当虹科技,bottom_area,2025-10-16,52.0,2025-10-15,51.18,1.6021883548261044,3.7514654161781977,27.885021840214176,False,-1.6827,3.1703,2,7,2,28.57142857142857,62.201664036449046,79.31638913234006,18.3978116451739,1.6021883548261044,历史2/7次成功; 当前距低点1.60%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
9,68.32070906951512,58.97390196554235,301529,福赛科技,bottom_area,2025-10-16,66.25,2025-10-16,65.0,1.9230769230769231,3.5230769230769328,32.57261410788382,False,-1.6479,5.1573,1,2,1,50.0,29.400630914826507,29.400630914826507,18.07692307692308,1.9230769230769231,历史1/2次成功; 当前距低点1.92%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
10,68.08018576628598,60.62580645161293,002491,通鼎互联,bottom_area,2025-10-16,5.14,2025-10-13,4.96,3.6290322580645102,7.459677419354841,28.01161103047895,True,-1.7208,2.3207,1,2,1,50.0,52.39520958083833,52.39520958083833,16.37096774193549,3.6290322580645102,历史1/2次成功; 当前距低点3.63%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
11,67.97773470635421,57.633556485355655,000700,模塑科技,bottom_area,2025-10-16,9.65,2025-10-15,9.56,0.9414225941422579,3.451882845188285,27.24505327245053,False,-1.8311,1.8568,1,2,1,50.0,52.926829268292686,52.926829268292686,19.058577405857744,0.9414225941422579,历史1/2次成功; 当前距低点0.94%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
12,67.7954533244153,58.73414965986395,002123,梦网科技,bottom_area,2025-10-16,12.51,2025-10-13,12.25,2.122448979591835,5.1428571428571495,29.39481268011528,False,-1.5736,1.8004,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,17.877551020408166,2.122448979591835,历史1/3次成功; 当前距低点2.12%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
13,67.61630593865381,58.27381116301944,600706,曲江文旅,bottom_area,2025-10-16,9.98,2025-10-13,9.8,1.8367346938775482,4.59183673469387,31.420573827851634,False,-2.2527,4.8812,1,2,1,50.0,24.578313253012034,24.578313253012034,18.163265306122454,1.8367346938775482,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
14,66.38863386396177,58.361611022950314,000428,华天酒店,bottom_area,2025-10-16,3.17,2025-10-13,3.08,2.9220779220779174,5.194805194805199,28.70370370370371,False,-1.2461,1.9907,2,5,2,40.0,26.687896157462177,28.045977011494273,17.077922077922082,2.9220779220779174,历史2/5次成功; 当前距低点2.92%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
15,65.14228719984344,58.249638554216865,601900,南方传媒,bottom_area,2025-10-16,12.93,2025-09-23,12.45,3.855421686746992,9.156626506024102,30.756395995550616,True,-0.1544,0.5343,1,2,1,50.0,39.999999999999986,39.999999999999986,16.14457831325301,3.855421686746992,历史1/2次成功; 当前距低点3.86%; 最新日涨幅-0.15%; 状态bottom_area; 底部已确认
16,65.0869913796271,56.41291623680862,605298,必得科技,bottom_area,2025-10-16,39.49,2025-10-13,38.66,2.146921883083304,7.682359027418537,28.007448789571704,True,-2.2767,1.2537,1,3,1,33.33333333333333,28.626692456479695,28.626692456479695,17.8530781169167,2.146921883083304,历史1/3次成功; 当前距低点2.15%; 最新日涨幅-2.28%; 状态bottom_area; 底部已确认
17,64.17361901369802,56.02537570868006,000096,广聚能源,bottom_area,2025-10-16,11.29,2025-09-23,11.01,2.5431425976385045,6.176203451407809,28.039215686274517,False,-0.878,0.6769,1,2,1,50.0,21.149144254278735,21.149144254278735,17.456857402361496,2.5431425976385045,历史1/2次成功; 当前距低点2.54%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
18,63.346851336419256,53.57182860464182,300757,罗博特科,bottom_area,2025-10-16,219.57,2025-10-15,217.82,0.8034156643099807,4.021669268203112,28.031454437322417,False,-1.947,2.8599,2,8,2,25.0,47.30438881327193,74.11052233156698,19.19658433569002,0.8034156643099807,历史2/8次成功; 当前距低点0.80%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
19,61.77890850766289,52.19332842788996,002453,华软科技,bottom_area,2025-10-16,6.73,2025-10-16,6.68,0.7485029940119867,3.7425149700598808,31.557377049180328,False,-3.1655,7.9544,1,2,1,50.0,28.60169491525425,28.60169491525425,19.251497005988014,0.7485029940119867,历史1/2次成功; 当前距低点0.75%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
20,60.26292112398658,54.56878684455477,000926,福星股份,bottom_area,2025-10-16,2.53,2025-10-13,2.42,4.5454545454545405,9.090909090909099,30.65902578796562,True,-1.5564,1.916,1,2,1,50.0,28.668941979522177,28.668941979522177,15.45454545454546,4.5454545454545405,历史1/2次成功; 当前距低点4.55%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
21,57.52235915405828,51.9464034525347,300732,设研院,bottom_area,2025-10-16,8.31,2025-10-13,7.96,4.396984924623122,7.663316582914577,28.673835125448026,True,-1.5403,2.1194,1,4,1,25.0,33.58348968105066,33.58348968105066,15.60301507537688,4.396984924623122,历史1/4次成功; 当前距低点4.40%; 最新日涨幅-1.54%; 状态bottom_area; 底部已确认
22,55.91562073660968,51.03425706586451,688335,复洁科技,bottom_area,2025-10-16,25.51,2025-10-16,24.3,4.979423868312761,12.55144032921811,31.45275035260931,False,2.2855,8.2565,1,3,1,33.33333333333333,21.15059221658205,21.15059221658205,15.02057613168724,4.979423868312761,历史1/3次成功; 当前距低点4.98%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
23,55.13151778437333,49.690700570056975,600232,金鹰股份,bottom_area,2025-10-16,6.32,2025-10-13,6.06,4.290429042904302,6.930693069306945,28.28402366863905,False,-1.8634,2.0207,1,3,1,33.33333333333333,27.954545454545443,27.954545454545443,15.709570957095698,4.290429042904302,历史1/3次成功; 当前距低点4.29%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
24,52.11247920931543,47.496041528081356,002022,科华生物,bottom_area,2025-10-16,6.42,2025-10-13,6.12,4.901960784313722,6.04575163398693,27.573964497041416,False,-0.7728,0.9821,1,4,1,25.0,25.04038772213247,25.04038772213247,15.09803921568628,4.901960784313722,历史1/4次成功; 当前距低点4.90%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
25,49.486518645226454,44.850779193682996,000679,大连友谊,bottom_area,2025-10-16,7.74,2025-10-13,7.4,4.594594594594593,10.675675675675663,29.924242424242426,True,-2.1492,2.0545,1,8,1,12.5,24.94061757719715,24.94061757719715,15.405405405405409,4.594594594594593,历史1/8次成功; 当前距低点4.59%; 最新日涨幅-2.15%; 状态bottom_area; 底部已确认
