rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.8297546921154,83.23808018324554,000928,中钢国际,bottom_area,2023-12-04,6.15,2023-10-23,5.97,3.0150753768844325,7.705192629815745,31.06235565819862,True,0.4902,1.624,3,3,3,100.0,16.57232280936585,18.798449612403097,4.9849246231155675,3.0150753768844325,历史3/3次成功; 当前距低点3.02%; 最新日涨幅0.49%; 状态bottom_area; 底部已确认
2,81.06387396841716,82.13226110473897,002137,实益达,bottom_area,2023-12-04,7.38,2023-11-30,7.05,4.680851063829788,5.6737588652482325,27.31958762886598,False,0.6821,11.3551,3,3,3,100.0,40.23979317349941,89.3034825870647,3.319148936170212,4.680851063829788,历史3/3次成功; 当前距低点4.68%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
3,78.92177209598512,73.26322259780022,688303,大全能源,bottom_area,2023-12-04,30.1,2023-12-04,30.06,0.1330671989354714,2.295409181636731,29.137199434229146,False,-1.2143,0.9208,1,1,1,100.0,32.45492371705965,32.45492371705965,7.866932801064529,0.1330671989354714,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
4,78.12840929050878,78.55424751110287,002331,皖通科技,bottom_area,2023-12-04,9.74,2023-12-04,9.34,4.282655246252681,4.49678800856531,30.557620817843862,False,1.3528,18.2763,3,3,3,100.0,16.12205092773645,21.247892074199,3.7173447537473194,4.282655246252681,历史3/3次成功; 当前距低点4.28%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
5,76.1669461725022,73.01036884683946,002508,老板电器,bottom_area,2023-12-04,22.63,2023-12-01,22.23,1.7993702204228457,4.27350427350427,28.174474959612272,False,-0.3961,0.6523,1,1,1,100.0,11.682435211846977,11.682435211846977,6.200629779577155,1.7993702204228457,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
6,75.07807193177263,69.99696881153005,688282,理工导航,bottom_area,2023-12-04,39.3,2023-12-04,39.16,0.3575076608784489,1.6343207354443323,29.416005767844272,False,-0.0763,3.8013,1,1,1,100.0,17.645625152327572,17.645625152327572,7.642492339121551,0.3575076608784489,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
7,73.35066774313754,72.99886597938146,301448,开创电气,bottom_area,2023-12-04,39.01,2023-12-01,37.6,3.7499999999999907,4.468085106382977,30.614504521129355,False,0.619,12.908,1,1,1,100.0,13.058419243986243,13.058419243986243,4.250000000000009,3.7499999999999907,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
8,72.92805328139973,73.94300756197309,300511,雪榕生物,confirmed_rebound,2023-12-04,5.77,2023-10-30,5.51,4.718693284936475,8.34845735027223,27.212681638044923,True,-0.6885,1.6991,3,3,3,100.0,20.170044363592744,29.220779220779214,3.2813067150635247,4.718693284936475,历史3/3次成功; 当前距低点4.72%; 最新日涨幅-0.69%; 状态confirmed_rebound; 底部已确认
9,72.04771127290988,73.44669595782075,300637,扬帆新材,confirmed_rebound,2023-12-04,10.92,2023-11-30,10.4,4.999999999999996,8.17307692307692,27.221833449965004,True,0.6452,9.2963,1,1,1,100.0,31.810193321616865,31.810193321616865,3.000000000000005,4.999999999999996,历史1/1次成功; 当前距低点5.00%; 最新日涨幅0.65%; 状态confirmed_rebound; 底部已确认
10,71.47708952454194,72.31814638113309,000966,长源电力,confirmed_rebound,2023-12-04,4.54,2023-10-24,4.34,4.60829493087558,9.907834101382482,27.424749163879607,True,0.0,0.8468,1,1,1,100.0,20.94117647058823,20.94117647058823,3.39170506912442,4.60829493087558,历史1/1次成功; 当前距低点4.61%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
11,70.41245013211513,66.45003252353028,300683,海特生物,bottom_area,2023-12-04,36.76,2023-11-27,36.4,0.9890109890109874,5.41208791208791,29.51200619674671,False,-3.593,2.0444,1,1,1,100.0,16.532137518684582,16.532137518684582,7.010989010989014,0.9890109890109874,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-3.59%; 状态bottom_area; 底部未确认
12,69.39198523064785,69.64191509416335,601022,宁波远洋,bottom_area,2023-12-04,10.7,2023-11-28,10.27,4.186952288218109,7.400194741966892,29.22122674017919,True,-1.5639,13.5537,1,1,1,100.0,13.646055437100205,13.646055437100205,3.8130477117818917,4.186952288218109,历史1/1次成功; 当前距低点4.19%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
13,66.48135414957171,63.93030394863347,300337,银邦股份,bottom_area,2023-12-04,8.3,2023-11-30,8.14,1.9656019656019672,3.8083538083537927,32.11009174311926,False,0.1206,2.9928,1,2,1,50.0,34.09610983981694,34.09610983981694,6.034398034398033,1.9656019656019672,历史1/2次成功; 当前距低点1.97%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
