rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.50510101647777,86.52915576902937,002779,中坚科技,bottom_area,2025-06-06,95.71,2025-06-06,94.3,1.4952279957582149,3.711558854718982,30.809303690659622,False,-2.087,3.1683,4,4,4,100.0,30.635890319129533,38.253119429590015,8.504772004241785,1.4952279957582149,历史4/4次成功; 当前距低点1.50%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
2,90.37263295947,86.59867132362868,002819,东方中科,bottom_area,2025-06-06,28.66,2025-05-30,27.89,2.7608461814270333,4.266762280387228,31.575073601570164,False,0.7027,4.836,5,5,5,100.0,24.050540953130696,51.677148846960186,7.239153818572968,2.7608461814270333,历史5/5次成功; 当前距低点2.76%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
3,90.16866288420374,85.08529238093388,000811,冰轮环境,bottom_area,2025-06-06,9.39,2025-06-03,9.21,1.9543973941368045,6.297502714440806,28.54926299456943,False,-2.1875,2.4308,5,5,5,100.0,28.501712040676264,47.451868629671566,8.045602605863197,1.9543973941368045,历史5/5次成功; 当前距低点1.95%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
4,88.54682723505265,82.56912326557334,002041,登海种业,bottom_area,2025-06-06,9.89,2025-06-03,9.76,1.3319672131147622,2.151639344262304,28.023598820059004,False,0.2026,0.7076,2,2,2,100.0,18.2043468358871,21.395106715252467,8.668032786885238,1.3319672131147622,历史2/2次成功; 当前距低点1.33%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
5,86.76467826324898,82.7592607717509,301518,长华化学,bottom_area,2025-06-06,22.79,2025-06-06,22.23,2.5191183085919873,4.948268106162834,27.495107632093934,False,1.5145,13.8066,2,2,2,100.0,33.77876621150887,55.817490494296564,7.480881691408013,2.5191183085919873,历史2/2次成功; 当前距低点2.52%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
6,85.39073514407694,80.62067834216549,002811,郑中设计,bottom_area,2025-06-06,10.8,2025-06-03,10.59,1.9830028328611977,4.249291784702542,28.203389830508474,False,0.0,4.6361,2,2,2,100.0,15.709273124134537,16.78832116788322,8.016997167138804,1.9830028328611977,历史2/2次成功; 当前距低点1.98%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,84.50864272458972,78.48761393851855,301366,一博科技,bottom_area,2025-06-06,35.17,2025-06-06,34.78,1.121334100057506,6.382978723404252,32.8312089609888,False,-3.0061,10.746,2,2,2,100.0,26.366966057256242,36.479591836734706,8.878665899942495,1.121334100057506,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
8,82.97542735506612,79.30671137605565,002040,南京港,bottom_area,2025-06-06,10.16,2025-06-03,9.9,2.626262626262624,6.868686868686866,31.72413793103448,False,0.8937,7.8395,1,1,1,100.0,33.196721311475414,33.196721311475414,7.373737373737377,2.626262626262624,历史1/1次成功; 当前距低点2.63%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
9,82.96809688626884,76.37319687736029,002136,安纳达,bottom_area,2025-06-06,10.77,2025-06-06,10.7,0.6542056074766383,2.7102803738317847,28.428093645484953,False,-0.92,6.4533,3,3,3,100.0,22.230030443048534,42.29299363057326,9.345794392523363,0.6542056074766383,历史3/3次成功; 当前距低点0.65%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
10,82.82606338703536,78.70536371603858,688682,霍莱沃,bottom_area,2025-06-06,28.65,2025-06-05,28.0,2.3214285714285663,4.607142857142854,31.37254901960784,False,0.8448,1.7855,1,1,1,100.0,26.22699386503069,26.22699386503069,7.678571428571434,2.3214285714285663,历史1/1次成功; 当前距低点2.32%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
11,82.79035683459071,77.76461196554109,300819,聚杰微纤,bottom_area,2025-06-06,22.56,2025-06-06,22.18,1.7132551848512128,3.155996393146976,28.451612903225808,False,-1.096,2.6025,2,2,2,100.0,19.520611758074537,26.54716175842936,8.286744815148788,1.7132551848512128,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
