rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.23974549739886,73.31581889506373,600333,长春燃气,bottom_area,2021-04-22,4.86,2021-04-21,4.83,0.6211180124223654,3.1055900621118084,27.368421052631582,False,0.4132,1.4159,1,1,1,100.0,16.247139588100683,16.247139588100683,7.378881987577635,0.6211180124223654,历史1/1次成功; 当前距低点0.62%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
2,77.49858738939348,72.58217232086685,000037,深南电A,bottom_area,2021-04-22,8.48,2021-04-22,8.43,0.5931198102016692,3.321470937129314,32.988871224165344,False,-1.9653,1.4301,1,1,1,100.0,34.43271767810025,34.43271767810025,7.406880189798332,0.5931198102016692,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
3,71.40215117969232,67.17795701047405,002352,顺丰控股,bottom_area,2021-04-22,63.18,2021-04-19,62.66,0.8298755186722042,3.9897861474624965,27.34230055658627,False,-0.7696,0.4113,1,1,1,100.0,8.27996340347668,8.27996340347668,7.170124481327796,0.8298755186722042,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
