rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.93589981918825,84.45457943232695,603348,文灿股份,bottom_area,2024-01-24,28.25,2024-01-24,27.3,3.4798534798534773,5.274725274725267,32.923832923832926,False,0.284,1.1356,4,4,4,100.0,21.33680304512298,31.539888682745836,6.520146520146524,3.4798534798534773,历史4/4次成功; 当前距低点3.48%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
20,80.1749250625161,77.90753464785216,688136,科兴制药,bottom_area,2024-01-24,17.18,2024-01-24,16.6,3.493975903614447,7.289156626506007,27.25679228746713,False,-2.5525,1.3029,2,2,2,100.0,42.117202731683314,60.65012831479899,6.506024096385554,3.493975903614447,历史2/2次成功; 当前距低点3.49%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
21,80.14074981075274,79.74073461245015,300607,拓斯达,bottom_area,2024-01-24,12.16,2024-01-24,11.61,4.73729543496986,6.201550387596905,30.520646319569128,False,0.0823,3.1191,3,3,3,100.0,28.074022603125986,45.9265890778872,5.262704565030141,4.73729543496986,历史3/3次成功; 当前距低点4.74%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
22,79.97731847107258,79.72288373574573,600343,航天动力,bottom_area,2024-01-24,8.46,2024-01-23,8.07,4.832713754646846,5.7001239157372865,28.138913624220834,False,2.0507,1.1677,3,3,3,100.0,29.147694066346975,55.72413793103447,5.167286245353154,4.832713754646846,历史3/3次成功; 当前距低点4.83%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
23,79.84250969826552,77.71958010148046,688220,翱捷科技,bottom_area,2024-01-24,53.45,2024-01-23,51.6,3.58527131782946,5.426356589147281,27.067137809187276,False,0.4888,0.6034,2,2,2,100.0,19.752681215761463,25.180102915951984,6.41472868217054,3.58527131782946,历史2/2次成功; 当前距低点3.59%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
24,79.67826298227423,78.14732692497289,002735,王子新材,bottom_area,2024-01-24,11.23,2024-01-23,10.8,3.9814814814814787,7.870370370370367,28.618638466622603,True,0.6272,4.8313,2,2,2,100.0,17.71561668145519,21.043478260869563,6.018518518518522,3.9814814814814787,历史2/2次成功; 当前距低点3.98%; 最新日涨幅0.63%; 状态bottom_area; 底部已确认
25,79.65288500071213,78.49893546581809,002600,领益智造,bottom_area,2024-01-24,5.17,2024-01-22,4.96,4.233870967741934,9.677419354838717,27.272727272727277,False,-0.3854,0.9607,4,4,4,100.0,21.03312511972955,38.381201044386415,5.766129032258066,4.233870967741934,历史4/4次成功; 当前距低点4.23%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
26,79.51743151419058,76.78236890471247,603160,汇顶科技,bottom_area,2024-01-24,57.41,2024-01-24,55.65,3.162623539982027,4.9056603773584975,30.4375,False,-1.2895,0.851,3,3,3,100.0,15.339519225115597,20.747474747474755,6.837376460017975,3.162623539982027,历史3/3次成功; 当前距低点3.16%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
27,79.51271356187739,78.92778904643012,002806,华锋股份,bottom_area,2024-01-24,10.66,2024-01-24,10.19,4.612365063788034,5.39744847890089,27.266238401142047,False,1.5238,3.3398,3,3,3,100.0,22.17194296702598,34.66407010710809,5.387634936211967,4.612365063788034,历史3/3次成功; 当前距低点4.61%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
28,79.43414432478166,76.74966631712977,002609,捷顺科技,bottom_area,2024-01-24,8.72,2024-01-24,8.45,3.1952662721893654,5.207100591715992,31.90975020145045,False,0.3452,3.0498,1,1,1,100.0,26.42405063291139,26.42405063291139,6.8047337278106355,3.1952662721893654,历史1/1次成功; 当前距低点3.20%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
29,79.41635696168507,78.74852494799187,300534,陇神戎发,bottom_area,2024-01-24,8.49,2024-01-24,8.12,4.5566502463054315,4.802955665024638,31.76470588235295,False,1.3126,2.4786,3,3,3,100.0,20.525201664345396,26.86762778505898,5.443349753694569,4.5566502463054315,历史3/3次成功; 当前距低点4.56%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
30,79.33457042722961,77.06178058508874,603305,旭升集团,bottom_area,2024-01-24,15.19,2024-01-24,14.68,3.4741144414168925,5.994550408719351,27.110228401191662,False,-0.8486,0.9026,3,3,3,100.0,20.660008126447625,32.41061130334487,6.525885558583108,3.4741144414168925,历史3/3次成功; 当前距低点3.47%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
31,79.28104382687523,78.84506828527904,688181,八亿时空,bottom_area,2024-01-24,21.34,2024-01-24,20.38,4.710500490677139,5.446516192345434,27.93493635077794,False,0.0,1.2413,3,3,3,100.0,22.930158086144655,28.477257745550418,5.289499509322862,4.710500490677139,历史3/3次成功; 当前距低点4.71%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
32,79.13420939063577,77.21891064622292,002213,大为股份,bottom_area,2024-01-24,11.45,2024-01-24,11.04,3.713768115942031,5.525362318840591,27.98434442270059,False,0.0,1.5407,2,2,2,100.0,18.636031992315928,20.248254460822338,6.286231884057969,3.713768115942031,历史2/2次成功; 当前距低点3.71%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
33,78.77449058346285,77.31705319986503,601069,西部黄金,bottom_area,2024-01-24,10.61,2024-01-24,10.2,4.019607843137257,4.509803921568636,27.246790299572044,False,0.3784,0.8051,1,1,1,100.0,39.579349904397695,39.579349904397695,5.980392156862744,4.019607843137257,历史1/1次成功; 当前距低点4.02%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
34,78.42858998343313,76.23515738498787,300636,同和药业,bottom_area,2024-01-24,8.55,2024-01-24,8.26,3.5108958837772506,5.084745762711863,31.452282157676354,False,-0.5814,1.2639,1,1,1,100.0,122.63187748156552,122.63187748156552,6.489104116222749,3.5108958837772506,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
35,77.68320971501471,76.11026425377013,002671,龙泉股份,bottom_area,2024-01-24,4.5,2024-01-23,4.33,3.926096997690529,5.080831408775976,32.13166144200626,False,2.0408,2.8133,2,2,2,100.0,15.27830864787387,19.347826086956534,6.073903002309471,3.926096997690529,历史2/2次成功; 当前距低点3.93%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
36,77.68148866227189,76.59367959410656,002442,龙星科技,bottom_area,2024-01-24,5.14,2024-01-23,4.93,4.259634888438133,5.273833671399608,30.268741159830277,False,1.1811,3.6376,2,2,2,100.0,21.965844837341393,32.75434243176177,5.740365111561867,4.259634888438133,历史2/2次成功; 当前距低点4.26%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
37,77.52889755177752,76.67415651136706,688302,海创药业,bottom_area,2024-01-24,39.47,2024-01-24,37.8,4.417989417989423,8.174603174603185,29.054054054054063,False,-2.9506,0.5376,3,3,3,100.0,30.14608808808033,40.24920312952768,5.582010582010578,4.417989417989423,历史3/3次成功; 当前距低点4.42%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
38,77.49367408356738,76.18299883479669,002313,日海智能,bottom_area,2024-01-24,8.37,2024-01-24,8.04,4.1044776119403,6.218905472636817,31.04631217838766,False,0.722,2.2842,2,2,2,100.0,17.855955860325707,20.08238928939237,5.8955223880597,4.1044776119403,历史2/2次成功; 当前距低点4.10%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
39,77.41768246257517,75.63244951712029,300580,贝斯特,bottom_area,2024-01-24,23.64,2024-01-24,22.78,3.7752414398595233,6.628621597892879,29.451842675751,False,-1.6639,1.9522,1,1,1,100.0,53.89266817838245,53.89266817838245,6.224758560140478,3.7752414398595233,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
40,77.40124754845702,77.1039791949344,002676,顺威股份,bottom_area,2024-01-24,4.15,2024-01-24,3.96,4.797979797979808,5.303030303030303,32.07547169811321,False,1.2195,2.0686,2,2,2,100.0,31.308457711442777,39.33333333333333,5.202020202020193,4.797979797979808,历史2/2次成功; 当前距低点4.80%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
41,77.28828069762855,75.86099901512743,600386,北巴传媒,bottom_area,2024-01-24,3.88,2024-01-23,3.73,4.021447721179623,4.55764075067024,29.62264150943396,False,2.3747,1.4931,2,2,2,100.0,15.106988276435352,16.708229426433917,5.978552278820377,4.021447721179623,历史2/2次成功; 当前距低点4.02%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
42,77.13127435143838,75.82830904115374,002185,华天科技,bottom_area,2024-01-24,7.1,2024-01-24,6.82,4.1055718475073215,4.252199413489737,27.292110874200432,False,0.8523,0.5637,2,2,2,100.0,15.962434696077615,19.40874035989716,5.894428152492679,4.1055718475073215,历史2/2次成功; 当前距低点4.11%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
43,77.04598783430468,77.03581137309293,002577,雷柏科技,bottom_area,2024-01-24,15.14,2024-01-24,14.42,4.993065187239949,6.102635228848826,29.65853658536585,False,0.9333,2.2753,1,1,1,100.0,50.0,50.0,5.0069348127600515,4.993065187239949,历史1/1次成功; 当前距低点4.99%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
44,77.02,77.02,002666,德联集团,bottom_area,2024-01-24,4.41,2024-01-23,4.2,4.999999999999999,5.952380952380952,28.327645051194537,False,1.8476,2.1034,1,1,1,100.0,51.275510204081634,51.275510204081634,5.000000000000002,4.999999999999999,历史1/1次成功; 当前距低点5.00%; 最新日涨幅1.85%; 状态bottom_area; 底部未确认
45,76.91435912357598,75.76444586925679,000837,秦川机床,bottom_area,2024-01-24,8.17,2024-01-24,7.84,4.209183673469389,4.46428571428571,28.073394495412845,False,1.6169,2.0249,2,2,2,100.0,16.889164756811816,21.915584415584412,5.790816326530612,4.209183673469389,历史2/2次成功; 当前距低点4.21%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
46,76.80122984460313,75.85306651318827,300682,朗新科技,bottom_area,2024-01-24,12.48,2024-01-24,11.96,4.347826086956518,6.187290969899652,27.734138972809664,False,0.8892,1.2205,2,2,2,100.0,19.0651074809093,21.503593145384194,5.652173913043482,4.347826086956518,历史2/2次成功; 当前距低点4.35%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
47,76.7984953155538,75.39739400975749,300639,凯普生物,bottom_area,2024-01-24,7.48,2024-01-24,7.19,4.033379694019472,5.146036161335177,28.670634920634917,False,0.4027,0.7829,2,2,2,100.0,12.760751140440224,15.373134328358212,5.966620305980529,4.033379694019472,历史2/2次成功; 当前距低点4.03%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
48,76.69207652895436,75.99375553217223,300507,苏奥传感,bottom_area,2024-01-24,5.55,2024-01-24,5.31,4.51977401129944,5.461393596986818,28.532974427994617,False,0.9091,1.912,2,2,2,100.0,21.92924880610189,33.6283185840708,5.48022598870056,4.51977401129944,历史2/2次成功; 当前距低点4.52%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
49,76.57851345244798,74.79083019414881,001332,锡装股份,bottom_area,2024-01-24,28.7,2024-01-24,27.66,3.7599421547360774,4.736080983369482,27.172195892575036,False,-0.1044,4.2197,2,2,2,100.0,28.620958639500337,31.086142322097377,6.240057845263923,3.7599421547360774,历史2/2次成功; 当前距低点3.76%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
50,76.50408454427391,73.97194135901239,688180,君实生物,bottom_area,2024-01-24,31.93,2024-01-24,30.93,3.2331070158422244,4.267701260911736,32.93581960104076,False,0.1883,0.4787,1,1,1,100.0,11.95389975877781,11.95389975877781,6.766892984157777,3.2331070158422244,历史1/1次成功; 当前距低点3.23%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
51,76.48466897061802,74.13851348072178,603226,菲林格尔,bottom_area,2024-01-24,5.53,2024-01-24,5.35,3.3644859813084222,5.607476635514033,29.419525065963064,False,0.7286,1.4803,3,4,3,75.0,18.62656730163969,20.479302832244016,6.635514018691578,3.3644859813084222,历史3/4次成功; 当前距低点3.36%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
52,76.43845263386572,74.18993218574494,300661,圣邦股份,bottom_area,2024-01-24,65.99,2024-01-24,63.8,3.432601880877739,5.4858934169279,28.715083798882684,False,-1.0051,0.7165,2,2,2,100.0,21.377765990033247,31.832606108687024,6.567398119122261,3.432601880877739,历史2/2次成功; 当前距低点3.43%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
53,76.29868010086518,75.37941889483066,300365,恒华科技,bottom_area,2024-01-24,5.74,2024-01-23,5.5,4.363636363636368,4.545454545454546,28.84864165588616,False,1.773,2.4388,2,2,2,100.0,16.712418300653603,19.111111111111114,5.636363636363633,4.363636363636368,历史2/2次成功; 当前距低点4.36%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
54,76.25453707975493,72.69095415570985,001201,东瑞股份,bottom_area,2024-01-24,18.95,2024-01-24,18.49,2.4878312601406214,5.246078961600879,29.2113323124043,False,-1.4048,2.0,1,1,1,100.0,18.4043517679057,18.4043517679057,7.512168739859379,2.4878312601406214,历史1/1次成功; 当前距低点2.49%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
55,76.17163645063275,74.72290584223121,688337,普源精电,bottom_area,2024-01-24,35.95,2024-01-24,34.57,3.9919004917558647,6.7399479317327105,31.787687450670877,False,-0.5257,1.2823,2,2,2,100.0,31.09913421201392,33.36842105263158,6.008099508244136,3.9919004917558647,历史2/2次成功; 当前距低点3.99%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
56,76.09361350421554,74.69311755015022,688296,和达科技,bottom_area,2024-01-24,13.44,2024-01-24,12.92,4.024767801857582,5.26315789473684,29.244249726177447,False,0.0745,3.3028,1,1,1,100.0,25.535420098846778,25.535420098846778,5.975232198142419,4.024767801857582,历史1/1次成功; 当前距低点4.02%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
57,76.0240042070479,74.93712980529176,002467,二六三,bottom_area,2024-01-24,3.93,2024-01-23,3.77,4.244031830238731,4.509283819628646,27.220077220077215,False,1.5504,1.5568,2,2,2,100.0,12.868399882989609,13.91509433962264,5.75596816976127,4.244031830238731,历史2/2次成功; 当前距低点4.24%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
58,75.96018767795142,75.13461334804303,688196,卓越新能,bottom_area,2024-01-24,30.67,2024-01-24,29.37,4.426285325161732,5.37963908750425,31.31431244153414,False,0.0,0.3259,2,2,2,100.0,16.16421445920315,19.41979522184301,5.573714674838269,4.426285325161732,历史2/2次成功; 当前距低点4.43%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
59,75.88414314895569,74.94221429683522,300463,迈克生物,bottom_area,2024-01-24,12.73,2024-01-23,12.2,4.344262295081977,4.83606557377049,29.804372842347526,False,1.2729,0.9811,2,2,2,100.0,14.12436736355977,14.159515396264513,5.655737704918024,4.344262295081977,历史2/2次成功; 当前距低点4.34%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
60,75.71640338136572,75.46380487133615,002347,泰尔股份,bottom_area,2024-01-24,4.78,2024-01-24,4.56,4.8245614035087865,4.8245614035087865,32.544378698224854,False,1.7021,8.3135,2,2,2,100.0,22.816155222237516,29.585798816568047,5.175438596491214,4.8245614035087865,历史2/2次成功; 当前距低点4.82%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
61,75.62477508533698,72.22720139609159,300633,开立医疗,bottom_area,2024-01-24,37.67,2024-01-24,36.72,2.5871459694989185,6.481481481481488,29.78967495219885,False,-2.7118,0.7247,1,1,1,100.0,17.12846347607052,17.12846347607052,7.412854030501082,2.5871459694989185,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
62,75.5884221475696,75.18203278118483,000868,安凯客车,bottom_area,2024-01-24,4.44,2024-01-23,4.24,4.7169811320754755,5.660377358490571,29.568106312292354,False,0.9091,1.5557,4,5,4,80.0,29.982525603854317,69.53846153846153,5.283018867924525,4.7169811320754755,历史4/5次成功; 当前距低点4.72%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
63,75.51404511458388,74.53967033891182,002399,海普瑞,bottom_area,2024-01-24,9.18,2024-01-24,8.8,4.318181818181807,4.999999999999994,32.15111796453354,False,0.0,0.5995,1,1,1,100.0,28.307123034227555,28.307123034227555,5.681818181818193,4.318181818181807,历史1/1次成功; 当前距低点4.32%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
64,75.5121873982972,72.86586744697388,688234,天岳先进,bottom_area,2024-01-24,55.4,2024-01-24,53.72,3.127326880119136,6.664184661206251,29.960886571056065,False,-1.6859,1.0513,2,2,2,100.0,10.517057707771569,10.647803425167522,6.872673119880865,3.127326880119136,历史2/2次成功; 当前距低点3.13%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
65,75.49778233783981,73.96270728106302,300410,正业科技,bottom_area,2024-01-24,6.89,2024-01-24,6.63,3.9215686274509776,5.279034690799405,28.324324324324323,False,0.5839,1.345,1,1,1,100.0,20.34346103038308,20.34346103038308,6.078431372549023,3.9215686274509776,历史1/1次成功; 当前距低点3.92%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
66,75.4446915904966,74.79430631816474,300485,赛升药业,bottom_area,2024-01-24,8.97,2024-01-24,8.58,4.545454545454552,4.895104895104894,28.796680497925315,False,1.9318,1.4136,2,2,2,100.0,15.79539076237168,19.197952218430032,5.454545454545449,4.545454545454552,历史2/2次成功; 当前距低点4.55%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
67,75.35371592035898,74.26770295259318,688155,先惠技术,bottom_area,2024-01-24,45.75,2024-01-24,43.89,4.237867395762131,5.969469127363858,29.607056936647957,False,-0.2399,0.4647,2,2,2,100.0,31.66688502650995,38.11460912628228,5.762132604237869,4.237867395762131,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
68,75.12829104535051,72.98383760309848,688011,新光光电,bottom_area,2024-01-24,18.14,2024-01-24,17.53,3.4797490017113484,5.533371363377062,28.126281262812626,False,-1.6802,1.5246,2,2,2,100.0,15.471318962367542,18.487394957983174,6.520250998288652,3.4797490017113484,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
69,75.07705445051033,72.94563189766409,603087,甘李药业,bottom_area,2024-01-24,40.35,2024-01-24,38.99,3.488073865093612,5.309053603488074,27.79629629629629,False,-0.8356,2.1006,2,2,2,100.0,15.367958656330744,17.002583979328158,6.511926134906389,3.488073865093612,历史2/2次成功; 当前距低点3.49%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
70,74.6928445073253,74.61809450104845,600071,凤凰光学,bottom_area,2024-01-24,16.97,2024-01-24,16.17,4.947433518862073,5.318491032776743,31.191489361702118,False,0.5928,2.0122,2,2,2,100.0,19.77549959168805,27.791986359761296,5.052566481137928,4.947433518862073,历史2/2次成功; 当前距低点4.95%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
71,74.61980935094668,72.85773993095512,301469,恒达新材,bottom_area,2024-01-24,28.53,2024-01-24,27.5,3.7454545454545496,4.9454545454545435,29.178470254957507,False,0.7415,4.2142,1,1,1,100.0,12.243958573072497,12.243958573072497,6.254545454545451,3.7454545454545496,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
72,74.58582804267276,72.9406981655689,688110,东芯股份,bottom_area,2024-01-24,25.76,2024-01-24,24.81,3.829101168883527,6.972994760177349,28.23257159386752,False,-0.9612,2.0433,2,2,2,100.0,19.521767906577143,22.87272727272727,6.170898831116474,3.829101168883527,历史2/2次成功; 当前距低点3.83%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
73,74.39062574417281,73.00563144978776,600360,华微电子,bottom_area,2024-01-24,6.22,2024-01-24,5.98,4.013377926421393,5.0167224080267525,32.73340832395951,False,0.161,1.5504,1,1,1,100.0,16.32329635499208,16.32329635499208,5.986622073578608,4.013377926421393,历史1/1次成功; 当前距低点4.01%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
