rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.04373178238662,77.73711635726394,300069,金利华电,bottom_area,2025-08-22,21.37,2025-08-15,21.09,1.3276434329065963,3.129445234708393,31.45921351966201,False,-0.5584,5.828,1,1,1,100.0,31.312598840274124,31.312598840274124,18.672356567093402,1.3276434329065963,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
2,79.19712215765142,71.89708559006667,603839,安正时尚,bottom_area,2025-08-22,7.82,2025-08-08,7.47,4.685408299866139,8.433734939759036,28.03468208092486,True,-2.005,2.7505,1,1,1,100.0,31.88073394495412,31.88073394495412,15.314591700133862,4.685408299866139,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
3,76.65425075222892,69.63645554349138,600620,天宸股份,bottom_area,2025-08-22,6.43,2025-08-04,6.14,4.723127035830619,5.537459283387634,27.078384798099762,False,-0.3101,1.197,1,1,1,100.0,29.38271604938273,29.38271604938273,15.276872964169383,4.723127035830619,历史1/1次成功; 当前距低点4.72%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
4,73.15770690219576,66.16696692670384,002795,永和智控,bottom_area,2025-08-22,5.13,2025-08-14,4.91,4.480651731160891,5.702647657841146,28.84057971014493,False,-0.1946,3.5698,4,6,4,66.66666666666666,29.97949573701075,32.328767123287676,15.519348268839112,4.480651731160891,历史4/6次成功; 当前距低点4.48%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
5,65.07455792645789,58.68270832580298,003001,中岩大地,bottom_area,2025-08-22,28.02,2025-08-15,26.86,4.3186895011169035,7.1109456440804175,27.756858526089296,True,0.3582,3.186,1,2,1,50.0,25.533980582524272,25.533980582524272,15.681310498883096,4.3186895011169035,历史1/2次成功; 当前距低点4.32%; 最新日涨幅0.36%; 状态bottom_area; 底部已确认
6,60.30522078115358,53.72539647998883,603080,新疆火炬,bottom_area,2025-08-22,21.85,2025-08-15,21.08,3.6527514231499207,8.82352941176472,27.310344827586214,False,-1.0417,6.6034,1,2,1,50.0,22.385321100917427,22.385321100917427,16.34724857685008,3.6527514231499207,历史1/2次成功; 当前距低点3.65%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
7,57.498631414677504,48.62529023487405,603221,爱丽家居,bottom_area,2025-08-22,12.56,2025-08-22,12.46,0.8025682182985525,1.2841091492776755,29.204545454545457,False,-0.4754,5.4337,1,4,1,25.0,20.699708454810505,20.699708454810505,19.19743178170145,0.8025682182985525,历史1/4次成功; 当前距低点0.80%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
