rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.34894442122827,78.42219289223573,300422,博世科,bottom_area,2025-02-18,4.17,2025-02-06,4.11,1.4598540145985306,6.5693430656934195,30.220713073005083,False,-4.1379,3.4726,2,2,2,100.0,30.164838954410644,45.4320987654321,6.5401459854014705,1.4598540145985306,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
2,76.72208961161489,74.71262960406375,605398,新炬网络,confirmed_rebound,2025-02-18,39.56,2025-02-18,38.55,2.6199740596627894,9.156939040207526,29.16207276736495,False,-7.6348,15.036,3,3,3,100.0,17.990163763951127,22.15700660308142,5.380025940337211,2.6199740596627894,历史3/3次成功; 当前距低点2.62%; 最新日涨幅-7.63%; 状态confirmed_rebound; 底部未确认
3,73.74128109575142,74.61915348974846,600325,华发股份,confirmed_rebound,2025-02-18,5.44,2025-01-13,5.2,4.615384615384619,9.038461538461533,29.539295392953925,True,-1.4493,1.0703,3,3,3,100.0,22.53887318723322,32.553606237816766,3.384615384615381,4.615384615384619,历史3/3次成功; 当前距低点4.62%; 最新日涨幅-1.45%; 状态confirmed_rebound; 底部已确认
4,72.8605252293746,68.73426955919687,002016,世荣兆业,bottom_area,2025-02-18,6.25,2025-02-18,6.19,0.969305331179315,6.946688206785133,27.347417840375577,False,-6.994,4.6635,1,1,1,100.0,28.571428571428566,28.571428571428566,7.030694668820685,0.969305331179315,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-6.99%; 状态bottom_area; 底部未确认
5,71.65266356889755,71.47079838758546,001219,青岛食品,confirmed_rebound,2025-02-18,12.89,2025-01-13,12.41,3.867848509266724,11.361804995970992,29.287749287749286,True,-2.2003,2.412,5,6,5,83.33333333333334,15.893331480539011,27.212020033388985,4.132151490733276,3.867848509266724,历史5/6次成功; 当前距低点3.87%; 最新日涨幅-2.20%; 状态confirmed_rebound; 底部已确认
6,51.92697348785091,51.65733731968424,300515,三德科技,confirmed_rebound,2025-02-18,15.02,2025-02-05,14.48,3.7292817679557952,9.66850828729282,27.016129032258064,True,-5.4156,7.8357,1,2,1,50.0,23.441396508728182,23.441396508728182,4.270718232044205,3.7292817679557952,历史1/2次成功; 当前距低点3.73%; 最新日涨幅-5.42%; 状态confirmed_rebound; 底部已确认
