rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.32640891140862,87.43908520837118,000928,中钢国际,bottom_area,2023-11-30,6.04,2023-10-23,5.97,1.1725293132328356,7.705192629815745,31.06235565819862,True,0.3322,1.228,3,3,3,100.0,16.57232280936585,18.798449612403097,6.827470686767165,1.1725293132328356,历史3/3次成功; 当前距低点1.17%; 最新日涨幅0.33%; 状态bottom_area; 底部已确认
2,88.57317517371123,84.7437504664411,002137,实益达,bottom_area,2023-11-30,7.17,2023-11-30,7.05,1.7021276595744694,4.539007092198586,27.31958762886598,False,-2.1828,16.7212,3,3,3,100.0,40.23979317349941,89.3034825870647,6.297872340425531,1.7021276595744694,历史3/3次成功; 当前距低点1.70%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
3,84.1461435952193,80.40172060695264,002080,中材科技,confirmed_rebound,2023-11-30,16.8,2023-10-26,16.53,1.6333938294010864,9.074410163339381,27.244718309859145,True,-0.4739,0.6261,3,3,3,100.0,17.074508268747955,28.579356270810223,6.366606170598914,1.6333938294010864,历史3/3次成功; 当前距低点1.63%; 最新日涨幅-0.47%; 状态confirmed_rebound; 底部已确认
4,83.99576195929859,82.54530690749966,002103,广博股份,bottom_area,2023-11-30,7.33,2023-11-30,7.11,3.0942334739803057,3.938115330520384,28.47082494969818,False,0.9642,15.6957,2,2,2,100.0,39.6782754202944,51.366120218579226,4.905766526019695,3.0942334739803057,历史2/2次成功; 当前距低点3.09%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
5,82.25763222116018,76.30771307315582,600048,保利发展,bottom_area,2023-11-30,10.26,2023-11-30,10.25,0.09756097560975402,2.0487804878048865,31.161853593015447,False,-0.8696,0.4868,2,2,2,100.0,31.721247836269217,31.987577639751546,7.9024390243902465,0.09756097560975402,历史2/2次成功; 当前距低点0.10%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
6,79.96463265752408,76.69131134243614,300637,扬帆新材,bottom_area,2023-11-30,10.59,2023-11-30,10.4,1.8269230769230722,5.288461538461528,27.221833449965004,False,-2.6654,10.2867,1,1,1,100.0,31.810193321616865,31.810193321616865,6.173076923076929,1.8269230769230722,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
7,79.54628305158545,76.4313452091013,603326,我乐家居,confirmed_rebound,2023-11-30,10.07,2023-11-02,9.88,1.923076923076918,9.00809716599189,30.909090909090907,True,-0.3956,2.0167,2,2,2,100.0,15.946024697401477,20.141843971631218,6.076923076923083,1.923076923076918,历史2/2次成功; 当前距低点1.92%; 最新日涨幅-0.40%; 状态confirmed_rebound; 底部已确认
8,79.22817566006762,76.52908533845336,600159,大龙地产,bottom_area,2023-11-30,3.72,2023-11-30,3.64,2.1978021978021998,3.0219780219780183,31.190926275992435,False,0.0,10.7779,1,1,1,100.0,13.01115241635688,13.01115241635688,5.8021978021978,2.1978021978021998,历史1/1次成功; 当前距低点2.20%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,79.0278638723712,74.78682752797243,301448,开创电气,bottom_area,2023-11-30,38.4,2023-11-30,37.97,1.1324730050039498,2.133263102449308,29.931721719874517,False,-1.0309,14.6949,1,1,1,100.0,13.058419243986243,13.058419243986243,6.867526994996051,1.1324730050039498,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
10,77.75187754990175,75.44178292590331,605086,龙高股份,bottom_area,2023-11-30,27.38,2023-11-30,26.73,2.431724653946871,4.751215862326972,32.889781571679634,False,-2.1793,9.6228,2,2,2,100.0,15.839328693022429,17.79249448123621,5.568275346053129,2.431724653946871,历史2/2次成功; 当前距低点2.43%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
11,76.76990591493012,77.39806411645499,600009,上海机场,confirmed_rebound,2023-11-30,35.88,2023-10-23,34.36,4.423748544819567,10.593713620488943,29.777232781524628,True,-0.4992,0.3338,4,4,4,100.0,18.4634989174387,27.704918032786885,3.5762514551804334,4.423748544819567,历史4/4次成功; 当前距低点4.42%; 最新日涨幅-0.50%; 状态confirmed_rebound; 底部已确认
