rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.23931274236206,85.99038658163423,002246,北化股份,bottom_area,2025-01-09,9.49,2025-01-06,9.2,3.1521739130434887,4.347826086956526,27.38752959747435,False,0.4233,1.1925,4,4,4,100.0,25.577113458996685,31.992687385740403,11.84782608695651,3.1521739130434887,历史4/4次成功; 当前距低点3.15%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
2,86.1086276492231,82.16897438969333,002819,东方中科,bottom_area,2025-01-09,25.07,2025-01-06,23.88,4.983249581239536,6.1976549413735365,28.072289156626518,False,0.1998,1.3739,4,4,4,100.0,27.47733029526597,51.677148846960186,10.016750418760463,4.983249581239536,历史4/4次成功; 当前距低点4.98%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
3,85.41898416110915,77.11107142857144,600429,三元股份,bottom_area,2025-01-09,4.07,2025-01-06,3.99,2.0050125313283225,6.265664160401002,31.79487179487179,False,-1.9277,0.6863,1,1,1,100.0,36.25000000000001,36.25000000000001,12.994987468671676,2.0050125313283225,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
4,85.26583629520005,79.44442222539891,300562,乐心医疗,bottom_area,2025-01-09,12.33,2025-01-08,11.89,3.7005887300252267,10.008410428931871,27.411477411477403,False,-0.4039,9.332,4,4,4,100.0,19.57937919277642,22.71604938271605,11.299411269974772,3.7005887300252267,历史4/4次成功; 当前距低点3.70%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
5,83.71710542258278,76.91930095886173,000402,金融街,bottom_area,2025-01-09,3.14,2025-01-08,3.05,2.9508196721311575,4.918032786885258,30.995475113122172,False,0.3195,0.7454,1,1,1,100.0,24.339622641509433,24.339622641509433,12.049180327868841,2.9508196721311575,历史1/1次成功; 当前距低点2.95%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
6,83.41760361785981,77.22819586279132,002075,沙钢股份,bottom_area,2025-01-09,5.54,2025-01-08,5.36,3.358208955223875,8.395522388059689,29.842931937172768,False,0.0,2.5368,1,1,1,100.0,30.994152046783608,30.994152046783608,11.641791044776124,3.358208955223875,历史1/1次成功; 当前距低点3.36%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,82.99507993359042,77.38764714076758,002489,浙江永强,bottom_area,2025-01-09,3.05,2025-01-06,2.94,3.7414965986394515,7.142857142857142,27.58620689655172,True,-0.974,0.959,1,1,1,100.0,49.82935153583616,49.82935153583616,11.258503401360548,3.7414965986394515,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-0.97%; 状态bottom_area; 底部已确认
8,82.59491967233282,75.49450693801403,300682,朗新科技,bottom_area,2025-01-09,10.76,2025-01-08,10.48,2.6717557251908333,5.248091603053425,27.17164697706741,False,-0.738,0.914,2,2,2,100.0,19.0651074809093,21.503593145384194,12.328244274809167,2.6717557251908333,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
9,82.52870287124945,75.96596288257712,600231,凌钢股份,bottom_area,2025-01-09,1.69,2025-01-06,1.64,3.048780487804881,4.878048780487809,27.753303964757713,False,-0.5882,0.1738,2,2,2,100.0,26.221410724581972,29.302325581395344,11.951219512195118,3.048780487804881,历史2/2次成功; 当前距低点3.05%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
10,82.48543811126827,75.9086747398943,601216,君正集团,bottom_area,2025-01-09,5.09,2025-01-06,4.94,3.0364372469635517,5.465587044534404,31.767955801104968,False,0.3945,0.9081,1,1,1,100.0,19.955654101995574,19.955654101995574,11.963562753036449,3.0364372469635517,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
11,82.27172017560099,76.90124891470458,605577,龙版传媒,bottom_area,2025-01-09,13.41,2025-01-06,12.91,3.8729666924864445,5.577072037180486,32.05263157894736,False,0.2242,0.8935,3,4,3,75.0,39.71297297620256,80.80939947780678,11.127033307513555,3.8729666924864445,历史3/4次成功; 当前距低点3.87%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
12,81.93324824605442,75.3283694733878,000567,海德股份,bottom_area,2025-01-09,6.21,2025-01-08,6.03,2.985074626865667,5.306799336650073,32.99999999999999,False,-0.4808,0.5221,1,1,1,100.0,38.67924528301886,38.67924528301886,12.014925373134332,2.985074626865667,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
13,81.92029225518499,75.30911348420948,600199,金种子酒,bottom_area,2025-01-09,11.75,2025-01-08,11.41,2.9798422436459235,4.645048203330406,27.232142857142854,False,0.3416,1.1667,3,4,3,75.0,20.20512795549562,23.70304114490161,12.020157756354076,2.9798422436459235,历史3/4次成功; 当前距低点2.98%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
14,80.58014500314205,74.14946345461067,300456,赛微电子,bottom_area,2025-01-09,16.31,2025-01-08,15.83,3.03221730890713,4.801010739102968,29.01345291479821,False,-0.3665,1.8133,1,1,1,100.0,32.91891891891892,32.91891891891892,11.96778269109287,3.03221730890713,历史1/1次成功; 当前距低点3.03%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
15,80.3866829758805,74.55989431954583,603185,弘元绿能,bottom_area,2025-01-09,15.56,2025-01-08,15.04,3.4574468085106473,7.047872340425547,30.20881670533643,True,0.2577,1.4959,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,11.542553191489352,3.4574468085106473,历史4/6次成功; 当前距低点3.46%; 最新日涨幅0.26%; 状态bottom_area; 底部已确认
16,80.04130555197959,75.91417573445565,002350,北京科锐,bottom_area,2025-01-09,6.07,2025-01-07,5.8,4.655172413793111,10.000000000000002,28.571428571428566,True,-0.3284,4.1018,3,3,3,100.0,19.774026010236266,23.07692307692308,10.344827586206888,4.655172413793111,历史3/3次成功; 当前距低点4.66%; 最新日涨幅-0.33%; 状态bottom_area; 底部已确认
17,79.22761317330634,71.94022767520242,605266,健之佳,bottom_area,2025-01-09,21.19,2025-01-08,20.71,2.3177209077740244,3.5248672139063277,27.536738978306502,False,-0.2824,1.3247,4,6,4,66.66666666666666,34.50518644226089,55.413271245634455,12.682279092225976,2.3177209077740244,历史4/6次成功; 当前距低点2.32%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
18,78.91677787773652,73.98040903540904,000839,国安股份,bottom_area,2025-01-09,2.84,2025-01-08,2.73,4.029304029304025,5.860805860805867,28.157894736842103,False,0.7092,1.0755,1,1,1,100.0,21.75925925925925,21.75925925925925,10.970695970695974,4.029304029304025,历史1/1次成功; 当前距低点4.03%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
19,78.36004072734767,71.22455622282888,002761,浙江建投,bottom_area,2025-01-09,8.2,2025-01-08,8.01,2.372034956304613,3.7453183520599342,28.482142857142854,False,0.0,1.0913,4,7,4,57.14285714285714,29.485077928128906,43.73730534867976,12.627965043695385,2.372034956304613,历史4/7次成功; 当前距低点2.37%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,77.2114643384414,69.27123338220018,600325,华发股份,bottom_area,2025-01-09,5.47,2025-01-08,5.38,1.672862453531596,2.9739776951672887,27.10027100271003,False,-0.3643,0.7602,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,13.327137546468403,1.672862453531596,历史2/3次成功; 当前距低点1.67%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
21,75.52775573224604,69.73223241590216,000718,苏宁环球,bottom_area,2025-01-09,2.25,2025-01-08,2.18,3.2110091743119193,4.1284403669724705,28.75816993464052,False,0.0,1.1322,2,3,2,66.66666666666666,27.77777777777778,36.111111111111114,11.788990825688082,3.2110091743119193,历史2/3次成功; 当前距低点3.21%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
22,75.35297761231381,71.45600439941151,688310,迈得医疗,bottom_area,2025-01-09,10.36,2025-01-06,9.9,4.646464646464636,6.3636363636363535,27.631578947368418,False,-0.0964,0.8204,2,2,2,100.0,21.558837598660606,23.648648648648653,10.353535353535364,4.646464646464636,历史2/2次成功; 当前距低点4.65%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
23,75.2050571117376,71.69517579040574,000036,华联控股,bottom_area,2025-01-09,3.83,2025-01-06,3.65,4.931506849315073,6.301369863013698,29.94241842610365,False,1.3228,1.1736,1,1,1,100.0,20.532319391634985,20.532319391634985,10.068493150684926,4.931506849315073,历史1/1次成功; 当前距低点4.93%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
24,73.14912166876346,68.72153987109819,000886,海南高速,bottom_area,2025-01-09,6.03,2025-01-08,5.79,4.145077720207258,6.5630397236614835,32.51748251748251,False,-0.659,1.7825,1,1,1,100.0,17.378048780487816,17.378048780487816,10.854922279792742,4.145077720207258,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
