rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.52634295324566,83.35307470388213,300454,深信服,bottom_area,2024-03-29,62.0,2024-03-29,60.88,1.8396846254927683,2.989487516425756,28.620002344940794,False,-1.6965,2.4827,4,4,4,100.0,17.782557258094812,29.49391262831224,8.160315374507231,1.8396846254927683,历史4/4次成功; 当前距低点1.84%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
2,80.92774925677625,77.20433524569718,000917,电广传媒,bottom_area,2024-03-29,6.49,2024-03-29,6.33,2.527646129541866,4.423380726698266,30.970556161395855,False,-1.9637,6.9529,1,1,1,100.0,43.157894736842124,43.157894736842124,7.472353870458134,2.527646129541866,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
3,78.0383267299795,77.64688961459883,603322,超讯通信,confirmed_rebound,2024-03-29,32.73,2024-03-27,31.25,4.73599999999999,10.624000000000002,30.369875222816408,True,-2.6762,4.9714,5,5,5,100.0,23.6288688956925,39.45833333333333,5.26400000000001,4.73599999999999,历史5/5次成功; 当前距低点4.74%; 最新日涨幅-2.68%; 状态confirmed_rebound; 底部已确认
4,76.192224916562,72.36733061575225,300727,润禾材料,bottom_area,2024-03-29,26.28,2024-03-29,25.69,2.296613468275593,3.9704165044764483,28.599221789883263,False,-1.9403,5.3772,3,4,3,75.0,18.487146900110744,26.812499999999993,7.703386531724407,2.296613468275593,历史3/4次成功; 当前距低点2.30%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
5,73.23340134675448,70.68462003455198,688048,长光华芯,bottom_area,2024-03-29,41.71,2024-03-29,40.44,3.140454995054409,6.157270029673596,29.114811568799297,False,-2.1122,4.4055,3,4,3,75.0,19.78417969503248,23.810089020771517,6.859545004945591,3.140454995054409,历史3/4次成功; 当前距低点3.14%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
6,57.32773928417239,56.7115824021973,688229,博睿数据,bottom_area,2024-03-29,31.57,2024-03-28,30.23,4.43268276546477,7.509096923585841,28.39886309805779,False,-0.9724,2.9094,2,4,2,50.0,14.667199502456835,18.12233285917498,5.567317234535231,4.43268276546477,历史2/4次成功; 当前距低点4.43%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
7,54.66002361902781,53.12529293426027,000710,贝瑞基因,bottom_area,2024-03-29,9.45,2024-03-28,9.13,3.504928806133609,5.695509309967136,30.62310030395136,False,-0.9434,5.9225,1,2,1,50.0,17.3469387755102,17.3469387755102,6.495071193866392,3.504928806133609,历史1/2次成功; 当前距低点3.50%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
