rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.85433300978507,84.80515081206497,688077,大地熊,bottom_area,2023-05-24,26.27,2023-05-22,25.86,1.5854601701469457,3.3642691415313264,32.83116883116883,False,0.0762,0.6932,1,1,1,100.0,53.68518518518518,53.68518518518518,18.414539829853055,1.5854601701469457,历史1/1次成功; 当前距低点1.59%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
2,94.08945350328418,80.13216152019004,300528,幸福蓝海,bottom_area,2023-05-24,8.52,2023-05-24,8.42,1.1876484560570029,5.463182897862243,30.64250411861615,False,0.1175,3.6976,1,1,1,100.0,20.0,20.0,18.812351543943,1.1876484560570029,历史1/1次成功; 当前距低点1.19%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
3,93.29183831270346,79.92198887298481,001332,锡装股份,bottom_area,2023-05-24,43.04,2023-05-24,42.4,1.5094339622641524,2.287735849056601,32.290003193867776,False,-0.0697,2.3459,2,2,2,100.0,28.620958639500337,31.086142322097377,18.49056603773585,1.5094339622641524,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
4,87.77230621726436,75.56610857056538,688289,圣湘生物,bottom_area,2023-05-24,18.3,2023-04-26,17.98,1.7797552836484998,12.45828698553948,27.058823529411757,False,-0.9204,0.5461,1,1,1,100.0,25.182530200451346,25.182530200451346,18.220244716351502,1.7797552836484998,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
5,86.79628573444809,74.77672541036078,002041,登海种业,bottom_area,2023-05-24,15.69,2023-05-19,15.41,1.817001946787796,5.12654120700843,27.311320754716977,False,-0.759,0.2624,1,1,1,100.0,21.395106715252467,21.395106715252467,18.182998053212206,1.817001946787796,历史1/1次成功; 当前距低点1.82%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
6,82.91626330295732,70.3490537084399,000629,钒钛股份,bottom_area,2023-05-24,4.12,2023-04-25,4.08,0.980392156862746,9.803921568627459,31.08108108108108,False,-0.2421,0.3587,1,1,1,100.0,27.173913043478265,27.173913043478265,19.019607843137255,0.980392156862746,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
7,81.83687376209278,69.61281242970472,002245,蔚蓝锂芯,bottom_area,2023-05-24,10.82,2023-04-26,10.7,1.1214953271028132,8.317757009345799,29.512516469038214,False,-0.7339,1.0093,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,18.878504672897186,1.1214953271028132,历史2/3次成功; 当前距低点1.12%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
8,81.5687262006934,73.6563196586138,688075,安旭生物,bottom_area,2023-05-24,67.49,2023-05-10,64.65,4.392884764114446,7.6566125290023015,30.37906525953047,True,-1.8898,1.8989,4,5,4,80.0,31.086542584917854,40.134529147982065,15.607115235885555,4.392884764114446,历史4/5次成功; 当前距低点4.39%; 最新日涨幅-1.89%; 状态bottom_area; 底部已确认
9,80.08991462468143,71.83222671342395,300762,上海瀚讯,bottom_area,2023-05-24,11.9,2023-05-10,11.44,4.020979020979029,6.118881118881128,27.50316856780735,False,-0.084,0.7714,1,1,1,100.0,32.580961727183514,32.580961727183514,15.979020979020971,4.020979020979029,历史1/1次成功; 当前距低点4.02%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
10,72.03736204328813,62.13893138708924,002405,四维图新,bottom_area,2023-05-24,11.35,2023-05-16,11.14,1.8850987432674962,4.039497307001789,27.75616083009079,False,0.265,0.6743,1,2,1,50.0,23.478260869565215,23.478260869565215,18.114901256732505,1.8850987432674962,历史1/2次成功; 当前距低点1.89%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
11,69.50242790003797,60.60463253509495,002079,苏州固锝,bottom_area,2023-05-24,12.41,2023-05-10,12.11,2.477291494632541,5.6977704376548415,28.512396694214885,False,0.4045,1.2755,1,2,1,50.0,22.488479262672804,22.488479262672804,17.52270850536746,2.477291494632541,历史1/2次成功; 当前距低点2.48%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
12,67.7175606158824,59.23692449355437,601369,陕鼓动力,bottom_area,2023-05-24,9.29,2023-05-10,9.05,2.651933701657441,7.182320441988933,32.31114435302916,True,-1.065,0.5928,1,3,1,33.33333333333333,55.572755417956664,55.572755417956664,17.34806629834256,2.651933701657441,历史1/3次成功; 当前距低点2.65%; 最新日涨幅-1.06%; 状态bottom_area; 底部已确认
13,63.66213647926889,57.723211801553845,600203,福日电子,bottom_area,2023-05-24,5.89,2023-05-15,5.63,4.618117229129659,8.348134991119,28.824273072060684,True,0.1701,0.9169,1,2,1,50.0,24.045801526717554,24.045801526717554,15.381882770870343,4.618117229129659,历史1/2次成功; 当前距低点4.62%; 最新日涨幅0.17%; 状态bottom_area; 底部已确认
14,62.30218579416859,55.383921230859826,300727,润禾材料,bottom_area,2023-05-24,26.37,2023-05-23,25.47,3.533568904593648,6.007067137809192,31.495427649273804,False,0.5337,1.7011,1,3,1,33.33333333333333,26.812499999999993,26.812499999999993,16.466431095406353,3.533568904593648,历史1/3次成功; 当前距低点3.53%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
