rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.58162620423892,79.67333333333333,002491,通鼎互联,bottom_area,2024-06-06,3.46,2024-06-06,3.42,1.1695906432748548,8.479532163742691,29.48453608247422,False,-5.7221,1.6523,1,1,1,100.0,52.39520958083833,52.39520958083833,18.83040935672515,1.1695906432748548,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-5.72%; 状态bottom_area; 底部未确认
73,63.66684737992445,54.170321825355884,688021,奥福科技,bottom_area,2024-06-06,8.91,2024-06-06,8.81,1.1350737797956827,10.556186152099881,27.37015663643858,False,-7.9545,2.5416,1,4,1,25.0,24.96392496392497,24.96392496392497,18.864926220204318,1.1350737797956827,历史1/4次成功; 当前距低点1.14%; 最新日涨幅-7.95%; 状态bottom_area; 底部未确认
74,63.615147886448106,55.857203022247106,300497,富祥股份,bottom_area,2024-06-06,9.36,2024-06-06,9.1,2.857142857142855,5.824175824175837,31.268882175226594,False,-0.9524,2.6897,1,2,1,50.0,24.094025465230157,24.094025465230157,17.142857142857146,2.857142857142855,历史1/2次成功; 当前距低点2.86%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
75,63.57348025463926,54.04914451796077,688202,美迪西,bottom_area,2024-06-06,29.6,2024-06-06,29.28,1.0928961748633887,7.445355191256829,30.23588277340957,False,-4.7925,2.9517,1,4,1,25.0,23.795418261555337,23.795418261555337,18.907103825136613,1.0928961748633887,历史1/4次成功; 当前距低点1.09%; 最新日涨幅-4.79%; 状态bottom_area; 底部未确认
76,63.14817448830444,53.681720543074164,601798,蓝科高新,bottom_area,2024-06-06,4.65,2024-06-06,4.6,1.086956521739146,9.130434782608694,27.67295597484278,False,-6.8136,3.2295,1,4,1,25.0,21.74721189591078,21.74721189591078,18.913043478260853,1.086956521739146,历史1/4次成功; 当前距低点1.09%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
77,62.964542796652886,54.56927042376583,002495,佳隆股份,bottom_area,2024-06-06,1.43,2024-06-06,1.4,2.142857142857145,12.85714285714287,32.038834951456316,False,-8.3333,6.236,1,3,1,33.33333333333333,38.07339449541283,38.07339449541283,17.857142857142854,2.142857142857145,历史1/3次成功; 当前距低点2.14%; 最新日涨幅-8.33%; 状态bottom_area; 底部未确认
78,62.67335589146706,54.18856709614901,600322,津投城开,bottom_area,2024-06-06,1.52,2024-06-06,1.49,2.0134228187919483,7.382550335570476,28.01932367149758,False,-3.7975,2.8861,1,4,1,25.0,35.828877005347586,35.828877005347586,17.98657718120805,2.0134228187919483,历史1/4次成功; 当前距低点2.01%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
79,62.62829007925904,53.45804117183033,001266,宏英智能,bottom_area,2024-06-06,17.78,2024-06-06,17.55,1.3105413105413128,11.45299145299144,28.832116788321166,False,-8.7269,7.7045,1,4,1,25.0,23.285351397121083,23.285351397121083,18.68945868945869,1.3105413105413128,历史1/4次成功; 当前距低点1.31%; 最新日涨幅-8.73%; 状态bottom_area; 底部未确认
80,62.573571149596745,53.3840355997532,300554,三超新材,bottom_area,2024-06-06,23.69,2024-06-06,23.39,1.2825994014536157,9.362975630611363,27.808641975308635,False,-4.3601,15.2597,1,3,1,33.33333333333333,21.15606936416185,21.15606936416185,18.717400598546384,1.2825994014536157,历史1/3次成功; 当前距低点1.28%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
81,62.25176470588236,51.8764705882353,000953,中哲精化,bottom_area,2024-06-06,2.3,2024-06-06,2.3,0.0,13.47826086956522,32.15339233038349,False,-10.1563,4.1613,1,2,1,50.0,29.981024667931695,29.981024667931695,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.16%; 状态bottom_area; 底部未确认
82,62.08498526215261,54.16400813293733,002343,慈文传媒,bottom_area,2024-06-06,5.32,2024-06-06,5.19,2.5048169556840056,11.56069364161849,29.098360655737704,False,-6.6667,7.0335,1,3,1,33.33333333333333,40.33149171270718,40.33149171270718,17.495183044315997,2.5048169556840056,历史1/3次成功; 当前距低点2.50%; 最新日涨幅-6.67%; 状态bottom_area; 底部未确认
83,61.36051527686136,53.34200711112458,300485,赛升药业,bottom_area,2024-06-06,6.2,2024-06-06,6.06,2.31023102310232,11.05610561056107,29.20560747663552,False,-7.6006,2.8261,1,4,1,25.0,34.915773353751916,34.915773353751916,17.68976897689768,2.31023102310232,历史1/4次成功; 当前距低点2.31%; 最新日涨幅-7.60%; 状态bottom_area; 底部未确认
84,61.14468336351788,52.484885951886085,300752,隆利科技,bottom_area,2024-06-06,12.57,2024-06-06,12.37,1.616814874696856,10.024252223120456,31.086350974930365,False,-4.9887,5.0157,1,4,1,25.0,21.807655194596325,21.807655194596325,18.383185125303143,1.616814874696856,历史1/4次成功; 当前距低点1.62%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
85,60.962233071097735,51.7363432835821,603273,天元智能,bottom_area,2024-06-06,18.27,2024-06-06,18.09,0.995024875621889,7.6838032061912696,29.418650019508384,False,-4.9922,8.4351,1,4,1,25.0,201.34228187919464,201.34228187919464,19.004975124378113,0.995024875621889,历史1/4次成功; 当前距低点1.00%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
86,60.75324740523364,53.32458156028375,300334,津膜科技,bottom_area,2024-06-06,4.35,2024-06-06,4.23,2.8368794326240945,12.293144208037814,29.61730449251247,False,-7.6433,2.5503,1,2,1,50.0,20.444444444444457,20.444444444444457,17.163120567375906,2.8368794326240945,历史1/2次成功; 当前距低点2.84%; 最新日涨幅-7.64%; 状态bottom_area; 底部未确认
87,60.69322941634208,52.65032674222331,002798,帝欧水华,bottom_area,2024-06-06,3.26,2024-06-06,3.19,2.194357366771155,10.971786833855802,30.802603036876363,False,-7.6487,3.8768,1,4,1,25.0,29.776674937965264,29.776674937965264,17.805642633228846,2.194357366771155,历史1/4次成功; 当前距低点2.19%; 最新日涨幅-7.65%; 状态bottom_area; 底部未确认
88,60.2923570974251,51.30258916929482,688026,洁特生物,bottom_area,2024-06-06,9.77,2024-06-06,9.66,1.1387163561076545,9.73084886128364,29.591836734693878,False,-6.7748,1.7501,1,5,1,20.0,20.423991726990696,20.423991726990696,18.861283643892346,1.1387163561076545,历史1/5次成功; 当前距低点1.14%; 最新日涨幅-6.77%; 状态bottom_area; 底部未确认
89,59.59554640025631,52.03607657016297,002225,濮耐股份,bottom_area,2024-06-06,4.02,2024-06-06,3.92,2.5510204081632564,7.39795918367347,27.001862197392928,False,-3.3654,4.8343,1,3,1,33.33333333333333,29.457364341085263,29.457364341085263,17.448979591836743,2.5510204081632564,历史1/3次成功; 当前距低点2.55%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
90,59.489303241449804,51.32401347812693,300727,润禾材料,bottom_area,2024-06-06,22.05,2024-06-06,21.64,1.8946395563770801,7.94824399260628,28.651500164853278,False,-2.8634,3.9878,1,6,1,16.666666666666664,26.812499999999993,26.812499999999993,18.10536044362292,1.8946395563770801,历史1/6次成功; 当前距低点1.89%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
91,58.074139025807575,50.906183186930384,603188,亚邦股份,bottom_area,2024-06-06,2.23,2024-06-06,2.17,2.7649769585253483,10.599078341013826,27.666666666666668,False,-6.3025,2.6298,1,3,1,33.33333333333333,26.005361930294914,26.005361930294914,17.235023041474655,2.7649769585253483,历史1/3次成功; 当前距低点2.76%; 最新日涨幅-6.30%; 状态bottom_area; 底部未确认
92,57.39385558406719,52.27708034596117,605162,新中港,bottom_area,2024-06-06,7.54,2024-06-06,7.19,4.867872044506254,8.484005563282327,27.520161290322577,False,0.8021,14.3792,1,3,1,33.33333333333333,26.46502835538753,26.46502835538753,15.132127955493747,4.867872044506254,历史1/3次成功; 当前距低点4.87%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
93,56.96835852153056,48.977892989926566,002786,银宝山新,bottom_area,2024-06-06,7.76,2024-06-06,7.63,1.7038007863695925,8.256880733944953,29.547553093259467,False,-5.5961,4.0068,1,6,1,16.666666666666664,22.074688796680498,22.074688796680498,18.29619921363041,1.7038007863695925,历史1/6次成功; 当前距低点1.70%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
94,56.7121382388611,49.777603175755814,002622,皓宸医疗,bottom_area,2024-06-06,1.45,2024-06-06,1.41,2.8368794326241162,13.475177304964554,32.21153846153847,False,-7.6433,3.4439,1,3,1,33.33333333333333,20.819112627986343,20.819112627986343,17.163120567375884,2.8368794326241162,历史1/3次成功; 当前距低点2.84%; 最新日涨幅-7.64%; 状态bottom_area; 底部未确认
95,56.25227251722764,51.01530332621766,002589,瑞康医药,bottom_area,2024-06-06,2.26,2024-06-06,2.16,4.629629629629613,12.037037037037027,29.18032786885245,False,-5.8333,2.5425,2,6,2,33.33333333333333,32.78239542171958,37.073170731707336,15.37037037037039,4.629629629629613,历史2/6次成功; 当前距低点4.63%; 最新日涨幅-5.83%; 状态bottom_area; 底部未确认
96,56.214216044622255,47.6387992893168,688170,德龙激光,bottom_area,2024-06-06,22.01,2024-06-06,21.81,0.9170105456212878,9.812012838147641,27.178631051752923,False,-5.8597,3.0502,1,3,1,33.33333333333333,25.624999999999996,25.624999999999996,19.082989454378712,0.9170105456212878,历史1/3次成功; 当前距低点0.92%; 最新日涨幅-5.86%; 状态bottom_area; 底部未确认
97,55.5875640907823,46.90299588194921,603326,我乐家居,bottom_area,2024-06-06,5.93,2024-06-06,5.89,0.6791171477079803,6.791171477079802,27.552275522755238,False,-4.8154,2.1887,1,4,1,25.0,20.141843971631218,20.141843971631218,19.32088285229202,0.6791171477079803,历史1/4次成功; 当前距低点0.68%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
98,54.94238519503547,46.611770833333345,300749,顶固集创,bottom_area,2024-06-06,5.17,2024-06-06,5.12,0.9765624999999966,9.765625,28.391608391608393,False,-5.6569,3.8244,1,3,1,33.33333333333333,20.833333333333336,20.833333333333336,19.023437500000004,0.9765624999999966,历史1/3次成功; 当前距低点0.98%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
99,47.68521033869878,42.89373613499078,002316,亚联发展,bottom_area,2024-06-06,2.99,2024-06-06,2.87,4.181184668989551,11.846689895470378,30.67632850241545,False,-5.6782,6.136,1,7,1,14.285714285714285,24.890829694323134,24.890829694323134,15.81881533101045,4.181184668989551,历史1/7次成功; 当前距低点4.18%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
