rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.87063510677926,86.18359992746416,603327,福蓉科技,bottom_area,2023-06-12,11.29,2023-06-09,10.92,3.388278388278381,4.30402930402931,29.548387096774192,False,0.8036,0.2815,4,4,4,100.0,29.510078778165898,52.609776304888165,6.611721611721618,3.388278388278381,历史4/4次成功; 当前距低点3.39%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
2,85.11062879400575,83.1152753177112,000301,东方盛虹,bottom_area,2023-06-12,11.33,2023-06-09,10.92,3.754578754578756,4.853479853479847,27.586206896551722,False,1.3417,0.5346,4,4,4,100.0,17.503843430918035,28.337639965546952,6.2454212454212445,3.754578754578756,历史4/4次成功; 当前距低点3.75%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
3,84.48595099012016,80.09371500592431,601388,怡球资源,bottom_area,2023-06-12,2.79,2023-05-30,2.73,2.1978021978021998,4.3956043956043995,27.777777777777775,False,1.4545,0.5418,2,2,2,100.0,15.509161381254394,18.333333333333325,7.802197802197801,2.1978021978021998,历史2/2次成功; 当前距低点2.20%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
4,84.00931647099556,80.33193730753601,600955,维远股份,bottom_area,2023-06-12,18.59,2023-06-12,18.11,2.6504693539480972,2.7609055770292654,28.924646781789644,False,1.2527,0.5001,2,2,2,100.0,22.33874964805201,25.969084423305596,7.349530646051903,2.6504693539480972,历史2/2次成功; 当前距低点2.65%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
5,83.88887831664398,82.12196002836248,688075,安旭生物,bottom_area,2023-06-12,67.16,2023-05-10,64.65,3.8824439288476267,7.764887857695276,30.37906525953047,True,-0.0595,1.0918,5,5,5,100.0,27.010388097500325,40.134529147982065,6.117556071152374,3.8824439288476267,历史5/5次成功; 当前距低点3.88%; 最新日涨幅-0.06%; 状态bottom_area; 底部已确认
6,83.7967823336213,77.77108686350023,600935,华塑股份,bottom_area,2023-06-12,3.73,2023-05-31,3.69,1.084010840108402,3.2520325203252063,27.788649706457928,False,-0.5333,0.2229,1,1,1,100.0,28.50877192982458,28.50877192982458,8.915989159891598,1.084010840108402,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
7,83.70114601348685,82.01611197972917,002690,美亚光电,bottom_area,2023-06-12,24.58,2023-05-15,23.65,3.9323467230443963,8.668076109936578,28.765060240963862,True,0.3675,0.8378,3,3,3,100.0,21.246572625109707,27.355278093076052,6.067653276955604,3.9323467230443963,历史3/3次成功; 当前距低点3.93%; 最新日涨幅0.37%; 状态bottom_area; 底部已确认
8,83.10792516086224,78.00289991145254,300363,博腾股份,bottom_area,2023-06-12,29.78,2023-06-08,29.29,1.6729259132809902,4.335950836462955,29.77703188683769,False,-0.3347,1.2713,1,1,1,100.0,36.97403760071621,36.97403760071621,8.32707408671901,1.6729259132809902,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
9,81.07413039078854,75.98350117908171,688289,圣湘生物,bottom_area,2023-06-12,17.18,2023-06-12,16.91,1.5966883500887024,2.069781194559441,31.399594320486813,False,-0.2323,0.7291,1,1,1,100.0,25.182530200451346,25.182530200451346,8.403311649911299,1.5966883500887024,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
10,80.6782719165099,77.49434150534027,600995,南网储能,bottom_area,2023-06-12,11.05,2023-06-07,10.74,2.886405959031662,3.910614525139664,32.7909887359199,False,0.0,1.1778,1,1,1,100.0,26.64165103189493,26.64165103189493,7.113594040968338,2.886405959031662,历史1/1次成功; 当前距低点2.89%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,80.66259803489686,76.38114378676009,000703,恒逸石化,bottom_area,2023-06-12,6.69,2023-06-12,6.55,2.1374045801526806,2.5954198473282433,27.222222222222225,False,0.6015,0.3747,1,1,1,100.0,11.475409836065575,11.475409836065575,7.862595419847319,2.1374045801526806,历史1/1次成功; 当前距低点2.14%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
