rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.94483008584837,79.74262585284899,601669,中国电建,bottom_area,2023-07-24,5.67,2023-06-07,5.61,1.069518716577533,5.882352941176471,29.78723404255319,False,0.0,0.4526,1,1,1,100.0,16.457680250783696,16.457680250783696,8.930481283422468,1.069518716577533,历史1/1次成功; 当前距低点1.07%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,80.91505109029856,76.72621451412216,688287,退市观典,bottom_area,2023-07-24,11.1,2023-07-24,10.86,2.2099447513812174,3.038674033149172,27.406417112299476,False,0.9091,0.5793,1,1,1,100.0,14.219830899308223,14.219830899308223,7.790055248618782,2.2099447513812174,历史1/1次成功; 当前距低点2.21%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
3,80.81689507771439,77.2289224754553,300722,新余国科,bottom_area,2023-07-24,24.71,2023-07-24,24.08,2.6162790697674527,3.7375415282392117,29.176470588235297,False,0.488,0.6105,3,4,3,75.0,26.070100830780092,45.90377113133938,7.383720930232548,2.6162790697674527,历史3/4次成功; 当前距低点2.62%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
4,79.91287171847942,77.71830798578722,600995,南网储能,bottom_area,2023-07-24,11.12,2023-06-07,10.74,3.5381750465549255,8.379888268156428,32.7909887359199,True,0.0,0.4841,1,1,1,100.0,26.64165103189493,26.64165103189493,6.461824953445075,3.5381750465549255,历史1/1次成功; 当前距低点3.54%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
5,79.75150746303477,75.96306800985774,601360,三六零,bottom_area,2023-07-24,11.73,2023-07-24,11.45,2.445414847161582,4.716157205240183,29.1460396039604,False,1.5584,1.6658,1,1,1,100.0,13.003300330033007,13.003300330033007,7.554585152838418,2.445414847161582,历史1/1次成功; 当前距低点2.45%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
6,78.41553394126616,76.42136275855368,002590,万安科技,bottom_area,2023-07-24,11.65,2023-07-24,11.24,3.6476868327402148,3.825622775800709,28.589580686149933,False,2.193,7.7557,1,1,1,100.0,30.204778156996575,30.204778156996575,6.352313167259785,3.6476868327402148,历史1/1次成功; 当前距低点3.65%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
7,76.59988282898901,75.37851392143492,002755,奥赛康,bottom_area,2023-07-24,8.27,2023-07-17,7.94,4.15617128463475,4.282115869017619,28.853046594982075,False,2.0988,0.4474,1,1,1,100.0,30.831099195710454,30.831099195710454,5.843828715365251,4.15617128463475,历史1/1次成功; 当前距低点4.16%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
8,75.10385648993368,70.49249904980464,000037,深南电A,bottom_area,2023-07-24,10.93,2023-07-24,10.75,1.6744186046511602,2.604651162790692,27.266576454668467,False,0.2752,4.3609,3,6,3,50.0,32.47405090542621,45.16765285996055,8.325581395348841,1.6744186046511602,历史3/6次成功; 当前距低点1.67%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
9,75.09965619385413,68.84839122383704,600990,四创电子,bottom_area,2023-07-24,22.82,2023-07-24,22.72,0.4401408450704288,1.6725352112676168,29.199127454035533,False,-0.6963,0.6087,1,1,1,100.0,12.483399734395755,12.483399734395755,9.55985915492957,0.4401408450704288,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
10,74.88944470891724,68.69661943172734,605118,力鼎光电,bottom_area,2023-07-24,14.92,2023-07-24,14.85,0.47138047138047334,3.3670033670033668,27.170181461500743,False,-1.9066,8.2473,1,1,1,100.0,12.050359712230225,12.050359712230225,9.528619528619526,0.47138047138047334,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
11,72.87947340647278,68.06099582587954,603033,三维股份,bottom_area,2023-07-24,15.82,2023-07-17,15.6,1.4102564102564144,5.25641025641027,27.677329624478446,False,-0.2522,0.1307,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,8.589743589743588,1.4102564102564144,历史2/3次成功; 当前距低点1.41%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
12,72.03914905448825,69.62341042754244,600105,永鼎股份,bottom_area,2023-07-24,6.11,2023-07-24,5.92,3.2094594594594663,4.5608108108108185,27.628361858190708,False,-0.4886,3.6445,1,1,1,100.0,10.757946210268958,10.757946210268958,6.790540540540535,3.2094594594594663,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
13,71.11736733351266,70.20030720262282,002654,万润科技,bottom_area,2023-07-24,10.87,2023-07-24,10.42,4.318618042226481,7.005758157389639,27.63888888888889,False,-0.3666,12.872,2,2,2,100.0,10.789012574726865,11.22448979591837,5.681381957773519,4.318618042226481,历史2/2次成功; 当前距低点4.32%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
14,70.07910437042547,69.6234534967556,600935,华塑股份,bottom_area,2023-07-24,3.82,2023-06-27,3.65,4.657534246575341,6.575342465753431,28.571428571428577,False,-0.2611,0.188,1,1,1,100.0,28.50877192982458,28.50877192982458,5.34246575342466,4.657534246575341,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
15,68.5812086026025,62.838364678355454,002829,星网宇达,bottom_area,2023-07-24,31.71,2023-07-24,31.58,0.41165294490184473,1.6149461684610678,29.46169309805674,False,-0.4083,2.1972,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,9.588347055098156,0.41165294490184473,历史2/3次成功; 当前距低点0.41%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
16,67.44795297691417,62.00860193038884,002403,爱仕达,bottom_area,2023-07-24,8.55,2023-07-24,8.5,0.5882352941176554,1.9999999999999991,31.891025641025646,False,-0.5814,1.6012,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,9.411764705882344,0.5882352941176554,历史2/3次成功; 当前距低点0.59%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
17,65.32465728015158,65.06651075595796,301338,凯格精机,bottom_area,2023-07-24,47.89,2023-07-24,45.7,4.792122538293212,7.8774617067833566,27.25246736708054,False,-4.3157,48.3064,1,1,1,100.0,15.873925501432662,15.873925501432662,5.207877461706789,4.792122538293212,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
18,62.257452883985124,58.53181003423482,688318,财富趋势,bottom_area,2023-07-24,89.55,2023-07-19,88.0,1.7613636363636331,5.113636363636364,28.837134077308747,False,0.3924,0.6727,1,3,1,33.33333333333333,22.012826837691176,22.012826837691176,8.238636363636367,1.7613636363636331,历史1/3次成功; 当前距低点1.76%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
