rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.67949632720924,76.89898744712701,300484,蓝海华腾,bottom_area,2021-02-09,10.74,2021-02-09,10.48,2.480916030534349,4.103053435114501,30.365448504983387,False,0.0,3.0169,1,1,1,100.0,18.47030105777056,18.47030105777056,7.519083969465651,2.480916030534349,历史1/1次成功; 当前距低点2.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,76.76380318656707,74.4027259692758,300752,隆利科技,bottom_area,2021-02-09,32.3,2021-02-09,31.25,3.3599999999999905,4.8960000000000035,28.078250863060994,False,1.0955,11.0975,1,1,1,100.0,15.825408436966597,15.825408436966597,6.6400000000000095,3.3599999999999905,历史1/1次成功; 当前距低点3.36%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
3,71.97469572757251,66.6740374367747,605228,神通科技,bottom_area,2021-02-09,9.22,2021-02-09,9.13,0.9857612267250805,4.928806133625403,27.366746221161492,False,-4.0583,18.1182,1,1,1,100.0,17.696629213483153,17.696629213483153,9.01423877327492,0.9857612267250805,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-4.06%; 状态bottom_area; 底部未确认
4,71.05613043998723,70.13040904065063,300530,领湃科技,bottom_area,2021-02-09,15.0,2021-02-08,14.38,4.311543810848395,9.874826147426981,27.66599597585512,False,-0.3322,1.0677,1,1,1,100.0,26.993166287015956,26.993166287015956,5.688456189151606,4.311543810848395,历史1/1次成功; 当前距低点4.31%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
5,69.94434583955845,69.90755239093163,002342,巨力索具,bottom_area,2021-02-09,3.8,2021-02-08,3.62,4.972375690607727,6.353591160220994,29.980657640232106,False,1.6043,4.0096,1,1,1,100.0,11.422413793103454,11.422413793103454,5.027624309392274,4.972375690607727,历史1/1次成功; 当前距低点4.97%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
