rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.17859954522756,77.78872304865672,300515,三德科技,bottom_area,2023-08-02,13.55,2023-07-28,13.22,2.4962178517397886,3.706505295007566,27.162534435261698,False,2.2642,1.37,1,1,1,100.0,23.441396508728182,23.441396508728182,17.503782148260214,2.4962178517397886,历史1/1次成功; 当前距低点2.50%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
2,88.56573081006798,78.69130475327997,688300,联瑞新材,bottom_area,2023-08-02,43.99,2023-08-02,42.5,3.505882352941181,4.564705882352936,27.350427350427353,False,2.0413,0.9046,2,2,2,100.0,24.003852247235756,26.809910956252438,16.49411764705882,3.505882352941181,历史2/2次成功; 当前距低点3.51%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
3,85.22458432512043,75.66850965250967,002219,新里程,bottom_area,2023-08-02,3.88,2023-07-28,3.75,3.4666666666666637,6.400000000000006,27.884615384615387,False,0.2584,0.514,1,1,1,100.0,23.938223938223942,23.938223938223942,16.53333333333334,3.4666666666666637,历史1/1次成功; 当前距低点3.47%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
4,84.81824212523591,74.35720409775732,002755,奥赛康,bottom_area,2023-08-02,8.16,2023-07-17,7.94,2.770780856423171,6.171284634760696,28.853046594982075,False,-0.8505,0.2516,1,1,1,100.0,30.831099195710454,30.831099195710454,17.22921914357683,2.770780856423171,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
5,80.83407927197338,72.47685547182073,600995,南网储能,bottom_area,2023-08-02,11.17,2023-06-07,10.74,4.003724394785844,8.379888268156428,32.7909887359199,True,-1.4122,0.6691,1,1,1,100.0,26.64165103189493,26.64165103189493,15.996275605214159,4.003724394785844,历史1/1次成功; 当前距低点4.00%; 最新日涨幅-1.41%; 状态bottom_area; 底部已确认
6,80.78329719021501,71.9064127460973,301386,未来电器,bottom_area,2023-08-02,27.59,2023-08-01,26.63,3.604956815621483,4.018024784078109,28.70147255689425,False,-0.3971,13.691,1,1,1,100.0,27.880184331797242,27.880184331797242,16.39504318437852,3.604956815621483,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
7,80.36902070613348,73.12469598555712,002045,国光电器,bottom_area,2023-08-02,13.95,2023-07-28,13.31,4.808414725770088,6.386175807663408,27.937195452084456,False,1.2337,1.9046,3,4,3,75.0,30.875707313510432,33.77563329312426,15.191585274229913,4.808414725770088,历史3/4次成功; 当前距低点4.81%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
8,79.58278594947934,71.09475461102899,688143,长盈通,bottom_area,2023-08-02,30.84,2023-08-01,29.71,3.80343318747896,6.294177044766064,28.906436946637946,False,-1.5011,1.9357,1,1,1,100.0,25.949367088607595,25.949367088607595,16.19656681252104,3.80343318747896,历史1/1次成功; 当前距低点3.80%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
9,65.41117593783181,57.38188967611349,688095,福昕软件,bottom_area,2023-08-02,98.88,2023-08-02,96.18,2.8072364316905682,3.4206695778748095,28.75555555555555,False,-1.1595,2.8843,1,2,1,50.0,31.679509356817103,31.679509356817103,17.19276356830943,2.8072364316905682,历史1/2次成功; 当前距低点2.81%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
10,63.93215704987316,54.98308691411265,603033,三维股份,bottom_area,2023-08-02,15.36,2023-08-01,15.1,1.7218543046357602,2.7814569536423837,29.995363931386187,False,-0.1949,0.1386,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,18.27814569536424,1.7218543046357602,历史1/3次成功; 当前距低点1.72%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
11,62.987511999538334,54.51674447220002,300342,天银机电,bottom_area,2023-08-02,11.34,2023-07-28,11.11,2.070207020702074,4.230423042304237,28.368794326241137,False,-0.3515,2.418,1,3,1,33.33333333333333,26.68539325842696,26.68539325842696,17.929792979297925,2.070207020702074,历史1/3次成功; 当前距低点2.07%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
12,61.53414419670238,54.61610431659973,002403,爱仕达,bottom_area,2023-08-02,8.7,2023-07-28,8.41,3.448275862068955,3.8049940546967926,32.61217948717949,False,1.7544,2.1504,1,3,1,33.33333333333333,21.63892445582587,21.63892445582587,16.551724137931046,3.448275862068955,历史1/3次成功; 当前距低点3.45%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
13,61.43320083350796,55.34526096356959,688027,国盾量子,bottom_area,2023-08-02,142.51,2023-07-28,136.68,4.265437518290886,7.952882645595555,27.096223597183695,True,1.8656,1.3938,1,3,1,33.33333333333333,26.382393397524062,26.382393397524062,15.734562481709114,4.265437518290886,历史1/3次成功; 当前距低点4.27%; 最新日涨幅1.87%; 状态bottom_area; 底部已确认
14,58.424388690983186,53.29684740502347,000037,深南电A,bottom_area,2023-08-02,10.81,2023-07-31,10.3,4.9514563106796095,11.359223300970871,30.311231393775362,True,-5.0088,10.7605,2,6,2,33.33333333333333,39.8001852690304,45.16765285996055,15.048543689320393,4.9514563106796095,历史2/6次成功; 当前距低点4.95%; 最新日涨幅-5.01%; 状态bottom_area; 底部已确认
15,57.69581941410574,48.866480663905456,002829,星网宇达,bottom_area,2023-08-02,30.75,2023-08-02,30.48,0.885826771653542,2.1981627296587867,31.918695555059195,False,-0.4854,2.0915,1,3,1,33.33333333333333,21.628131021194598,21.628131021194598,19.11417322834646,0.885826771653542,历史1/3次成功; 当前距低点0.89%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
