rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.18711646806283,90.83719175761787,000619,海螺新材,bottom_area,2025-11-24,6.28,2025-11-21,6.19,1.4539579967689797,6.1389337641357,27.85547785547785,False,1.454,4.0011,4,4,4,100.0,30.81836553898465,43.133047210300425,8.54604200323102,1.4539579967689797,历史4/4次成功; 当前距低点1.45%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
2,94.41120462476928,88.50502753946257,002160,常铝股份,bottom_area,2025-11-24,5.05,2025-11-24,4.97,1.6096579476861181,3.8229376257545358,28.386167146974074,False,0.3976,6.0273,3,3,3,100.0,36.855094947241525,40.066225165562926,8.390342052313882,1.6096579476861181,历史3/3次成功; 当前距低点1.61%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
3,92.01418515225687,87.97266850035916,002678,珠江钢琴,bottom_area,2025-11-24,5.05,2025-11-03,4.92,2.6422764227642253,7.113821138211375,29.613733905579405,True,1.2024,1.0637,4,4,4,100.0,20.79063841000859,35.5191256830601,7.357723577235776,2.6422764227642253,历史4/4次成功; 当前距低点2.64%; 最新日涨幅1.20%; 状态bottom_area; 底部已确认
4,89.79362259260135,84.38676912051804,601127,赛力斯,bottom_area,2025-11-24,124.5,2025-11-24,122.37,1.7406227016425555,2.5578164582822547,28.854651162790695,False,0.8914,1.6106,8,9,8,88.88888888888889,23.726702462585248,42.19143576826195,8.259377298357446,1.7406227016425555,历史8/9次成功; 当前距低点1.74%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
5,89.1832130436606,84.46135761778446,002578,闽发铝业,bottom_area,2025-11-24,3.81,2025-11-21,3.73,2.1447721179624684,9.651474530831097,30.410447761194032,False,2.1448,7.6116,3,3,3,100.0,21.674398100746647,38.589211618257245,7.855227882037533,2.1447721179624684,历史3/3次成功; 当前距低点2.14%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
6,88.97769315735465,85.43860451831164,002636,金安国纪,bottom_area,2025-11-24,14.34,2025-11-24,13.94,2.8694404591104763,3.8020086083213855,28.292181069958854,False,1.4862,2.7318,3,3,3,100.0,35.811444973567276,69.0,7.130559540889525,2.8694404591104763,历史3/3次成功; 当前距低点2.87%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
7,88.46703511064122,83.43299270475532,000063,中兴通讯,bottom_area,2025-11-24,38.65,2025-11-24,37.92,1.9251054852320593,3.190928270042196,27.77142857142857,False,1.5235,2.04,3,3,3,100.0,13.452866726260273,17.19567492152075,8.07489451476794,1.9251054852320593,历史3/3次成功; 当前距低点1.93%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
8,88.21163033261914,83.3502955637937,603178,圣龙股份,bottom_area,2025-11-24,18.14,2025-11-24,17.78,2.024746906636667,2.305961754780653,27.694184627897517,False,0.7778,1.5096,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,7.975253093363334,2.024746906636667,历史6/7次成功; 当前距低点2.02%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
9,87.96858748301864,82.39628757724755,688608,恒玄科技,bottom_area,2025-11-24,201.1,2025-11-24,198.0,1.5656565656565629,2.1666666666666625,31.25,False,0.4696,1.7382,1,1,1,100.0,36.80636853195971,36.80636853195971,8.434343434343438,1.5656565656565629,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
10,87.00371451483561,80.86883720930233,301017,漱玉平民,bottom_area,2025-11-24,13.05,2025-11-24,12.9,1.1627906976744213,2.7906976744186003,28.01339285714286,False,0.2304,4.4205,1,1,1,100.0,23.655913978494613,23.655913978494613,8.83720930232558,1.1627906976744213,历史1/1次成功; 当前距低点1.16%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
11,86.25537855351425,79.01617234468941,002825,纳尔股份,bottom_area,2025-11-24,10.02,2025-11-24,9.98,0.4008016032064043,2.7054108216432824,27.046783625730992,False,-0.1992,4.3338,2,2,2,100.0,56.18277368277369,89.24242424242425,9.599198396793597,0.4008016032064043,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
12,86.21781415136871,80.9580299409802,688008,澜起科技,bottom_area,2025-11-24,113.9,2025-11-24,112.0,1.6964285714285765,3.526785714285717,29.506545820745217,False,0.0,1.724,3,4,3,75.0,34.8434789453621,62.20095693779905,8.303571428571423,1.6964285714285765,历史3/4次成功; 当前距低点1.70%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,86.19633972184342,81.37862001557845,603151,邦基科技,bottom_area,2025-11-24,18.53,2025-11-21,18.17,1.9812878370941078,3.5773252614199147,32.62884686688913,False,1.1463,1.6636,1,1,1,100.0,36.42987249544626,36.42987249544626,8.018712162905892,1.9812878370941078,历史1/1次成功; 当前距低点1.98%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
14,86.16108976534889,79.36520450073297,000661,长春高新,bottom_area,2025-11-24,99.36,2025-11-24,98.68,0.689096068098898,1.0336441021483542,30.394300627777387,False,0.455,0.9309,3,3,3,100.0,16.270664172034742,25.03526756324649,9.310903931901104,0.689096068098898,历史3/3次成功; 当前距低点0.69%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
15,85.7389786868439,82.27053200225312,002664,信质集团,bottom_area,2025-11-24,22.51,2025-11-24,21.89,2.832343535861128,3.5175879396984904,30.727848101265824,False,1.2596,1.9621,2,2,2,100.0,34.990727225895085,52.526315789473685,7.167656464138872,2.832343535861128,历史2/2次成功; 当前距低点2.83%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
16,85.63087053103844,80.47999186897745,688050,爱博医疗,bottom_area,2025-11-24,60.67,2025-11-21,59.63,1.744088546033874,2.666443065571015,28.86794703566742,False,0.6136,0.7033,2,2,2,100.0,12.024267494272554,12.90770757525636,8.255911453966126,1.744088546033874,历史2/2次成功; 当前距低点1.74%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
17,85.62778953441654,80.45105764200244,002337,赛象科技,bottom_area,2025-11-24,5.89,2025-11-21,5.79,1.7271157167530162,5.1813471502590644,29.47624847746651,False,1.0292,1.9003,3,4,3,75.0,32.49398643117915,60.465116279069754,8.272884283246984,1.7271157167530162,历史3/4次成功; 当前距低点1.73%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
18,85.6176557727996,82.1929495418876,688310,迈得医疗,bottom_area,2025-11-24,15.48,2025-11-21,15.05,2.857142857142855,6.245847176079731,29.804104477611943,False,1.8421,2.3771,3,3,3,100.0,18.210942237490904,23.648648648648653,7.142857142857145,2.857142857142855,历史3/3次成功; 当前距低点2.86%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
19,85.46275953855674,81.93448047503836,002338,奥普光电,bottom_area,2025-11-24,50.16,2025-11-21,48.8,2.7868852459016384,3.1967213114754145,30.632551528073915,False,2.3465,1.5208,3,3,3,100.0,15.960101267172554,20.995288574793882,7.2131147540983624,2.7868852459016384,历史3/3次成功; 当前距低点2.79%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
