rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.98462537808093,84.51868682849184,300402,宝色股份,bottom_area,2022-01-10,25.56,2022-01-10,25.13,1.7111022682053314,2.865101472343822,27.074869413813126,False,0.5903,1.3092,1,1,1,100.0,61.64021164021163,61.64021164021163,8.28889773179467,1.7111022682053314,历史1/1次成功; 当前距低点1.71%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
2,87.84994347079942,81.51187517929432,603213,镇洋发展,bottom_area,2022-01-10,20.77,2022-01-10,20.55,1.0705596107055906,3.6009732360097244,28.769497400346623,False,0.4838,13.1124,1,1,1,100.0,25.982532751091718,25.982532751091718,8.92944038929441,1.0705596107055906,历史1/1次成功; 当前距低点1.07%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
3,86.77987169117341,81.65854359111795,300409,道氏技术,bottom_area,2022-01-10,22.53,2022-01-07,22.13,1.8075011296882155,6.281066425666519,28.979460847240055,False,1.1675,1.8942,1,1,1,100.0,35.80454928390903,35.80454928390903,8.192498870311784,1.8075011296882155,历史1/1次成功; 当前距低点1.81%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
4,84.93767899191973,79.98320066412549,300491,通合科技,bottom_area,2022-01-10,18.21,2022-01-10,17.88,1.845637583892628,2.908277404921698,30.563106796116507,False,0.8306,2.2348,1,1,1,100.0,27.26480836236933,27.26480836236933,8.154362416107372,1.845637583892628,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
5,83.78378744755241,80.29617577258169,300484,蓝海华腾,bottom_area,2022-01-10,14.85,2022-01-10,14.45,2.7681660899654004,4.013840830449827,29.580896686159846,False,1.158,2.1357,2,2,2,100.0,23.589217514531214,28.708133971291865,7.2318339100346005,2.7681660899654004,历史2/2次成功; 当前距低点2.77%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
6,81.54883576897271,74.94594904047737,601126,四方股份,bottom_area,2022-01-10,17.65,2022-01-10,17.55,0.5698005698005576,3.1908831908831834,29.29089443996777,False,-2.1619,2.7057,1,1,1,100.0,46.85534591194968,46.85534591194968,9.430199430199442,0.5698005698005576,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
7,80.53484668766568,74.3081028814002,300490,华自科技,bottom_area,2022-01-10,19.44,2022-01-10,19.29,0.7776049766718618,2.643856920684301,31.082529474812432,False,-1.3198,2.663,2,2,2,100.0,29.306678646301293,32.06349206349206,9.22239502332814,0.7776049766718618,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
8,73.64463401237387,67.88918759874755,603290,斯达半导,bottom_area,2022-01-10,329.7,2022-01-10,327.31,0.7301946167242023,3.571537685985762,32.23395445134575,False,-2.4845,3.3082,1,1,1,100.0,10.881888843434034,10.881888843434034,9.269805383275799,0.7301946167242023,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
9,56.73276652146538,56.046717489949415,300693,盛弘股份,bottom_area,2022-01-10,33.74,2022-01-06,32.33,4.361274358181268,9.310238168883405,32.15110178384051,True,0.4167,2.9501,1,2,1,50.0,11.88399476668121,11.88399476668121,5.638725641818733,4.361274358181268,历史1/2次成功; 当前距低点4.36%; 最新日涨幅0.42%; 状态bottom_area; 底部已确认
