rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.8383816034631,78.14159550512669,000938,紫光股份,bottom_area,2023-10-26,19.87,2023-10-23,19.3,2.95336787564767,4.041450777202059,28.011935844834014,False,1.1711,0.9881,1,1,1,100.0,30.942334739803094,30.942334739803094,17.04663212435233,2.95336787564767,历史1/1次成功; 当前距低点2.95%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
2,87.28922340016712,75.56235161107972,688337,普源精电,bottom_area,2023-10-26,38.79,2023-10-26,38.0,2.0789473684210504,3.3947368421052606,27.61904761904762,False,-1.373,1.9823,1,1,1,100.0,28.829847371396255,28.829847371396255,17.921052631578952,2.0789473684210504,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
3,86.99554792838758,77.72991656922943,688023,安恒信息,bottom_area,2023-10-26,121.44,2023-10-24,116.98,3.8126175414600736,4.804240041032647,29.021297251380375,False,1.04,0.7024,1,1,1,100.0,39.261744966442954,39.261744966442954,16.18738245853993,3.8126175414600736,历史1/1次成功; 当前距低点3.81%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
4,86.8864302425924,76.33952252528348,603098,森特股份,bottom_area,2023-10-26,16.72,2023-10-23,16.25,2.892307692307685,7.5076923076923014,29.835924006908463,True,-2.6209,0.3002,1,1,1,100.0,33.78486055776891,33.78486055776891,17.107692307692314,2.892307692307685,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
5,83.9016644484038,74.55117774782869,601155,新城控股,bottom_area,2023-10-26,11.8,2023-10-20,11.4,3.5087719298245648,4.8245614035087625,27.06333973128599,False,-0.3378,0.6166,2,2,2,100.0,24.2536438055306,24.642857142857142,16.49122807017544,3.5087719298245648,历史2/2次成功; 当前距低点3.51%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
6,83.50066874596817,73.35869658040181,001322,箭牌家居,bottom_area,2023-10-26,12.47,2023-10-23,12.12,2.8877887788779,4.785478547854787,30.74285714285715,False,-0.24,1.4476,1,1,1,100.0,26.897069872276486,26.897069872276486,17.112211221122102,2.8877887788779,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
7,72.90205684753958,64.96907104852149,300724,捷佳伟创,bottom_area,2023-10-26,68.63,2023-10-26,66.2,3.6706948640483272,5.589123867069491,27.4202390088806,False,-0.9954,2.9011,3,5,3,60.0,28.055136228772444,30.55368319691865,16.329305135951675,3.6706948640483272,历史3/5次成功; 当前距低点3.67%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
8,69.11380521885509,62.510974689027954,600009,上海机场,bottom_area,2023-10-26,35.9,2023-10-23,34.36,4.481955762514549,5.791618160651927,29.777232781524628,False,0.6166,0.3293,2,4,2,50.0,23.97760122344691,27.704918032786885,15.518044237485451,4.481955762514549,历史2/4次成功; 当前距低点4.48%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
9,69.09615770393452,58.87274661508706,603326,我乐家居,bottom_area,2023-10-26,10.02,2023-10-23,9.9,1.2121212121212042,3.8383838383838285,30.76923076923077,False,-0.4965,2.636,1,2,1,50.0,20.141843971631218,20.141843971631218,18.787878787878796,1.2121212121212042,历史1/2次成功; 当前距低点1.21%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
10,67.78544721037915,59.128437512967714,600328,中盐化工,bottom_area,2023-10-26,7.8,2023-10-26,7.61,2.496714848883042,2.8909329829172106,28.207547169811313,False,-2.0101,1.0773,1,2,1,50.0,37.26315789473683,37.26315789473683,17.50328515111696,2.496714848883042,历史1/2次成功; 当前距低点2.50%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
11,66.03326391591074,56.765437401396944,603260,合盛硅业,bottom_area,2023-10-26,53.9,2023-10-26,53.0,1.698113207547167,1.8867924528301887,28.859060402684566,False,-0.7732,0.16,1,3,1,33.33333333333333,34.21399022188793,34.21399022188793,18.301886792452834,1.698113207547167,历史1/3次成功; 当前距低点1.70%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
12,64.83032086532768,55.72702463418684,002080,中材科技,bottom_area,2023-10-26,16.81,2023-10-26,16.53,1.69388989715667,2.8433151845129996,27.244718309859145,False,-1.1758,0.6595,1,3,1,33.33333333333333,28.579356270810223,28.579356270810223,18.30611010284333,1.69388989715667,历史1/3次成功; 当前距低点1.69%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
13,63.202589055721845,55.406806568224965,000014,沙河股份,bottom_area,2023-10-26,11.13,2023-10-23,10.83,2.770083102493081,5.909510618651899,31.671924290220822,False,-1.0667,1.9737,1,2,1,50.0,20.605355064027936,20.605355064027936,17.229916897506918,2.770083102493081,历史1/2次成功; 当前距低点2.77%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
14,62.339519653755296,55.48081117723752,688071,华依科技,bottom_area,2023-10-26,38.31,2023-10-25,36.98,3.5965386695511232,4.948620876149286,27.617929144646713,False,0.4194,1.2928,1,4,1,25.0,29.494190020505805,29.494190020505805,16.403461330448877,3.5965386695511232,历史1/4次成功; 当前距低点3.60%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
15,61.438906000333255,54.896177863171594,600408,安泰集团,bottom_area,2023-10-26,2.45,2023-10-23,2.36,3.8135593220339112,7.203389830508472,30.99415204678363,True,-2.3904,2.0262,1,2,1,50.0,21.457489878542503,21.457489878542503,16.18644067796609,3.8135593220339112,历史1/2次成功; 当前距低点3.81%; 最新日涨幅-2.39%; 状态bottom_area; 底部已确认
