rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.57585341346686,84.97660632641544,600400,红豆股份,bottom_area,2025-10-10,2.82,2025-10-10,2.79,1.0752688172042941,4.659498207885301,27.343749999999993,False,-0.7042,4.917,4,4,4,100.0,17.140963600221585,25.943396226415082,8.924731182795705,1.0752688172042941,历史4/4次成功; 当前距低点1.08%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
2,84.87707904067224,81.062378859069,002269,美邦服饰,bottom_area,2025-10-10,2.38,2025-09-29,2.32,2.5862068965517264,6.034482758620696,27.725856697819317,False,0.4219,4.6086,6,8,6,75.0,46.3114547484244,173.50993377483442,7.413793103448274,2.5862068965517264,历史6/8次成功; 当前距低点2.59%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
3,84.53844229367462,77.37883480300512,002059,云南旅游,bottom_area,2025-10-10,5.62,2025-10-09,5.6,0.3571428571428654,3.9285714285714404,30.778739184178,False,0.0,4.2618,2,2,2,100.0,18.18881998543464,25.935162094763093,9.642857142857135,0.3571428571428654,历史2/2次成功; 当前距低点0.36%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,83.77402339988288,82.15191551393886,605188,国光连锁,confirmed_rebound,2025-10-10,15.7,2025-10-09,15.1,3.9735099337748316,11.655629139072847,30.414746543778804,True,2.2801,4.1768,4,4,4,100.0,16.029667542717576,19.218749999999993,6.026490066225168,3.9735099337748316,历史4/4次成功; 当前距低点3.97%; 最新日涨幅2.28%; 状态confirmed_rebound; 底部已确认
5,83.34560965658764,82.96848020112797,000718,苏宁环球,bottom_area,2025-10-10,2.64,2025-09-29,2.52,4.761904761904765,7.1428571428571495,32.800000000000004,True,0.7634,4.1166,4,4,4,100.0,19.86894117349903,36.111111111111114,5.2380952380952355,4.761904761904765,历史4/4次成功; 当前距低点4.76%; 最新日涨幅0.76%; 状态bottom_area; 底部已确认
6,82.40600609988695,75.72827801937886,688195,腾景科技,confirmed_rebound,2025-10-10,106.6,2025-10-10,106.0,0.5660377358490513,10.169811320754718,27.127732710023377,False,-8.4192,7.9126,10,10,10,100.0,21.445398156530597,49.70800412229474,9.43396226415095,0.5660377358490513,历史10/10次成功; 当前距低点0.57%; 最新日涨幅-8.42%; 状态confirmed_rebound; 底部未确认
7,81.60863219408256,74.32864716338834,600706,曲江文旅,bottom_area,2025-10-10,10.21,2025-10-10,10.2,0.09803921568628984,2.254901960784318,28.621413575927225,False,-0.5842,5.7663,2,2,2,100.0,21.086970834156286,24.578313253012034,9.901960784313712,0.09803921568628984,历史2/2次成功; 当前距低点0.10%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
8,81.6046971789787,78.81582937048464,000926,福星股份,bottom_area,2025-10-10,2.6,2025-09-29,2.52,3.174603174603177,4.761904761904765,27.79369627507164,False,1.5625,3.0984,2,2,2,100.0,20.612497895590682,28.668941979522177,6.825396825396823,3.174603174603177,历史2/2次成功; 当前距低点3.17%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
9,80.39435909685888,76.48480596923642,301151,冠龙节能,bottom_area,2025-10-10,20.62,2025-09-29,20.14,2.383316782522346,5.064548162859977,29.333333333333332,False,-0.5786,5.7198,1,1,1,100.0,37.520259319286865,37.520259319286865,7.616683217477655,2.383316782522346,历史1/1次成功; 当前距低点2.38%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
10,79.93783887852116,73.45798458475747,605068,明新旭腾,confirmed_rebound,2025-10-10,24.94,2025-10-10,24.8,0.5645161290322603,13.548387096774192,28.87869228563234,False,-9.5065,6.5345,2,2,2,100.0,42.554200854575384,50.84621044885945,9.43548387096774,0.5645161290322603,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-9.51%; 状态confirmed_rebound; 底部未确认
11,79.81498363305927,73.17549441891006,688621,阳光诺和,bottom_area,2025-10-10,61.19,2025-10-10,60.92,0.4432042022324294,5.367695338148384,29.121582315299595,False,-4.6291,3.5492,1,1,1,100.0,46.0,46.0,9.556795797767572,0.4432042022324294,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
