rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.93889275151162,78.19490347490347,002482,广田集团,bottom_area,2022-04-19,2.65,2022-04-19,2.59,2.316602316602319,3.8610038610038644,29.619565217391315,False,1.145,1.7728,1,1,1,100.0,23.423423423423422,23.423423423423422,17.683397683397683,2.316602316602319,历史1/1次成功; 当前距低点2.32%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
2,84.12468053014739,73.44296275657103,002825,纳尔股份,bottom_area,2022-04-19,14.92,2022-04-18,14.55,2.5429553264604756,5.567010309278341,31.14055844770468,False,-1.2574,3.2302,1,1,1,100.0,23.123123123123136,23.123123123123136,17.457044673539528,2.5429553264604756,历史1/1次成功; 当前距低点2.54%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
3,83.63232378937657,72.99038954602663,300663,科蓝软件,bottom_area,2022-04-19,15.83,2022-04-18,15.44,2.525906735751299,5.181347150259061,27.341176470588234,False,-0.8145,2.3734,1,1,1,100.0,20.480951094298856,20.480951094298856,17.4740932642487,2.525906735751299,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
4,81.63686818319239,73.68160343035343,002235,安妮股份,bottom_area,2022-04-19,5.02,2022-04-18,4.81,4.365904365904365,6.6528066528066585,28.101644245142015,False,1.4141,7.0006,1,1,1,100.0,24.27884615384615,24.27884615384615,15.634095634095635,4.365904365904365,历史1/1次成功; 当前距低点4.37%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
5,63.953214967490176,57.63760505219633,688288,鸿泉技术,bottom_area,2022-04-19,20.68,2022-04-18,19.83,4.286434694906715,9.329299041855782,30.51857042747022,True,-2.5907,1.1132,1,2,1,50.0,41.992882562277565,41.992882562277565,15.713565305093285,4.286434694906715,历史1/2次成功; 当前距低点4.29%; 最新日涨幅-2.59%; 状态bottom_area; 底部已确认
6,62.357856312485474,56.46577540106952,000863,三湘印象,bottom_area,2022-04-19,3.68,2022-04-18,3.52,4.545454545454549,6.818181818181812,32.95238095238095,False,2.2222,3.5847,1,2,1,50.0,25.588235294117638,25.588235294117638,15.454545454545451,4.545454545454549,历史1/2次成功; 当前距低点4.55%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
7,60.43461642765583,53.987006246508564,300339,润和软件,bottom_area,2022-04-19,16.11,2022-04-18,15.52,3.8015463917525762,5.412371134020618,30.403587443946194,False,-0.8005,2.3226,1,2,1,50.0,25.615763546798025,25.615763546798025,16.198453608247426,3.8015463917525762,历史1/2次成功; 当前距低点3.80%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
